day_index,plan_day,issue_time,planned_initial_energy_kwh,executed_initial_energy_kwh,upstream_planned_initial_energy_kwh,planned_initial_source,q0_source
31,2025-02-01,2025-02-01,3697.639790203704,3717.3494902037037,3696.146990203704,previous_confirmed_contract_and_last_release,Q2_G_direct
32,2025-02-02,2025-02-02,4286.456538475305,4287.498483475305,4265.419233475304,previous_confirmed_contract_and_last_release,Q2_G_direct
33,2025-02-03,2025-02-03,5186.449554651806,5183.813042151806,5162.784542151806,previous_confirmed_contract_and_last_release,Q2_G_direct
34,2025-02-04,2025-02-04,5139.193544777778,5134.302134777778,5129.671634777778,previous_confirmed_contract_and_last_release,Q2_G_direct
35,2025-02-05,2025-02-05,4799.110229490755,4820.794488240755,4783.475988240755,previous_confirmed_contract_and_last_release,Q2_G_direct
36,2025-02-06,2025-02-06,4653.0748457074405,4678.400493207441,4848.43646486224,previous_confirmed_contract_and_last_release,Q2_G_direct
37,2025-02-07,2025-02-07,4533.967233208073,4561.015641958073,4708.850839528576,previous_confirmed_contract_and_last_release,Q2_G_direct
38,2025-02-08,2025-02-08,3537.5921070432128,3556.565007043213,3683.091445074075,previous_confirmed_contract_and_last_release,Q2_G_direct
39,2025-02-09,2025-02-09,5191.6688233935165,5231.993675893517,4783.22639052926,previous_confirmed_contract_and_last_release,Q2_G_direct
40,2025-02-10,2025-02-10,5430.541653731487,5433.878707481487,4636.979442685186,previous_confirmed_contract_and_last_release,Q2_G_direct
41,2025-02-11,2025-02-11,4722.914917345135,4691.646149845135,5402.405331555007,previous_confirmed_contract_and_last_release,Q2_G_direct
42,2025-02-12,2025-02-12,4787.082248657408,4799.043612407409,4943.291459629629,previous_confirmed_contract_and_last_release,Q2_G_direct
43,2025-02-13,2025-02-13,4485.265522312499,4506.6576335624995,4578.371450370372,previous_confirmed_contract_and_last_release,Q2_G_direct
44,2025-02-14,2025-02-14,4568.986852500001,4574.776312500001,5136.213979815741,previous_confirmed_contract_and_last_release,Q2_G_direct
45,2025-02-15,2025-02-15,4652.836891487082,4638.423601487082,4645.231351487082,previous_confirmed_contract_and_last_release,Q2_G_direct
46,2025-02-16,2025-02-16,4572.184796089591,4587.514196089591,4225.42437,previous_confirmed_contract_and_last_release,Q2_G_direct
47,2025-02-17,2025-02-17,4793.657291168981,4830.898391168981,4297.51885074074,previous_confirmed_contract_and_last_release,Q2_G_direct
48,2025-02-18,2025-02-18,4442.557326723765,4464.2042879737655,4408.262201527208,previous_confirmed_contract_and_last_release,Q2_G_direct
49,2025-02-19,2025-02-19,5157.053758231477,5174.4023982314775,4485.634786893692,previous_confirmed_contract_and_last_release,Q2_G_direct
50,2025-02-20,2025-02-20,4059.11733824074,4026.4196900925917,4050.34083824074,previous_confirmed_contract_and_last_release,Q2_G_direct
51,2025-02-21,2025-02-21,4412.523471530858,4400.724625280858,4355.368312037037,previous_confirmed_contract_and_last_release,Q2_G_direct
52,2025-02-22,2025-02-22,4625.410446185183,4597.371101462961,4623.987073685184,previous_confirmed_contract_and_last_release,Q2_G_direct
53,2025-02-23,2025-02-23,4755.966388966263,4708.217309707004,4282.025878721664,previous_confirmed_contract_and_last_release,Q2_G_direct
54,2025-02-24,2025-02-24,4406.488102831022,4402.906736581022,4395.560764722218,previous_confirmed_contract_and_last_release,Q2_G_direct
55,2025-02-25,2025-02-25,4967.317418665892,5000.158111165892,4391.969021851852,previous_confirmed_contract_and_last_release,Q2_G_direct
56,2025-02-26,2025-02-26,4526.17699478741,4535.67448853741,4199.411089018523,previous_confirmed_contract_and_last_release,Q2_G_direct
57,2025-02-27,2025-02-27,4961.388178101852,4960.019101851851,4439.825971203703,previous_confirmed_contract_and_last_release,Q2_G_direct
58,2025-02-28,2025-02-28,4589.7882078142775,4610.1930340642775,4415.103198811499,previous_confirmed_contract_and_last_release,Q2_G_direct
59,2025-03-01,2025-03-01,4457.1766492328525,4444.719895482853,4443.881395482853,previous_confirmed_contract_and_last_release,Q2_G_direct
60,2025-03-02,2025-03-02,4542.358645728448,4562.496404478448,4377.224081111111,previous_confirmed_contract_and_last_release,Q2_G_direct
61,2025-03-03,2025-03-03,4575.815510781638,4570.264805781638,4408.208154814814,previous_confirmed_contract_and_last_release,Q2_G_direct
62,2025-03-04,2025-03-04,4554.626737485091,4546.958598735091,4419.576976388889,previous_confirmed_contract_and_last_release,Q2_G_direct
63,2025-03-05,2025-03-05,3880.833769429117,3831.66585739208,4260.690163740737,previous_confirmed_contract_and_last_release,Q2_G_direct
64,2025-03-06,2025-03-06,4250.462858027783,4225.96450594445,4299.334040092593,previous_confirmed_contract_and_last_release,Q2_G_direct
65,2025-03-07,2025-03-07,5013.437485002315,4997.883716715278,4587.510727636297,previous_confirmed_contract_and_last_release,Q2_G_direct
66,2025-03-08,2025-03-08,4733.198536986882,4754.275786986882,4372.363576351846,previous_confirmed_contract_and_last_release,Q2_G_direct
67,2025-03-09,2025-03-09,4504.64756235185,4515.96506235185,4495.26206235185,previous_confirmed_contract_and_last_release,Q2_G_direct
68,2025-03-10,2025-03-10,4526.0499854259315,4525.174405425931,4625.751509834931,previous_confirmed_contract_and_last_release,Q2_G_direct
69,2025-03-11,2025-03-11,4294.220215296805,4279.8854613616195,4217.170387777778,previous_confirmed_contract_and_last_release,Q2_G_direct
70,2025-03-12,2025-03-12,4841.45177904503,4859.81131029503,4986.282192074073,previous_confirmed_contract_and_last_release,Q2_G_direct
71,2025-03-13,2025-03-13,4152.225664344134,4146.845959344134,4143.360636296296,previous_confirmed_contract_and_last_release,Q2_G_direct
72,2025-03-14,2025-03-14,4177.061536712962,4176.2451879629625,4172.533437962963,previous_confirmed_contract_and_last_release,Q2_G_direct
73,2025-03-15,2025-03-15,4838.028847327934,4875.7709173279345,4478.888298823497,previous_confirmed_contract_and_last_release,Q2_G_direct
74,2025-03-16,2025-03-16,4230.8842655277795,4194.452507611112,4230.934924277779,previous_confirmed_contract_and_last_release,Q2_G_direct
75,2025-03-17,2025-03-17,4733.6550735991705,4710.280329849171,4722.268565870368,previous_confirmed_contract_and_last_release,Q2_G_direct
76,2025-03-18,2025-03-18,5385.000665819448,5397.6356158194485,5357.280481849335,previous_confirmed_contract_and_last_release,Q2_G_direct
77,2025-03-19,2025-03-19,4524.808139074069,4512.921359074069,4452.736570166662,previous_confirmed_contract_and_last_release,Q2_G_direct
78,2025-03-20,2025-03-20,4850.118943608806,4868.337032358806,4776.765977256521,previous_confirmed_contract_and_last_release,Q2_G_direct
79,2025-03-21,2025-03-21,4458.719293068076,4478.189090568076,4360.146362685184,previous_confirmed_contract_and_last_release,Q2_G_direct
80,2025-03-22,2025-03-22,4604.641604861112,4595.636096111111,4527.92104618267,previous_confirmed_contract_and_last_release,Q2_G_direct
81,2025-03-23,2025-03-23,4991.969295934633,4964.450670934633,4861.207622681758,previous_confirmed_contract_and_last_release,Q2_G_direct
82,2025-03-24,2025-03-24,4750.966492750906,4782.179543676832,4396.152220293548,previous_confirmed_contract_and_last_release,Q2_G_direct
83,2025-03-25,2025-03-25,4736.621865682409,4724.58337193241,4362.933917431289,previous_confirmed_contract_and_last_release,Q2_G_direct
84,2025-03-26,2025-03-26,4175.669630464441,4170.525080464441,4042.260566111112,previous_confirmed_contract_and_last_release,Q2_G_direct
85,2025-03-27,2025-03-27,4648.459832628612,4653.1141676286115,4566.040963074078,previous_confirmed_contract_and_last_release,Q2_G_direct
86,2025-03-28,2025-03-28,4567.783624407981,4566.706088157981,4334.73289134385,previous_confirmed_contract_and_last_release,Q2_G_direct
87,2025-03-29,2025-03-29,4690.496487787037,4640.835438759259,4698.887543685184,previous_confirmed_contract_and_last_release,Q2_G_direct
88,2025-03-30,2025-03-30,4890.833514083336,4900.332207833336,4484.021250381485,previous_confirmed_contract_and_last_release,Q2_G_direct
89,2025-03-31,2025-03-31,4406.656251263888,4391.396931263888,5286.91956855624,previous_confirmed_contract_and_last_release,Q2_G_direct
90,2025-04-01,2025-04-01,4669.168151843527,4676.446545593527,4498.119026334268,previous_confirmed_contract_and_last_release,Q2_G_direct
91,2025-04-02,2025-04-02,4516.348601296294,4510.295291296295,4461.719692500001,previous_confirmed_contract_and_last_release,Q2_G_direct
92,2025-04-03,2025-04-03,4305.34456101852,4327.25044101852,4303.20619101852,previous_confirmed_contract_and_last_release,Q2_G_direct
93,2025-04-04,2025-04-04,4662.537918246648,4692.364686996647,4650.1760825151705,previous_confirmed_contract_and_last_release,Q2_G_direct
94,2025-04-05,2025-04-05,4829.4622631018565,4840.995579351857,4833.885579351856,previous_confirmed_contract_and_last_release,Q2_G_direct
95,2025-04-06,2025-04-06,4327.625338819093,4348.343065069093,4326.341815069093,previous_confirmed_contract_and_last_release,Q2_G_direct
96,2025-04-07,2025-04-07,4684.5977596759285,4711.719855925928,4672.343904111116,previous_confirmed_contract_and_last_release,Q2_G_direct
97,2025-04-08,2025-04-08,4410.372507710925,4397.507892710924,4403.168892710924,previous_confirmed_contract_and_last_release,Q2_G_direct
98,2025-04-09,2025-04-09,4313.728664542926,4295.367993292925,4285.489434166669,previous_confirmed_contract_and_last_release,Q2_G_direct
99,2025-04-10,2025-04-10,4450.631938425924,4456.707313425924,4289.55675787037,previous_confirmed_contract_and_last_release,Q2_G_direct
100,2025-04-11,2025-04-11,4462.437057222223,4463.182932222224,4463.947932222223,previous_confirmed_contract_and_last_release,Q2_G_direct
101,2025-04-12,2025-04-12,4423.161584009286,4439.652940259286,4434.491440259286,previous_confirmed_contract_and_last_release,Q2_G_direct
102,2025-04-13,2025-04-13,4946.998176972224,4938.152058222225,4948.601058222224,previous_confirmed_contract_and_last_release,Q2_G_direct
103,2025-04-14,2025-04-14,4576.657585505968,4611.321213005968,4298.118531481481,previous_confirmed_contract_and_last_release,Q2_G_direct
104,2025-04-15,2025-04-15,4444.0609384795625,4468.778418479562,4396.505014870368,previous_confirmed_contract_and_last_release,Q2_G_direct
105,2025-04-16,2025-04-16,4626.069889796296,4664.034976046296,4630.617976046296,previous_confirmed_contract_and_last_release,Q2_G_direct
106,2025-04-17,2025-04-17,4781.59867330624,4762.18365205624,4338.114457314815,previous_confirmed_contract_and_last_release,Q2_G_direct
107,2025-04-18,2025-04-18,4519.523201249999,4510.717732499999,4609.517228759256,previous_confirmed_contract_and_last_release,Q2_G_direct
108,2025-04-19,2025-04-19,4884.958840763891,4887.944729513891,4918.244581388892,previous_confirmed_contract_and_last_release,Q2_G_direct
109,2025-04-20,2025-04-20,5021.4374574842395,4997.190564984239,5063.555565262016,previous_confirmed_contract_and_last_release,Q2_G_direct
110,2025-04-21,2025-04-21,4878.747842268526,4812.674980925934,4566.552250796302,previous_confirmed_contract_and_last_release,Q2_G_direct
111,2025-04-22,2025-04-22,4313.965381435185,4336.072835185185,4318.5625851851855,previous_confirmed_contract_and_last_release,Q2_G_direct
112,2025-04-23,2025-04-23,4752.525331891403,4700.550609391403,4452.184185252854,previous_confirmed_contract_and_last_release,Q2_G_direct
113,2025-04-24,2025-04-24,5016.322506021607,5017.916616021607,5120.285191517608,previous_confirmed_contract_and_last_release,Q2_G_direct
114,2025-04-25,2025-04-25,4500.945382833505,4488.068212833506,4362.630300000001,previous_confirmed_contract_and_last_release,Q2_G_direct
115,2025-04-26,2025-04-26,4499.4487560185225,4550.645593518523,4521.055843518523,previous_confirmed_contract_and_last_release,Q2_G_direct
116,2025-04-27,2025-04-27,4541.355095117289,4544.567720117289,4206.978860092593,previous_confirmed_contract_and_last_release,Q2_G_direct
117,2025-04-28,2025-04-28,4654.251248092136,4619.544206610655,4287.794411296296,previous_confirmed_contract_and_last_release,Q2_G_direct
118,2025-04-29,2025-04-29,4711.466119861109,4681.421503518516,4442.824657499999,previous_confirmed_contract_and_last_release,Q2_G_direct
119,2025-04-30,2025-04-30,4589.95031124537,4609.98141624537,4875.4465636296345,previous_confirmed_contract_and_last_release,Q2_G_direct
120,2025-05-01,2025-05-01,4469.848261851853,4406.224500648149,4785.693164877208,previous_confirmed_contract_and_last_release,Q2_G_direct
121,2025-05-02,2025-05-02,3528.0172773310182,3534.9319848310183,3538.131695092593,previous_confirmed_contract_and_last_release,Q2_G_direct
122,2025-05-03,2025-05-03,3685.6358435185184,3669.482684722222,3721.3364810185194,previous_confirmed_contract_and_last_release,Q2_G_direct
123,2025-05-04,2025-05-04,4131.9219249074085,4159.951165648149,4202.629610663471,previous_confirmed_contract_and_last_release,Q2_G_direct
124,2025-05-05,2025-05-05,3854.320581296296,3926.248951666666,3908.630701666666,previous_confirmed_contract_and_last_release,Q2_G_direct
125,2025-05-06,2025-05-06,4119.192073425925,4135.411558425924,4152.026308425924,previous_confirmed_contract_and_last_release,Q2_G_direct
126,2025-05-07,2025-05-07,3669.472366476852,3682.5914498101856,3830.8207820370394,previous_confirmed_contract_and_last_release,Q2_G_direct
127,2025-05-08,2025-05-08,3891.743946962963,3932.299609,3873.578370740741,previous_confirmed_contract_and_last_release,Q2_G_direct
128,2025-05-09,2025-05-09,4483.871987016208,4484.891027016207,4215.456000925926,previous_confirmed_contract_and_last_release,Q2_G_direct
129,2025-05-10,2025-05-10,4594.745045411265,4636.509279161264,6138.7679799880725,previous_confirmed_contract_and_last_release,Q2_G_direct
130,2025-05-11,2025-05-11,4189.333644675926,4198.264880925926,5482.732954833332,previous_confirmed_contract_and_last_release,Q2_G_direct
131,2025-05-12,2025-05-12,4369.8451033310175,4367.761269581018,5388.52531763236,previous_confirmed_contract_and_last_release,Q2_G_direct
132,2025-05-13,2025-05-13,4487.935191481482,4532.591128981482,5236.454466620945,previous_confirmed_contract_and_last_release,Q2_G_direct
133,2025-05-14,2025-05-14,4798.436948466046,4853.164013280861,5724.13249283333,previous_confirmed_contract_and_last_release,Q2_G_direct
134,2025-05-15,2025-05-15,4964.80410072145,5023.109254471449,5145.985392870369,previous_confirmed_contract_and_last_release,Q2_G_direct
135,2025-05-16,2025-05-16,5887.022057133488,5892.198155883488,5783.424367255834,previous_confirmed_contract_and_last_release,Q2_G_direct
136,2025-05-17,2025-05-17,4491.496208412033,4467.763013412034,6851.211613548693,previous_confirmed_contract_and_last_release,Q2_G_direct
137,2025-05-18,2025-05-18,4734.996721147376,4720.0349523973755,6626.364690074072,previous_confirmed_contract_and_last_release,Q2_G_direct
138,2025-05-19,2025-05-19,4947.211991960849,4928.243854460849,6104.057223440783,previous_confirmed_contract_and_last_release,Q2_G_direct
139,2025-05-20,2025-05-20,4715.431132089502,4671.737167089503,6394.270172870367,previous_confirmed_contract_and_last_release,Q2_G_direct
140,2025-05-21,2025-05-21,4468.997228986111,4446.911667736111,6081.496778939417,previous_confirmed_contract_and_last_release,Q2_G_direct
141,2025-05-22,2025-05-22,4398.874965092591,4373.725387592591,4869.090267126824,previous_confirmed_contract_and_last_release,Q2_G_direct
142,2025-05-23,2025-05-23,4865.569006754629,4868.8924067546295,7017.088481506173,previous_confirmed_contract_and_last_release,Q2_G_direct
143,2025-05-24,2025-05-24,4697.772063300927,4666.717458300926,5429.065082487042,previous_confirmed_contract_and_last_release,Q2_G_direct
144,2025-05-25,2025-05-25,4650.913509027778,4655.711607777778,5675.939370174099,previous_confirmed_contract_and_last_release,Q2_G_direct
145,2025-05-26,2025-05-26,5140.03226712963,5194.842323379629,6603.713760412335,previous_confirmed_contract_and_last_release,Q2_G_direct
146,2025-05-27,2025-05-27,4887.2304349228425,4884.907921172843,4568.241843166681,previous_confirmed_contract_and_last_release,Q2_G_direct
147,2025-05-28,2025-05-28,4544.851902222221,4500.28540222222,5875.649433696852,previous_confirmed_contract_and_last_release,Q2_G_direct
148,2025-05-29,2025-05-29,5472.363110454322,5465.382031704323,6412.81254604582,previous_confirmed_contract_and_last_release,Q2_G_direct
149,2025-05-30,2025-05-30,5453.096918979468,5494.783002729468,4834.357768703704,previous_confirmed_contract_and_last_release,Q2_G_direct
150,2025-05-31,2025-05-31,5508.343343333333,5521.898940833333,4820.615001944441,previous_confirmed_contract_and_last_release,Q2_G_direct
151,2025-06-01,2025-06-01,5753.597808905165,5627.127746127388,5742.924273905165,previous_confirmed_contract_and_last_release,Q2_G_direct
152,2025-06-02,2025-06-02,3793.3340913564825,3780.7283043194457,3356.6250050925923,previous_confirmed_contract_and_last_release,Q2_G_direct
153,2025-06-03,2025-06-03,3921.8466510023127,3941.019399752313,3218.6120657407405,previous_confirmed_contract_and_last_release,Q2_G_direct
154,2025-06-04,2025-06-04,5152.447596289349,5151.465674993053,4076.427971759259,previous_confirmed_contract_and_last_release,Q2_G_direct
155,2025-06-05,2025-06-05,4053.3608424466665,4037.271222076296,3838.5468007407408,previous_confirmed_contract_and_last_release,Q2_G_direct
156,2025-06-06,2025-06-06,4087.6547805665573,4053.534365196187,3579.225744722222,previous_confirmed_contract_and_last_release,Q2_G_direct
157,2025-06-07,2025-06-07,4363.617536648448,4404.843990352152,3810.7053622222206,previous_confirmed_contract_and_last_release,Q2_G_direct
158,2025-06-08,2025-06-08,5115.605296591812,5170.702085341812,4131.907928518519,previous_confirmed_contract_and_last_release,Q2_G_direct
159,2025-06-09,2025-06-09,5440.3717840925965,5445.116696129634,6211.351269247556,previous_confirmed_contract_and_last_release,Q2_G_direct
160,2025-06-10,2025-06-10,5165.6978454328655,5139.169122932865,5218.286417499991,previous_confirmed_contract_and_last_release,Q2_G_direct
161,2025-06-11,2025-06-11,6038.289488222218,6016.428833222219,6071.790833222219,previous_confirmed_contract_and_last_release,Q2_G_direct
162,2025-06-12,2025-06-12,4881.234974786266,4901.459062286266,5674.653162296298,previous_confirmed_contract_and_last_release,Q2_G_direct
163,2025-06-13,2025-06-13,5409.918975446754,5427.316796696754,5981.653038499998,previous_confirmed_contract_and_last_release,Q2_G_direct
164,2025-06-14,2025-06-14,5665.9419144433305,5643.64460944333,5711.24960944333,previous_confirmed_contract_and_last_release,Q2_G_direct
165,2025-06-15,2025-06-15,5171.538599648115,5261.708148398115,5926.126828609046,previous_confirmed_contract_and_last_release,Q2_G_direct
166,2025-06-16,2025-06-16,8117.622737413586,8138.0047936635865,8153.99026464815,previous_confirmed_contract_and_last_release,Q2_G_direct
167,2025-06-17,2025-06-17,7433.032025262346,7443.8103802623455,8256.154769537035,previous_confirmed_contract_and_last_release,Q2_G_direct
168,2025-06-18,2025-06-18,6979.317342986052,7000.9236654860515,6470.80924780087,previous_confirmed_contract_and_last_release,Q2_G_direct
169,2025-06-19,2025-06-19,6536.647042441361,6549.129614941361,7442.033417796297,previous_confirmed_contract_and_last_release,Q2_G_direct
170,2025-06-20,2025-06-20,7747.115019359739,7689.008165609739,7741.654415609739,previous_confirmed_contract_and_last_release,Q2_G_direct
171,2025-06-21,2025-06-21,7435.984260649631,7380.996851899632,7739.945904240743,previous_confirmed_contract_and_last_release,Q2_G_direct
172,2025-06-22,2025-06-22,8023.4328096018535,8052.897680851853,8209.585041407407,previous_confirmed_contract_and_last_release,Q2_G_direct
173,2025-06-23,2025-06-23,7560.827912500004,7550.016377500004,7528.827377500003,previous_confirmed_contract_and_last_release,Q2_G_direct
174,2025-06-24,2025-06-24,6876.546502221605,6869.922273471605,7627.360291203703,previous_confirmed_contract_and_last_release,Q2_G_direct
175,2025-06-25,2025-06-25,6360.827088102912,6338.071821852912,5615.735776500001,previous_confirmed_contract_and_last_release,Q2_G_direct
176,2025-06-26,2025-06-26,7078.483189105512,7078.156271605512,7828.336054398723,previous_confirmed_contract_and_last_release,Q2_G_direct
177,2025-06-27,2025-06-27,6355.484560100373,6340.943496350373,6870.584165831481,previous_confirmed_contract_and_last_release,Q2_G_direct
178,2025-06-28,2025-06-28,7446.641582796297,7458.802667796298,7836.57430338889,previous_confirmed_contract_and_last_release,Q2_G_direct
179,2025-06-29,2025-06-29,8053.793713953708,7990.670792703708,8046.041792703708,previous_confirmed_contract_and_last_release,Q2_G_direct
180,2025-06-30,2025-06-30,7681.647044679026,7653.457900929026,8370.583060629628,previous_confirmed_contract_and_last_release,Q2_G_direct
181,2025-07-01,2025-07-01,7559.346894564808,7391.845370814808,7546.664870814808,previous_confirmed_contract_and_last_release,Q2_G_direct
182,2025-07-02,2025-07-02,4765.9515402860925,4764.490100471277,4061.948072962963,previous_confirmed_contract_and_last_release,Q2_G_direct
183,2025-07-03,2025-07-03,4339.297547034716,4362.551844534716,3704.5180837037033,previous_confirmed_contract_and_last_release,Q2_G_direct
184,2025-07-04,2025-07-04,4330.442106018519,4389.075253518518,3748.6581365740735,previous_confirmed_contract_and_last_release,Q2_G_direct
185,2025-07-05,2025-07-05,3831.100523744594,3839.0092830038534,3767.333893148147,previous_confirmed_contract_and_last_release,Q2_G_direct
186,2025-07-06,2025-07-06,4192.22938945139,4199.609945006945,3742.0253886111113,previous_confirmed_contract_and_last_release,Q2_G_direct
187,2025-07-07,2025-07-07,3920.976144188889,3890.676334003704,3933.049715855555,previous_confirmed_contract_and_last_release,Q2_G_direct
188,2025-07-08,2025-07-08,4390.385810324075,4436.247579074075,3830.96663925926,previous_confirmed_contract_and_last_release,Q2_G_direct
189,2025-07-09,2025-07-09,6483.8867799814825,6521.053404981483,6541.419654981483,previous_confirmed_contract_and_last_release,Q2_G_direct
190,2025-07-10,2025-07-10,5856.820301656051,5870.005106656051,5893.156856656051,previous_confirmed_contract_and_last_release,Q2_G_direct
191,2025-07-11,2025-07-11,5613.229892015742,5675.974550765742,5678.653550765742,previous_confirmed_contract_and_last_release,Q2_G_direct
192,2025-07-12,2025-07-12,4465.316180964511,4409.63489096451,5840.9353560351865,previous_confirmed_contract_and_last_release,Q2_G_direct
193,2025-07-13,2025-07-13,4402.422446072409,4403.970509822409,5945.767388582225,previous_confirmed_contract_and_last_release,Q2_G_direct
194,2025-07-14,2025-07-14,6262.277389182669,6276.246694182669,6309.3794441826685,previous_confirmed_contract_and_last_release,Q2_G_direct
195,2025-07-15,2025-07-15,5092.035661239969,5173.114883739969,6257.818744759257,previous_confirmed_contract_and_last_release,Q2_G_direct
196,2025-07-16,2025-07-16,5447.884995000002,5444.704747500003,9988.728102648602,previous_confirmed_contract_and_last_release,Q2_G_direct
197,2025-07-17,2025-07-17,7903.774621884258,7934.252990634257,7921.080740634257,previous_confirmed_contract_and_last_release,Q2_G_direct
198,2025-07-18,2025-07-18,5457.302292185959,5468.017328435959,9837.267506894836,previous_confirmed_contract_and_last_release,Q2_G_direct
199,2025-07-19,2025-07-19,5542.730995047068,5590.067740047068,8525.565383888888,previous_confirmed_contract_and_last_release,Q2_G_direct
200,2025-07-20,2025-07-20,5361.783292274694,5311.190861024694,8554.438101007225,previous_confirmed_contract_and_last_release,Q2_G_direct
201,2025-07-21,2025-07-21,5944.831115060768,5963.263943810768,8997.21219168496,previous_confirmed_contract_and_last_release,Q2_G_direct
202,2025-07-22,2025-07-22,5617.461350053236,5598.396792553235,9817.037976217653,previous_confirmed_contract_and_last_release,Q2_G_direct
203,2025-07-23,2025-07-23,7431.81049114738,7439.58150364738,8344.70648566667,previous_confirmed_contract_and_last_release,Q2_G_direct
204,2025-07-24,2025-07-24,7560.342112959077,7506.539362959077,7537.696612959077,previous_confirmed_contract_and_last_release,Q2_G_direct
205,2025-07-25,2025-07-25,8033.9757883133725,8000.985639563372,8016.707889563372,previous_confirmed_contract_and_last_release,Q2_G_direct
206,2025-07-26,2025-07-26,5271.476963516205,5252.896913516204,8700.034591582145,previous_confirmed_contract_and_last_release,Q2_G_direct
207,2025-07-27,2025-07-27,5364.838956455252,5361.1560739552515,8731.812652626895,previous_confirmed_contract_and_last_release,Q2_G_direct
208,2025-07-28,2025-07-28,7652.408092868045,7612.693890368045,8527.409355703701,previous_confirmed_contract_and_last_release,Q2_G_direct
