day_index,candidate_count,total_candidate_solve_seconds
136,15,1.7361268000004202
137,15,2.450572600002488
138,15,2.7063255999983085
139,15,2.382274799998413
140,15,2.5554460999992443
141,15,2.6257713999984844
142,15,1.7591467999973247
143,15,1.770331099998657
144,15,2.2322772000043187
145,15,2.667608499999915
146,15,2.3967853999984072
147,15,2.461790799998198
148,15,2.501288299998123
149,15,1.7583906000036222
150,15,1.7279273999993165
151,15,3.030574299998989
152,15,2.537696800003687
153,15,2.3621270999974513
154,15,2.28087929999856
155,15,2.349209100004373
156,15,1.8357633000032365
157,15,1.8814407000027131
158,15,2.250797300004706
159,15,2.6755543000035686
160,15,2.653682899996056
161,15,2.7670618999982253
162,15,2.3904129000020475
163,15,1.873881400000755
164,15,1.887739000003421
165,15,2.33757329999753
166,15,2.6371237999992445
167,15,2.6642680000022665
168,15,2.8314247999987856
169,15,2.6190599000019574
170,15,1.8886667000042507
171,15,2.019017700000404
172,15,2.1906804000027478
173,15,3.3167953999964084
174,15,3.171294999998281
175,15,2.420638499999768
176,15,2.366286399999808
177,15,1.882342000002609
178,15,1.8029789999982313
179,15,3.1628635999968537
180,15,2.9151888999949733
181,15,3.070228300000963
182,15,3.1018819000000803
183,15,3.1149376000012126
184,15,1.947538300002634
185,15,1.8741212000004452
186,15,2.3536323999996966
187,15,2.0462670999986585
188,15,2.6935155000046507
189,15,3.298759399998744
190,15,2.881427000000258
191,15,1.8631525000000693
192,15,2.001197300001877
193,15,2.834625600000436
194,15,2.3025657999987743
195,15,2.6385604000024614
196,15,3.1984896999929333
197,15,2.872840499996528
198,15,1.991412900000796
199,15,2.0006230999970285
200,15,2.769868800005497
201,15,2.5988194000037765
202,15,2.4958289000005607
203,15,3.068068399999902
204,15,2.6666242999963288
205,15,1.9965834000013274
206,15,2.1122587000008934
207,15,2.389372800000274
208,15,2.7820256000031804
209,15,3.338582000002134
210,15,3.145161200003713
211,15,2.922605299996576
212,15,1.9798748000030173
213,15,1.9024650000028487
214,15,2.8617087000020547
215,15,3.34074010000586
216,15,3.0207222000008187
217,15,3.3341651000046113
218,15,2.9803179999998974
219,15,1.9897964000010688
220,15,2.1386527999984537
221,15,3.522555800000191
222,15,2.7245421999996324
223,15,3.3951072999971075
224,15,3.2678564000016195
225,15,3.4043686000022717
226,15,1.9979772999995475
227,15,1.9773223000011058
228,15,3.130399600000601
229,15,3.524959799999124
230,15,2.769380200001251
231,15,3.1982233000035194
232,15,3.623542900000757
233,15,2.052300799998193
234,15,2.1111525000033
235,15,2.749998000002961
236,15,3.571250899998631
237,15,3.328271800004586
238,15,3.3640580999999656
239,15,3.4722971999999572
240,15,2.104228999998668
241,15,2.1453543000006903
242,15,3.2350945999969554
243,15,2.9357175000022835
244,15,3.24612960000195
245,15,3.6135879999947065
246,15,3.140829500000109
247,15,2.0183243000010407
248,15,1.944334900003014
249,15,3.3819407999999385
250,15,2.9452823999999964
251,15,3.2698078000048554
252,15,3.01312069999949
253,15,3.184871400000702
254,15,1.8703862000038498
255,15,2.0216827999975067
256,15,3.6336473999981536
257,15,2.7212101999994047
258,15,2.8292005000002973
259,15,2.581083499999295
260,15,2.4167866999996477
261,15,1.9031321000002208
262,15,1.9020273000023735
263,15,2.7258047999985138
264,15,2.913817000000563
265,15,2.9164266000007046
266,15,2.4517324999978882
267,15,2.82332519999909
268,15,1.9688785999969696
269,15,1.8761484000006021
270,15,2.920512400000007
271,15,2.9132268999983353
272,15,3.045328199998039
273,15,2.4141795999948954
274,15,2.9941543999975693
275,15,1.8255506999994395
276,15,1.7374283999979525
277,15,2.7363573999991786
278,15,2.8220906000005925
279,15,3.0997355000017706
280,15,2.6318711999938387
281,15,2.480111799995939
282,15,1.8004823999999644
283,15,1.8874273000019457
284,15,2.2393564999947557
285,15,2.8944314000036684
286,15,2.730579899996883
287,15,2.8939394999979413
288,15,2.3795284000025276
289,15,1.8841165999983787
290,15,1.9519424999998591
291,15,3.0541617999951995
292,15,2.9120834000004834
293,15,3.025084400000196
294,15,2.5961048000008304
295,15,2.93045400000301
296,15,1.9122200000001612
297,15,1.9012978999999177
298,15,2.9295694999982516
299,15,2.882786099997247
300,15,2.9284039000031044
301,15,2.7732183000061923
302,15,2.67345529999875
303,15,1.9070214000039414
304,15,1.9444586000008712
305,15,2.888530300002458
306,15,2.9011918000032892
307,15,2.8098376000052667
308,15,2.694901100001516
309,15,2.6325279000011506
310,15,1.8513907000015024
311,15,1.9984118999982456
312,15,3.402480699996886
313,15,3.270381800002724
314,15,2.4329572999995435
315,15,3.0317399999967165
316,15,3.0183038000050146
317,15,1.9711615000087477
318,15,1.9002432999986922
319,15,2.9951424000028055
320,15,3.0372760000045673
321,15,2.64906979999796
322,15,3.3960086000042793
323,15,3.0594997000007425
324,15,2.063748400003533
325,15,1.902165999998033
326,15,3.0121433999975125
327,15,3.2919828000012785
328,15,2.80251219999991
329,15,3.319320999995398
330,15,3.8747371999961615
331,15,2.233267199999318
332,15,2.5486081000035483
333,15,2.773971000000529
334,15,3.120611000000281
335,15,2.4021653000017977
336,15,2.212935599996854
337,15,2.1896729999953095
338,15,2.3420387000005576
339,15,1.9040251999977045
340,15,2.33633440000267
341,15,2.1755594999976893
342,15,2.7470269999957964
343,15,2.3535340999987966
344,15,2.3685886999992363
345,15,2.266043699992224
346,15,2.2266123999997944
347,15,2.450278400003299
348,15,2.8789743000015733
349,15,2.6420117000016035
350,15,3.0354722999963997
351,15,2.743376000002172
352,15,2.1120452000013756
353,15,2.485735799997201
354,15,2.4777096999987407
355,15,2.6589442000040435
356,15,2.712537200002771
357,15,2.6237736999955814
358,15,2.1866182000048866
359,15,2.598082100003012
360,15,2.6107805999981792
361,15,2.961212099999102
362,15,3.0097478999960003
363,15,2.6542058999966684
