day,issue_time,schedule,release_hour,block_start,block_end_exclusive,soc_kwh,accepted,keep_score_yuan,new_score_yuan,changed_intervals,risk_days,risk_day_first,risk_day_last,gate_days,gate_day_first,gate_day_last,load_source_max,load_correction_source_max,price_max_source_time,price_current_actual_step,lp_residual_kwh,planned_mutex_violations
2025-02-04 00:00:00,2025-02-04 12:00:00,M3,12,71,107,7125.22723217284,False,,,0,34,2025-01-01 00:00:00,2025-02-03 00:00:00,0,,,2025-02-04 00:10:00,2025-02-04 12:00:00,2025-02-04 12:00:00,71,9.094947017729282e-13,0
2025-02-04 00:00:00,2025-02-04 18:00:00,M3,18,107,144,10800.0,False,,,0,34,2025-01-01 00:00:00,2025-02-03 00:00:00,0,,,2025-02-04 00:10:00,2025-02-04 18:00:00,2025-02-04 18:00:00,107,0.0,0
2025-02-05 00:00:00,2025-02-05 06:00:00,M3,6,35,71,10800.0,False,,,0,35,2025-01-01 00:00:00,2025-02-04 00:00:00,0,,,2025-02-05 00:10:00,2025-02-05 06:00:00,2025-02-05 06:00:00,35,4.547473508864641e-13,0
2025-02-05 00:00:00,2025-02-05 12:00:00,M3,12,71,107,5941.050721049382,False,,,0,35,2025-01-01 00:00:00,2025-02-04 00:00:00,0,,,2025-02-05 00:10:00,2025-02-05 12:00:00,2025-02-05 12:00:00,71,9.094947017729282e-13,0
2025-02-05 00:00:00,2025-02-05 18:00:00,M3,18,107,144,10762.653312469136,False,,,0,35,2025-01-01 00:00:00,2025-02-04 00:00:00,0,,,2025-02-05 00:10:00,2025-02-05 18:00:00,2025-02-05 18:00:00,107,0.0,0
2025-02-06 00:00:00,2025-02-06 06:00:00,M3,6,35,71,10800.0,False,,,0,36,2025-01-01 00:00:00,2025-02-05 00:00:00,0,,,2025-02-06 00:10:00,2025-02-06 06:00:00,2025-02-06 06:00:00,35,9.094947017729282e-13,0
2025-02-06 00:00:00,2025-02-06 12:00:00,M3,12,71,107,6961.068782098762,False,,,0,36,2025-01-01 00:00:00,2025-02-05 00:00:00,0,,,2025-02-06 00:10:00,2025-02-06 12:00:00,2025-02-06 12:00:00,71,9.094947017729282e-13,0
2025-02-06 00:00:00,2025-02-06 18:00:00,M3,18,107,144,10789.006753617286,False,,,0,36,2025-01-01 00:00:00,2025-02-05 00:00:00,0,,,2025-02-06 00:10:00,2025-02-06 18:00:00,2025-02-06 18:00:00,107,0.0,0
2025-02-07 00:00:00,2025-02-07 06:00:00,M3,6,35,71,10800.0,False,,,0,37,2025-01-01 00:00:00,2025-02-06 00:00:00,0,,,2025-02-07 00:10:00,2025-02-07 06:00:00,2025-02-07 06:00:00,35,4.547473508864641e-13,0
2025-02-07 00:00:00,2025-02-07 12:00:00,M3,12,71,107,7686.978860370375,False,,,0,37,2025-01-01 00:00:00,2025-02-06 00:00:00,0,,,2025-02-07 00:10:00,2025-02-07 12:00:00,2025-02-07 12:00:00,71,9.094947017729282e-13,0
2025-02-07 00:00:00,2025-02-07 18:00:00,M3,18,107,144,10800.0,False,,,0,37,2025-01-01 00:00:00,2025-02-06 00:00:00,0,,,2025-02-07 00:10:00,2025-02-07 18:00:00,2025-02-07 18:00:00,107,0.0,0
2025-02-08 00:00:00,2025-02-08 06:00:00,M3,6,35,71,8651.916284259258,False,,,0,38,2025-01-01 00:00:00,2025-02-07 00:00:00,0,,,2025-02-08 00:10:00,2025-02-08 06:00:00,2025-02-08 06:00:00,35,0.0,0
2025-02-08 00:00:00,2025-02-08 12:00:00,M3,12,71,107,6860.938246481482,False,,,0,38,2025-01-01 00:00:00,2025-02-07 00:00:00,0,,,2025-02-08 00:10:00,2025-02-08 12:00:00,2025-02-08 12:00:00,71,9.094947017729282e-13,0
2025-02-08 00:00:00,2025-02-08 18:00:00,M3,18,107,144,9750.266456555557,False,,,0,38,2025-01-01 00:00:00,2025-02-07 00:00:00,0,,,2025-02-08 00:10:00,2025-02-08 18:00:00,2025-02-08 18:00:00,107,0.0,0
2025-02-09 00:00:00,2025-02-09 06:00:00,M3,6,35,71,10800.0,False,,,0,39,2025-01-01 00:00:00,2025-02-08 00:00:00,0,,,2025-02-09 00:10:00,2025-02-09 06:00:00,2025-02-09 06:00:00,35,1.8189894035458565e-12,0
2025-02-09 00:00:00,2025-02-09 12:00:00,M3,12,71,107,8124.857502777779,False,,,0,39,2025-01-01 00:00:00,2025-02-08 00:00:00,0,,,2025-02-09 00:10:00,2025-02-09 12:00:00,2025-02-09 12:00:00,71,9.094947017729282e-13,0
2025-02-09 00:00:00,2025-02-09 18:00:00,M3,18,107,144,10783.901011432099,False,,,0,39,2025-01-01 00:00:00,2025-02-08 00:00:00,0,,,2025-02-09 00:10:00,2025-02-09 18:00:00,2025-02-09 18:00:00,107,2.2737367544323206e-13,0
2025-02-10 00:00:00,2025-02-10 06:00:00,M3,6,35,71,10800.0,False,,,0,40,2025-01-01 00:00:00,2025-02-09 00:00:00,0,,,2025-02-10 00:10:00,2025-02-10 06:00:00,2025-02-10 06:00:00,35,1.8189894035458565e-12,0
2025-02-10 00:00:00,2025-02-10 12:00:00,M3,12,71,107,8071.003931845674,False,,,0,40,2025-01-01 00:00:00,2025-02-09 00:00:00,0,,,2025-02-10 00:10:00,2025-02-10 12:00:00,2025-02-10 12:00:00,71,9.094947017729282e-13,0
2025-02-10 00:00:00,2025-02-10 18:00:00,M3,18,107,144,10782.36313060494,False,,,0,40,2025-01-01 00:00:00,2025-02-09 00:00:00,0,,,2025-02-10 00:10:00,2025-02-10 18:00:00,2025-02-10 18:00:00,107,0.0,0
2025-02-11 00:00:00,2025-02-11 06:00:00,M3,6,35,71,10800.0,False,,,0,41,2025-01-01 00:00:00,2025-02-10 00:00:00,0,,,2025-02-11 00:10:00,2025-02-11 06:00:00,2025-02-11 06:00:00,35,9.094947017729282e-13,0
2025-02-11 00:00:00,2025-02-11 12:00:00,M3,12,71,107,6228.7729894753065,False,,,0,41,2025-01-01 00:00:00,2025-02-10 00:00:00,0,,,2025-02-11 00:10:00,2025-02-11 12:00:00,2025-02-11 12:00:00,71,9.094947017729282e-13,0
2025-02-11 00:00:00,2025-02-11 18:00:00,M3,18,107,144,10800.0,False,,,0,41,2025-01-01 00:00:00,2025-02-10 00:00:00,0,,,2025-02-11 00:10:00,2025-02-11 18:00:00,2025-02-11 18:00:00,107,9.094947017729282e-13,0
2025-02-12 00:00:00,2025-02-12 06:00:00,M3,6,35,71,10800.0,False,,,0,42,2025-01-01 00:00:00,2025-02-11 00:00:00,0,,,2025-02-12 00:10:00,2025-02-12 06:00:00,2025-02-12 06:00:00,35,9.094947017729282e-13,0
2025-02-12 00:00:00,2025-02-12 12:00:00,M3,12,71,107,7696.6060075987625,False,,,0,42,2025-01-01 00:00:00,2025-02-11 00:00:00,0,,,2025-02-12 00:10:00,2025-02-12 12:00:00,2025-02-12 12:00:00,71,1.8189894035458565e-12,0
2025-02-12 00:00:00,2025-02-12 18:00:00,M3,18,107,144,10744.408835030863,False,,,0,42,2025-01-01 00:00:00,2025-02-11 00:00:00,0,,,2025-02-12 00:10:00,2025-02-12 18:00:00,2025-02-12 18:00:00,107,9.094947017729282e-13,0
2025-02-13 00:00:00,2025-02-13 06:00:00,M3,6,35,71,10790.630814814815,False,,,0,43,2025-01-01 00:00:00,2025-02-12 00:00:00,0,,,2025-02-13 00:10:00,2025-02-13 06:00:00,2025-02-13 06:00:00,35,9.094947017729282e-13,0
2025-02-13 00:00:00,2025-02-13 12:00:00,M3,12,71,107,7676.172366135801,False,,,0,43,2025-01-01 00:00:00,2025-02-12 00:00:00,0,,,2025-02-13 00:10:00,2025-02-13 12:00:00,2025-02-13 12:00:00,71,9.094947017729282e-13,0
2025-02-13 00:00:00,2025-02-13 18:00:00,M3,18,107,144,10780.10179558642,False,,,0,43,2025-01-01 00:00:00,2025-02-12 00:00:00,0,,,2025-02-13 00:10:00,2025-02-13 18:00:00,2025-02-13 18:00:00,107,9.094947017729282e-13,0
2025-02-14 00:00:00,2025-02-14 06:00:00,M3,6,35,71,8935.58244829012,False,,,0,44,2025-01-01 00:00:00,2025-02-13 00:00:00,0,,,2025-02-14 00:10:00,2025-02-14 06:00:00,2025-02-14 06:00:00,35,2.2737367544323206e-13,0
2025-02-14 00:00:00,2025-02-14 12:00:00,M3,12,71,107,6715.7242032901195,False,,,0,44,2025-01-01 00:00:00,2025-02-13 00:00:00,0,,,2025-02-14 00:10:00,2025-02-14 12:00:00,2025-02-14 12:00:00,71,5.684341886080802e-14,0
2025-02-14 00:00:00,2025-02-14 18:00:00,M3,18,107,144,10351.458946333332,False,,,0,44,2025-01-01 00:00:00,2025-02-13 00:00:00,0,,,2025-02-14 00:10:00,2025-02-14 18:00:00,2025-02-14 18:00:00,107,0.0,0
2025-02-15 00:00:00,2025-02-15 06:00:00,M3,6,35,71,7091.295014469136,False,,,0,45,2025-01-01 00:00:00,2025-02-14 00:00:00,0,,,2025-02-15 00:10:00,2025-02-15 06:00:00,2025-02-15 06:00:00,35,0.0,0
2025-02-15 00:00:00,2025-02-15 12:00:00,M3,12,71,107,6109.408065000001,False,,,0,45,2025-01-01 00:00:00,2025-02-14 00:00:00,0,,,2025-02-15 00:10:00,2025-02-15 12:00:00,2025-02-15 12:00:00,71,1.8189894035458565e-12,0
2025-02-15 00:00:00,2025-02-15 18:00:00,M3,18,107,144,10613.206872839508,False,,,0,45,2025-01-01 00:00:00,2025-02-14 00:00:00,0,,,2025-02-15 00:10:00,2025-02-15 18:00:00,2025-02-15 18:00:00,107,0.0,0
2025-02-16 00:00:00,2025-02-16 06:00:00,M3,6,35,71,10743.526265833334,False,,,0,46,2025-01-01 00:00:00,2025-02-15 00:00:00,0,,,2025-02-16 00:10:00,2025-02-16 06:00:00,2025-02-16 06:00:00,35,9.094947017729282e-13,0
2025-02-16 00:00:00,2025-02-16 12:00:00,M3,12,71,107,6814.649278216051,False,,,0,46,2025-01-01 00:00:00,2025-02-15 00:00:00,0,,,2025-02-16 00:10:00,2025-02-16 12:00:00,2025-02-16 12:00:00,71,4.547473508864641e-13,0
2025-02-16 00:00:00,2025-02-16 18:00:00,M3,18,107,144,10672.858311907408,False,,,0,46,2025-01-01 00:00:00,2025-02-15 00:00:00,0,,,2025-02-16 00:10:00,2025-02-16 18:00:00,2025-02-16 18:00:00,107,4.547473508864641e-13,0
2025-02-17 00:00:00,2025-02-17 06:00:00,M3,6,35,71,10800.0,False,,,0,47,2025-01-01 00:00:00,2025-02-16 00:00:00,0,,,2025-02-17 00:10:00,2025-02-17 06:00:00,2025-02-17 06:00:00,35,4.547473508864641e-13,0
2025-02-17 00:00:00,2025-02-17 12:00:00,M3,12,71,107,8930.967610111116,False,,,0,47,2025-01-01 00:00:00,2025-02-16 00:00:00,0,,,2025-02-17 00:10:00,2025-02-17 12:00:00,2025-02-17 12:00:00,71,9.094947017729282e-13,0
2025-02-17 00:00:00,2025-02-17 18:00:00,M3,18,107,144,10679.308763203702,False,,,0,47,2025-01-01 00:00:00,2025-02-16 00:00:00,0,,,2025-02-17 00:10:00,2025-02-17 18:00:00,2025-02-17 18:00:00,107,0.0,0
2025-02-18 00:00:00,2025-02-18 06:00:00,M3,6,35,71,10792.94213888889,False,,,0,48,2025-01-01 00:00:00,2025-02-17 00:00:00,0,,,2025-02-18 00:10:00,2025-02-18 06:00:00,2025-02-18 06:00:00,35,9.094947017729282e-13,0
2025-02-18 00:00:00,2025-02-18 12:00:00,M3,12,71,107,6618.449778469135,False,,,0,48,2025-01-01 00:00:00,2025-02-17 00:00:00,0,,,2025-02-18 00:10:00,2025-02-18 12:00:00,2025-02-18 12:00:00,71,2.2737367544323206e-13,0
2025-02-18 00:00:00,2025-02-18 18:00:00,M3,18,107,144,9514.341607580243,False,,,0,48,2025-01-01 00:00:00,2025-02-17 00:00:00,0,,,2025-02-18 00:10:00,2025-02-18 18:00:00,2025-02-18 18:00:00,107,0.0,0
2025-02-19 00:00:00,2025-02-19 06:00:00,M3,6,35,71,10800.0,False,,,0,49,2025-01-01 00:00:00,2025-02-18 00:00:00,0,,,2025-02-19 00:10:00,2025-02-19 06:00:00,2025-02-19 06:00:00,35,4.547473508864641e-13,0
2025-02-19 00:00:00,2025-02-19 12:00:00,M3,12,71,107,5578.388602839506,False,,,0,49,2025-01-01 00:00:00,2025-02-18 00:00:00,0,,,2025-02-19 00:10:00,2025-02-19 12:00:00,2025-02-19 12:00:00,71,4.547473508864641e-13,0
2025-02-19 00:00:00,2025-02-19 18:00:00,M3,18,107,144,9486.29431267901,False,,,0,49,2025-01-01 00:00:00,2025-02-18 00:00:00,0,,,2025-02-19 00:10:00,2025-02-19 18:00:00,2025-02-19 18:00:00,107,4.547473508864641e-13,0
2025-02-20 00:00:00,2025-02-20 06:00:00,M3,6,35,71,10717.396645092591,False,,,0,50,2025-01-01 00:00:00,2025-02-19 00:00:00,0,,,2025-02-20 00:10:00,2025-02-20 06:00:00,2025-02-20 06:00:00,35,0.0,0
2025-02-20 00:00:00,2025-02-20 12:00:00,M3,12,71,107,6597.812429734566,False,,,0,50,2025-01-01 00:00:00,2025-02-19 00:00:00,0,,,2025-02-20 00:10:00,2025-02-20 12:00:00,2025-02-20 12:00:00,71,0.0,0
2025-02-20 00:00:00,2025-02-20 18:00:00,M3,18,107,144,10496.051812438274,False,,,0,50,2025-01-01 00:00:00,2025-02-19 00:00:00,0,,,2025-02-20 00:10:00,2025-02-20 18:00:00,2025-02-20 18:00:00,107,9.094947017729282e-13,0
2025-02-21 00:00:00,2025-02-21 06:00:00,M3,6,35,71,7148.794580555553,False,,,0,51,2025-01-01 00:00:00,2025-02-20 00:00:00,0,,,2025-02-21 00:10:00,2025-02-21 06:00:00,2025-02-21 06:00:00,35,4.547473508864641e-13,0
2025-02-21 00:00:00,2025-02-21 12:00:00,M3,12,71,107,7241.971304074071,False,,,0,51,2025-01-01 00:00:00,2025-02-20 00:00:00,0,,,2025-02-21 00:10:00,2025-02-21 12:00:00,2025-02-21 12:00:00,71,1.8189894035458565e-12,0
2025-02-21 00:00:00,2025-02-21 18:00:00,M3,18,107,144,9946.218849166662,False,,,0,51,2025-01-01 00:00:00,2025-02-20 00:00:00,0,,,2025-02-21 00:10:00,2025-02-21 18:00:00,2025-02-21 18:00:00,107,0.0,0
2025-02-22 00:00:00,2025-02-22 06:00:00,M3,6,35,71,6546.469826006167,False,,,0,52,2025-01-01 00:00:00,2025-02-21 00:00:00,0,,,2025-02-22 00:10:00,2025-02-22 06:00:00,2025-02-22 06:00:00,35,9.094947017729282e-13,0
2025-02-22 00:00:00,2025-02-22 12:00:00,M3,12,71,107,6581.4501599999985,False,,,0,52,2025-01-01 00:00:00,2025-02-21 00:00:00,0,,,2025-02-22 00:10:00,2025-02-22 12:00:00,2025-02-22 12:00:00,71,1.1368683772161603e-13,0
2025-02-22 00:00:00,2025-02-22 18:00:00,M3,18,107,144,10088.369050000003,False,,,0,52,2025-01-01 00:00:00,2025-02-21 00:00:00,0,,,2025-02-22 00:10:00,2025-02-22 18:00:00,2025-02-22 18:00:00,107,0.0,0
2025-02-23 00:00:00,2025-02-23 06:00:00,M3,6,35,71,10639.401880370373,False,,,0,53,2025-01-01 00:00:00,2025-02-22 00:00:00,0,,,2025-02-23 00:10:00,2025-02-23 06:00:00,2025-02-23 06:00:00,35,9.094947017729282e-13,0
2025-02-23 00:00:00,2025-02-23 12:00:00,M3,12,71,107,5735.9819375,False,,,0,53,2025-01-01 00:00:00,2025-02-22 00:00:00,0,,,2025-02-23 00:10:00,2025-02-23 12:00:00,2025-02-23 12:00:00,71,0.0,0
2025-02-23 00:00:00,2025-02-23 18:00:00,M3,18,107,144,10657.036022222224,False,,,0,53,2025-01-01 00:00:00,2025-02-22 00:00:00,0,,,2025-02-23 00:10:00,2025-02-23 18:00:00,2025-02-23 18:00:00,107,0.0,0
2025-02-24 00:00:00,2025-02-24 06:00:00,M3,6,35,71,10800.0,False,,,0,54,2025-01-01 00:00:00,2025-02-23 00:00:00,0,,,2025-02-24 00:10:00,2025-02-24 06:00:00,2025-02-24 06:00:00,35,0.0,0
2025-02-24 00:00:00,2025-02-24 12:00:00,M3,12,71,107,6757.039299092591,False,,,0,54,2025-01-01 00:00:00,2025-02-23 00:00:00,0,,,2025-02-24 00:10:00,2025-02-24 12:00:00,2025-02-24 12:00:00,71,9.094947017729282e-13,0
2025-02-24 00:00:00,2025-02-24 18:00:00,M3,18,107,144,10659.209319753087,False,,,0,54,2025-01-01 00:00:00,2025-02-23 00:00:00,0,,,2025-02-24 00:10:00,2025-02-24 18:00:00,2025-02-24 18:00:00,107,9.094947017729282e-13,0
2025-02-25 00:00:00,2025-02-25 06:00:00,M3,6,35,71,10756.294277777777,False,,,0,55,2025-01-01 00:00:00,2025-02-24 00:00:00,0,,,2025-02-25 00:10:00,2025-02-25 06:00:00,2025-02-25 06:00:00,35,2.2737367544323206e-13,0
2025-02-25 00:00:00,2025-02-25 12:00:00,M3,12,71,107,8925.933525369754,False,,,0,55,2025-01-01 00:00:00,2025-02-24 00:00:00,0,,,2025-02-25 00:10:00,2025-02-25 12:00:00,2025-02-25 12:00:00,71,1.8189894035458565e-12,0
2025-02-25 00:00:00,2025-02-25 18:00:00,M3,18,107,144,10727.351546913582,False,,,0,55,2025-01-01 00:00:00,2025-02-24 00:00:00,0,,,2025-02-25 00:10:00,2025-02-25 18:00:00,2025-02-25 18:00:00,107,0.0,0
2025-02-26 00:00:00,2025-02-26 06:00:00,M3,6,35,71,10796.907666666666,False,,,0,56,2025-01-01 00:00:00,2025-02-25 00:00:00,0,,,2025-02-26 00:10:00,2025-02-26 06:00:00,2025-02-26 06:00:00,35,9.094947017729282e-13,0
2025-02-26 00:00:00,2025-02-26 12:00:00,M3,12,71,107,5521.499747500001,False,,,0,56,2025-01-01 00:00:00,2025-02-25 00:00:00,0,,,2025-02-26 00:10:00,2025-02-26 12:00:00,2025-02-26 12:00:00,71,9.094947017729282e-13,0
2025-02-26 00:00:00,2025-02-26 18:00:00,M3,18,107,144,8220.915650438275,False,,,0,56,2025-01-01 00:00:00,2025-02-25 00:00:00,0,,,2025-02-26 00:10:00,2025-02-26 18:00:00,2025-02-26 18:00:00,107,2.2737367544323206e-13,0
2025-02-27 00:00:00,2025-02-27 06:00:00,M3,6,35,71,10800.0,False,,,0,57,2025-01-01 00:00:00,2025-02-26 00:00:00,0,,,2025-02-27 00:10:00,2025-02-27 06:00:00,2025-02-27 06:00:00,35,1.8189894035458565e-12,0
2025-02-27 00:00:00,2025-02-27 12:00:00,M3,12,71,107,6000.8560295000025,False,,,0,57,2025-01-01 00:00:00,2025-02-26 00:00:00,0,,,2025-02-27 00:10:00,2025-02-27 12:00:00,2025-02-27 12:00:00,71,0.0,0
2025-02-27 00:00:00,2025-02-27 18:00:00,M3,18,107,144,9878.429628629632,False,,,0,57,2025-01-01 00:00:00,2025-02-26 00:00:00,0,,,2025-02-27 00:10:00,2025-02-27 18:00:00,2025-02-27 18:00:00,107,4.547473508864641e-13,0
2025-02-28 00:00:00,2025-02-28 06:00:00,M3,6,35,71,6366.150891404319,False,,,0,58,2025-01-01 00:00:00,2025-02-27 00:00:00,0,,,2025-02-28 00:10:00,2025-02-28 06:00:00,2025-02-28 06:00:00,35,9.094947017729282e-13,0
2025-02-28 00:00:00,2025-02-28 12:00:00,M3,12,71,107,8430.913110000001,False,,,0,58,2025-01-01 00:00:00,2025-02-27 00:00:00,0,,,2025-02-28 00:10:00,2025-02-28 12:00:00,2025-02-28 12:00:00,71,1.8189894035458565e-12,0
2025-02-28 00:00:00,2025-02-28 18:00:00,M3,18,107,144,10315.818925925925,False,,,0,58,2025-01-01 00:00:00,2025-02-27 00:00:00,0,,,2025-02-28 00:10:00,2025-02-28 18:00:00,2025-02-28 18:00:00,107,0.0,0
2025-03-01 00:00:00,2025-03-01 06:00:00,M3,6,35,71,7901.687811388889,False,,,0,59,2025-01-01 00:00:00,2025-02-28 00:00:00,0,,,2025-03-01 00:10:00,2025-03-01 06:00:00,2025-03-01 06:00:00,35,9.094947017729282e-13,0
2025-03-01 00:00:00,2025-03-01 12:00:00,M3,12,71,107,9354.566811018522,False,,,0,59,2025-01-01 00:00:00,2025-02-28 00:00:00,0,,,2025-03-01 00:10:00,2025-03-01 12:00:00,2025-03-01 12:00:00,71,9.094947017729282e-13,0
2025-03-01 00:00:00,2025-03-01 18:00:00,M3,18,107,144,10325.334046296295,False,,,0,59,2025-01-01 00:00:00,2025-02-28 00:00:00,0,,,2025-03-01 00:10:00,2025-03-01 18:00:00,2025-03-01 18:00:00,107,0.0,0
2025-03-02 00:00:00,2025-03-02 06:00:00,M3,6,35,71,10800.0,False,,,0,60,2025-01-01 00:00:00,2025-03-01 00:00:00,0,,,2025-03-02 00:10:00,2025-03-02 06:00:00,2025-03-02 06:00:00,35,9.094947017729282e-13,0
2025-03-02 00:00:00,2025-03-02 12:00:00,M3,12,71,107,6968.9428686358,False,,,0,60,2025-01-01 00:00:00,2025-03-01 00:00:00,0,,,2025-03-02 00:10:00,2025-03-02 12:00:00,2025-03-02 12:00:00,71,4.547473508864641e-13,0
2025-03-02 00:00:00,2025-03-02 18:00:00,M3,18,107,144,10728.748508160492,False,,,0,60,2025-01-01 00:00:00,2025-03-01 00:00:00,0,,,2025-03-02 00:10:00,2025-03-02 18:00:00,2025-03-02 18:00:00,107,4.547473508864641e-13,0
2025-03-03 00:00:00,2025-03-03 06:00:00,M3,6,35,71,10800.0,False,,,0,60,2025-01-02 00:00:00,2025-03-02 00:00:00,1,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-03-03 00:10:00,2025-03-03 06:00:00,2025-03-03 06:00:00,35,0.0,0
2025-03-03 00:00:00,2025-03-03 12:00:00,M3,12,71,107,8075.781480950615,False,,,0,60,2025-01-02 00:00:00,2025-03-02 00:00:00,1,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-03-03 00:10:00,2025-03-03 12:00:00,2025-03-03 12:00:00,71,9.094947017729282e-13,0
2025-03-03 00:00:00,2025-03-03 18:00:00,M3,18,107,144,9968.603345061729,False,,,0,60,2025-01-02 00:00:00,2025-03-02 00:00:00,1,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-03-03 00:10:00,2025-03-03 18:00:00,2025-03-03 18:00:00,107,0.0,0
2025-03-04 00:00:00,2025-03-04 06:00:00,M3,6,35,71,10800.0,False,,,0,60,2025-01-03 00:00:00,2025-03-03 00:00:00,2,2025-01-01 00:00:00,2025-01-02 00:00:00,2025-03-04 00:10:00,2025-03-04 06:00:00,2025-03-04 06:00:00,35,4.547473508864641e-13,0
2025-03-04 00:00:00,2025-03-04 12:00:00,M3,12,71,107,6717.301204382715,False,,,0,60,2025-01-03 00:00:00,2025-03-03 00:00:00,2,2025-01-01 00:00:00,2025-01-02 00:00:00,2025-03-04 00:10:00,2025-03-04 12:00:00,2025-03-04 12:00:00,71,9.094947017729282e-13,0
2025-03-04 00:00:00,2025-03-04 18:00:00,M3,18,107,144,10446.39150969753,False,,,0,60,2025-01-03 00:00:00,2025-03-03 00:00:00,2,2025-01-01 00:00:00,2025-01-02 00:00:00,2025-03-04 00:10:00,2025-03-04 18:00:00,2025-03-04 18:00:00,107,0.0,0
2025-03-05 00:00:00,2025-03-05 06:00:00,M3,6,35,71,10800.0,False,,,0,60,2025-01-04 00:00:00,2025-03-04 00:00:00,3,2025-01-01 00:00:00,2025-01-03 00:00:00,2025-03-05 00:10:00,2025-03-05 06:00:00,2025-03-05 06:00:00,35,2.2737367544323206e-13,0
2025-03-05 00:00:00,2025-03-05 12:00:00,M3,12,71,107,8404.917199506172,False,,,0,60,2025-01-04 00:00:00,2025-03-04 00:00:00,3,2025-01-01 00:00:00,2025-01-03 00:00:00,2025-03-05 00:10:00,2025-03-05 12:00:00,2025-03-05 12:00:00,71,0.0,0
2025-03-05 00:00:00,2025-03-05 18:00:00,M3,18,107,144,10725.59750698148,False,,,0,60,2025-01-04 00:00:00,2025-03-04 00:00:00,3,2025-01-01 00:00:00,2025-01-03 00:00:00,2025-03-05 00:10:00,2025-03-05 18:00:00,2025-03-05 18:00:00,107,0.0,0
2025-03-06 00:00:00,2025-03-06 06:00:00,M3,6,35,71,10800.0,False,,,0,60,2025-01-05 00:00:00,2025-03-05 00:00:00,4,2025-01-01 00:00:00,2025-01-04 00:00:00,2025-03-06 00:10:00,2025-03-06 06:00:00,2025-03-06 06:00:00,35,1.8189894035458565e-12,0
2025-03-06 00:00:00,2025-03-06 12:00:00,M3,12,71,107,7088.779746135802,False,,,0,60,2025-01-05 00:00:00,2025-03-05 00:00:00,4,2025-01-01 00:00:00,2025-01-04 00:00:00,2025-03-06 00:10:00,2025-03-06 12:00:00,2025-03-06 12:00:00,71,4.547473508864641e-13,0
