interval_start,interval_end,plan_day,natural_day,step,template_label,schedule,release_used,price_forecast_yuan_per_kwh,price_actual_yuan_per_kwh,price_max_source_time,load_actual_kwh,pv_actual_kwh,q0_kwh,qfinal_kwh,base_plan_cost_yuan,up_adjustment_cost_yuan,down_refund_B_yuan,ordinary_cost_B_yuan,emergency_kwh,emergency_cost_yuan,charge_kwh,discharge_kwh,unused_supply_kwh,soc_before_kwh,soc_after_kwh
2025-02-01 05:00:00,2025-02-01 05:10:00,2025-02-01 00:00:00,2025-02-01 00:00:00,29,5:00-5:10,M3,0,0.4052,0.4052,2025-02-02 00:00:00,499.64166666666665,0.0,552.8666666666666,552.8666666666666,224.0215733333333,0.0,-0.0,224.0215733333333,0.0,0.0,0.0,0.0,53.22499999999991,10800.0,10800.0
2025-02-01 05:10:00,2025-02-01 05:20:00,2025-02-01 00:00:00,2025-02-01 00:00:00,30,5:10-5:20,M3,0,0.3896,0.3896,2025-02-02 00:00:00,488.78358333333335,0.0,562.9321133333333,562.9321133333333,219.31835135466665,0.0,-0.0,219.31835135466665,0.0,0.0,0.0,0.0,74.14852999999994,10800.0,10800.0
2025-02-01 05:20:00,2025-02-01 05:30:00,2025-02-01 00:00:00,2025-02-01 00:00:00,31,5:20-5:30,M3,0,0.3908,0.3908,2025-02-02 00:00:00,498.51875,0.0033166666666666665,570.82872,570.82872,223.07986377599997,0.0,-0.0,223.07986377599997,0.0,0.0,0.0,0.0,72.31328666666667,10800.0,10800.0
2025-02-01 05:30:00,2025-02-01 05:40:00,2025-02-01 00:00:00,2025-02-01 00:00:00,32,5:30-5:40,M3,0,0.3821,0.3821,2025-02-02 00:00:00,529.2233333333334,0.0,567.0550000000001,567.0550000000001,216.67171550000003,0.0,-0.0,216.67171550000003,0.0,0.0,0.0,0.0,37.831666666666706,10800.0,10800.0
2025-02-01 05:40:00,2025-02-01 05:50:00,2025-02-01 00:00:00,2025-02-01 00:00:00,33,5:40-5:50,M3,0,0.3475,0.3475,2025-02-02 00:00:00,547.4103166666666,0.0,576.8608649999999,576.8608649999999,200.45915058749995,0.0,-0.0,200.45915058749995,0.0,0.0,0.0,0.0,29.450548333333245,10800.0,10800.0
2025-02-01 05:50:00,2025-02-01 06:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,34,5:50-6:00,M3,0,0.5182,0.5182,2025-02-02 00:00:00,531.2274,0.04623333333333333,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,531.1811666666666,0.0,10800.0,10209.798703703704
2025-02-01 06:00:00,2025-02-01 06:10:00,2025-02-01 00:00:00,2025-02-01 00:00:00,35,6:00-6:10,M3,6,0.8102,0.8102,2025-02-02 00:00:00,510.98333333333335,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,510.98333333333335,0.0,10209.798703703704,9642.039444444445
2025-02-01 06:10:00,2025-02-01 06:20:00,2025-02-01 00:00:00,2025-02-01 00:00:00,36,6:10-6:20,M3,6,0.8756,0.8756,2025-02-02 00:00:00,535.1871833333332,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,535.1871833333332,0.0,9642.039444444445,9047.387018518519
2025-02-01 06:20:00,2025-02-01 06:30:00,2025-02-01 00:00:00,2025-02-01 00:00:00,37,6:20-6:30,M3,6,0.818,0.818,2025-02-02 00:00:00,533.9993499999999,0.6440166666666667,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,533.3553333333333,0.0,9047.387018518519,8454.769981481482
2025-02-01 06:30:00,2025-02-01 06:40:00,2025-02-01 00:00:00,2025-02-01 00:00:00,38,6:30-6:40,M3,6,0.7708,0.7708,2025-02-02 00:00:00,504.52,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,504.52,0.0,8454.769981481482,7894.192203703705
2025-02-01 06:40:00,2025-02-01 06:50:00,2025-02-01 00:00:00,2025-02-01 00:00:00,39,6:40-6:50,M3,6,0.7715,0.7715,2025-02-02 00:00:00,519.5536833333333,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,519.5536833333333,0.0,7894.192203703705,7316.910333333334
2025-02-01 06:50:00,2025-02-01 07:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,40,6:50-7:00,M3,6,0.8181,0.8181,2025-02-02 00:00:00,566.415,14.934916666666666,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,551.4800833333333,0.0,7316.910333333334,6704.154685185186
2025-02-01 07:00:00,2025-02-01 07:10:00,2025-02-01 00:00:00,2025-02-01 00:00:00,41,7:0-7:10,M3,6,0.8678,0.8678,2025-02-02 00:00:00,608.7916666666666,56.75,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,552.0416666666666,0.0,6704.154685185186,6090.775055555557
2025-02-01 07:10:00,2025-02-01 07:20:00,2025-02-01 00:00:00,2025-02-01 00:00:00,42,7:10-7:20,M3,6,0.864,0.864,2025-02-02 00:00:00,617.2140499999999,102.656,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,514.5580499999999,0.0,6090.775055555557,5519.04388888889
2025-02-01 07:20:00,2025-02-01 07:30:00,2025-02-01 00:00:00,2025-02-01 00:00:00,43,7:20-7:30,M3,6,0.8237,0.8237,2025-02-02 00:00:00,595.3964666666666,147.48791666666665,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,447.90854999999993,0.0,5519.04388888889,5021.367722222224
2025-02-01 07:30:00,2025-02-01 07:40:00,2025-02-01 00:00:00,2025-02-01 00:00:00,44,7:30-7:40,M3,6,0.7654,0.7654,2025-02-02 00:00:00,579.5366666666666,190.11249999999998,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,389.4241666666667,0.0,5021.367722222224,4588.674203703706
2025-02-01 07:40:00,2025-02-01 07:50:00,2025-02-01 00:00:00,2025-02-01 00:00:00,45,7:40-7:50,M3,6,0.7258,0.7258,2025-02-02 00:00:00,609.0003666666667,231.34661666666665,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,377.65375,0.0,4588.674203703706,4169.058925925928
2025-02-01 07:50:00,2025-02-01 08:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,46,7:50-8:00,M3,6,0.8697,0.8697,2025-02-02 00:00:00,640.2366833333333,279.07533333333333,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,361.16134999999997,0.0,4169.058925925928,3767.768537037039
2025-02-01 08:00:00,2025-02-01 08:10:00,2025-02-01 00:00:00,2025-02-01 00:00:00,47,8:00-8:10,M3,6,1.0783,1.0783,2025-02-02 00:00:00,633.9416666666666,334.01874999999995,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,299.92291666666665,0.0,3767.768537037039,3434.520851851854
2025-02-01 08:10:00,2025-02-01 08:20:00,2025-02-01 00:00:00,2025-02-01 00:00:00,48,8:10-8:20,M3,6,1.0448,1.0448,2025-02-02 00:00:00,590.91065,388.6844166666666,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,202.22623333333343,0.0,3434.520851851854,3209.825037037039
2025-02-01 08:20:00,2025-02-01 08:30:00,2025-02-01 00:00:00,2025-02-01 00:00:00,49,8:20-8:30,M3,6,0.9667,0.9667,2025-02-02 00:00:00,568.5581666666667,438.7655666666667,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,129.7926,0.0,3209.825037037039,3065.611037037039
2025-02-01 08:30:00,2025-02-01 08:40:00,2025-02-01 00:00:00,2025-02-01 00:00:00,50,8:30-8:40,M3,6,0.9429,0.9429,2025-02-02 00:00:00,574.2283333333332,487.94374999999997,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,86.28458333333327,0.0,3065.611037037039,2969.7392777777795
2025-02-01 08:40:00,2025-02-01 08:50:00,2025-02-01 00:00:00,2025-02-01 00:00:00,51,8:40-8:50,M3,6,0.893,0.893,2025-02-02 00:00:00,577.8523166666666,541.8831666666666,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,35.96915000000001,0.0,2969.7392777777795,2929.7735555555573
2025-02-01 08:50:00,2025-02-01 09:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,52,8:50-9:00,M3,6,0.9266,0.9266,2025-02-02 00:00:00,649.0800333333333,586.6261,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,62.45393333333334,0.0,2929.7735555555573,2860.380296296298
2025-02-01 09:00:00,2025-02-01 09:10:00,2025-02-01 00:00:00,2025-02-01 00:00:00,53,9:00-9:10,M3,6,0.9995,0.9995,2025-02-02 00:00:00,737.1266666666667,621.9499999999999,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,115.17666666666673,0.0,2860.380296296298,2732.406222222224
2025-02-01 09:10:00,2025-02-01 09:20:00,2025-02-01 00:00:00,2025-02-01 00:00:00,54,9:10-9:20,M3,6,0.9415,0.9415,2025-02-02 00:00:00,711.2534166666666,665.4293,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,45.824116666666555,0.0,2732.406222222224,2681.4905370370393
2025-02-01 09:20:00,2025-02-01 09:30:00,2025-02-01 00:00:00,2025-02-01 00:00:00,55,9:20-9:30,M3,6,0.8825,0.8825,2025-02-02 00:00:00,698.3616999999999,729.7221999999999,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,31.360500000000002,0.0,0.0,2681.4905370370393,2709.7149870370395
2025-02-01 09:30:00,2025-02-01 09:40:00,2025-02-01 00:00:00,2025-02-01 00:00:00,56,9:30-9:40,M3,6,0.8929,0.8929,2025-02-02 00:00:00,736.3866666666665,798.0874999999999,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,61.70083333333332,0.0,0.0,2709.7149870370395,2765.2457370370394
2025-02-01 09:40:00,2025-02-01 09:50:00,2025-02-01 00:00:00,2025-02-01 00:00:00,57,9:40-9:50,M3,6,0.9059,0.9059,2025-02-02 00:00:00,733.2125666666667,838.3206833333334,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,105.10811666666666,0.0,0.0,2765.2457370370394,2859.843042037039
2025-02-01 09:50:00,2025-02-01 10:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,58,9:50-10:00,M3,6,0.8581,0.8581,2025-02-02 00:00:00,697.1223666666666,867.3196166666667,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,170.19725000000005,0.0,0.0,2859.843042037039,3013.020567037039
2025-02-01 10:00:00,2025-02-01 10:10:00,2025-02-01 00:00:00,2025-02-01 00:00:00,59,10:00-10:10,M3,6,0.8084,0.8084,2025-02-02 00:00:00,678.5883333333334,894.01875,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,215.4304166666666,0.0,0.0,3013.020567037039,3206.907942037039
2025-02-01 10:10:00,2025-02-01 10:20:00,2025-02-01 00:00:00,2025-02-01 00:00:00,60,10:10-10:20,M3,6,0.8605,0.8605,2025-02-02 00:00:00,711.4322,911.8498333333333,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,200.41763333333336,0.0,0.0,3206.907942037039,3387.283812037039
2025-02-01 10:20:00,2025-02-01 10:30:00,2025-02-01 00:00:00,2025-02-01 00:00:00,61,10:20-10:30,M3,6,0.8292,0.8292,2025-02-02 00:00:00,706.70705,933.6272333333333,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,226.92018333333328,0.0,0.0,3387.283812037039,3591.511977037039
2025-02-01 10:30:00,2025-02-01 10:40:00,2025-02-01 00:00:00,2025-02-01 00:00:00,62,10:30-10:40,M3,6,0.7446,0.7446,2025-02-02 00:00:00,666.9933333333333,959.21875,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,292.22541666666666,0.0,0.0,3591.511977037039,3854.514852037039
2025-02-01 10:40:00,2025-02-01 10:50:00,2025-02-01 00:00:00,2025-02-01 00:00:00,63,10:40-10:50,M3,6,0.7982,0.7982,2025-02-02 00:00:00,678.7204333333333,979.8081666666667,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,301.0877333333334,0.0,0.0,3854.514852037039,4125.493812037039
2025-02-01 10:50:00,2025-02-01 11:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,64,10:50-11:00,M3,6,0.6917,0.6917,2025-02-02 00:00:00,678.1305,1021.3479,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,343.2174,0.0,0.0,4125.493812037039,4434.389472037039
2025-02-01 11:00:00,2025-02-01 11:10:00,2025-02-01 00:00:00,2025-02-01 00:00:00,65,11:00-11:10,M3,6,0.438,0.438,2025-02-02 00:00:00,652.925,1060.2749999999999,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,407.3499999999999,0.0,0.0,4434.389472037039,4801.004472037039
2025-02-01 11:10:00,2025-02-01 11:20:00,2025-02-01 00:00:00,2025-02-01 00:00:00,66,11:10-11:20,M3,6,0.3671,0.3671,2025-02-02 00:00:00,657.69435,1046.1778166666666,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,388.4834666666666,0.0,0.0,4801.004472037039,5150.639592037039
2025-02-01 11:20:00,2025-02-01 11:30:00,2025-02-01 00:00:00,2025-02-01 00:00:00,67,11:20-11:30,M3,6,0.3419,0.3419,2025-02-02 00:00:00,656.1017166666666,1051.3417833333333,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,395.24006666666673,0.0,0.0,5150.639592037039,5506.355652037038
2025-02-01 11:30:00,2025-02-01 11:40:00,2025-02-01 00:00:00,2025-02-01 00:00:00,68,11:30-11:40,M3,6,0.308,0.308,2025-02-02 00:00:00,654.535,1099.0625,389.2479350000001,389.2479350000001,119.88836398000002,0.0,-0.0,119.88836398000002,0.0,0.0,833.3333333333333,0.0,0.442101666666872,5506.355652037038,6256.355652037038
2025-02-01 11:40:00,2025-02-01 11:50:00,2025-02-01 00:00:00,2025-02-01 00:00:00,69,11:40-11:50,M3,6,0.3563,0.3563,2025-02-02 00:00:00,692.20855,1136.31565,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,444.10710000000006,0.0,0.0,6256.355652037038,6656.0520420370385
2025-02-01 11:50:00,2025-02-01 12:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,70,11:50-12:00,M3,6,0.3499,0.3499,2025-02-02 00:00:00,680.1494833333334,1128.4168166666666,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,448.2673333333332,0.0,0.0,6656.0520420370385,7059.492642037038
2025-02-01 12:00:00,2025-02-01 12:10:00,2025-02-01 00:00:00,2025-02-01 00:00:00,71,12:00-12:10,M3,12,0.2979,0.2979,2025-02-02 00:00:00,640.0333333333333,1100.65625,418.69709000000023,418.69709000000023,124.72986311100007,0.0,-0.0,124.72986311100007,0.0,0.0,833.3333333333333,0.0,45.986673333333556,7059.492642037038,7809.492642037038
2025-02-01 12:10:00,2025-02-01 12:20:00,2025-02-01 00:00:00,2025-02-01 00:00:00,72,12:10-12:20,M3,12,0.3528,0.3528,2025-02-02 00:00:00,676.8413833333333,1105.4832,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,428.6418166666666,0.0,0.0,7809.492642037038,8195.270277037038
2025-02-01 12:20:00,2025-02-01 12:30:00,2025-02-01 00:00:00,2025-02-01 00:00:00,73,12:20-12:30,M3,12,0.4214,0.4214,2025-02-02 00:00:00,663.0938,1089.4810666666667,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,426.38726666666673,0.0,0.0,8195.270277037038,8579.018817037038
2025-02-01 12:30:00,2025-02-01 12:40:00,2025-02-01 00:00:00,2025-02-01 00:00:00,74,12:30-12:40,M3,12,0.4077,0.4077,2025-02-02 00:00:00,594.0216666666666,1052.4125,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,458.39083333333326,0.0,0.0,8579.018817037038,8991.570567037039
2025-02-01 12:40:00,2025-02-01 12:50:00,2025-02-01 00:00:00,2025-02-01 00:00:00,75,12:40-12:50,M3,12,0.3359,0.3359,2025-02-02 00:00:00,601.1141666666666,1052.0977666666665,492.9343386831238,492.9343386831238,165.57664436366127,0.0,-0.0,165.57664436366127,0.0,0.0,833.3333333333333,0.0,110.58460534979042,8991.570567037039,9741.570567037039
