interval_start,interval_end,plan_day,step,phase,decision_time,price_forecast_yuan_per_kwh,price_actual_yuan_per_kwh,price_max_source_time,load_actual_kwh,pv_actual_kwh,load_forecast_kwh,pv_forecast_kwh,plan_grid_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_supply_kwh,soc_before_kwh,soc_after_kwh,plan_cost_actual_yuan,emergency_cost_actual_yuan
2025-02-01 01:40:00,2025-02-01 01:50:00,2025-02-01 00:00:00,9,dynamic,2025-02-01 00:00:00,0.393,0.3582,2025-01-26 00:00:00,471.7663333333333,0.0,474.225575,0.0,484.4030783333333,12.636745000000019,0.0,0.0,0.0,9540.9897435,9552.362814,173.513182659,0.0
2025-02-01 01:50:00,2025-02-01 02:00:00,2025-02-01 00:00:00,10,dynamic,2025-02-01 00:00:00,0.3685,0.3041,2025-01-26 00:00:00,448.02596666666665,0.0,500.54769166666665,0.0,509.6757516666667,61.649785000000065,0.0,0.0,0.0,9552.362814,9607.8476205,154.99239608183333,0.0
2025-02-01 02:00:00,2025-02-01 02:10:00,2025-02-01 00:00:00,11,dynamic,2025-02-01 00:00:00,0.3052,0.2537,2025-01-26 00:00:00,397.4033333333333,0.0,508.3316666666666,0.0,1363.0483333333332,833.3333333333333,0.0,0.0,132.3116666666666,9607.8476205,10357.8476205,345.8053621666666,0.0
2025-02-01 02:10:00,2025-02-01 02:20:00,2025-02-01 00:00:00,12,dynamic,2025-02-01 00:00:00,0.3159,0.3346,2025-01-26 00:00:00,434.0906333333333,0.0,494.30659166666663,0.0,1336.3268016666666,491.280421666666,0.0,0.0,410.9557466666674,10357.8476205,10800.0,447.13494783766663,0.0
2025-02-01 02:20:00,2025-02-01 02:30:00,2025-02-01 00:00:00,13,dynamic,2025-02-01 00:00:00,0.3649,0.3971,2025-01-26 00:00:00,490.5609166666666,0.0,493.8790333333333,0.0,511.8176183333334,0.0,0.0,0.0,21.2567016666668,10800.0,10800.0,203.2427762401667,0.0
2025-02-01 02:30:00,2025-02-01 02:40:00,2025-02-01 00:00:00,14,dynamic,2025-02-01 00:00:00,0.3905,0.367,2025-01-26 00:00:00,503.22,0.0,506.79583333333335,0.0,517.4465,0.0,0.0,0.0,14.226499999999987,10800.0,10800.0,189.9028655,0.0
2025-02-01 02:40:00,2025-02-01 02:50:00,2025-02-01 00:00:00,15,dynamic,2025-02-01 00:00:00,0.37,0.3185,2025-01-26 00:00:00,474.07281666666665,0.0,501.621025,0.0,501.621025,0.0,0.0,0.0,27.54820833333332,10800.0,10800.0,159.7662964625,0.0
2025-02-01 02:50:00,2025-02-01 03:00:00,2025-02-01 00:00:00,16,dynamic,2025-02-01 00:00:00,0.3817,0.3285,2025-01-26 00:00:00,461.38439999999997,0.0,501.7537,0.0,516.043985,0.0,0.0,0.0,54.65958500000005,10800.0,10800.0,169.5204490725,0.0
2025-02-01 03:00:00,2025-02-01 03:10:00,2025-02-01 00:00:00,17,dynamic,2025-02-01 00:00:00,0.4212,0.3772,2025-01-26 00:00:00,476.94166666666666,0.0,514.3599999999999,0.0,528.4479999999999,0.0,0.0,0.0,51.5063333333332,10800.0,10800.0,199.33058559999995,0.0
2025-02-01 03:10:00,2025-02-01 03:20:00,2025-02-01 00:00:00,18,dynamic,2025-02-01 00:00:00,0.4101,0.3815,2025-01-26 00:00:00,483.39955,0.0,519.3515,0.0,523.3889466666667,0.0,0.0,0.0,39.98939666666672,10800.0,10800.0,199.67288315333334,0.0
2025-02-01 03:20:00,2025-02-01 03:30:00,2025-02-01 00:00:00,19,dynamic,2025-02-01 00:00:00,0.402,0.3822,2025-01-26 00:00:00,486.6019166666666,0.0,509.93056666666666,0.0,509.93056666666666,0.0,0.0,0.0,23.32865000000004,10800.0,10800.0,194.89546258,0.0
2025-02-01 03:30:00,2025-02-01 03:40:00,2025-02-01 00:00:00,20,dynamic,2025-02-01 00:00:00,0.4175,0.3962,2025-01-26 00:00:00,498.84833333333336,0.0,495.57749999999993,0.0,507.5975,0.0,0.0,0.0,8.749166666666667,10800.0,10800.0,201.1101295,0.0
2025-02-01 03:40:00,2025-02-01 03:50:00,2025-02-01 00:00:00,21,dynamic,2025-02-01 00:00:00,0.4191,0.3879,2025-01-26 00:00:00,518.3097333333333,0.0,496.5647583333333,0.0,502.31668833333333,0.0,15.993044999999938,0.0,0.0,10800.0,10782.22995,194.84864340450002,0.0
2025-02-01 03:50:00,2025-02-01 04:00:00,2025-02-01 00:00:00,22,dynamic,2025-02-01 00:00:00,0.4048,0.3405,2025-01-26 00:00:00,509.13346666666666,0.0,524.240825,0.0,531.842005,19.744499999999082,0.0,0.0,2.9640383333342264,10782.22995,10800.0,181.0922027025,0.0
2025-02-01 04:00:00,2025-02-01 04:10:00,2025-02-01 00:00:00,23,dynamic,2025-02-01 00:00:00,0.3922,0.3164,2025-01-26 00:00:00,483.6166666666666,0.0,550.9683333333332,0.0,570.8811666666667,0.0,0.0,0.0,87.26450000000006,10800.0,10800.0,180.62680113333334,0.0
2025-02-01 04:10:00,2025-02-01 04:20:00,2025-02-01 00:00:00,24,dynamic,2025-02-01 00:00:00,0.3983,0.3916,2025-01-26 00:00:00,491.1868,0.0,534.4130833333334,0.0,552.2193966666667,0.0,0.0,0.0,61.032596666666734,10800.0,10800.0,216.2491157346667,0.0
2025-02-01 04:20:00,2025-02-01 04:30:00,2025-02-01 00:00:00,25,dynamic,2025-02-01 00:00:00,0.3977,0.4109,2025-01-26 00:00:00,504.64528333333334,0.0,518.2410749999999,0.0,529.6018366666666,0.0,0.0,0.0,24.95655333333326,10800.0,10800.0,217.6133946863333,0.0
2025-02-01 04:30:00,2025-02-01 04:40:00,2025-02-01 00:00:00,26,dynamic,2025-02-01 00:00:00,0.3819,0.361,2025-01-26 00:00:00,505.57833333333326,0.0,529.8566666666666,0.0,549.5954999999999,0.0,0.0,0.0,44.01716666666664,10800.0,10800.0,198.40397549999994,0.0
2025-02-01 04:40:00,2025-02-01 04:50:00,2025-02-01 00:00:00,27,dynamic,2025-02-01 00:00:00,0.3738,0.3799,2025-01-26 00:00:00,503.23096666666663,0.0,554.4207833333332,0.0,572.23526,0.0,0.0,0.0,69.00429333333341,10800.0,10800.0,217.392175274,0.0
2025-02-01 04:50:00,2025-02-01 05:00:00,2025-02-01 00:00:00,28,dynamic,2025-02-01 00:00:00,0.4078,0.4094,2025-01-26 00:00:00,502.84698333333336,0.00023333333333333333,562.2122583333332,0.0002533333333333334,580.7913783333332,0.0,0.0,0.0,77.94462833333318,10800.0,10800.0,237.77599028966662,0.0
2025-02-01 05:00:00,2025-02-01 05:10:00,2025-02-01 00:00:00,29,dynamic,2025-02-01 00:00:00,0.4431,0.4052,2025-01-26 00:00:00,499.64166666666665,0.0,552.8666666666666,0.0,558.6684999999999,0.0,0.0,0.0,59.02683333333323,10800.0,10800.0,226.37247619999997,0.0
2025-02-01 05:10:00,2025-02-01 05:20:00,2025-02-01 00:00:00,30,dynamic,2025-02-01 00:00:00,0.4078,0.3896,2025-01-26 00:00:00,488.78358333333335,0.0,550.7459083333333,0.0,563.9522433333333,0.0,0.0,0.0,75.16865999999993,10800.0,10800.0,219.71579400266666,0.0
2025-02-01 05:20:00,2025-02-01 05:30:00,2025-02-01 00:00:00,31,dynamic,2025-02-01 00:00:00,0.411,0.3908,2025-01-26 00:00:00,498.51875,0.0033166666666666665,549.1962083333333,0.0035733333333333333,579.7982753333333,0.0,0.0,0.0,81.28284200000002,10800.0,10800.0,226.58516600026664,0.0
2025-02-01 05:30:00,2025-02-01 05:40:00,2025-02-01 00:00:00,32,dynamic,2025-02-01 00:00:00,0.4424,0.3821,2025-01-26 00:00:00,529.2233333333334,0.0,549.6141666666666,0.0,574.3546666666666,0.0,0.0,0.0,45.13133333333326,10800.0,10800.0,219.4609181333333,0.0
2025-02-01 05:40:00,2025-02-01 05:50:00,2025-02-01 00:00:00,33,dynamic,2025-02-01 00:00:00,0.415,0.3475,2025-01-26 00:00:00,547.4103166666666,0.0,561.2068833333333,0.0,580.4539283333332,0.0,0.0,0.0,33.04361166666661,10800.0,10800.0,201.7077400958333,0.0
2025-02-01 05:50:00,2025-02-01 06:00:00,2025-02-01 00:00:00,34,dynamic,2025-02-01 00:00:00,0.5778,0.5182,2025-01-26 00:00:00,531.2274,0.04623333333333333,561.2163499999999,0.049729999999999996,0.0,0.0,531.1811666666666,0.0,0.0,10800.0,10209.798703703704,0.0,0.0
2025-02-01 06:00:00,2025-02-01 06:10:00,2025-02-01 00:00:00,35,dynamic,2025-02-01 00:00:00,0.8628,0.8102,2025-01-26 00:00:00,510.98333333333335,0.0,551.5999999999999,0.0,0.0,0.0,510.98333333333335,0.0,0.0,10209.798703703704,9642.039444444445,0.0,0.0
2025-02-01 06:10:00,2025-02-01 06:20:00,2025-02-01 00:00:00,36,dynamic,2025-02-01 00:00:00,0.9186,0.8756,2025-01-26 00:00:00,535.1871833333332,0.0,555.505975,0.0,0.0,0.0,535.1871833333332,0.0,0.0,9642.039444444445,9047.387018518519,0.0,0.0
2025-02-01 06:20:00,2025-02-01 06:30:00,2025-02-01 00:00:00,37,dynamic,2025-02-01 00:00:00,0.8652,0.818,2025-01-26 00:00:00,533.9993499999999,0.6440166666666667,550.8820083333333,0.69269,0.0,0.0,533.3553333333333,0.0,0.0,9047.387018518519,8454.769981481482,0.0,0.0
2025-02-01 06:30:00,2025-02-01 06:40:00,2025-02-01 00:00:00,38,dynamic,2025-02-01 00:00:00,0.827,0.7708,2025-01-26 00:00:00,504.52,0.0,539.8275,0.0,0.0,0.0,504.52,0.0,0.0,8454.769981481482,7894.192203703705,0.0,0.0
2025-02-01 06:40:00,2025-02-01 06:50:00,2025-02-01 00:00:00,39,dynamic,2025-02-01 00:00:00,0.8144,0.7715,2025-01-26 00:00:00,519.5536833333333,0.0,554.1909916666666,0.0,0.0,0.0,519.5536833333333,0.0,0.0,7894.192203703705,7316.910333333334,0.0,0.0
2025-02-01 06:50:00,2025-02-01 07:00:00,2025-02-01 00:00:00,40,dynamic,2025-02-01 00:00:00,0.847,0.8181,2025-01-26 00:00:00,566.415,14.934916666666666,600.212575,11.580259999999999,0.0,0.0,551.4800833333333,0.0,0.0,7316.910333333334,6704.154685185186,0.0,0.0
2025-02-01 07:00:00,2025-02-01 07:10:00,2025-02-01 00:00:00,41,dynamic,2025-02-01 00:00:00,0.8765,0.8678,2025-01-26 00:00:00,608.7916666666666,56.75,646.5625,49.65375,0.0,0.0,552.0416666666666,0.0,0.0,6704.154685185186,6090.775055555557,0.0,0.0
2025-02-01 07:10:00,2025-02-01 07:20:00,2025-02-01 00:00:00,42,dynamic,2025-02-01 00:00:00,0.8308,0.864,2025-01-26 00:00:00,617.2140499999999,102.656,650.6821749999999,92.8485233333333,0.0,0.0,514.5580499999999,0.0,0.0,6090.775055555557,5519.04388888889,0.0,0.0
2025-02-01 07:20:00,2025-02-01 07:30:00,2025-02-01 00:00:00,43,dynamic,2025-02-01 00:00:00,0.8187,0.8237,2025-01-26 00:00:00,595.3964666666666,147.48791666666665,646.5383583333332,138.4142733333333,0.0,0.0,447.90854999999993,0.0,0.0,5519.04388888889,5021.367722222224,0.0,0.0
2025-02-01 07:30:00,2025-02-01 07:40:00,2025-02-01 00:00:00,44,dynamic,2025-02-01 00:00:00,0.8326,0.7654,2025-01-26 00:00:00,579.5366666666666,190.11249999999998,649.8975,186.20749999999998,0.0,0.0,389.4241666666667,0.0,0.0,5021.367722222224,4588.674203703706,0.0,0.0
2025-02-01 07:40:00,2025-02-01 07:50:00,2025-02-01 00:00:00,45,dynamic,2025-02-01 00:00:00,0.7834,0.7258,2025-01-26 00:00:00,609.0003666666667,231.34661666666665,644.2054499999999,234.7996133333333,0.0,0.0,377.65375,0.0,0.0,4588.674203703706,4169.058925925928,0.0,0.0
2025-02-01 07:50:00,2025-02-01 08:00:00,2025-02-01 00:00:00,46,dynamic,2025-02-01 00:00:00,0.8891,0.8697,2025-01-26 00:00:00,640.2366833333333,279.07533333333333,634.1618333333333,283.17373,0.0,0.0,361.16134999999997,0.0,0.0,4169.058925925928,3767.768537037039,0.0,0.0
2025-02-01 08:00:00,2025-02-01 08:10:00,2025-02-01 00:00:00,47,dynamic,2025-02-01 00:00:00,1.0877,1.0783,2025-01-26 00:00:00,633.9416666666666,334.01874999999995,626.9416666666666,332.0675,0.0,0.0,299.92291666666665,0.0,0.0,3767.768537037039,3434.520851851854,0.0,0.0
2025-02-01 08:10:00,2025-02-01 08:20:00,2025-02-01 00:00:00,48,dynamic,2025-02-01 00:00:00,1.0753,1.0448,2025-01-26 00:00:00,590.91065,388.6844166666666,626.6695083333334,382.5945133333333,0.0,0.0,202.22623333333343,0.0,0.0,3434.520851851854,3209.825037037039,0.0,0.0
2025-02-01 08:20:00,2025-02-01 08:30:00,2025-02-01 00:00:00,49,dynamic,2025-02-01 00:00:00,1.008,0.9667,2025-01-26 00:00:00,568.5581666666667,438.7655666666667,637.5720833333332,431.1187099999999,0.0,0.0,129.7926,0.0,0.0,3209.825037037039,3065.611037037039,0.0,0.0
2025-02-01 08:30:00,2025-02-01 08:40:00,2025-02-01 00:00:00,50,dynamic,2025-02-01 00:00:00,0.9948,0.9429,2025-01-26 00:00:00,574.2283333333332,487.94374999999997,647.9183333333333,479.46999999999997,0.0,0.0,86.28458333333327,0.0,0.0,3065.611037037039,2969.7392777777795,0.0,0.0
2025-02-01 08:40:00,2025-02-01 08:50:00,2025-02-01 00:00:00,51,dynamic,2025-02-01 00:00:00,0.9864,0.893,2025-01-26 00:00:00,577.8523166666666,541.8831666666666,644.4946333333332,532.85555,0.0,0.0,35.96915000000001,0.0,0.0,2969.7392777777795,2929.7735555555573,0.0,0.0
2025-02-01 08:50:00,2025-02-01 09:00:00,2025-02-01 00:00:00,52,dynamic,2025-02-01 00:00:00,0.9659,0.9266,2025-01-26 00:00:00,649.0800333333333,586.6261,669.7043249999999,583.5973366666667,0.0,0.0,62.45393333333334,0.0,0.0,2929.7735555555573,2860.380296296298,0.0,0.0
2025-02-01 09:00:00,2025-02-01 09:10:00,2025-02-01 00:00:00,53,dynamic,2025-02-01 00:00:00,0.9624,0.9995,2025-01-26 00:00:00,737.1266666666667,621.9499999999999,722.5,627.3474999999999,0.0,0.0,115.17666666666673,0.0,0.0,2860.380296296298,2732.406222222224,0.0,0.0
2025-02-01 09:10:00,2025-02-01 09:20:00,2025-02-01 00:00:00,54,dynamic,2025-02-01 00:00:00,1.0042,0.9415,2025-01-26 00:00:00,711.2534166666666,665.4293,752.1319249999999,668.3014566666667,0.0,0.0,45.824116666666555,0.0,0.0,2732.406222222224,2681.4905370370393,0.0,0.0
2025-02-01 09:20:00,2025-02-01 09:30:00,2025-02-01 00:00:00,55,dynamic,2025-02-01 00:00:00,0.9788,0.8825,2025-01-26 00:00:00,698.3616999999999,729.7221999999999,740.95565,717.41919,0.0,31.360500000000002,0.0,0.0,0.0,2681.4905370370393,2709.7149870370395,0.0,0.0
2025-02-01 09:30:00,2025-02-01 09:40:00,2025-02-01 00:00:00,56,dynamic,2025-02-01 00:00:00,0.8845,0.8929,2025-01-26 00:00:00,736.3866666666665,798.0874999999999,720.9758333333333,766.5849999999998,0.0,61.70083333333332,0.0,0.0,0.0,2709.7149870370395,2765.2457370370394,0.0,0.0
2025-02-01 09:40:00,2025-02-01 09:50:00,2025-02-01 00:00:00,57,dynamic,2025-02-01 00:00:00,0.8496,0.9059,2025-01-26 00:00:00,733.2125666666667,838.3206833333334,739.3231166666667,798.2844699999998,0.0,105.10811666666666,0.0,0.0,0.0,2765.2457370370394,2859.843042037039,0.0,0.0
2025-02-01 09:50:00,2025-02-01 10:00:00,2025-02-01 00:00:00,58,dynamic,2025-02-01 00:00:00,0.9332,0.8581,2025-01-26 00:00:00,697.1223666666666,867.3196166666667,743.440775,838.6385433333332,0.0,170.19725000000005,0.0,0.0,0.0,2859.843042037039,3013.020567037039,0.0,0.0
2025-02-01 10:00:00,2025-02-01 10:10:00,2025-02-01 00:00:00,59,dynamic,2025-02-01 00:00:00,1.0579,0.8084,2025-01-26 00:00:00,678.5883333333334,894.01875,718.4475,889.7387500000001,0.0,215.4304166666666,0.0,0.0,0.0,3013.020567037039,3206.907942037039,0.0,0.0
2025-02-01 10:10:00,2025-02-01 10:20:00,2025-02-01 00:00:00,60,dynamic,2025-02-01 00:00:00,1.0779,0.8605,2025-01-26 00:00:00,711.4322,911.8498333333333,706.5772749999999,927.1767266666666,0.0,200.41763333333336,0.0,0.0,0.0,3206.907942037039,3387.283812037039,0.0,0.0
2025-02-01 10:20:00,2025-02-01 10:30:00,2025-02-01 00:00:00,61,dynamic,2025-02-01 00:00:00,1.0419,0.8292,2025-01-26 00:00:00,706.70705,933.6272333333333,724.6961666666666,960.2729533333334,0.0,226.92018333333328,0.0,0.0,0.0,3387.283812037039,3591.511977037039,0.0,0.0
2025-02-01 10:30:00,2025-02-01 10:40:00,2025-02-01 00:00:00,62,dynamic,2025-02-01 00:00:00,1.0423,0.7446,2025-01-26 00:00:00,666.9933333333333,959.21875,745.1083333333332,985.9099999999999,0.0,292.22541666666666,0.0,0.0,0.0,3591.511977037039,3854.514852037039,0.0,0.0
2025-02-01 10:40:00,2025-02-01 10:50:00,2025-02-01 00:00:00,63,dynamic,2025-02-01 00:00:00,1.0756,0.7982,2025-01-26 00:00:00,678.7204333333333,979.8081666666667,723.8338916666667,990.1014666666666,0.0,301.0877333333334,0.0,0.0,0.0,3854.514852037039,4125.493812037039,0.0,0.0
2025-02-01 10:50:00,2025-02-01 11:00:00,2025-02-01 00:00:00,64,dynamic,2025-02-01 00:00:00,0.8057,0.6917,2025-01-26 00:00:00,678.1305,1021.3479,700.505875,999.1384933333333,0.0,343.2174,0.0,0.0,0.0,4125.493812037039,4434.389472037039,0.0,0.0
2025-02-01 11:00:00,2025-02-01 11:10:00,2025-02-01 00:00:00,65,dynamic,2025-02-01 00:00:00,0.3884,0.438,2025-01-26 00:00:00,652.925,1060.2749999999999,705.1483333333333,1020.6599999999999,0.0,407.3499999999999,0.0,0.0,0.0,4434.389472037039,4801.004472037039,0.0,0.0
2025-02-01 11:10:00,2025-02-01 11:20:00,2025-02-01 00:00:00,66,dynamic,2025-02-01 00:00:00,0.35,0.3671,2025-01-26 00:00:00,657.69435,1046.1778166666666,725.9484749999999,1036.4878033333332,523.8965326666666,833.3333333333333,0.0,0.0,79.04666599999996,4801.004472037039,5551.004472037039,192.32241714193333,0.0
2025-02-01 11:20:00,2025-02-01 11:30:00,2025-02-01 00:00:00,67,dynamic,2025-02-01 00:00:00,0.4148,0.3419,2025-01-26 00:00:00,656.1017166666666,1051.3417833333333,711.2205833333333,1041.50048,0.0,395.24006666666673,0.0,0.0,0.0,5551.004472037039,5906.7205320370385,0.0,0.0
2025-02-01 11:30:00,2025-02-01 11:40:00,2025-02-01 00:00:00,68,dynamic,2025-02-01 00:00:00,0.4112,0.308,2025-01-26 00:00:00,654.535,1099.0625,685.5541666666666,1045.6325,0.0,444.52750000000003,0.0,0.0,0.0,5906.7205320370385,6306.795282037038,0.0,0.0
2025-02-01 11:40:00,2025-02-01 11:50:00,2025-02-01 00:00:00,69,dynamic,2025-02-01 00:00:00,0.4374,0.3563,2025-01-26 00:00:00,692.20855,1136.31565,719.8065333333333,1062.0360400000002,0.0,444.10710000000006,0.0,0.0,0.0,6306.795282037038,6706.491672037038,0.0,0.0
2025-02-01 11:50:00,2025-02-01 12:00:00,2025-02-01 00:00:00,70,dynamic,2025-02-01 00:00:00,0.4288,0.3499,2025-01-26 00:00:00,680.1494833333334,1128.4168166666666,730.7800583333333,1071.6553233333332,0.0,448.2673333333332,0.0,0.0,0.0,6706.491672037038,7109.932272037038,0.0,0.0
2025-02-01 12:00:00,2025-02-01 12:10:00,2025-02-01 00:00:00,71,dynamic,2025-02-01 00:00:00,0.3788,0.2979,2025-01-26 00:00:00,640.0333333333333,1100.65625,697.9266666666667,1065.8075,0.0,460.6229166666667,0.0,0.0,0.0,7109.932272037038,7524.492897037038,0.0,0.0
2025-02-01 12:10:00,2025-02-01 12:20:00,2025-02-01 00:00:00,72,dynamic,2025-02-01 00:00:00,0.3606,0.3528,2025-01-26 00:00:00,676.8413833333333,1105.4832,684.7938833333333,1054.96834,475.3724777530851,833.3333333333333,0.0,0.0,70.6809610864185,7524.492897037038,8274.492897037038,167.71141015128842,0.0
2025-02-01 12:20:00,2025-02-01 12:30:00,2025-02-01 00:00:00,73,dynamic,2025-02-01 00:00:00,0.3588,0.4214,2025-01-26 00:00:00,663.0938,1089.4810666666667,683.4704333333333,1051.3831933333333,490.4184263333332,833.3333333333333,0.0,0.0,83.47235966666665,8274.492897037038,9024.492897037038,206.6623248568666,0.0
2025-02-01 12:30:00,2025-02-01 12:40:00,2025-02-01 00:00:00,74,dynamic,2025-02-01 00:00:00,0.3527,0.4077,2025-01-26 00:00:00,594.0216666666666,1052.4125,680.4391666666667,1052.49875,468.03983333333343,833.3333333333333,0.0,0.0,93.0973333333335,9024.492897037038,9774.492897037038,190.81984005000004,0.0
2025-02-01 12:40:00,2025-02-01 12:50:00,2025-02-01 00:00:00,75,dynamic,2025-02-01 00:00:00,0.3644,0.3359,2025-01-26 00:00:00,601.1141666666666,1052.0977666666665,677.2844416666667,1043.956333333333,0.0,450.9835999999999,0.0,0.0,0.0,9774.492897037038,10180.378137037038,0.0,0.0
2025-02-01 12:50:00,2025-02-01 13:00:00,2025-02-01 00:00:00,76,dynamic,2025-02-01 00:00:00,0.5034,0.4541,2025-01-26 00:00:00,633.3353666666667,1058.98975,681.9405583333332,1024.8193766666668,0.0,425.65438333333327,0.0,0.0,0.0,10180.378137037038,10563.467082037037,0.0,0.0
2025-02-01 13:00:00,2025-02-01 13:10:00,2025-02-01 00:00:00,77,dynamic,2025-02-01 00:00:00,0.7008,0.6884,2025-01-26 00:00:00,638.6816666666666,1052.225,691.6658333333334,1008.93,0.0,262.81435329218056,0.0,0.0,150.72898004115274,10563.467082037037,10800.0,0.0,0.0
2025-02-01 13:10:00,2025-02-01 13:20:00,2025-02-01 00:00:00,78,dynamic,2025-02-01 00:00:00,0.7507,0.7168,2025-01-26 00:00:00,619.3742333333332,1041.0229166666666,691.7108916666666,1009.4629199999999,0.0,0.0,0.0,0.0,421.64868333333334,10800.0,10800.0,0.0,0.0
2025-02-01 13:20:00,2025-02-01 13:30:00,2025-02-01 00:00:00,79,dynamic,2025-02-01 00:00:00,0.6988,0.7194,2025-01-26 00:00:00,606.5044,1029.2288333333331,669.3692583333333,993.9141400000001,0.0,0.0,0.0,0.0,422.7244333333331,10800.0,10800.0,0.0,0.0
2025-02-01 13:30:00,2025-02-01 13:40:00,2025-02-01 00:00:00,80,dynamic,2025-02-01 00:00:00,0.6596,0.7375,2025-01-26 00:00:00,607.0133333333333,1017.28125,649.1566666666666,964.25,0.0,0.0,0.0,0.0,410.2679166666667,10800.0,10800.0,0.0,0.0
2025-02-01 13:40:00,2025-02-01 13:50:00,2025-02-01 00:00:00,81,dynamic,2025-02-01 00:00:00,0.7169,0.6413,2025-01-26 00:00:00,606.3183333333333,998.79405,669.3459916666666,953.2581933333333,0.0,0.0,0.0,0.0,392.4757166666667,10800.0,10800.0,0.0,0.0
2025-02-01 13:50:00,2025-02-01 14:00:00,2025-02-01 00:00:00,82,dynamic,2025-02-01 00:00:00,0.8205,0.6761,2025-01-26 00:00:00,624.9272166666666,948.6343499999999,679.4209,934.3816866666666,0.0,0.0,0.0,0.0,323.70713333333333,10800.0,10800.0,0.0,0.0
2025-02-01 14:00:00,2025-02-01 14:10:00,2025-02-01 00:00:00,83,dynamic,2025-02-01 00:00:00,0.9261,0.8225,2025-01-26 00:00:00,641.645,875.1875,663.035,898.13375,0.0,0.0,0.0,0.0,233.54250000000002,10800.0,10800.0,0.0,0.0
2025-02-01 14:10:00,2025-02-01 14:20:00,2025-02-01 00:00:00,84,dynamic,2025-02-01 00:00:00,1.0206,0.8111,2025-01-26 00:00:00,612.7233833333332,815.6234166666666,650.1061083333333,862.1088233333332,0.0,0.0,0.0,0.0,202.90003333333334,10800.0,10800.0,0.0,0.0
