date,day_index,selected_candidate,planned_initial_energy_kwh,executed_initial_energy_kwh,actual_end_energy_kwh,realized_total_cost_yuan,plan_cost_yuan,emergency_cost_yuan,candidate_scores_completed_before_issue,latest_full_score_day_released,grid_purchase_kwh,emergency_kwh,spill_kwh,charge_kwh,discharge_kwh,arm,model_id
2025-04-17,106,cvar_t0.90_r0.05_g0.02,4338.114457314815,4321.934707314815,4603.037228759256,36222.23312802296,36222.23312802296,0.0,"{""nocvar_g0.00"": 34325.771690642534, ""cvar_t0.90_r0.05_g0.00"": 33770.60360756326, ""cvar_t0.90_r0.20_g0.00"": 33674.949944672255, ""cvar_t0.95_r0.05_g0.00"": 33770.60360756326, ""cvar_t0.95_r0.20_g0.00"": 33674.949944672255, ""nocvar_g0.02"": 34122.93847591615, ""cvar_t0.90_r0.05_g0.02"": 33532.599993991134, ""cvar_t0.90_r0.20_g0.02"": 33672.47834524146, ""cvar_t0.95_r0.05_g0.02"": 33550.0942851123, ""cvar_t0.95_r0.20_g0.02"": 33677.7056714928, ""nocvar_g0.05"": 34386.964779174195, ""cvar_t0.90_r0.05_g0.05"": 33909.41609116573, ""cvar_t0.90_r0.20_g0.05"": 33862.26832249975, ""cvar_t0.95_r0.05_g0.05"": 33830.67574817005, ""cvar_t0.95_r0.20_g0.05"": 33702.27945957808}",104,61100.751825665095,0.0,4146.40107275824,20173.76912424661,16087.760721339757,B0,Q2V2-SW2-REC5
2025-04-18,107,cvar_t0.90_r0.05_g0.02,4609.517228759256,4603.037228759256,4933.924831388891,13150.088428113057,13150.088428113057,0.0,"{""nocvar_g0.00"": 34450.96894374852, ""cvar_t0.90_r0.05_g0.00"": 33793.17137394977, ""cvar_t0.90_r0.20_g0.00"": 33571.236053899855, ""cvar_t0.95_r0.05_g0.00"": 33793.17137394977, ""cvar_t0.95_r0.20_g0.00"": 33571.236053899855, ""nocvar_g0.02"": 34182.06047487579, ""cvar_t0.90_r0.05_g0.02"": 33547.5739969332, ""cvar_t0.90_r0.20_g0.02"": 33568.047780465284, ""cvar_t0.95_r0.05_g0.02"": 33565.06828805436, ""cvar_t0.95_r0.20_g0.02"": 33573.275106716625, ""nocvar_g0.05"": 34404.31979691573, ""cvar_t0.90_r0.05_g0.05"": 33803.86307422917, ""cvar_t0.90_r0.20_g0.05"": 33756.23968236458, ""cvar_t0.95_r0.05_g0.05"": 33724.83113613343, ""cvar_t0.95_r0.20_g0.05"": 33596.25081944291}",105,26709.45722915,0.0,17345.982362646082,14271.362320020584,11262.004636849995,B0,Q2V2-SW2-REC5
2025-04-19,108,cvar_t0.90_r0.05_g0.02,4918.244581388892,4933.924831388891,5054.346315262016,13017.55404030418,13017.55404030418,0.0,"{""nocvar_g0.00"": 34046.78249787774, ""cvar_t0.90_r0.05_g0.00"": 33428.48930816691, ""cvar_t0.90_r0.20_g0.00"": 33225.21274034274, ""cvar_t0.95_r0.05_g0.00"": 33428.48930816691, ""cvar_t0.95_r0.20_g0.00"": 33225.21274034274, ""nocvar_g0.02"": 33608.5623178574, ""cvar_t0.90_r0.05_g0.02"": 33179.887951984, ""cvar_t0.90_r0.20_g0.02"": 33221.42829194201, ""cvar_t0.95_r0.05_g0.02"": 33200.56499761795, ""cvar_t0.95_r0.20_g0.02"": 33226.65561819335, ""nocvar_g0.05"": 33835.84359229617, ""cvar_t0.90_r0.05_g0.05"": 33270.861312933725, ""cvar_t0.90_r0.20_g0.05"": 33246.73831601612, ""cvar_t0.95_r0.05_g0.05"": 33193.725994795284, ""cvar_t0.95_r0.20_g0.05"": 33249.621207723}",106,26121.189748766665,0.0,16470.83199905146,14512.100864365204,11646.42236465,B0,Q2V2-SW2-REC5
2025-04-20,109,cvar_t0.95_r0.05_g0.05,5063.555565262016,5054.346315262016,4509.765908203709,35113.1125843949,33708.88888799623,1404.2236963986663,"{""nocvar_g0.00"": 33947.95642929587, ""cvar_t0.90_r0.05_g0.00"": 33329.304497748824, ""cvar_t0.90_r0.20_g0.00"": 33140.39415926603, ""cvar_t0.95_r0.05_g0.00"": 33329.304497748824, ""cvar_t0.95_r0.20_g0.00"": 33140.39415926603, ""nocvar_g0.02"": 33496.058307161016, ""cvar_t0.90_r0.05_g0.02"": 33074.90670512594, ""cvar_t0.90_r0.20_g0.02"": 33136.165057997874, ""cvar_t0.95_r0.05_g0.02"": 33096.333869206916, ""cvar_t0.95_r0.20_g0.02"": 33141.39238424921, ""nocvar_g0.05"": 33653.713789868954, ""cvar_t0.90_r0.05_g0.05"": 33092.02460461853, ""cvar_t0.90_r0.20_g0.05"": 33129.77506978295, ""cvar_t0.95_r0.05_g0.05"": 33014.94965184034, ""cvar_t0.95_r0.20_g0.05"": 33142.28061396563}",107,55877.68020322626,278.9398557333333,904.1555602087468,19920.22095668417,16625.50134126666,B0,Q2V2-SW2-REC5
2025-04-21,110,cvar_t0.95_r0.05_g0.05,4566.552250796302,4509.765908203709,4336.072835185185,33682.86012812579,33476.53872822125,206.3213999045423,"{""nocvar_g0.00"": 33870.28742101657, ""cvar_t0.90_r0.05_g0.00"": 33250.76614789343, ""cvar_t0.90_r0.20_g0.00"": 33064.20910355618, ""cvar_t0.95_r0.05_g0.00"": 33250.76614789343, ""cvar_t0.95_r0.20_g0.00"": 33064.20910355618, ""nocvar_g0.02"": 33419.29479438216, ""cvar_t0.90_r0.05_g0.02"": 32996.98716044507, ""cvar_t0.90_r0.20_g0.02"": 33060.058744469374, ""cvar_t0.95_r0.05_g0.02"": 33018.41432452605, ""cvar_t0.95_r0.20_g0.02"": 33065.286070720715, ""nocvar_g0.05"": 33577.02016022849, ""cvar_t0.90_r0.05_g0.05"": 33014.73110104185, ""cvar_t0.90_r0.20_g0.05"": 33050.62396049921, ""cvar_t0.95_r0.05_g0.05"": 32937.6376897342, ""cvar_t0.95_r0.20_g0.05"": 33065.29423666186}",108,56192.66527762057,45.64193209999835,4271.707156172844,18979.01808384773,15529.32841363334,B0,Q2V2-SW2-REC5
2025-04-22,111,cvar_t0.95_r0.05_g0.05,4318.5625851851855,4336.072835185185,4411.294185252855,33732.76878934166,33732.76878934166,0.0,"{""nocvar_g0.00"": 33720.89504038578, ""cvar_t0.90_r0.05_g0.00"": 33097.90050572037, ""cvar_t0.90_r0.20_g0.00"": 32881.217183984576, ""cvar_t0.95_r0.05_g0.00"": 33097.90050572037, ""cvar_t0.95_r0.20_g0.00"": 32881.217183984576, ""nocvar_g0.02"": 33258.05044066968, ""cvar_t0.90_r0.05_g0.02"": 32840.46546357829, ""cvar_t0.90_r0.20_g0.02"": 32876.2854872071, ""cvar_t0.95_r0.05_g0.02"": 32863.718683500905, ""cvar_t0.95_r0.20_g0.02"": 32881.51281345844, ""nocvar_g0.05"": 33413.67346731111, ""cvar_t0.90_r0.05_g0.05"": 32847.811504288125, ""cvar_t0.90_r0.20_g0.05"": 32894.37092334472, ""cvar_t0.95_r0.05_g0.05"": 32773.60784910134, ""cvar_t0.95_r0.20_g0.05"": 32912.06738519391}",109,56193.91107589544,0.0,108.88036999999986,20338.95881140984,16406.85742218107,B0,Q2V2-SW2-REC5
2025-04-23,112,cvar_t0.95_r0.05_g0.05,4452.184185252854,4411.294185252855,5110.893691517608,34335.00446392465,34335.00446392465,0.0,"{""nocvar_g0.00"": 33489.14259311919, ""cvar_t0.90_r0.05_g0.00"": 32851.45669227983, ""cvar_t0.90_r0.20_g0.00"": 32608.648416553886, ""cvar_t0.95_r0.05_g0.00"": 32851.45669227983, ""cvar_t0.95_r0.20_g0.00"": 32608.648416553886, ""nocvar_g0.02"": 33023.81417051659, ""cvar_t0.90_r0.05_g0.02"": 32585.747876702513, ""cvar_t0.90_r0.20_g0.02"": 32605.491596822216, ""cvar_t0.95_r0.05_g0.02"": 32609.00109662512, ""cvar_t0.95_r0.20_g0.02"": 32610.71892307355, ""nocvar_g0.05"": 33185.16971317086, ""cvar_t0.90_r0.05_g0.05"": 32599.142620701943, ""cvar_t0.90_r0.20_g0.05"": 32623.359614273522, ""cvar_t0.95_r0.05_g0.05"": 32525.070180869498, ""cvar_t0.95_r0.20_g0.05"": 32641.05607612271}",110,57822.483946293294,0.0,1957.8030055454344,20184.866676015343,15720.102451934154,B0,Q2V2-SW2-REC5
2025-04-24,113,cvar_t0.95_r0.05_g0.05,5120.285191517608,5110.893691517608,4340.41005,34676.00374506568,34620.2687710211,55.7349740445799,"{""nocvar_g0.00"": 33181.16101491145, ""cvar_t0.90_r0.05_g0.00"": 32541.458284145036, ""cvar_t0.90_r0.20_g0.00"": 32305.4898434502, ""cvar_t0.95_r0.05_g0.00"": 32541.458284145036, ""cvar_t0.95_r0.20_g0.00"": 32305.4898434502, ""nocvar_g0.02"": 32706.731827375148, ""cvar_t0.90_r0.05_g0.02"": 32271.130129666275, ""cvar_t0.90_r0.20_g0.02"": 32302.225981938333, ""cvar_t0.95_r0.05_g0.02"": 32294.383349588887, ""cvar_t0.95_r0.20_g0.02"": 32307.453308189673, ""nocvar_g0.05"": 32929.43804683028, ""cvar_t0.90_r0.05_g0.05"": 32265.6157252185, ""cvar_t0.90_r0.20_g0.05"": 32319.988174404545, ""cvar_t0.95_r0.05_g0.05"": 32190.00250876409, ""cvar_t0.95_r0.20_g0.05"": 32337.684636253736}",111,58181.70344166327,11.292670255208163,8472.597906931878,17493.298854486602,14863.007349500003,B0,Q2V2-SW2-REC5
2025-04-25,114,cvar_t0.95_r0.05_g0.05,4362.630300000001,4340.41005,4550.645593518523,12674.394108331093,12674.394108331093,0.0,"{""nocvar_g0.00"": 33048.92191088367, ""cvar_t0.90_r0.05_g0.00"": 32409.150801267264, ""cvar_t0.90_r0.20_g0.00"": 32192.44400230847, ""cvar_t0.95_r0.05_g0.00"": 32409.150801267264, ""cvar_t0.95_r0.20_g0.00"": 32192.44400230847, ""nocvar_g0.02"": 32581.720550197584, ""cvar_t0.90_r0.05_g0.02"": 32158.39906616824, ""cvar_t0.90_r0.20_g0.02"": 32194.259731369286, ""cvar_t0.95_r0.05_g0.02"": 32182.54633088399, ""cvar_t0.95_r0.20_g0.02"": 32194.259731369286, ""nocvar_g0.05"": 32807.58123044013, ""cvar_t0.90_r0.05_g0.05"": 32157.434388242018, ""cvar_t0.90_r0.20_g0.05"": 32226.15335997791, ""cvar_t0.95_r0.05_g0.05"": 32081.763274618737, ""cvar_t0.95_r0.20_g0.05"": 32242.441761156042}",112,26018.336352566665,0.0,21255.62690504115,13542.841096625514,10780.489299100002,B0,Q2V2-SW2-REC5
2025-04-26,115,cvar_t0.95_r0.05_g0.05,4521.055843518523,4550.645593518523,4219.413860092593,13837.32794152019,12181.289897658186,1656.0380438620052,"{""nocvar_g0.00"": 32895.32571176203, ""cvar_t0.90_r0.05_g0.00"": 32253.525518197883, ""cvar_t0.90_r0.20_g0.00"": 32039.331156290606, ""cvar_t0.95_r0.05_g0.00"": 32253.525518197883, ""cvar_t0.95_r0.20_g0.00"": 32039.331156290606, ""nocvar_g0.02"": 32425.29270700532, ""cvar_t0.90_r0.05_g0.02"": 32004.514690110722, ""cvar_t0.90_r0.20_g0.02"": 32042.276346140414, ""cvar_t0.95_r0.05_g0.02"": 32028.66195482647, ""cvar_t0.95_r0.20_g0.02"": 32042.276346140414, ""nocvar_g0.05"": 32654.09724366557, ""cvar_t0.90_r0.05_g0.05"": 32002.881048105733, ""cvar_t0.90_r0.20_g0.05"": 32074.63768533155, ""cvar_t0.95_r0.05_g0.05"": 31927.209934482446, ""cvar_t0.95_r0.20_g0.05"": 32090.926086509684}",113,25207.147964999996,326.8223508333342,23092.078669197526,14051.613544135804,11679.915530833336,B0,Q2V2-SW2-REC5
2025-04-27,116,cvar_t0.95_r0.05_g0.05,4206.978860092593,4219.413860092593,4243.263929814815,39170.14221425784,31072.51019403808,8097.632020219754,"{""nocvar_g0.00"": 32800.84621741979, ""cvar_t0.90_r0.05_g0.00"": 32161.077231942134, ""cvar_t0.90_r0.20_g0.00"": 31950.669588737972, ""cvar_t0.95_r0.05_g0.00"": 32161.077231942134, ""cvar_t0.95_r0.20_g0.00"": 31950.669588737972, ""nocvar_g0.02"": 32328.447040764582, ""cvar_t0.90_r0.05_g0.02"": 31908.609886138212, ""cvar_t0.90_r0.20_g0.02"": 31952.82265958383, ""cvar_t0.95_r0.05_g0.02"": 31932.006783030207, ""cvar_t0.95_r0.20_g0.02"": 31952.82265958383, ""nocvar_g0.05"": 32553.69978543637, ""cvar_t0.90_r0.05_g0.05"": 31903.866536227277, ""cvar_t0.90_r0.20_g0.05"": 31982.084896496577, ""cvar_t0.95_r0.05_g0.05"": 31828.9278971743, ""cvar_t0.95_r0.20_g0.05"": 31999.34755793243}",114,51915.384107214806,1200.196410133338,708.0868666666655,20066.091603148147,16232.069135799997,B0,Q2V2-SW2-REC5
2025-04-28,117,cvar_t0.95_r0.05_g0.05,4287.794411296296,4243.263929814815,4418.804314907407,71511.08589369377,32373.775775297818,39137.31011839595,"{""nocvar_g0.00"": 32767.5286330887, ""cvar_t0.90_r0.05_g0.00"": 32130.5187720473, ""cvar_t0.90_r0.20_g0.00"": 31922.789134094222, ""cvar_t0.95_r0.05_g0.00"": 32130.5187720473, ""cvar_t0.95_r0.20_g0.00"": 31922.789134094222, ""nocvar_g0.02"": 32300.26256066191, ""cvar_t0.90_r0.05_g0.02"": 31881.669458411867, ""cvar_t0.90_r0.20_g0.02"": 31925.02255504714, ""cvar_t0.95_r0.05_g0.02"": 31905.066355303854, ""cvar_t0.95_r0.20_g0.02"": 31925.02255504714, ""nocvar_g0.05"": 32526.755081635616, ""cvar_t0.90_r0.05_g0.05"": 31877.749932581206, ""cvar_t0.90_r0.20_g0.05"": 31955.00331710649, ""cvar_t0.95_r0.05_g0.05"": 31802.76848788516, ""cvar_t0.95_r0.20_g0.05"": 31973.701542694474}",115,53645.28230074074,5873.788673430828,89.95761000000039,13942.94579432408,11135.799746819175,B0,Q2V2-SW2-REC5
2025-04-29,118,cvar_t0.95_r0.05_g0.05,4442.824657499999,4418.804314907407,4905.747313629635,33206.98666120136,33206.98666120136,0.0,"{""nocvar_g0.00"": 32828.9157181355, ""cvar_t0.90_r0.05_g0.00"": 32148.830292742095, ""cvar_t0.90_r0.20_g0.00"": 31856.251863585345, ""cvar_t0.95_r0.05_g0.00"": 32148.830292742095, ""cvar_t0.95_r0.20_g0.00"": 31856.251863585345, ""nocvar_g0.02"": 32356.83843559723, ""cvar_t0.90_r0.05_g0.02"": 31891.327232107113, ""cvar_t0.90_r0.20_g0.02"": 31856.81445422728, ""cvar_t0.95_r0.05_g0.02"": 31920.13663884544, ""cvar_t0.95_r0.20_g0.02"": 31856.81445422728, ""nocvar_g0.05"": 32632.506283215484, ""cvar_t0.90_r0.05_g0.05"": 31924.47089340127, ""cvar_t0.90_r0.20_g0.05"": 31903.217219672955, ""cvar_t0.95_r0.05_g0.05"": 31846.081975879257, ""cvar_t0.95_r0.20_g0.05"": 31920.127923564316}",116,54929.17614209464,0.0,3503.0961562963,18708.513527798343,14715.647258666664,B0,Q2V2-SW2-REC5
2025-04-30,119,cvar_t0.95_r0.05_g0.05,4875.4465636296345,4905.747313629635,4729.228461173504,35902.916560825135,35902.916560825135,0.0,"{""nocvar_g0.00"": 34054.841613124205, ""cvar_t0.90_r0.05_g0.00"": 33400.8680881836, ""cvar_t0.90_r0.20_g0.00"": 33093.80360482562, ""cvar_t0.95_r0.05_g0.00"": 33400.8680881836, ""cvar_t0.95_r0.20_g0.00"": 33093.80360482562, ""nocvar_g0.02"": 33493.96775014839, ""cvar_t0.90_r0.05_g0.02"": 33136.81515170403, ""cvar_t0.90_r0.20_g0.02"": 33097.64706574788, ""cvar_t0.95_r0.05_g0.02"": 33165.62455844237, ""cvar_t0.95_r0.20_g0.02"": 33097.64706574788, ""nocvar_g0.05"": 33750.80429862964, ""cvar_t0.90_r0.05_g0.05"": 33093.38423976516, ""cvar_t0.90_r0.20_g0.05"": 33143.933379487804, ""cvar_t0.95_r0.05_g0.05"": 33086.52710682764, ""cvar_t0.95_r0.20_g0.05"": 33160.84408337916}",117,60845.47931123456,0.0,9400.672074580889,17614.840897530856,14426.888094210512,B0,Q2V2-SW2-REC5
2025-05-01,120,cvar_t0.90_r0.05_g0.05,4785.693164877208,4729.228461173504,3513.766445092593,46038.01649894612,33635.67567054678,12402.34082839934,"{""nocvar_g0.00"": 33051.34220664878, ""cvar_t0.90_r0.05_g0.00"": 32646.058968970327, ""cvar_t0.90_r0.20_g0.00"": 32373.532152882875, ""cvar_t0.95_r0.05_g0.00"": 32646.058968970327, ""cvar_t0.95_r0.20_g0.00"": 32373.532152882875, ""nocvar_g0.02"": 32478.52028001286, ""cvar_t0.90_r0.05_g0.02"": 32400.590471870808, ""cvar_t0.90_r0.20_g0.02"": 32375.964150118667, ""cvar_t0.95_r0.05_g0.02"": 32429.399878609136, ""cvar_t0.95_r0.20_g0.02"": 32375.964150118667, ""nocvar_g0.05"": 32532.38500173774, ""cvar_t0.90_r0.05_g0.05"": 32313.80204330541, ""cvar_t0.90_r0.20_g0.05"": 32421.40886871171, ""cvar_t0.95_r0.05_g0.05"": 32315.754341075106, ""cvar_t0.95_r0.20_g0.05"": 32438.24296209208}",118,55891.949082247054,1952.270383997975,4238.190214318477,19413.506665259887,16818.85621333333,B0,Q2V2-SW2-REC5
2025-05-02,121,cvar_t0.90_r0.05_g0.05,3538.131695092593,3513.766445092593,3669.482684722222,28642.69209582716,12832.800033048148,15809.892062779008,"{""nocvar_g0.00"": 31857.212802906753, ""cvar_t0.90_r0.05_g0.00"": 31764.06456286815, ""cvar_t0.90_r0.20_g0.00"": 31700.376138652206, ""cvar_t0.95_r0.05_g0.00"": 31764.06456286815, ""cvar_t0.95_r0.20_g0.00"": 31700.376138652206, ""nocvar_g0.02"": 31700.89320565463, ""cvar_t0.90_r0.05_g0.02"": 31725.12891669801, ""cvar_t0.90_r0.20_g0.02"": 31700.50259494587, ""cvar_t0.95_r0.05_g0.02"": 31753.938323436338, ""cvar_t0.95_r0.20_g0.02"": 31700.50259494587, ""nocvar_g0.05"": 31856.467000054738, ""cvar_t0.90_r0.05_g0.05"": 31637.884041622405, ""cvar_t0.90_r0.20_g0.05"": 31745.490867028704, ""cvar_t0.95_r0.05_g0.05"": 31639.8363393921, ""cvar_t0.95_r0.20_g0.05"": 31762.324960409074}",119,26252.495256999995,2678.750864533336,11855.249349999998,13923.853013333332,11138.176325133332,B0,Q2V2-SW2-REC5
2025-05-03,122,cvar_t0.90_r0.05_g0.05,3721.3364810185194,3669.482684722222,4173.493064367175,15074.30025389219,15074.30025389219,0.0,"{""nocvar_g0.00"": 32065.34128903415, ""cvar_t0.90_r0.05_g0.00"": 31978.83964804008, ""cvar_t0.90_r0.20_g0.00"": 31911.403323178758, ""cvar_t0.95_r0.05_g0.00"": 31978.83964804008, ""cvar_t0.95_r0.20_g0.00"": 31911.403323178758, ""nocvar_g0.02"": 31925.968127897064, ""cvar_t0.90_r0.05_g0.02"": 31941.88642295699, ""cvar_t0.90_r0.20_g0.02"": 31927.64843090952, ""cvar_t0.95_r0.05_g0.02"": 31970.69582969532, ""cvar_t0.95_r0.20_g0.02"": 31927.64843090952, ""nocvar_g0.05"": 32090.51848327095, ""cvar_t0.90_r0.05_g0.05"": 31873.64758130706, ""cvar_t0.90_r0.20_g0.05"": 31988.502272783335, ""cvar_t0.95_r0.05_g0.05"": 31875.599879076744, ""cvar_t0.95_r0.20_g0.05"": 31991.08427761928}",120,28576.377822083334,0.0,16499.18312376543,14507.440561249732,11297.417512931826,B0,Q2V2-SW2-REC5
2025-05-04,123,cvar_t0.90_r0.05_g0.05,4202.629610663471,4173.493064367175,3926.248951666666,39461.25284885477,38558.56659244816,902.6862564066096,"{""nocvar_g0.00"": 32580.256733558494, ""cvar_t0.90_r0.05_g0.00"": 32500.19066269643, ""cvar_t0.90_r0.20_g0.00"": 32405.46825728004, ""cvar_t0.95_r0.05_g0.00"": 32500.19066269643, ""cvar_t0.95_r0.20_g0.00"": 32405.46825728004, ""nocvar_g0.02"": 32447.86880202647, ""cvar_t0.90_r0.05_g0.02"": 32456.37265982491, ""cvar_t0.90_r0.20_g0.02"": 32421.911925975328, ""cvar_t0.95_r0.05_g0.02"": 32485.182066563237, ""cvar_t0.95_r0.20_g0.02"": 32421.911925975328, ""nocvar_g0.05"": 32614.102710319134, ""cvar_t0.90_r0.05_g0.05"": 32384.10005885185, ""cvar_t0.90_r0.20_g0.05"": 32489.70927142632, ""cvar_t0.95_r0.05_g0.05"": 32386.39839306713, ""cvar_t0.95_r0.20_g0.05"": 32492.291276262265}",121,63854.73381494181,152.57804574999778,9186.809035823037,17412.39575245211,14326.560260916667,B0,Q2V2-SW2-REC5
2025-05-05,124,cvar_t0.90_r0.05_g0.05,3908.630701666666,3926.248951666666,4135.411558425924,44807.66008723939,35364.29573130724,9443.364355932146,"{""nocvar_g0.00"": 32967.56851676044, ""cvar_t0.90_r0.05_g0.00"": 32594.502740256597, ""cvar_t0.90_r0.20_g0.00"": 32442.944003218337, ""cvar_t0.95_r0.05_g0.00"": 32594.502740256597, ""cvar_t0.95_r0.20_g0.00"": 32442.944003218337, ""nocvar_g0.02"": 32514.41215921749, ""cvar_t0.90_r0.05_g0.02"": 32493.26606512668, ""cvar_t0.90_r0.20_g0.02"": 32460.316200739657, ""cvar_t0.95_r0.05_g0.02"": 32521.747768857207, ""cvar_t0.95_r0.20_g0.02"": 32460.316200739657, ""nocvar_g0.05"": 32649.11432768672, ""cvar_t0.90_r0.05_g0.05"": 32419.61929812261, ""cvar_t0.90_r0.20_g0.05"": 32521.827551614606, ""cvar_t0.95_r0.05_g0.05"": 32421.983408418764, ""cvar_t0.95_r0.20_g0.05"": 32529.204571853155}",122,57812.72423320987,1375.5708570500128,78.5403593209893,20239.482025555542,16205.734094616657,B0,Q2V2-SW2-REC5
2025-05-06,125,cvar_t0.90_r0.20_g0.00,4152.026308425924,4135.411558425924,3802.767032037039,36038.28712339271,36038.28712339271,0.0,"{""nocvar_g0.00"": 33178.05846042463, ""cvar_t0.90_r0.05_g0.00"": 32675.278436845318, ""cvar_t0.90_r0.20_g0.00"": 32440.72362068511, ""cvar_t0.95_r0.05_g0.00"": 32675.278436845318, ""cvar_t0.95_r0.20_g0.00"": 32440.72362068511, ""nocvar_g0.02"": 32590.540589552587, ""cvar_t0.90_r0.05_g0.02"": 32515.322828533102, ""cvar_t0.90_r0.20_g0.02"": 32454.770146733168, ""cvar_t0.95_r0.05_g0.02"": 32542.824820867787, ""cvar_t0.95_r0.20_g0.02"": 32454.770146733168, ""nocvar_g0.05"": 32721.69007955081, ""cvar_t0.90_r0.05_g0.05"": 32484.719816583984, ""cvar_t0.90_r0.20_g0.05"": 32551.029756064123, ""cvar_t0.95_r0.05_g0.05"": 32487.10063783878, ""cvar_t0.95_r0.20_g0.05"": 32548.91938996591}",123,59272.61082662552,0.0,2774.96424156379,20668.127853395057,17040.563635,B0,Q2V2-SW2-REC5
2025-05-07,126,cvar_t0.90_r0.20_g0.00,3830.8207820370394,3802.767032037039,3858.744120740741,44525.72355615913,38644.15228199672,5881.571274162409,"{""nocvar_g0.00"": 33640.486462217545, ""cvar_t0.90_r0.05_g0.00"": 33051.01215675707, ""cvar_t0.90_r0.20_g0.00"": 32732.879121213857, ""cvar_t0.95_r0.05_g0.00"": 33051.01215675707, ""cvar_t0.95_r0.20_g0.00"": 32732.879121213857, ""nocvar_g0.02"": 32923.24440255616, ""cvar_t0.90_r0.05_g0.02"": 32818.84982424843, ""cvar_t0.90_r0.20_g0.02"": 32746.332603180363, ""cvar_t0.95_r0.05_g0.02"": 32844.57106693576, ""cvar_t0.95_r0.20_g0.02"": 32746.332603180363, ""nocvar_g0.05"": 33039.01242476696, ""cvar_t0.90_r0.05_g0.05"": 32792.25524865755, ""cvar_t0.90_r0.20_g0.05"": 32845.01080781695, ""cvar_t0.95_r0.05_g0.05"": 32793.31939370552, ""cvar_t0.95_r0.20_g0.05"": 32841.373860230626}",124,64377.4496996761,945.7964998333382,6576.736197532905,19096.2351165432,15417.571064566662,B0,Q2V2-SW2-REC5
2025-05-08,127,cvar_t0.90_r0.20_g0.00,3873.578370740741,3858.744120740741,4189.674000925926,41048.52679371207,36625.62790206942,4422.898891642644,"{""nocvar_g0.00"": 33488.48641426401, ""cvar_t0.90_r0.05_g0.00"": 32909.07418683353, ""cvar_t0.90_r0.20_g0.00"": 32608.734794979915, ""cvar_t0.95_r0.05_g0.00"": 32909.07418683353, ""cvar_t0.95_r0.20_g0.00"": 32608.734794979915, ""nocvar_g0.02"": 32753.30846686465, ""cvar_t0.90_r0.05_g0.02"": 32662.94933073994, ""cvar_t0.90_r0.20_g0.02"": 32621.822072525512, ""cvar_t0.95_r0.05_g0.02"": 32692.6447359667, ""cvar_t0.95_r0.20_g0.02"": 32621.822072525512, ""nocvar_g0.05"": 32852.97598849303, ""cvar_t0.90_r0.05_g0.05"": 32615.882207033865, ""cvar_t0.90_r0.20_g0.05"": 32683.566916522075, ""cvar_t0.95_r0.05_g0.05"": 32621.57120097556, ""cvar_t0.95_r0.20_g0.05"": 32698.800067940832}",125,59210.8346010288,659.4081441666635,43.26705000000038,19487.507384362136,15487.044089166668,B0,Q2V2-SW2-REC5
2025-05-09,128,cvar_t0.90_r0.20_g0.00,4215.456000925926,4189.674000925926,6162.933729988072,16520.94341395516,16334.937639276226,186.0057746789332,"{""nocvar_g0.00"": 33037.395559254226, ""cvar_t0.90_r0.05_g0.00"": 32562.54435290697, ""cvar_t0.90_r0.20_g0.00"": 32272.167989034, ""cvar_t0.95_r0.05_g0.00"": 32562.54435290697, ""cvar_t0.95_r0.20_g0.00"": 32272.167989034, ""nocvar_g0.02"": 32408.890413763256, ""cvar_t0.90_r0.05_g0.02"": 32328.849151802304, ""cvar_t0.90_r0.20_g0.02"": 32294.286637920388, ""cvar_t0.95_r0.05_g0.02"": 32358.544557029065, ""cvar_t0.95_r0.20_g0.02"": 32294.286637920388, ""nocvar_g0.05"": 32517.604331669223, ""cvar_t0.90_r0.05_g0.05"": 32331.314911514644, ""cvar_t0.90_r0.20_g0.05"": 32398.999621002855, ""cvar_t0.95_r0.05_g0.05"": 32337.00390545634, ""cvar_t0.95_r0.20_g0.05"": 32414.232772421612}",126,29430.824691999995,47.86728959999998,16419.24910333333,14653.280379530168,10093.223351263505,B0,Q2V2-SW2-REC5
2025-05-10,129,cvar_t0.90_r0.20_g0.00,6138.7679799880725,6162.933729988072,5475.734704833332,15401.13888540593,15401.13888540593,0.0,"{""nocvar_g0.00"": 33410.48913848277, ""cvar_t0.90_r0.05_g0.00"": 32815.96888574788, ""cvar_t0.90_r0.20_g0.00"": 32360.990305390467, ""cvar_t0.95_r0.05_g0.00"": 32815.96888574788, ""cvar_t0.95_r0.20_g0.00"": 32360.990305390467, ""nocvar_g0.02"": 32757.961883544, ""cvar_t0.90_r0.05_g0.02"": 32539.21369313365, ""cvar_t0.90_r0.20_g0.02"": 32387.995672744153, ""cvar_t0.95_r0.05_g0.02"": 32568.909098360415, ""cvar_t0.95_r0.20_g0.02"": 32387.995672744153, ""nocvar_g0.05"": 32892.214768898535, ""cvar_t0.90_r0.05_g0.05"": 32559.554848751657, ""cvar_t0.90_r0.20_g0.05"": 32494.91900820177, ""cvar_t0.95_r0.05_g0.05"": 32565.243842693355, ""cvar_t0.95_r0.20_g0.05"": 32510.152159620524}",127,27736.361456344064,0.0,13554.144577860076,14103.424830473254,12042.253235322598,B0,Q2V2-SW2-REC5
