date,time_index,load_actual,pv_actual,load_forecast,pv_forecast,grid_plan,charge,discharge,emergency,spill,soc_before,soc_after,price,normal_cost,emergency_cost
2025-02-01,17,2861.65,0.0,3086.16,0.0,520.0441666666666,43.10249999999991,0.0,0.0,0.0,10181.327879555558,10220.120129555558,0.4357,226.58324341666662,0.0
2025-02-01,18,2900.3973,0.0,3116.109,0.0,525.1277833333332,41.728233333333264,0.0,0.0,0.0,10220.120129555558,10257.67553955556,0.4374,229.69089242999996,0.0
2025-02-01,19,2919.6115,0.0,3059.5834,0.0,502.0149,15.412983333333386,0.0,0.0,0.0,10257.67553955556,10271.54722455556,0.4371,219.43071279,0.0
2025-02-01,20,2993.09,0.0,2973.465,0.0,485.1666666666668,0.0,13.681666666666558,0.0,0.0,10271.54722455556,10256.345372703707,0.4356,211.33860000000004,0.0
2025-02-01,21,3109.8584,0.0,2979.38855,0.0,501.98980833333326,0.0,16.319925000000012,0.0,0.0,10256.345372703707,10238.212122703706,0.4353,218.51616356749997,0.0
2025-02-01,22,3054.8008,0.0,3145.44495,0.0,546.2981083333332,37.16464166666651,0.0,0.0,0.0,10238.212122703706,10271.660300203706,0.436,238.18597523333327,0.0
2025-02-01,23,2901.7,0.0,3305.8100000000004,0.0,570.5975000000001,86.98083333333346,0.0,0.0,0.0,10271.660300203706,10349.943050203707,0.4378,249.80758550000004,0.0
2025-02-01,24,2947.1208,0.0,3206.4785,0.0,551.95275,60.76595000000003,0.0,0.0,0.0,10349.943050203707,10404.632405203707,0.4401,242.914405275,0.0
2025-02-01,25,3027.8717,0.0,3109.44645,0.0,523.438375,18.793091666666612,0.0,0.0,0.0,10404.632405203707,10421.546187703707,0.4389,229.7371027875,0.0
2025-02-01,26,3033.47,0.0,3179.1400000000003,0.0,565.3658333333333,59.78750000000002,0.0,0.0,0.0,10421.546187703707,10475.354937703707,0.4364,246.72564966666664,0.0
2025-02-01,27,3019.3858,0.0,3326.5247,0.0,574.195825,70.96485833333338,0.0,0.0,0.0,10475.354937703707,10539.223310203706,0.4393,252.24422592250002,0.0
2025-02-01,28,3017.0819,0.0014,3373.27355,0.00152,568.9666366666667,66.11988666666662,0.0,0.0,0.0,10539.223310203706,10598.731208203706,0.4422,251.59704673399997,0.0
2025-02-01,29,2997.85,0.0,3317.2,0.0,545.5591666666666,45.917499999999905,0.0,0.0,0.0,10598.731208203706,10640.056958203706,0.4395,239.77325374999995,0.0
2025-02-01,30,2932.7015,0.0,3304.47545,0.0,571.7283750000001,82.94479166666679,0.0,0.0,0.0,10640.056958203706,10714.707270703706,0.4333,247.72990488750008,0.0
2025-02-01,31,2991.1125,0.0199,3295.1772499999997,0.02144,608.14633,94.7696992181045,0.0,0.0,14.861197448562223,10714.707270703706,10800.0,0.4439,269.956155887,0.0
2025-02-01,32,3175.34,0.0,3297.6850000000004,0.0,589.7433333333335,0.0,0.0,0.0,60.520000000000095,10800.0,10800.0,0.4301,253.64860766666672,0.0
2025-02-01,33,3284.4619,0.0,3367.2412999999997,0.0,1414.6572166666665,0.0,0.0,0.0,867.2468999999999,10800.0,10800.0,0.3713,525.2622245483333,0.0
2025-02-01,34,3187.3644,0.2774,3367.2981,0.29838000000000003,0.0,0.0,531.1811666666666,0.0,0.0,10800.0,10209.798703703704,0.5708,0.0,0.0
2025-02-01,35,3065.9,0.0,3309.6,0.0,0.0,0.0,510.98333333333335,0.0,0.0,10209.798703703704,9642.039444444445,0.9099,0.0,0.0
2025-02-01,36,3211.1231,0.0,3333.03585,0.0,0.0,0.0,535.1871833333332,0.0,0.0,9642.039444444445,9047.387018518519,0.9368,0.0,0.0
2025-02-01,37,3203.9961,3.8641,3305.29205,4.156139999999999,0.0,0.0,533.3553333333333,0.0,0.0,9047.387018518519,8454.769981481482,0.8758,0.0,0.0
2025-02-01,38,3027.12,0.0,3238.965,0.0,0.0,0.0,504.52,0.0,0.0,8454.769981481482,7894.192203703705,0.8759,0.0,0.0
2025-02-01,39,3117.3221,0.0,3325.14595,0.0,0.0,0.0,519.5536833333333,0.0,0.0,7894.192203703705,7316.910333333334,0.8601,0.0,0.0
2025-02-01,40,3398.49,89.6095,3601.27545,69.48155999999999,0.0,0.0,551.4800833333333,0.0,0.0,7316.910333333334,6704.154685185186,0.8442,0.0,0.0
2025-02-01,41,3652.75,340.5,3879.375,297.9225,0.0,0.0,552.0416666666666,0.0,0.0,6704.154685185186,6090.775055555557,0.8334,0.0,0.0
2025-02-01,42,3703.2843,615.936,3904.09305,557.09114,0.0,0.0,514.5580499999999,0.0,0.0,6090.775055555557,5519.04388888889,0.8092,0.0,0.0
2025-02-01,43,3572.3788,884.9275,3879.23015,830.4856400000001,0.0,0.0,447.90854999999993,0.0,0.0,5519.04388888889,5021.367722222224,0.7972,0.0,0.0
2025-02-01,44,3477.22,1140.675,3899.385,1117.2450000000001,0.0,0.0,389.4241666666667,0.0,0.0,5021.367722222224,4588.674203703706,0.7644,0.0,0.0
2025-02-01,45,3654.0022,1388.0797,3865.2327,1408.7976800000001,0.0,0.0,377.65375,0.0,0.0,4588.674203703706,4169.058925925928,0.6899,0.0,0.0
2025-02-01,46,3841.4201,1674.452,3804.971,1699.04238,0.0,0.0,361.16134999999997,0.0,0.0,4169.058925925928,3767.768537037039,0.86,0.0,0.0
2025-02-01,47,3803.65,2004.1125,3761.65,1992.405,0.0,0.0,299.92291666666665,0.0,0.0,3767.768537037039,3434.520851851854,1.1617,0.0,0.0
2025-02-01,48,3545.4639,2332.1065,3760.0170500000004,2295.56708,0.0,0.0,202.22623333333343,0.0,0.0,3434.520851851854,3209.825037037039,1.1683,0.0,0.0
2025-02-01,49,3411.349,2632.5934,3825.4325,2586.7122600000002,0.0,0.0,129.7926,0.0,0.0,3209.825037037039,3065.611037037039,1.0956,0.0,0.0
2025-02-01,50,3445.37,2927.6625,3887.51,2876.8200000000006,0.0,0.0,86.28458333333327,0.0,0.0,3065.611037037039,2969.7392777777795,1.0849,0.0,0.0
2025-02-01,51,3467.1139,3251.299,3866.9678,3197.1333,0.0,0.0,35.96915000000001,0.0,0.0,2969.7392777777795,2929.7735555555573,1.061,0.0,0.0
2025-02-01,52,3894.4802,3519.7566,4018.22595,3501.58402,0.0,0.0,62.45393333333334,0.0,0.0,2929.7735555555573,2860.380296296298,1.043,0.0,0.0
2025-02-01,53,4422.76,3731.7,4335.0,3764.085,0.0,0.0,115.17666666666673,0.0,0.0,2860.380296296298,2732.406222222224,1.036,0.0,0.0
2025-02-01,54,4267.5205,3992.5758,4512.79155,4009.8087399999995,0.0,0.0,45.824116666666555,0.0,0.0,2732.406222222224,2681.4905370370393,1.0147,0.0,0.0
2025-02-01,55,4190.1702,4378.3332,4445.7339,4304.5151399999995,0.0,31.360500000000002,0.0,0.0,0.0,2681.4905370370393,2709.7149870370395,0.9922,0.0,0.0
2025-02-01,56,4418.32,4788.525,4325.855,4599.51,0.0,61.70083333333332,0.0,0.0,0.0,2709.7149870370395,2765.2457370370394,0.97,0.0,0.0
2025-02-01,57,4399.2754,5029.9241,4435.938700000001,4789.70682,0.0,105.10811666666666,0.0,0.0,0.0,2765.2457370370394,2859.843042037039,0.9422,0.0,0.0
2025-02-01,58,4182.7342,5203.9177,4460.64465,5031.831259999999,0.0,170.19725000000005,0.0,0.0,0.0,2859.843042037039,3013.020567037039,0.9569,0.0,0.0
2025-02-01,59,4071.53,5364.1125,4310.6849999999995,5338.4325,0.0,215.4304166666666,0.0,0.0,0.0,3013.020567037039,3206.907942037039,0.9977,0.0,0.0
2025-02-01,60,4268.5932,5471.099,4239.46365,5563.06036,0.0,200.41763333333336,0.0,0.0,0.0,3206.907942037039,3387.283812037039,0.9919,0.0,0.0
2025-02-01,61,4240.2423,5601.7634,4348.177,5761.63772,0.0,226.92018333333328,0.0,0.0,0.0,3387.283812037039,3591.511977037039,0.9588,0.0,0.0
2025-02-01,62,4001.96,5755.3125,4470.65,5915.46,0.0,292.22541666666666,0.0,0.0,0.0,3591.511977037039,3854.514852037039,0.9549,0.0,0.0
2025-02-01,63,4072.3226,5878.849,4343.00335,5940.6088,0.0,301.0877333333334,0.0,0.0,0.0,3854.514852037039,4125.493812037039,0.9839,0.0,0.0
2025-02-01,64,4068.783,6128.0874,4203.03525,5994.830959999999,0.0,343.2174,0.0,0.0,0.0,4125.493812037039,4434.389472037039,0.799,0.0,0.0
2025-02-01,65,3917.55,6361.65,4230.89,6123.96,0.0,407.3499999999999,0.0,0.0,0.0,4434.389472037039,4801.004472037039,0.5025,0.0,0.0
2025-02-01,66,3946.1661,6277.0669,4355.69085,6218.92682,0.0,388.4834666666666,0.0,0.0,0.0,4801.004472037039,5150.639592037039,0.4662,0.0,0.0
2025-02-01,67,3936.6103,6308.0507,4267.3235,6249.00288,0.0,395.24006666666673,0.0,0.0,0.0,5150.639592037039,5506.355652037038,0.5007,0.0,0.0
2025-02-01,68,3927.21,6594.375,4113.325,6273.795,0.0,444.52750000000003,0.0,0.0,0.0,5506.355652037038,5906.430402037038,0.4827,0.0,0.0
2025-02-01,69,4153.2513,6817.8939,4318.8392,6372.21624,0.0,444.10710000000006,0.0,0.0,0.0,5906.430402037038,6306.126792037038,0.4785,0.0,0.0
2025-02-01,70,4080.8969,6770.5009,4384.6803500000005,6429.93194,0.0,448.2673333333332,0.0,0.0,0.0,6306.126792037038,6709.567392037038,0.4662,0.0,0.0
2025-02-01,71,3840.2,6603.9375,4187.56,6394.845,459.1945833333334,833.3333333333333,0.0,0.0,86.48416666666685,6709.567392037038,7459.567392037038,0.4432,203.51503933333336,0.0
2025-02-01,72,4061.0483,6632.8992,4108.7633000000005,6329.810039999999,461.4045216666668,833.3333333333333,0.0,0.0,56.71300500000018,7459.567392037038,8209.56739203704,0.4411,203.52553450716673,0.0
2025-02-01,73,3978.5628,6536.8864,4100.8225999999995,6308.29916,311.53486126720645,737.9221279338732,0.0,0.0,0.0,8209.56739203704,8873.697307177525,0.4551,141.77951536270567,0.0
2025-02-01,74,3564.13,6314.475,4082.635,6314.9925,493.5958333333332,833.3333333333333,0.0,0.0,118.65333333333331,8873.697307177525,9623.697307177525,0.4463,220.29182041666658,0.0
2025-02-01,75,3606.685,6312.5866,4063.70665,6263.738,520.6457683333333,833.3333333333333,0.0,0.0,138.29603499999996,9623.697307177525,10373.697307177525,0.4113,214.14160451549998,0.0
2025-02-01,76,3800.0122,6353.9385,4091.64335,6148.91626,0.0,425.65438333333327,0.0,0.0,0.0,10373.697307177525,10756.786252177524,0.5682,0.0,0.0
2025-02-01,77,3832.09,6313.35,4149.995000000001,6053.58,0.0,48.0152753583065,0.0,0.0,365.5280579750268,10756.786252177524,10800.0,0.8279,0.0,0.0
2025-02-01,78,3716.2454,6246.1375,4150.26535,6056.77752,0.0,0.0,0.0,0.0,421.64868333333334,10800.0,10800.0,0.8636,0.0,0.0
2025-02-01,79,3639.0264,6175.373,4016.21555,5963.484839999999,0.0,0.0,0.0,0.0,422.7244333333331,10800.0,10800.0,0.8416,0.0,0.0
2025-02-01,80,3642.08,6103.6875,3894.94,5785.5,0.0,0.0,0.0,0.0,410.2679166666667,10800.0,10800.0,0.8618,0.0,0.0
2025-02-01,81,3637.91,5992.7643,4016.07595,5719.5491600000005,0.0,0.0,0.0,0.0,392.4757166666667,10800.0,10800.0,0.8623,0.0,0.0
2025-02-01,82,3749.5633,5691.8061,4076.5254,5606.29012,0.0,0.0,0.0,0.0,323.70713333333333,10800.0,10800.0,0.9026,0.0,0.0
2025-02-01,83,3849.87,5251.125,3978.21,5388.8025,0.0,0.0,0.0,0.0,233.54250000000002,10800.0,10800.0,0.9754,0.0,0.0
2025-02-01,84,3676.3403,4893.7405,3900.63665,5172.65294,0.0,0.0,0.0,0.0,202.90003333333334,10800.0,10800.0,1.0002,0.0,0.0
2025-02-01,85,3619.6065,4617.2194,3779.6971,4937.09044,0.0,0.0,0.0,0.0,166.26881666666668,10800.0,10800.0,0.9978,0.0,0.0
2025-02-01,86,3664.87,4364.4,3680.12,4664.625,0.0,0.0,0.0,0.0,116.58833333333325,10800.0,10800.0,1.0271,0.0,0.0
2025-02-01,87,3429.7385,4104.4044,3751.28175,4378.12994,0.0,0.0,0.0,0.0,112.44431666666674,10800.0,10800.0,1.0906,0.0,0.0
2025-02-01,88,3327.5652,3890.1686,3725.38535,4112.27454,0.0,0.0,0.0,0.0,93.76723333333325,10800.0,10800.0,0.9376,0.0,0.0
2025-02-01,89,3473.54,3688.35,3641.59,3864.54,0.0,0.0,0.0,0.0,35.80166666666662,10800.0,10800.0,0.6694,0.0,0.0
2025-02-01,90,3562.932,3392.3571,3784.4155499999997,3604.68822,8.868385000000103,0.0,19.560764999999833,0.0,0.0,10800.0,10778.265816666666,0.66,5.8531341000000685,0.0
2025-02-01,91,3620.2202,3032.6158,3789.4791,3348.6454,20.125319226340352,0.0,77.80874744032633,0.0,0.0,10778.265816666666,10691.81165284408,0.7217,14.524442885649831,0.0
2025-02-01,92,3651.93,2703.825,3652.435,3081.5325000000003,88.00624999999991,0.0,70.01125000000013,0.0,0.0,10691.81165284408,10614.021375066302,0.7308,64.31496749999994,0.0
2025-02-01,93,3580.7319,2481.7698,3738.1535,2764.96782,180.7230300000001,0.0,2.437319999999886,0.0,0.0,10614.021375066302,10611.313241732969,0.7534,136.15673080200008,0.0
2025-02-01,94,3420.6657,2255.8374,3793.0185,2436.1699399999998,229.8307583333335,35.692708333333485,0.0,0.0,0.0,10611.313241732969,10643.43667923297,0.7823,179.7966022441668,0.0
2025-02-01,95,3292.5,1973.5875,3673.08,2117.145,214.30464977366125,0.0,5.514100226338769,0.0,0.0,10643.43667923297,10637.309901203704,0.8055,172.62239539268413,0.0
2025-02-01,96,3324.4944,1687.0443,3520.6074,1798.86986,254.72800999999998,0.0,18.180340000000115,0.0,0.0,10637.309901203704,10617.109523425926,0.8271,210.68553707099997,0.0
2025-02-01,97,3354.2164,1442.6491,3531.0842000000002,1486.07444,342.26285500000006,23.668305000000146,0.0,0.0,0.0,10617.109523425926,10638.410997925926,0.8519,291.57372617450005,0.0
2025-02-01,98,3378.64,1214.175,3651.96,1176.8025,435.8724999999999,75.12833333333333,0.0,0.0,0.0,10638.410997925926,10706.026497925926,0.8791,383.1755147499999,0.0
2025-02-01,99,3481.7178,933.1142,3600.2030999999997,865.7819,437.2095033333332,12.442236666666531,0.0,0.0,0.0,10706.026497925926,10717.224510925926,0.9024,394.53785580799985,0.0
2025-02-01,100,3196.9081,640.2688,3221.5884,575.35888,431.6737833333333,5.56723333333332,0.0,0.0,0.0,10717.224510925926,10722.235020925926,0.9163,395.5426876683333,0.0
2025-02-01,101,2680.68,358.2375,2789.4399999999996,309.06000000000006,422.23333333333335,35.15958333333339,0.0,0.0,0.0,10722.235020925926,10753.878645925926,0.9264,391.15696,0.0
2025-02-01,102,2601.2611,95.3846,2763.32965,72.51010000000001,434.9460958333336,17.300012500000207,0.0,0.0,0.0,10753.878645925926,10769.448657175926,0.9462,411.5459958775002,0.0
2025-02-01,103,2638.6848,0.0,2795.42915,0.0,451.58806666666635,11.80726666666635,0.0,0.0,0.0,10769.448657175926,10780.075197175925,0.9742,439.93709454666634,0.0
2025-02-01,104,2616.82,0.0,2733.115,0.0,444.9816666666664,8.844999999999743,0.0,0.0,0.0,10780.075197175925,10788.035697175925,0.9862,438.84091966666637,0.0
2025-02-01,105,2675.971,4.1367,2754.5652,4.33836,470.5421633333334,13.293669804528083,0.0,0.0,11.942776862138697,10788.035697175925,10800.0,0.976,459.2491514133334,0.0
2025-02-01,106,2639.3558,0.0,2763.1088499999996,0.0,448.9540999999999,0.0,0.0,0.0,9.06146666666666,10800.0,10800.0,1.0742,482.2664942199999,0.0
2025-02-01,107,2570.82,0.0,2757.73,0.0,0.0,0.0,428.47,0.0,0.0,10800.0,10323.922222222222,1.2313,0.0,0.0
2025-02-01,108,2725.1073,0.297,2840.51885,0.31146,0.0,0.0,454.13505,0.0,0.0,10323.922222222222,9819.327722222222,1.2561,0.0,0.0
2025-02-01,109,2833.5919,0.0,2859.19555,0.0,0.0,0.0,472.26531666666665,0.0,0.0,9819.327722222222,9294.588481481482,1.2447,0.0,0.0
2025-02-01,110,2725.01,0.0,2785.25,0.0,0.0,0.0,454.16833333333335,0.0,0.0,9294.588481481482,8789.957,1.2545,0.0,0.0
2025-02-01,111,2510.2571,0.0213,2760.84365,0.02236,0.0,0.0,418.3726333333333,0.0,0.0,8789.957,8325.098518518518,1.2522,0.0,0.0
2025-02-01,112,2484.4934,0.0,2845.0121,0.0,0.0,0.0,414.0822333333333,0.0,0.0,8325.098518518518,7865.007148148148,1.2881,0.0,0.0
2025-02-01,113,2592.83,0.0,2870.48,0.0,0.0,0.0,432.1383333333333,0.0,0.0,7865.007148148148,7384.853444444445,1.3466,0.0,0.0
2025-02-01,114,2544.0862,0.0015,2635.2709999999997,0.0016,0.0,0.0,424.01411666666667,0.0,0.0,7384.853444444445,6913.726648148148,1.3523,0.0,0.0
2025-02-01,115,2654.4748,0.0,2586.41465,0.0,0.0,0.0,442.41246666666666,0.0,0.0,6913.726648148148,6422.157240740741,1.3445,0.0,0.0
2025-02-01,116,2902.48,0.0,2744.135,0.0,0.0,0.0,483.74666666666667,0.0,0.0,6422.157240740741,5884.660944444445,1.3483,0.0,0.0
2025-02-01,117,2887.1068,0.0,2707.1492,0.0,0.0,0.0,481.18446666666665,0.0,0.0,5884.660944444445,5350.011537037038,1.349,0.0,0.0
2025-02-01,118,2668.5956,0.0,2736.59485,0.0,0.0,0.0,444.76593333333335,0.0,0.0,5350.011537037038,4855.827166666667,1.3473,0.0,0.0
2025-02-01,119,2508.57,0.0,2885.2799999999997,0.0,0.0,0.0,418.095,0.0,0.0,4855.827166666667,4391.277166666667,1.3482,0.0,0.0
2025-02-01,120,2620.4431,0.0,2901.3427,0.0,0.0,0.0,436.7405166666666,0.0,0.0,4391.277166666667,3906.009925925926,1.3513,0.0,0.0
2025-02-01,121,2716.1871,0.0,2834.3243,0.0,0.0,0.0,452.69785,0.0,0.0,3906.009925925926,3403.012314814815,1.34,0.0,0.0
2025-02-01,122,2699.81,0.0,2775.87,0.0,0.0,0.0,449.9683333333333,0.0,0.0,3403.012314814815,2903.0475,1.3489,0.0,0.0
2025-02-01,123,2730.4002,0.0,2791.9005500000003,0.0,0.0,0.0,455.06669999999997,0.0,0.0,2903.0475,2397.4178333333334,1.3952,0.0,0.0
2025-02-01,124,2724.0742,0.0,2982.3260499999997,0.0,0.0,0.0,454.01236666666665,0.0,0.0,2397.4178333333334,1892.9596481481483,1.2226,0.0,0.0
2025-02-01,125,2756.43,0.0,3164.21,0.0,514.815,55.41000000000008,0.0,0.0,0.0,1892.9596481481483,1942.8286481481484,0.9332,480.4253580000001,0.0
2025-02-01,126,2984.5246,0.0,3017.4703,0.0,483.8691972222221,0.0,13.551569444444567,0.0,0.0,1942.8286481481484,1927.7713487654323,0.9068,438.772588041111,0.0
2025-02-01,127,3019.6988,0.0,2830.4127500000004,0.0,474.4113166666667,0.0,28.871816666666632,0.0,0.0,1927.7713487654323,1895.691552469136,0.9371,444.5708448483334,0.0
2025-02-01,128,2865.34,0.0,2817.955,0.0,485.77083333333314,8.214166666666472,0.0,0.0,0.0,1895.691552469136,1903.0843024691358,0.9371,455.2158479166665,0.0
2025-02-01,129,2874.8157,0.0,2905.0949,0.0,462.80543333333327,0.0,16.33051666666671,0.0,0.0,1903.0843024691358,1884.9392839506172,0.9871,456.83524324333325,0.0
2025-02-01,130,2701.2246,0.0,2789.8969500000003,0.0,462.7020166666666,12.49791666666664,0.0,0.0,0.0,1884.9392839506172,1896.1874089506173,0.7764,359.24184574,0.0
2025-02-01,131,2352.51,0.0,2525.255,0.0,1195.4291666666666,803.3441666666665,0.0,0.0,0.0,1896.1874089506173,2619.1971589506174,0.4209,503.15613625,0.0
2025-02-01,132,2230.6189,0.0,2472.31185,0.0,1224.600075,833.3333333333333,0.0,0.0,19.496925000000147,2619.1971589506174,3369.1971589506174,0.3859,472.57316894250005,0.0
2025-02-01,133,2181.4693,0.0,2587.3314,0.0,460.24524166666663,96.66702499999997,0.0,0.0,0.0,3369.1971589506174,3456.1974814506175,0.4368,201.03512156,0.0
2025-02-01,134,2154.94,0.0,2682.7,0.0,1221.6608333333334,833.3333333333333,0.0,0.0,29.170833333333462,3456.1974814506175,4206.1974814506175,0.4198,512.8532178333334,0.0
2025-02-01,135,2292.3043,0.0,2599.4173499999997,0.0,1243.637875,833.3333333333333,0.0,0.0,28.253825000000006,4206.1974814506175,4956.1974814506175,0.4186,520.586814475,0.0
2025-02-01,136,2503.0105,0.0,2444.7709999999997,0.0,433.2303749999999,16.06195833333328,0.0,0.0,0.0,4956.1974814506175,4970.653243950617,0.4241,183.73300203749997,0.0
2025-02-01,137,2590.78,0.0,2374.435,0.0,434.4916666666666,2.6949999999999363,0.0,0.0,0.0,4970.653243950617,4973.0787439506175,0.4237,184.09411916666664,0.0
2025-02-01,138,2438.7897,0.0,2465.085,0.0,450.2878166666666,43.82286666666664,0.0,0.0,0.0,4973.0787439506175,5012.519323950618,0.4248,191.28226451999996,0.0
2025-02-01,139,2405.7592,0.0,2556.9120000000003,0.0,451.8129,50.85303333333337,0.0,0.0,0.0,5012.519323950618,5058.287053950618,0.424,191.5686696,0.0
2025-02-01,140,2459.67,0.0,2547.035,0.0,450.02999999999986,40.084999999999866,0.0,0.0,0.0,5058.287053950618,5094.363553950619,0.422,189.91265999999993,0.0
2025-02-01,141,2323.4202,0.0,2541.9534000000003,0.0,442.86047500000006,55.62377500000008,0.0,0.0,0.0,5094.363553950619,5144.424951450618,0.424,187.77284140000003,0.0
2025-02-01,142,2728.2609,0.0,2987.90625,0.0,525.0350500000001,70.32490000000007,0.0,0.0,0.0,5144.424951450618,5207.717361450618,0.4271,224.24246985500002,0.0
2025-02-01,143,3484.94,0.0,3632.135,0.0,642.75,61.92666666666673,0.0,0.0,0.0,5207.717361450618,5263.451361450619,0.4276,274.8399,0.0
2025-02-02,0,3591.9843,0.0,3719.66435,0.0,1408.8948833333332,810.2308333333332,0.0,0.0,0.0,5263.451361450619,5992.659111450618,0.4248,598.4985464399999,0.0
2025-02-02,1,3490.4069,0.0,3602.5386,0.0,1421.964775,833.3333333333333,0.0,0.0,6.896958333333373,5992.659111450618,6742.659111450618,0.4245,603.6240469874999,0.0
2025-02-02,2,3507.56,0.0,3582.58,0.0,1398.7291666666665,814.1358333333333,0.0,0.0,0.0,6742.659111450618,7475.381361450618,0.4269,597.11748125,0.0
2025-02-02,3,3516.6172,0.0,3624.8213,0.0,1401.2081083333333,815.1052416666666,0.0,0.0,0.0,7475.381361450618,8208.976078950618,0.4272,598.59610388,0.0
2025-02-02,4,3523.1812,0.0,3690.04285,0.0,1418.7115583333332,831.5146916666665,0.0,0.0,0.0,8208.976078950618,8957.339301450618,0.4271,605.9317065641666,0.0
2025-02-02,5,3576.44,0.0,3755.1949999999997,0.0,659.4758333333332,63.40249999999992,0.0,0.0,0.0,8957.339301450618,9014.401551450617,0.4285,282.58539458333325,0.0
2025-02-02,6,3672.3289,0.0,3810.3197,0.0,674.37965,62.324833333333345,0.0,0.0,0.0,9014.401551450617,9070.493901450618,0.4311,290.725067115,0.0
2025-02-02,7,3589.9458,0.0,3843.1153,0.0,667.9593,69.63499999999999,0.0,0.0,0.0,9070.493901450618,9133.165401450618,0.4302,287.35609086,0.0
2025-02-02,8,3433.4,0.0,3828.545,0.0,1143.4474494993115,571.2141161659781,0.0,0.0,0.0,9133.165401450618,9647.258106,0.4279,489.2811636407554,0.0
2025-02-02,9,3549.9164,0.0,3761.27335,0.0,640.4783916666665,48.825658333333195,0.0,0.0,0.0,9647.258106,9691.201198499999,0.4312,276.17428248666664,0.0
2025-02-02,10,3745.7742,0.0,3758.0937000000004,0.0,633.1851750000001,8.889475000000175,0.0,0.0,0.0,9691.201198499999,9699.201726,0.4333,274.35913632750004,0.0
2025-02-02,11,3771.99,0.0,3860.02,0.0,669.5474999999999,40.882499999999936,0.0,0.0,0.0,9699.201726,9735.995976,0.4311,288.6419272499999,0.0
2025-02-02,12,3594.4447,0.0,3998.8337,0.0,688.2250083333331,89.15089166666644,0.0,0.0,0.0,9735.995976,9816.2317785,0.4293,295.4549960774999,0.0
2025-02-02,13,3671.1635,0.0,4095.24165,0.0,709.0573333333333,97.19674999999995,0.0,0.0,0.0,9816.2317785,9903.7088535,0.4324,306.59639093333334,0.0
2025-02-02,14,3882.83,0.0,4070.2,0.0,693.5741666666665,46.43583333333322,0.0,0.0,0.0,9903.7088535,9945.5011035,0.4367,302.8838385833333,0.0
