date,day_index,selected_candidate,selected_tau,selected_rho,selected_gamma,soc_start_kwh,soc_end_kwh,realized_total_cost_yuan,plan_cost_yuan,emergency_cost_yuan,emergency_kwh,spill_kwh,candidate_scores_using_past_only
2025-02-11,41,nocvar_g0.05,,0.0,0.05,4773.807066903887,4729.1509923445365,53297.7213857662,53297.7213857662,0.0,0.0,5756.109302860078,"{""nocvar_g0.00"": 45282.500536370266, ""cvar_t0.90_r0.05_g0.00"": 45494.86773143875, ""cvar_t0.90_r0.20_g0.00"": 45590.31562642851, ""cvar_t0.95_r0.05_g0.00"": 45494.86773143875, ""cvar_t0.95_r0.20_g0.00"": 45590.31562642851, ""nocvar_g0.02"": 45230.2411081429, ""cvar_t0.90_r0.05_g0.02"": 45493.60911881605, ""cvar_t0.90_r0.20_g0.02"": 45592.90639781619, ""cvar_t0.95_r0.05_g0.02"": 45498.35666910518, ""cvar_t0.95_r0.20_g0.02"": 45592.90639781619, ""nocvar_g0.05"": 45161.60910423395, ""cvar_t0.90_r0.05_g0.05"": 45426.766498902536, ""cvar_t0.90_r0.20_g0.05"": 45621.7121946914, ""cvar_t0.95_r0.05_g0.05"": 45455.29531094182, ""cvar_t0.95_r0.20_g0.05"": 45621.7121946914}"
2025-02-12,42,nocvar_g0.05,,0.0,0.05,4729.1509923445365,4306.276291481483,51803.084843035314,50530.08854869915,1272.9962943361697,203.31688624999452,1992.315435589391,"{""nocvar_g0.00"": 46019.6599869831, ""cvar_t0.90_r0.05_g0.00"": 46222.40799752765, ""cvar_t0.90_r0.20_g0.00"": 46309.07074368861, ""cvar_t0.95_r0.05_g0.00"": 46222.40799752765, ""cvar_t0.95_r0.20_g0.00"": 46309.07074368861, ""nocvar_g0.02"": 45970.56090730688, ""cvar_t0.90_r0.05_g0.02"": 46220.37662034379, ""cvar_t0.90_r0.20_g0.02"": 46312.53193393432, ""cvar_t0.95_r0.05_g0.02"": 46225.05136984869, ""cvar_t0.95_r0.20_g0.02"": 46312.53193393432, ""nocvar_g0.05"": 45901.25567528233, ""cvar_t0.90_r0.05_g0.05"": 46155.58190749191, ""cvar_t0.90_r0.20_g0.05"": 46340.55718642117, ""cvar_t0.95_r0.05_g0.05"": 46182.94261933903, ""cvar_t0.95_r0.20_g0.05"": 46340.55718642117}"
2025-02-13,43,nocvar_g0.05,,0.0,0.05,4306.276291481483,4624.71788712963,50945.711225727166,50945.711225727166,0.0,0.0,5926.931465761322,"{""nocvar_g0.00"": 46560.444926705146, ""cvar_t0.90_r0.05_g0.00"": 46777.810810606, ""cvar_t0.90_r0.20_g0.00"": 46794.436451201305, ""cvar_t0.95_r0.05_g0.00"": 46777.810810606, ""cvar_t0.95_r0.20_g0.00"": 46794.436451201305, ""nocvar_g0.02"": 46508.36002408388, ""cvar_t0.90_r0.05_g0.02"": 46743.421847977144, ""cvar_t0.90_r0.20_g0.02"": 46797.526756158855, ""cvar_t0.95_r0.05_g0.02"": 46747.78332195567, ""cvar_t0.95_r0.20_g0.02"": 46797.526756158855, ""nocvar_g0.05"": 46393.07477259508, ""cvar_t0.90_r0.05_g0.05"": 46678.25180106711, ""cvar_t0.90_r0.20_g0.05"": 46853.29854415188, ""cvar_t0.95_r0.05_g0.05"": 46702.882992517, ""cvar_t0.95_r0.20_g0.05"": 46822.60060996097}"
2025-02-14,44,nocvar_g0.05,,0.0,0.05,4624.71788712963,4304.421085763314,18739.80751190461,18739.80751190461,0.0,0.0,3139.2078573251038,"{""nocvar_g0.00"": 46951.60851427737, ""cvar_t0.90_r0.05_g0.00"": 47168.240019028926, ""cvar_t0.90_r0.20_g0.00"": 47229.535494273216, ""cvar_t0.95_r0.05_g0.00"": 47168.240019028926, ""cvar_t0.95_r0.20_g0.00"": 47229.535494273216, ""nocvar_g0.02"": 46898.201127510554, ""cvar_t0.90_r0.05_g0.02"": 47120.56974922267, ""cvar_t0.90_r0.20_g0.02"": 47232.04879003595, ""cvar_t0.95_r0.05_g0.02"": 47126.206454055646, ""cvar_t0.95_r0.20_g0.02"": 47232.04879003595, ""nocvar_g0.05"": 46743.27757668216, ""cvar_t0.90_r0.05_g0.05"": 47054.39639382841, ""cvar_t0.90_r0.20_g0.05"": 47224.11762842979, ""cvar_t0.95_r0.05_g0.05"": 47076.4927875315, ""cvar_t0.95_r0.20_g0.05"": 47254.90992153286}"
2025-02-15,45,nocvar_g0.05,,0.0,0.05,4304.421085763314,4099.8941864814815,19973.92050070537,18206.620129528674,1767.3003711766974,320.640395000005,2933.44675255144,"{""nocvar_g0.00"": 44946.73031490365, ""cvar_t0.90_r0.05_g0.00"": 45158.47330636449, ""cvar_t0.90_r0.20_g0.00"": 45221.069202063125, ""cvar_t0.95_r0.05_g0.00"": 45158.47330636449, ""cvar_t0.95_r0.20_g0.00"": 45221.069202063125, ""nocvar_g0.02"": 44890.59528484263, ""cvar_t0.90_r0.05_g0.02"": 45105.49391347055, ""cvar_t0.90_r0.20_g0.02"": 45223.551199112975, ""cvar_t0.95_r0.05_g0.02"": 45110.98402500322, ""cvar_t0.95_r0.20_g0.02"": 45223.551199112975, ""nocvar_g0.05"": 44743.029714912336, ""cvar_t0.90_r0.05_g0.05"": 45033.280559079205, ""cvar_t0.90_r0.20_g0.05"": 45205.242194461614, ""cvar_t0.95_r0.05_g0.05"": 45058.42138490368, ""cvar_t0.95_r0.20_g0.05"": 45242.16765245614}"
2025-02-16,46,nocvar_g0.05,,0.0,0.05,4099.8941864814815,4134.049207222222,52724.462211068254,49048.27919204846,3676.1830190197966,784.7142101362087,245.2938967525254,"{""nocvar_g0.00"": 43271.88228356768, ""cvar_t0.90_r0.05_g0.00"": 43446.06054127996, ""cvar_t0.90_r0.20_g0.00"": 43476.240784378235, ""cvar_t0.95_r0.05_g0.00"": 43446.06054127996, ""cvar_t0.95_r0.20_g0.00"": 43476.240784378235, ""nocvar_g0.02"": 43220.64897856261, ""cvar_t0.90_r0.05_g0.02"": 43420.37678280887, ""cvar_t0.90_r0.20_g0.02"": 43478.95972019763, ""cvar_t0.95_r0.05_g0.02"": 43423.30151588094, ""cvar_t0.95_r0.20_g0.02"": 43478.95972019763, ""nocvar_g0.05"": 43091.755767298535, ""cvar_t0.90_r0.05_g0.05"": 43361.695145329584, ""cvar_t0.90_r0.20_g0.05"": 43515.70530868033, ""cvar_t0.95_r0.05_g0.05"": 43376.40879547816, ""cvar_t0.95_r0.20_g0.05"": 43499.725925206214}"
2025-02-17,47,nocvar_g0.05,,0.0,0.05,4134.049207222222,4278.3247010292525,49717.0748058989,49717.0748058989,0.0,0.0,5041.049436958241,"{""nocvar_g0.00"": 43828.5178047288, ""cvar_t0.90_r0.05_g0.00"": 43967.55903243067, ""cvar_t0.90_r0.20_g0.00"": 43998.30792723477, ""cvar_t0.95_r0.05_g0.00"": 43967.55903243067, ""cvar_t0.95_r0.20_g0.00"": 43998.30792723477, ""nocvar_g0.02"": 43801.5270929315, ""cvar_t0.90_r0.05_g0.02"": 43929.59311385849, ""cvar_t0.90_r0.20_g0.02"": 44000.69400403709, ""cvar_t0.95_r0.05_g0.02"": 43932.335051113565, ""cvar_t0.95_r0.20_g0.02"": 44000.69400403709, ""nocvar_g0.05"": 43693.799920034144, ""cvar_t0.90_r0.05_g0.05"": 43923.21826724235, ""cvar_t0.90_r0.20_g0.05"": 44020.67266978602, ""cvar_t0.95_r0.05_g0.05"": 43934.689548493174, ""cvar_t0.95_r0.20_g0.05"": 44005.69199777904}"
2025-02-18,48,nocvar_g0.05,,0.0,0.05,4278.3247010292525,4391.6624249999995,48107.09086423116,47641.67120688659,465.41965734457625,82.86480751666325,1064.242961272625,"{""nocvar_g0.00"": 44175.93136441574, ""cvar_t0.90_r0.05_g0.00"": 44309.60982277632, ""cvar_t0.90_r0.20_g0.00"": 44338.54883168539, ""cvar_t0.95_r0.05_g0.00"": 44309.60982277632, ""cvar_t0.95_r0.20_g0.00"": 44338.54883168539, ""nocvar_g0.02"": 44150.6091980125, ""cvar_t0.90_r0.05_g0.02"": 44273.97936073056, ""cvar_t0.90_r0.20_g0.02"": 44340.85575366387, ""cvar_t0.95_r0.05_g0.02"": 44276.524981255956, ""cvar_t0.95_r0.20_g0.02"": 44340.85575366387, ""nocvar_g0.05"": 44048.11020743795, ""cvar_t0.90_r0.05_g0.05"": 44264.907926493855, ""cvar_t0.90_r0.20_g0.05"": 44359.08035120815, ""cvar_t0.95_r0.05_g0.05"": 44277.91872763124, ""cvar_t0.95_r0.20_g0.05"": 44344.980895201574}"
2025-02-19,49,nocvar_g0.05,,0.0,0.05,4391.6624249999995,4056.04994324074,51123.18533627028,48096.117982326236,3027.0673539440454,499.3070422726557,1419.2304283333326,"{""nocvar_g0.00"": 44438.91029578118, ""cvar_t0.90_r0.05_g0.00"": 44572.687105271296, ""cvar_t0.90_r0.20_g0.00"": 44601.290022263835, ""cvar_t0.95_r0.05_g0.00"": 44572.687105271296, ""cvar_t0.95_r0.20_g0.00"": 44601.290022263835, ""nocvar_g0.02"": 44407.1810951544, ""cvar_t0.90_r0.05_g0.02"": 44538.54699638523, ""cvar_t0.90_r0.20_g0.02"": 44603.97218646389, ""cvar_t0.95_r0.05_g0.02"": 44540.45561731064, ""cvar_t0.95_r0.20_g0.02"": 44603.97218646389, ""nocvar_g0.05"": 44273.609132815356, ""cvar_t0.90_r0.05_g0.05"": 44518.84150448029, ""cvar_t0.90_r0.20_g0.05"": 44626.64643441852, ""cvar_t0.95_r0.05_g0.05"": 44532.083261629334, ""cvar_t0.95_r0.20_g0.05"": 44613.33028152343}"
2025-02-20,50,nocvar_g0.05,,0.0,0.05,4056.04994324074,4503.619324814813,48464.52264177463,48464.52264177463,0.0,0.0,2934.473817634972,"{""nocvar_g0.00"": 44687.88549360054, ""cvar_t0.90_r0.05_g0.00"": 44822.302486479675, ""cvar_t0.90_r0.20_g0.00"": 44850.43380693404, ""cvar_t0.95_r0.05_g0.00"": 44822.302486479675, ""cvar_t0.95_r0.20_g0.00"": 44850.43380693404, ""nocvar_g0.02"": 44659.60714528952, ""cvar_t0.90_r0.05_g0.02"": 44787.486087457684, ""cvar_t0.90_r0.20_g0.02"": 44851.84913628524, ""cvar_t0.95_r0.05_g0.02"": 44789.79460288719, ""cvar_t0.95_r0.20_g0.02"": 44851.84913628524, ""nocvar_g0.05"": 44634.11314352351, ""cvar_t0.90_r0.05_g0.05"": 44756.50575168501, ""cvar_t0.90_r0.20_g0.05"": 44872.65719203804, ""cvar_t0.95_r0.05_g0.05"": 44769.71987619711, ""cvar_t0.95_r0.20_g0.05"": 44860.04056420081}"
2025-02-21,51,nocvar_g0.05,,0.0,0.05,4503.619324814813,4503.252580057614,18045.465999866712,17745.161874172903,300.3041256938092,54.4673587666654,5319.774216995882,"{""nocvar_g0.00"": 44897.237018057276, ""cvar_t0.90_r0.05_g0.00"": 45032.26858498673, ""cvar_t0.90_r0.20_g0.00"": 45059.105482019, ""cvar_t0.95_r0.05_g0.00"": 45032.26858498673, ""cvar_t0.95_r0.20_g0.00"": 45059.105482019, ""nocvar_g0.02"": 44865.039664889475, ""cvar_t0.90_r0.05_g0.02"": 44997.571845329636, ""cvar_t0.90_r0.20_g0.02"": 45061.21055666379, ""cvar_t0.95_r0.05_g0.02"": 44999.53795569272, ""cvar_t0.95_r0.20_g0.02"": 45061.21055666379, ""nocvar_g0.05"": 44825.63361843606, ""cvar_t0.90_r0.05_g0.05"": 44954.756400981634, ""cvar_t0.90_r0.20_g0.05"": 45080.54739477206, ""cvar_t0.95_r0.05_g0.05"": 44968.88565281585, ""cvar_t0.95_r0.20_g0.05"": 45069.03467547643}"
2025-02-22,52,nocvar_g0.05,,0.0,0.05,4503.252580057614,4245.216804814815,18246.835821793444,17604.4706782825,642.3651435109418,120.30814633147688,3144.8475499999977,"{""nocvar_g0.00"": 43617.956934509144, ""cvar_t0.90_r0.05_g0.00"": 43747.59218553036, ""cvar_t0.90_r0.20_g0.00"": 43775.067008145306, ""cvar_t0.95_r0.05_g0.00"": 43747.59218553036, ""cvar_t0.95_r0.20_g0.00"": 43775.067008145306, ""nocvar_g0.02"": 43587.04522497634, ""cvar_t0.90_r0.05_g0.02"": 43713.321088834025, ""cvar_t0.90_r0.20_g0.02"": 43777.212068570276, ""cvar_t0.95_r0.05_g0.02"": 43715.19357489412, ""cvar_t0.95_r0.20_g0.02"": 43777.212068570276, ""nocvar_g0.05"": 43550.38754136133, ""cvar_t0.90_r0.05_g0.05"": 43672.07371681232, ""cvar_t0.90_r0.20_g0.05"": 43792.56853822233, ""cvar_t0.95_r0.05_g0.05"": 43685.59525359977, ""cvar_t0.95_r0.20_g0.05"": 43781.923335447755}"
2025-02-23,53,nocvar_g0.05,,0.0,0.05,4245.216804814815,4434.348657381346,48258.81412426162,48258.81412426162,0.0,0.0,2148.2971501994107,"{""nocvar_g0.00"": 42463.14422945921, ""cvar_t0.90_r0.05_g0.00"": 42586.499108393386, ""cvar_t0.90_r0.20_g0.00"": 42605.831243928005, ""cvar_t0.95_r0.05_g0.00"": 42586.499108393386, ""cvar_t0.95_r0.20_g0.00"": 42605.831243928005, ""nocvar_g0.02"": 42436.51264571938, ""cvar_t0.90_r0.05_g0.02"": 42554.268573323316, ""cvar_t0.90_r0.20_g0.02"": 42607.88673272142, ""cvar_t0.95_r0.05_g0.02"": 42556.05594638067, ""cvar_t0.95_r0.20_g0.02"": 42607.88673272142, ""nocvar_g0.05"": 42400.22609956279, ""cvar_t0.90_r0.05_g0.05"": 42517.20372167886, ""cvar_t0.90_r0.20_g0.05"": 42626.451661295425, ""cvar_t0.95_r0.05_g0.05"": 42529.76099207415, ""cvar_t0.95_r0.20_g0.05"": 42616.79094220027}"
2025-02-24,54,nocvar_g0.05,,0.0,0.05,4434.348657381346,4156.49755824074,48371.03634477472,46164.03459870782,2207.0017460669023,354.2229465000038,3649.418070809675,"{""nocvar_g0.00"": 42702.331851189185, ""cvar_t0.90_r0.05_g0.00"": 42834.5525124182, ""cvar_t0.90_r0.20_g0.00"": 42855.52626640151, ""cvar_t0.95_r0.05_g0.00"": 42834.5525124182, ""cvar_t0.95_r0.20_g0.00"": 42855.52626640151, ""nocvar_g0.02"": 42687.04852989897, ""cvar_t0.90_r0.05_g0.02"": 42800.571106221665, ""cvar_t0.90_r0.20_g0.02"": 42853.98940865852, ""cvar_t0.95_r0.05_g0.02"": 42802.28076740696, ""cvar_t0.95_r0.20_g0.02"": 42853.98940865852, ""nocvar_g0.05"": 42654.94731802795, ""cvar_t0.90_r0.05_g0.05"": 42767.37510391633, ""cvar_t0.90_r0.20_g0.05"": 42871.85139366988, ""cvar_t0.95_r0.05_g0.05"": 42779.43932567259, ""cvar_t0.95_r0.20_g0.05"": 42862.61070583973}"
2025-02-25,55,nocvar_g0.05,,0.0,0.05,4156.49755824074,4280.62218055556,46712.56049434871,46712.56049434871,0.0,0.0,6173.435933944854,"{""nocvar_g0.00"": 42934.91995069761, ""cvar_t0.90_r0.05_g0.00"": 43069.24341494733, ""cvar_t0.90_r0.20_g0.00"": 43089.449534076586, ""cvar_t0.95_r0.05_g0.00"": 43069.24341494733, ""cvar_t0.95_r0.20_g0.00"": 43089.449534076586, ""nocvar_g0.02"": 42934.3992386431, ""cvar_t0.90_r0.05_g0.02"": 43025.33413039725, ""cvar_t0.90_r0.20_g0.02"": 43088.09839882998, ""cvar_t0.95_r0.05_g0.02"": 43029.17935157857, ""cvar_t0.95_r0.20_g0.02"": 43088.09839882998, ""nocvar_g0.05"": 42893.117694142406, ""cvar_t0.90_r0.05_g0.05"": 42982.54840755266, ""cvar_t0.90_r0.20_g0.05"": 43099.73121920411, ""cvar_t0.95_r0.05_g0.05"": 43025.210487154116, ""cvar_t0.95_r0.20_g0.05"": 43095.10517208565}"
2025-02-26,56,nocvar_g0.05,,0.0,0.05,4280.62218055556,4468.925707109814,46088.51188269778,46088.51188269778,0.0,0.0,1887.140000267495,"{""nocvar_g0.00"": 43097.76054301589, ""cvar_t0.90_r0.05_g0.00"": 43237.08057023474, ""cvar_t0.90_r0.20_g0.00"": 43259.5403194238, ""cvar_t0.95_r0.05_g0.00"": 43237.08057023474, ""cvar_t0.95_r0.20_g0.00"": 43259.5403194238, ""nocvar_g0.02"": 43091.51319931889, ""cvar_t0.90_r0.05_g0.02"": 43184.73046691851, ""cvar_t0.90_r0.20_g0.02"": 43258.21067822431, ""cvar_t0.95_r0.05_g0.02"": 43190.56021268573, ""cvar_t0.95_r0.20_g0.02"": 43258.21067822431, ""nocvar_g0.05"": 43045.89540615066, ""cvar_t0.90_r0.05_g0.05"": 43134.18749724417, ""cvar_t0.90_r0.20_g0.05"": 43262.96271679051, ""cvar_t0.95_r0.05_g0.05"": 43176.68792331373, ""cvar_t0.95_r0.20_g0.05"": 43264.9082056084}"
