variable,time_index,nominal_hour,median_kw,p10_kw,p90_kw,price_yuan_per_kwh
load,136,22.666666666666668,3365.3111,2450.7037800000003,4439.579460000001,0.4241
load,137,22.833333333333332,3370.93,2460.4500000000003,4342.2880000000005,0.4237
load,138,23.0,3406.7664,2465.2448,4371.115360000001,0.4248
load,139,23.166666666666668,3427.6649,2472.23796,4389.392,0.424
load,140,23.333333333333332,3430.72,2463.72,4403.904,0.422
load,141,23.5,3457.4811,2425.34062,4454.645560000001,0.424
load,142,23.666666666666668,3420.0416,2636.5579199999997,4336.92662,0.4271
load,143,23.833333333333332,3455.21,2502.864,4464.962,0.4276
pv,0,0.0,0.0,0.0,0.0,0.4248
pv,1,0.16666666666666666,0.0,0.0,0.0,0.4245
pv,2,0.3333333333333333,0.0,0.0,0.0,0.4269
pv,3,0.5,0.0,0.0,0.0,0.4272
pv,4,0.6666666666666666,0.0,0.0,0.0,0.4271
pv,5,0.8333333333333334,0.0,0.0,0.0,0.4285
pv,6,1.0,0.0,0.0,0.0,0.4311
pv,7,1.1666666666666667,0.0,0.0,0.0,0.4302
pv,8,1.3333333333333333,0.0,0.0,0.0,0.4279
pv,9,1.5,0.0,0.0,0.0,0.4312
pv,10,1.6666666666666667,0.0,0.0,0.0,0.4333
pv,11,1.8333333333333333,0.0,0.0,0.0,0.4311
pv,12,2.0,0.0,0.0,0.0,0.4293
pv,13,2.1666666666666665,0.0,0.0,0.0,0.4324
pv,14,2.3333333333333335,0.0,0.0,0.0,0.4367
pv,15,2.5,0.0,0.0,0.0,0.4348
pv,16,2.6666666666666665,0.0,0.0,0.0,0.4335
pv,17,2.8333333333333335,0.0,0.0,0.0,0.4357
pv,18,3.0,0.0,0.0,0.0012,0.4374
pv,19,3.1666666666666665,0.0,0.0,0.0,0.4371
pv,20,3.3333333333333335,0.0,0.0,0.0,0.4356
pv,21,3.5,0.0,0.0,0.016320000000000005,0.4353
pv,22,3.6666666666666665,0.0,0.0,0.0019200000000000046,0.436
pv,23,3.8333333333333335,0.0,0.0,0.0,0.4378
pv,24,4.0,0.0,0.0,0.22762000000000004,0.4401
pv,25,4.166666666666667,0.0,0.0,0.026220000000000063,0.4389
pv,26,4.333333333333333,0.0,0.0,0.0,0.4364
pv,27,4.5,0.0,0.0,3.1709400000000008,0.4393
pv,28,4.666666666666667,0.0,0.0,0.36514000000000085,0.4422
pv,29,4.833333333333333,0.0,0.0,0.0,0.4395
pv,30,5.0,0.0024,0.0,96.14010000000002,0.4333
pv,31,5.166666666666667,0.0199,0.0,251.80780000000004,0.4439
pv,32,5.333333333333333,0.0,0.0,437.26500000000004,0.4301
pv,33,5.5,0.4258,0.0,640.45948,0.3713
pv,34,5.666666666666667,3.5775,0.0,871.6337600000002,0.5708
pv,35,5.833333333333333,0.0,0.0,1104.015,0.9099
pv,36,6.0,184.2092,0.0,1344.28848,0.9368
pv,37,6.166666666666667,444.575,0.0,1610.28626,0.8758
pv,38,6.333333333333333,721.2375,0.0,1882.8300000000004,0.8759
pv,39,6.5,995.86,0.0,2158.62054,0.8601
pv,40,6.666666666666667,1317.3711,0.0,2429.3016,0.8442
pv,41,6.833333333333333,1678.1625,37.739999999999995,2726.145,0.8334
pv,42,7.0,2002.3413,241.4088,3046.6587400000003,0.8092
pv,43,7.166666666666667,2320.1896,503.64892,3354.34008,0.7972
pv,44,7.333333333333333,2629.275,773.1600000000001,3639.48,0.7644
pv,45,7.5,2943.1824,1064.64038,3955.11384,0.6899
pv,46,7.666666666666667,3243.6188,1357.5171799999998,4253.8989,0.86
pv,47,7.833333333333333,3496.725,1651.6725000000001,4581.735000000001,1.1617
pv,48,8.0,3803.8242,1942.62808,4825.714360000001,1.1683
pv,49,8.166666666666666,4091.6333,2264.6211,5158.01814,1.0956
pv,50,8.333333333333334,4396.8,2579.355,5421.12,1.0849
pv,51,8.5,4669.0965,2861.92688,5777.436180000001,1.061
pv,52,8.666666666666666,4910.9583,3122.65902,6056.34544,1.043
pv,53,8.833333333333334,5195.175,3374.235,6396.2475,1.036
pv,54,9.0,5434.705,3644.9339,6667.64314,1.0147
pv,55,9.166666666666666,5737.1225,3899.65272,6908.153139999999,0.9922
pv,56,9.333333333333334,6012.1125,4124.985,7187.475000000001,0.97
pv,57,9.5,6261.1907,4386.65818,7352.99038,0.9422
pv,58,9.666666666666666,6431.727,4618.416,7560.08258,0.9569
pv,59,9.833333333333334,6601.425,4764.4875,7720.8825,0.9977
pv,60,10.0,6743.9122,4986.38428,7905.1230000000005,0.9919
pv,61,10.166666666666666,6937.145,5206.3378,8097.4472,0.9588
pv,62,10.333333333333334,7079.8875,5353.545,8268.8775,0.9549
pv,63,10.5,7258.8133,5494.21324,8437.00852,0.9839
pv,64,10.666666666666666,7374.4244,5634.08056,8577.376760000001,0.799
pv,65,10.833333333333334,7489.0875,5682.3225,8656.8525,0.5025
pv,66,11.0,7498.667,5738.6626400000005,8708.450180000002,0.4662
pv,67,11.166666666666666,7623.6845,5852.6375,8735.706,0.5007
pv,68,11.333333333333334,7697.5875,5884.485000000001,8843.880000000001,0.4827
pv,69,11.5,7765.986,5967.89428,8963.324560000001,0.4785
pv,70,11.666666666666666,7719.8453,6020.26828,9031.16532,0.4662
pv,71,11.833333333333334,7694.025,5973.69,9018.735,0.4432
pv,72,12.0,7780.3265,5965.49798,9040.12086,0.4411
pv,73,12.166666666666666,7714.4945,5940.36556,9049.391380000001,0.4551
pv,74,12.333333333333334,7711.0875,5943.6525,8917.74,0.4463
pv,75,12.5,7619.6393,5848.00876,8884.59536,0.4113
pv,76,12.666666666666666,7451.1877,5736.99216,8800.388140000001,0.5682
pv,77,12.833333333333334,7408.5,5677.6275,8690.67,0.8279
pv,78,13.0,7309.0588,5544.06062,8565.09738,0.8636
pv,79,13.166666666666666,7134.6887,5445.10588,8465.4753,0.8416
pv,80,13.333333333333334,7014.3375,5243.3925,8313.585000000001,0.8618
pv,81,13.5,6895.1608,5138.7243,8112.824920000001,0.8623
pv,82,13.666666666666666,6733.5899,4995.945299999999,7954.3571,0.9026
pv,83,13.833333333333334,6502.3875,4827.3975,7751.632500000001,0.9754
pv,84,14.0,6288.2667,4612.7535,7550.0127,1.0002
pv,85,14.166666666666666,6078.893,4362.901220000001,7326.91168,0.9978
pv,86,14.333333333333334,5895.45,4149.5175,7119.7725,1.0271
pv,87,14.5,5657.356,3911.02062,6864.716880000001,1.0906
pv,88,14.666666666666666,5432.0634,3631.895,6617.253280000001,0.9376
pv,89,14.833333333333334,5211.0375,3327.7275,6332.3775,0.6694
pv,90,15.0,4986.4788,3097.2931,6016.596920000001,0.66
pv,91,15.166666666666666,4696.0821,2820.87374,5764.5503800000015,0.7217
pv,92,15.333333333333334,4391.25,2554.2375,5516.2275,0.7308
pv,93,15.5,4110.2526,2253.3795,5150.98976,0.7534
pv,94,15.666666666666666,3803.3077,1964.5563,4839.30244,0.7823
pv,95,15.833333333333334,3569.1375,1691.865,4567.514999999999,0.8055
pv,96,16.0,3253.5826,1361.28488,4297.5446,0.8271
pv,97,16.166666666666668,2916.9982,1053.5637,3955.84006,0.8519
pv,98,16.333333333333332,2591.8125,795.525,3671.46,0.8791
pv,99,16.5,2298.2373,525.76186,3352.96494,0.9024
pv,100,16.666666666666668,1985.8436,247.83682,3044.38774,0.9163
pv,101,16.833333333333332,1642.3875,39.089999999999996,2717.205,0.9264
pv,102,17.0,1323.4272,0.0,2442.09042,0.9462
pv,103,17.166666666666668,1024.221,0.0,2142.97222,0.9742
pv,104,17.333333333333332,729.6375,0.0,1854.8400000000001,0.9862
pv,105,17.5,463.5716,0.0,1591.62872,0.976
pv,106,17.666666666666668,197.0739,0.0,1323.63,1.0742
pv,107,17.833333333333332,0.0,0.0,1090.0425000000002,1.2313
pv,108,18.0,3.726,0.0,857.7713200000001,1.2561
pv,109,18.166666666666668,0.4261,0.0,632.27306,1.2447
pv,110,18.333333333333332,0.0,0.0,431.61,1.2545
pv,111,18.5,0.021,0.0,254.49988000000002,1.2522
pv,112,18.666666666666668,0.0023,0.0,99.02748000000003,1.2881
pv,113,18.833333333333332,0.0,0.0,0.0,1.3466
pv,114,19.0,0.0,0.0,0.3231000000000008,1.3523
pv,115,19.166666666666668,0.0,0.0,3.2521400000000003,1.3445
pv,116,19.333333333333332,0.0,0.0,0.0,1.3483
pv,117,19.5,0.0,0.0,0.02318000000000005,1.349
pv,118,19.666666666666668,0.0,0.0,0.23348000000000002,1.3473
pv,119,19.833333333333332,0.0,0.0,0.0,1.3482
pv,120,20.0,0.0,0.0,0.0016600000000000022,1.3513
pv,121,20.166666666666668,0.0,0.0,0.01676,1.34
pv,122,20.333333333333332,0.0,0.0,0.0,1.3489
pv,123,20.5,0.0,0.0,0.0,1.3952
pv,124,20.666666666666668,0.0,0.0,0.0012,1.2226
pv,125,20.833333333333332,0.0,0.0,0.0,0.9332
pv,126,21.0,0.0,0.0,0.0,0.9068
pv,127,21.166666666666668,0.0,0.0,0.0,0.9371
pv,128,21.333333333333332,0.0,0.0,0.0,0.9371
pv,129,21.5,0.0,0.0,0.0,0.9871
pv,130,21.666666666666668,0.0,0.0,0.0,0.7764
pv,131,21.833333333333332,0.0,0.0,0.0,0.4209
pv,132,22.0,0.0,0.0,0.0,0.3859
pv,133,22.166666666666668,0.0,0.0,0.0,0.4368
pv,134,22.333333333333332,0.0,0.0,0.0,0.4198
pv,135,22.5,0.0,0.0,0.0,0.4186
pv,136,22.666666666666668,0.0,0.0,0.0,0.4241
pv,137,22.833333333333332,0.0,0.0,0.0,0.4237
pv,138,23.0,0.0,0.0,0.0,0.4248
pv,139,23.166666666666668,0.0,0.0,0.0,0.424
pv,140,23.333333333333332,0.0,0.0,0.0,0.422
pv,141,23.5,0.0,0.0,0.0,0.424
pv,142,23.666666666666668,0.0,0.0,0.0,0.4271
pv,143,23.833333333333332,0.0,0.0,0.0,0.4276
