daily_emergency_kwh,cumulative_fraction
612.5922980849759,0.8203592814371258
644.7184334833314,0.8233532934131736
656.9284994921057,0.8263473053892215
659.4081441666635,0.8293413173652695
700.7874852375021,0.8323353293413174
735.6443935207694,0.8353293413173652
774.6397509454895,0.8383233532934131
794.4878118833319,0.8413173652694611
805.7809027833284,0.844311377245509
825.0710858833338,0.8473053892215568
825.3316181975013,0.8502994011976048
851.0308984766634,0.8532934131736527
851.4120063625483,0.8562874251497006
875.9011690216091,0.8592814371257484
905.3070601833276,0.8622754491017964
923.1036251136348,0.8652694610778443
930.0569314666596,0.8682634730538922
930.4257554903248,0.8712574850299402
945.7964998333382,0.874251497005988
967.530965634184,0.8772455089820359
1058.358208716663,0.8802395209580839
1083.953608124703,0.8832335329341318
1105.9120218020091,0.8862275449101796
1129.360620636758,0.8892215568862275
1195.939881359173,0.8922155688622755
1198.5431723333431,0.8952095808383234
1200.196410133338,0.8982035928143712
1291.8568886384758,0.9011976047904192
1313.469714729329,0.9041916167664671
1375.5708570500128,0.907185628742515
1552.4269780843304,0.9101796407185628
1608.3521587515784,0.9131736526946108
1722.2501873344709,0.9161676646706587
1820.799283077008,0.9191616766467066
1872.8194369230616,0.9221556886227545
1946.699496301184,0.9251497005988024
1952.270383997975,0.9281437125748503
1998.3629100533349,0.9311377245508982
2022.8868627166664,0.9341317365269461
2078.2169906666645,0.937125748502994
2347.585478086814,0.9401197604790419
2367.4698647639907,0.9431137724550899
2476.7054230498334,0.9461077844311377
2562.97983039263,0.9491017964071856
2650.9045244053573,0.9520958083832335
2678.750864533336,0.9550898203592815
2727.9331889065847,0.9580838323353293
3046.329283932328,0.9610778443113772
3690.3681396500033,0.9640718562874252
3746.841881096501,0.9670658682634731
3774.242769303857,0.9700598802395209
4196.597663261544,0.9730538922155688
4689.991171583331,0.9760479041916168
5260.9060511000025,0.9790419161676647
5359.371402292819,0.9820359281437125
5813.725275071386,0.9850299401197605
5873.788673430828,0.9880239520958084
5990.717208924628,0.9910179640718563
6148.651103133336,0.9940119760479041
8499.732019658635,0.9970059880239521
12050.315448066667,1.0
