date,quarter,load_mwh,pv_mwh
2025-03-19,1,117.281558,57.816087549999985
2025-03-20,1,117.64838173333331,55.439419916666665
2025-03-21,1,72.59353221666669,60.56006770000001
2025-03-22,1,71.9369295333333,56.0557298
2025-03-23,1,117.73997726666661,58.97025715
2025-03-24,1,117.42517061666668,59.42667353333335
2025-03-25,1,118.05316781666669,57.103043099999994
2025-03-26,1,117.70462780000001,62.112072933333344
2025-03-27,1,117.95259836666672,59.23560896666664
2025-03-28,1,71.89176726666666,61.06988649999998
2025-03-29,1,72.1182774666667,64.41106828333332
2025-03-30,1,117.99470584999997,62.64908615000002
2025-03-31,1,117.07566561666661,60.12427613333335
2025-04-01,2,117.96714630000007,57.75829478333335
2025-04-02,2,117.98662945000002,57.551294049999974
2025-04-03,2,117.88445609999997,62.02092583333332
2025-04-04,2,71.73575181666664,65.30494956666668
2025-04-05,2,72.6027425666667,60.55862758333331
2025-04-06,2,117.20543058333332,62.79535431666666
2025-04-07,2,117.01514203333339,63.77242275000002
2025-04-08,2,117.71329026666668,63.36009664999998
2025-04-09,2,117.67752253333339,58.54321151666666
2025-04-10,2,117.66870068333333,63.20806278333331
2025-04-11,2,72.09199675,66.77534658333332
2025-04-12,2,71.95717576666667,62.93201521666666
2025-04-13,2,117.28306220000006,63.00670371666663
2025-04-14,2,117.90137268333329,65.37334088333331
2025-04-15,2,117.05690516666672,66.9174763333333
2025-04-16,2,117.92488506666673,62.14529311666666
2025-04-17,2,117.48704263333329,64.61870028333331
2025-04-18,2,71.49016934999999,65.13605216666669
2025-04-19,2,71.90541535000003,65.12073610000002
2025-04-20,2,117.19781634999998,65.24007146666666
2025-04-21,2,118.48163788333338,69.96472750000001
2025-04-22,2,117.81100101666667,65.6580717
2025-04-23,2,118.03051476666663,66.63059805000002
2025-04-24,2,117.49777966666673,70.40767296666668
2025-04-25,2,71.76332120000002,69.76296355
2025-04-26,2,72.10092436666669,72.03073073333331
2025-04-27,2,117.03252253333345,68.45905135000001
2025-04-28,2,117.53730080000008,60.9153334833333
2025-04-29,2,117.2527587166666,69.81954500000005
2025-04-30,2,117.68288071666666,69.42602628333334
2025-05-01,2,120.36458391666669,69.35320511666667
2025-05-02,2,74.76102673333332,60.47070665000002
2025-05-03,2,74.89484928333331,66.02767763333333
2025-05-04,2,120.67008423333331,68.93541690000002
2025-05-05,2,120.61216386666666,65.53615706666666
2025-05-06,2,121.01719010000001,68.14710773333334
2025-05-07,2,121.16021501666668,66.09236906666663
2025-05-08,2,120.44547738333334,64.61896498333333
2025-05-09,2,74.25382544999998,65.75443959999998
2025-05-10,2,74.64798704999998,62.52694176666665
2025-05-11,2,120.74309041666666,65.2590113333333
2025-05-12,2,120.44860361666674,68.51740838333333
2025-05-13,2,120.2696316,67.14041883333336
2025-05-14,2,120.59200526666665,67.57785648333332
2025-05-15,2,119.59830981666673,66.83325153333334
2025-05-16,2,74.68134475000001,71.96583821666673
2025-05-17,2,75.27453043333331,64.82573134999998
2025-05-18,2,120.68703699999999,67.01086889999998
2025-05-19,2,120.07238798333331,72.55717143333334
2025-05-20,2,120.43757771666664,65.91018290000001
2025-05-21,2,120.28305128333338,68.92043600000001
2025-05-22,2,119.72968001666668,68.9130492
2025-05-23,2,74.9833843833333,68.56243549999999
2025-05-24,2,74.69381781666665,70.93931643333336
2025-05-25,2,120.31987760000001,71.7748674166667
2025-05-26,2,119.40796936666666,64.82813641666667
2025-05-27,2,120.04682735000006,70.65646004999999
2025-05-28,2,119.92184721666668,67.64802311666666
2025-05-29,2,120.43931426666666,66.32919076666668
2025-05-30,2,74.61222448333334,68.01599121666666
2025-05-31,2,74.7783325833333,66.38915103333333
2025-06-01,2,128.24856003333338,57.023733733333344
2025-06-02,2,128.08053698333336,59.43972953333331
2025-06-03,2,128.07684056666673,59.88447373333334
2025-06-04,2,128.53984358333324,58.894582766666666
2025-06-05,2,128.45592066666669,57.306602649999974
2025-06-06,2,82.74741500000005,51.89241960000001
2025-06-07,2,83.15675974999998,52.03024658333332
2025-06-08,2,128.26694665,63.08202338333335
2025-06-09,2,128.16918798333336,57.23647525000002
2025-06-10,2,127.4144917833333,55.79604755000005
2025-06-11,2,128.2366773166667,52.15223100000001
2025-06-12,2,127.72181298333332,55.26942155
2025-06-13,2,81.8895904,53.54427670000002
2025-06-14,2,82.25315711666667,56.05981436666666
2025-06-15,2,127.36888451666664,56.741910183333346
2025-06-16,2,127.6186320166667,54.92457920000002
2025-06-17,2,127.31175460000006,52.67474338333333
2025-06-18,2,126.90907891666662,55.98068801666666
2025-06-19,2,127.3490669,59.0895627
2025-06-20,2,81.13707971666665,58.73649886666663
2025-06-21,2,81.4080648,62.07332439999999
2025-06-22,2,126.53946191666667,59.082120816666674
2025-06-23,2,126.69087308333333,59.62958708333335
2025-06-24,2,127.11284501666677,50.84405276666666
2025-06-25,2,126.31040843333331,55.87298706666667
2025-06-26,2,126.69744536666667,59.150061533333336
2025-06-27,2,79.56325500000001,59.79160913333334
2025-06-28,2,80.6615728,58.88464668333332
2025-06-29,2,126.38480871666671,57.11704018333332
2025-06-30,2,125.9473205833333,56.06963659999999
2025-07-01,3,141.5468510666667,62.680307033333364
2025-07-02,3,141.19865821666667,68.29389184999998
2025-07-03,3,141.56553863333332,61.805119699999985
2025-07-04,3,95.79506575000005,66.91419828333333
2025-07-05,3,95.87283490000002,67.08275493333335
2025-07-06,3,141.24457465000003,61.450593100000006
2025-07-07,3,141.49539415000004,68.08591138333334
2025-07-08,3,141.28522700000002,65.71383998333334
2025-07-09,3,140.5907049666667,66.53197995000002
2025-07-10,3,140.46354225000002,67.60991886666666
2025-07-11,3,94.74108840000007,62.22231125
2025-07-12,3,95.31837110000001,64.23412776666666
2025-07-13,3,139.89336648333335,70.62564608333334
2025-07-14,3,141.06242346666673,69.25474425000002
2025-07-15,3,139.5451626666667,66.79611208333333
2025-07-16,3,140.3652653833333,68.23070199999998
2025-07-17,3,139.56915928333333,66.84874321666665
2025-07-18,3,93.69807320000004,62.42382510000001
2025-07-19,3,94.56452240000003,67.38170334999997
2025-07-20,3,138.75053876666666,66.66056054999997
2025-07-21,3,138.44281980000008,64.45307044999997
2025-07-22,3,139.5148588166667,65.7197142
2025-07-23,3,139.45003365,65.23348653333332
2025-07-24,3,138.9022175166666,65.28574551666665
2025-07-25,3,92.35483968333325,65.84952011666667
2025-07-26,3,93.18768993333332,64.71859836666665
2025-07-27,3,138.11019628333327,64.42500648333333
2025-07-28,3,138.2289984333333,60.27412119999998
2025-07-29,3,138.31474511666667,62.24549916666664
2025-07-30,3,138.42436443333338,64.32111038333332
2025-07-31,3,137.42331371666663,62.728317450000006
2025-08-01,3,92.71942410000007,71.46806443333332
2025-08-02,3,91.56224421666667,70.63521928333334
2025-08-03,3,138.06248615,75.22300616666666
2025-08-04,3,138.31210695000004,72.89645186666667
2025-08-05,3,136.4584972833334,71.30618754999999
2025-08-06,3,136.7160878,68.60168853333336
2025-08-07,3,136.85075446666667,73.46276921666669
2025-08-08,3,90.70321611666665,74.92804486666664
2025-08-09,3,90.30383175000001,71.38190275000001
2025-08-10,3,136.53544471666666,71.23082566666669
2025-08-11,3,136.4222635166667,71.8610101833333
2025-08-12,3,136.63759670000005,68.87705304999999
2025-08-13,3,136.54799718333334,70.42701773333333
2025-08-14,3,135.93605536666672,70.0097643833333
2025-08-15,3,89.96805776666663,72.80833088333335
2025-08-16,3,90.18353035000001,73.25424998333331
2025-08-17,3,135.3691165,72.20372288333334
2025-08-18,3,135.71017471666664,71.31605909999999
2025-08-19,3,135.3644828833333,71.04682283333332
2025-08-20,3,135.04805366666665,64.39736260000001
2025-08-21,3,134.97179890000004,69.12738041666664
2025-08-22,3,90.53173040000001,69.30116100000001
2025-08-23,3,89.69714623333336,67.16714008333332
2025-08-24,3,135.06807139999995,71.33448191666668
2025-08-25,3,134.51161375000007,63.73852673333332
2025-08-26,3,134.36896393333328,68.84014554999999
2025-08-27,3,133.78838209999995,65.87423323333334
2025-08-28,3,134.54381656666675,63.77602158333331
2025-08-29,3,88.32833255000003,65.7731122
2025-08-30,3,89.02508758333332,70.51236775
2025-08-31,3,133.3653598333334,66.71873675000002
2025-09-01,3,121.26361926666667,67.68948473333333
2025-09-02,3,121.53282414999998,67.4750683
2025-09-03,3,121.43371643333327,65.88599918333331
2025-09-04,3,121.06117303333329,67.13560748333333
2025-09-05,3,75.13298044999998,68.30871878333333
2025-09-06,3,75.82637416666665,68.10529046666666
2025-09-07,3,120.78100903333326,65.82002541666667
2025-09-08,3,121.4005924333334,62.005022899999965
2025-09-09,3,121.08223558333331,67.97940131666664
2025-09-10,3,121.27478848333328,59.95878983333331
2025-09-11,3,120.74677835,67.25069256666669
2025-09-12,3,75.68722711666666,64.1355709166667
2025-09-13,3,75.06358311666665,67.05648163333336
2025-09-14,3,121.23769566666667,61.138370916666666
2025-09-15,3,120.76002988333327,65.69299924999999
2025-09-16,3,121.84335746666667,62.35158748333337
2025-09-17,3,120.92479499999996,60.964676600000004
2025-09-18,3,120.80411636666666,61.848065250000026
2025-09-19,3,75.28712646666668,59.18577414999999
2025-09-20,3,75.33072763333332,59.68529390000002
2025-09-21,3,120.86228298333332,62.5747955
2025-09-22,3,121.21804173333332,60.60402185000003
2025-09-23,3,121.18228133333326,59.065665749999994
2025-09-24,3,121.01419341666669,59.95096831666668
2025-09-25,3,120.54634714999993,60.21089825
2025-09-26,3,74.19435371666664,56.50011021666666
2025-09-27,3,75.94577174999999,58.1444695
2025-09-28,3,120.38961958333336,56.90199041666668
2025-09-29,3,121.11141479999999,58.351523199999974
2025-09-30,3,120.9164550666667,55.49428030000002
2025-10-01,4,117.2184547166667,67.55693318333333
2025-10-02,4,117.23170978333336,65.50092666666667
2025-10-03,4,71.52419113333335,63.707037433333355
2025-10-04,4,72.39741483333334,59.3014324
2025-10-05,4,117.60442090000001,62.8684598333333
2025-10-06,4,117.89613613333329,60.16302688333331
2025-10-07,4,117.35717863333333,59.58561563333333
2025-10-08,4,117.39106235000003,60.91256668333336
2025-10-09,4,117.43298973333334,61.673008049999986
2025-10-10,4,72.37153011666665,63.027919200000014
2025-10-11,4,71.79096475000001,57.684651166666676
2025-10-12,4,117.70938418333343,59.194428200000026
2025-10-13,4,117.67775383333328,60.65035853333334
2025-10-14,4,118.03222918333329,57.25839990000001
2025-10-15,4,117.34248076666664,55.42245711666667
2025-10-16,4,117.73327633333342,54.76680338333334
2025-10-17,4,71.94317253333332,55.93897321666668
2025-10-18,4,71.65670145,55.58010818333332
2025-10-19,4,117.99124738333336,54.10552484999999
2025-10-20,4,117.90331864999999,53.46253628333333
2025-10-21,4,117.80084898333332,51.33826763333332
2025-10-22,4,117.67198653333331,52.11708983333333
2025-10-23,4,117.21201551666671,53.83251848333332
2025-10-24,4,72.13551853333335,53.71546781666666
2025-10-25,4,72.04278699999996,52.644354266666674
2025-10-26,4,117.42234435000003,52.87803233333336
2025-10-27,4,117.79056431666669,54.23798265
2025-10-28,4,117.51414479999998,51.54172309999999
2025-10-29,4,117.72161451666668,48.40935771666665
2025-10-30,4,116.91607056666672,52.12825291666663
2025-10-31,4,71.74898903333333,47.84469696666666
2025-11-01,4,71.97420948333333,49.430171050000006
2025-11-02,4,117.84323631666669,49.046852383333324
2025-11-03,4,117.8089150333334,48.303984750000005
2025-11-04,4,117.39661073333336,49.816538699999974
2025-11-05,4,117.76440761666656,48.086387550000005
2025-11-06,4,117.71309413333334,46.3435095833333
2025-11-07,4,72.21237866666668,48.893916883333354
2025-11-08,4,72.03486681666662,48.24365971666668
2025-11-09,4,117.87767016666666,46.53085298333333
2025-11-10,4,118.42010276666664,44.561659666666685
2025-11-11,4,117.95786745000004,46.39884778333333
2025-11-12,4,117.4167138333333,46.46072608333336
2025-11-13,4,117.78010726666672,45.384235950000004
2025-11-14,4,71.73789309999997,44.13943780000002
2025-11-15,4,72.46697681666669,44.255089899999994
2025-11-16,4,118.36027023333334,43.92572585000002
2025-11-17,4,117.26971064999995,44.57395631666666
2025-11-18,4,117.78368650000002,42.89313466666667
2025-11-19,4,118.17970134999999,42.81138975
2025-11-20,4,117.8464572333333,43.0533812
2025-11-21,4,71.99917710000001,43.13479303333333
2025-11-22,4,72.54991013333331,42.33008065
2025-11-23,4,117.78269220000007,42.550595916666666
2025-11-24,4,117.9756878166666,43.81374411666667
2025-11-25,4,117.68239221666664,41.513731750000005
2025-11-26,4,117.6864367333333,40.928769849999995
2025-11-27,4,117.19814164999998,41.41724891666667
2025-11-28,4,72.23902128333333,41.317782733333324
2025-11-29,4,72.15619988333337,37.22674978333334
2025-11-30,4,118.00883443333335,37.764006316666666
2025-12-01,4,125.29139163333333,38.992463900000004
2025-12-02,4,125.40062360000003,36.76281365000001
2025-12-03,4,124.62293113333337,37.46018256666667
2025-12-04,4,125.33625095000004,38.565042199999986
2025-12-05,4,78.86807108333332,37.5564434
2025-12-06,4,79.47082115,35.80619033333333
2025-12-07,4,125.06746291666664,37.414781666666656
2025-12-08,4,124.41035393333335,36.56314281666666
2025-12-09,4,124.69468108333336,37.30622681666668
2025-12-10,4,124.3787645166666,35.99114605
2025-12-11,4,123.78779896666668,37.82654426666665
2025-12-12,4,78.66170368333333,34.94729019999999
2025-12-13,4,78.84015755000004,35.04162416666667
2025-12-14,4,124.52258585,35.74386405
2025-12-15,4,124.30522548333329,34.83566751666665
2025-12-16,4,124.6469433833334,35.22885204999999
2025-12-17,4,124.4665546500001,36.27470758333334
2025-12-18,4,124.31535926666663,36.94909230000001
2025-12-19,4,78.59332543333332,35.68493413333332
2025-12-20,4,78.66852011666666,35.81216786666666
2025-12-21,4,124.37644096666666,35.33865910000001
2025-12-22,4,124.71845381666668,35.781026733333334
2025-12-23,4,123.95665456666663,36.698562033333324
2025-12-24,4,123.95437128333332,36.099811966666664
2025-12-25,4,123.78985789999994,35.97740936666666
2025-12-26,4,78.27030764999999,35.26268521666666
2025-12-27,4,78.40918393333338,35.07037486666668
2025-12-28,4,123.51126975000007,36.702014999999996
2025-12-29,4,123.67730638333336,36.15354011666667
2025-12-30,4,123.52650904999992,37.302106450000004
2025-12-31,4,123.79170508333334,35.14528215000001
