interval_start,interval_end,step,template_label,q0_kwh,qfinal_kwh,load_actual_kwh,pv_actual_kwh,charge_kwh,discharge_kwh,actual_emergency_kwh,planned_emergency_kwh,unused_supply_kwh,soc_before_kwh,soc_after_kwh,price_yuan_per_kwh
2025-02-01 03:50:00,2025-02-01 04:00:00,22,3:50-4:00,534.34300375,534.34300375,509.13346666666666,0.0,19.59316666666685,0.0,0.0,0.0,5.6163704166664665,10782.36615,10800.0,0.436
2025-02-01 04:00:00,2025-02-01 04:10:00,23,4:00-4:10,570.9875416666666,570.9875416666666,483.6166666666666,0.0,0.0,0.0,0.0,0.0,87.37087500000001,10800.0,10800.0,0.4378
2025-02-01 04:10:00,2025-02-01 04:20:00,24,4:10-4:20,552.3193891666667,552.3193891666667,491.1868,0.0,0.0,0.0,0.0,0.0,61.13258916666672,10800.0,10800.0,0.4401
2025-02-01 04:20:00,2025-02-01 04:30:00,25,4:20-4:30,529.6085379166666,529.6085379166666,504.64528333333334,0.0,0.0,0.0,0.0,0.0,24.963254583333253,10800.0,10800.0,0.4389
2025-02-01 04:30:00,2025-02-01 04:40:00,26,4:30-4:40,549.6759999999999,549.6759999999999,505.57833333333326,0.0,0.0,0.0,0.0,0.0,44.09766666666667,10800.0,10800.0,0.4364
2025-02-01 04:40:00,2025-02-01 04:50:00,27,4:40-4:50,572.72540125,572.72540125,503.23096666666663,0.0,0.0,0.0,0.0,0.0,69.49443458333337,10800.0,10800.0,0.4393
2025-02-01 04:50:00,2025-02-01 05:00:00,28,4:50-5:00,580.9198029166666,580.9198029166666,502.84698333333336,0.00023333333333333333,0.0,0.0,0.0,0.0,78.0730529166666,10800.0,10800.0,0.4422
2025-02-01 05:00:00,2025-02-01 05:10:00,29,5:00-5:10,559.6151249999999,559.6151249999999,499.64166666666665,0.0,0.0,0.0,0.0,0.0,59.97345833333327,10800.0,10800.0,0.4395
2025-02-01 05:10:00,2025-02-01 05:20:00,30,5:10-5:20,564.2077720833333,564.2077720833333,488.78358333333335,0.0,0.0,0.0,0.0,0.0,75.42418874999998,10800.0,10800.0,0.4333
2025-02-01 05:20:00,2025-02-01 05:30:00,31,5:20-5:30,580.0323929166666,580.0323929166666,498.51875,0.0033166666666666665,0.0,0.0,0.0,0.0,81.51695958333329,10800.0,10800.0,0.4439
2025-02-01 05:30:00,2025-02-01 05:40:00,32,5:30-5:40,574.7357916666666,574.7357916666666,529.2233333333334,0.0,0.0,0.0,0.0,0.0,45.51245833333326,10800.0,10800.0,0.4301
2025-02-01 05:40:00,2025-02-01 05:50:00,33,5:40-5:50,1414.0047504166664,1414.0047504166664,547.4103166666666,0.0,0.0,0.0,0.0,0.0,866.5944337499998,10800.0,10800.0,0.3713
2025-02-01 05:50:00,2025-02-01 06:00:00,34,5:50-6:00,0.0,0.0,531.2274,0.04623333333333333,0.0,531.1811666666666,0.0,0.0,0.0,10800.0,10209.798703703704,0.5708
2025-02-01 06:00:00,2025-02-01 06:10:00,35,6:00-6:10,0.0,0.0,510.98333333333335,0.0,0.0,510.98333333333335,0.0,0.0,0.0,10209.798703703704,9642.039444444445,0.9099
2025-02-01 06:10:00,2025-02-01 06:20:00,36,6:10-6:20,0.0,0.0,535.1871833333332,0.0,0.0,535.1871833333332,0.0,0.0,0.0,9642.039444444445,9047.387018518519,0.9368
2025-02-01 06:20:00,2025-02-01 06:30:00,37,6:20-6:30,0.0,0.0,533.9993499999999,0.6440166666666667,0.0,533.3553333333333,0.0,0.0,0.0,9047.387018518519,8454.769981481482,0.8758
2025-02-01 06:30:00,2025-02-01 06:40:00,38,6:30-6:40,0.0,0.0,504.52,0.0,0.0,504.52,0.0,0.0,0.0,8454.769981481482,7894.192203703705,0.8759
2025-02-01 06:40:00,2025-02-01 06:50:00,39,6:40-6:50,0.0,0.0,519.5536833333333,0.0,0.0,519.5536833333333,0.0,0.0,0.0,7894.192203703705,7316.910333333334,0.8601
2025-02-01 06:50:00,2025-02-01 07:00:00,40,6:50-7:00,0.0,0.0,566.415,14.934916666666666,0.0,551.4800833333333,0.0,0.0,0.0,7316.910333333334,6704.154685185186,0.8442
2025-02-01 07:00:00,2025-02-01 07:10:00,41,7:0-7:10,0.0,0.0,608.7916666666666,56.75,0.0,552.0416666666666,0.0,0.0,0.0,6704.154685185186,6090.775055555557,0.8334
2025-02-01 07:10:00,2025-02-01 07:20:00,42,7:10-7:20,0.0,0.0,617.2140499999999,102.656,0.0,514.5580499999999,0.0,0.0,0.0,6090.775055555557,5519.04388888889,0.8092
2025-02-01 07:20:00,2025-02-01 07:30:00,43,7:20-7:30,0.0,0.0,595.3964666666666,147.48791666666665,0.0,447.90854999999993,0.0,0.0,0.0,5519.04388888889,5021.367722222224,0.7972
2025-02-01 07:30:00,2025-02-01 07:40:00,44,7:30-7:40,0.0,0.0,579.5366666666666,190.11249999999998,0.0,389.4241666666667,0.0,0.0,0.0,5021.367722222224,4588.674203703706,0.7644
2025-02-01 07:40:00,2025-02-01 07:50:00,45,7:40-7:50,0.0,0.0,609.0003666666667,231.34661666666665,0.0,377.65375,0.0,0.0,0.0,4588.674203703706,4169.058925925928,0.6899
2025-02-01 07:50:00,2025-02-01 08:00:00,46,7:50-8:00,0.0,0.0,640.2366833333333,279.07533333333333,0.0,361.16134999999997,0.0,0.0,0.0,4169.058925925928,3767.768537037039,0.86
2025-02-01 08:00:00,2025-02-01 08:10:00,47,8:00-8:10,0.0,0.0,633.9416666666666,334.01874999999995,0.0,299.92291666666665,0.0,0.0,0.0,3767.768537037039,3434.520851851854,1.1617
2025-02-01 08:10:00,2025-02-01 08:20:00,48,8:10-8:20,0.0,0.0,590.91065,388.6844166666666,0.0,202.22623333333343,0.0,0.0,0.0,3434.520851851854,3209.825037037039,1.1683
2025-02-01 08:20:00,2025-02-01 08:30:00,49,8:20-8:30,0.0,0.0,568.5581666666667,438.7655666666667,0.0,129.7926,0.0,0.0,0.0,3209.825037037039,3065.611037037039,1.0956
2025-02-01 08:30:00,2025-02-01 08:40:00,50,8:30-8:40,0.0,0.0,574.2283333333332,487.94374999999997,0.0,86.28458333333327,0.0,0.0,0.0,3065.611037037039,2969.7392777777795,1.0849
2025-02-01 08:40:00,2025-02-01 08:50:00,51,8:40-8:50,0.0,0.0,577.8523166666666,541.8831666666666,0.0,35.96915000000001,0.0,0.0,0.0,2969.7392777777795,2929.7735555555573,1.061
2025-02-01 08:50:00,2025-02-01 09:00:00,52,8:50-9:00,0.0,0.0,649.0800333333333,586.6261,0.0,62.45393333333334,0.0,0.0,0.0,2929.7735555555573,2860.380296296298,1.043
2025-02-01 09:00:00,2025-02-01 09:10:00,53,9:00-9:10,0.0,0.0,737.1266666666667,621.9499999999999,0.0,115.17666666666673,0.0,0.0,0.0,2860.380296296298,2732.406222222224,1.036
2025-02-01 09:10:00,2025-02-01 09:20:00,54,9:10-9:20,0.0,0.0,711.2534166666666,665.4293,0.0,45.824116666666555,0.0,0.0,0.0,2732.406222222224,2681.4905370370393,1.0147
2025-02-01 09:20:00,2025-02-01 09:30:00,55,9:20-9:30,0.0,0.0,698.3616999999999,729.7221999999999,31.360500000000002,0.0,0.0,0.0,0.0,2681.4905370370393,2709.7149870370395,0.9922
2025-02-01 09:30:00,2025-02-01 09:40:00,56,9:30-9:40,0.0,0.0,736.3866666666665,798.0874999999999,61.70083333333332,0.0,0.0,0.0,0.0,2709.7149870370395,2765.2457370370394,0.97
2025-02-01 09:40:00,2025-02-01 09:50:00,57,9:40-9:50,0.0,0.0,733.2125666666667,838.3206833333334,105.10811666666666,0.0,0.0,0.0,0.0,2765.2457370370394,2859.843042037039,0.9422
2025-02-01 09:50:00,2025-02-01 10:00:00,58,9:50-10:00,0.0,0.0,697.1223666666666,867.3196166666667,170.19725000000005,0.0,0.0,0.0,0.0,2859.843042037039,3013.020567037039,0.9569
2025-02-01 10:00:00,2025-02-01 10:10:00,59,10:00-10:10,0.0,0.0,678.5883333333334,894.01875,215.4304166666666,0.0,0.0,0.0,0.0,3013.020567037039,3206.907942037039,0.9977
2025-02-01 10:10:00,2025-02-01 10:20:00,60,10:10-10:20,0.0,0.0,711.4322,911.8498333333333,200.41763333333336,0.0,0.0,0.0,0.0,3206.907942037039,3387.283812037039,0.9919
2025-02-01 10:20:00,2025-02-01 10:30:00,61,10:20-10:30,0.0,0.0,706.70705,933.6272333333333,226.92018333333328,0.0,0.0,0.0,0.0,3387.283812037039,3591.511977037039,0.9588
2025-02-01 10:30:00,2025-02-01 10:40:00,62,10:30-10:40,0.0,0.0,666.9933333333333,959.21875,292.22541666666666,0.0,0.0,0.0,0.0,3591.511977037039,3854.514852037039,0.9549
2025-02-01 10:40:00,2025-02-01 10:50:00,63,10:40-10:50,0.0,0.0,678.7204333333333,979.8081666666667,301.0877333333334,0.0,0.0,0.0,0.0,3854.514852037039,4125.493812037039,0.9839
2025-02-01 10:50:00,2025-02-01 11:00:00,64,10:50-11:00,0.0,0.0,678.1305,1021.3479,343.2174,0.0,0.0,0.0,0.0,4125.493812037039,4434.389472037039,0.799
2025-02-01 11:00:00,2025-02-01 11:10:00,65,11:00-11:10,0.0,0.0,652.925,1060.2749999999999,407.3499999999999,0.0,0.0,0.0,0.0,4434.389472037039,4801.004472037039,0.5025
2025-02-01 11:10:00,2025-02-01 11:20:00,66,11:10-11:20,0.0,0.0,657.69435,1046.1778166666666,388.4834666666666,0.0,0.0,0.0,0.0,4801.004472037039,5150.639592037039,0.4662
2025-02-01 11:20:00,2025-02-01 11:30:00,67,11:20-11:30,0.0,0.0,656.1017166666666,1051.3417833333333,395.24006666666673,0.0,0.0,0.0,0.0,5150.639592037039,5506.355652037038,0.5007
2025-02-01 11:30:00,2025-02-01 11:40:00,68,11:30-11:40,0.0,0.0,654.535,1099.0625,444.52750000000003,0.0,0.0,0.0,0.0,5506.355652037038,5906.430402037038,0.4827
2025-02-01 11:40:00,2025-02-01 11:50:00,69,11:40-11:50,0.0,0.0,692.20855,1136.31565,444.10710000000006,0.0,0.0,0.0,0.0,5906.430402037038,6306.126792037038,0.4785
2025-02-01 11:50:00,2025-02-01 12:00:00,70,11:50-12:00,0.0,0.0,680.1494833333334,1128.4168166666666,448.2673333333332,0.0,0.0,0.0,0.0,6306.126792037038,6709.567392037038,0.4662
2025-02-01 12:00:00,2025-02-01 12:10:00,71,12:00-12:10,445.41476750000004,445.41476750000004,640.0333333333333,1100.65625,833.3333333333333,0.0,0.0,0.0,72.70435083333336,6709.567392037038,7459.567392037038,0.4432
2025-02-01 12:10:00,2025-02-01 12:20:00,72,12:10-12:20,448.87804000000006,448.87804000000006,676.8413833333333,1105.4832,833.3333333333333,0.0,0.0,0.0,44.18652333333341,7459.567392037038,8209.56739203704,0.4411
2025-02-01 12:20:00,2025-02-01 12:30:00,73,12:20-12:30,0.0,0.0,663.0938,1089.4810666666667,426.38726666666673,0.0,0.0,0.0,0.0,8209.56739203704,8593.31593203704,0.4551
2025-02-01 12:30:00,2025-02-01 12:40:00,74,12:30-12:40,263.8594286968488,263.8594286968488,594.0216666666666,1052.4125,722.250262030182,0.0,0.0,0.0,0.0,8593.31593203704,9243.341167864204,0.4463
2025-02-01 12:40:00,2025-02-01 12:50:00,75,12:40-12:50,510.46956180555566,510.46956180555566,601.1141666666666,1052.0977666666665,833.3333333333333,0.0,0.0,0.0,128.11982847222237,9243.341167864204,9993.341167864204,0.4113
2025-02-01 12:50:00,2025-02-01 13:00:00,76,12:50-13:00,0.0,0.0,633.3353666666667,1058.98975,425.65438333333327,0.0,0.0,0.0,0.0,9993.341167864204,10376.430112864204,0.5682
2025-02-01 13:00:00,2025-02-01 13:10:00,77,13:00-13:10,0.0,0.0,638.6816666666666,1052.225,413.5433333333333,0.0,0.0,0.0,0.0,10376.430112864204,10748.619112864204,0.8279
2025-02-01 13:10:00,2025-02-01 13:20:00,78,13:10-13:20,0.0,0.0,619.3742333333332,1041.0229166666666,57.08987459532889,0.0,0.0,0.0,364.5588087380045,10748.619112864204,10800.0,0.8636
2025-02-01 13:20:00,2025-02-01 13:30:00,79,13:20-13:30,0.0,0.0,606.5044,1029.2288333333331,0.0,0.0,0.0,0.0,422.7244333333331,10800.0,10800.0,0.8416
2025-02-01 13:30:00,2025-02-01 13:40:00,80,13:30-13:40,0.0,0.0,607.0133333333333,1017.28125,0.0,0.0,0.0,0.0,410.2679166666667,10800.0,10800.0,0.8618
2025-02-01 13:40:00,2025-02-01 13:50:00,81,13:40-13:50,0.0,0.0,606.3183333333333,998.79405,0.0,0.0,0.0,0.0,392.4757166666667,10800.0,10800.0,0.8623
2025-02-01 13:50:00,2025-02-01 14:00:00,82,13:50-14:00,0.0,0.0,624.9272166666666,948.6343499999999,0.0,0.0,0.0,0.0,323.70713333333333,10800.0,10800.0,0.9026
2025-02-01 14:00:00,2025-02-01 14:10:00,83,14:00-14:10,0.0,0.0,641.645,875.1875,0.0,0.0,0.0,0.0,233.54250000000002,10800.0,10800.0,0.9754
2025-02-01 14:10:00,2025-02-01 14:20:00,84,14:10-14:20,0.0,0.0,612.7233833333332,815.6234166666666,0.0,0.0,0.0,0.0,202.90003333333334,10800.0,10800.0,1.0002
2025-02-01 14:20:00,2025-02-01 14:30:00,85,14:20-14:30,0.0,0.0,603.26775,769.5365666666667,0.0,0.0,0.0,0.0,166.26881666666668,10800.0,10800.0,0.9978
2025-02-01 14:30:00,2025-02-01 14:40:00,86,14:30-14:40,0.0,0.0,610.8116666666666,727.3999999999999,0.0,0.0,0.0,0.0,116.58833333333325,10800.0,10800.0,1.0271
2025-02-01 14:40:00,2025-02-01 14:50:00,87,14:40-14:50,0.0,0.0,571.6230833333333,684.0674,0.0,0.0,0.0,0.0,112.44431666666674,10800.0,10800.0,1.0906
2025-02-01 14:50:00,2025-02-01 15:00:00,88,14:50-15:00,0.0,0.0,554.5942,648.3614333333333,0.0,0.0,0.0,0.0,93.76723333333325,10800.0,10800.0,0.9376
2025-02-01 15:00:00,2025-02-01 15:10:00,89,15:00-15:10,120.0900250000002,120.0900250000002,578.9233333333333,614.7249999999999,0.0,0.0,0.0,0.0,155.89169166666682,10800.0,10800.0,0.6694
2025-02-01 15:10:00,2025-02-01 15:20:00,90,15:10-15:20,321.0778596690673,321.0778596690673,593.8219999999999,565.39285,0.0,0.0,0.0,0.0,292.64870966906733,10800.0,10800.0,0.66
2025-02-01 15:20:00,2025-02-01 15:30:00,91,15:20-15:30,234.306815,234.306815,603.3700333333334,505.4359666666667,0.0,0.0,0.0,0.0,136.37274833333333,10800.0,10800.0,0.7217
2025-02-01 15:30:00,2025-02-01 15:40:00,92,15:30-15:40,270.4435179166666,270.4435179166666,608.655,450.63749999999993,0.0,0.0,0.0,0.0,112.42601791666652,10800.0,10800.0,0.7308
2025-02-01 15:40:00,2025-02-01 15:50:00,93,15:40-15:50,332.6956340277778,332.6956340277778,596.78865,413.62829999999997,0.0,0.0,0.0,0.0,149.53528402777783,10800.0,10800.0,0.7534
2025-02-01 15:50:00,2025-02-01 16:00:00,94,15:50-16:00,386.752215,386.752215,570.11095,375.9729,0.0,0.0,0.0,0.0,192.61416499999996,10800.0,10800.0,0.7823
2025-02-01 16:00:00,2025-02-01 16:10:00,95,16:00-16:10,410.3445058333334,410.3445058333334,548.75,328.93125,0.0,0.0,0.0,0.0,190.5257558333334,10800.0,10800.0,0.8055
2025-02-01 16:10:00,2025-02-01 16:20:00,96,16:10-16:20,411.97923375000016,411.97923375000016,554.0824,281.17404999999997,0.0,0.0,0.0,0.0,139.07088375000012,10800.0,10800.0,0.8271
2025-02-01 16:20:00,2025-02-01 16:30:00,97,16:20-16:30,446.4428740277777,446.4428740277777,559.0360666666666,240.44151666666667,0.0,0.0,0.0,0.0,127.84832402777783,10800.0,10800.0,0.8519
2025-02-01 16:30:00,2025-02-01 16:40:00,98,16:30-16:40,499.2632083333332,499.2632083333332,563.1066666666666,202.36249999999998,0.0,0.0,0.0,0.0,138.51904166666657,10800.0,10800.0,0.8791
2025-02-01 16:40:00,2025-02-01 16:50:00,99,16:40-16:50,518.4770416666665,518.4770416666665,580.2863,155.5190333333333,0.0,0.0,0.0,0.0,93.70977499999981,10800.0,10800.0,0.9024
2025-02-01 16:50:00,2025-02-01 17:00:00,100,16:50-17:00,474.5824470833333,474.5824470833333,532.8180166666666,106.71146666666667,0.0,0.0,0.0,0.0,48.47589708333339,10800.0,10800.0,0.9163
2025-02-01 17:00:00,2025-02-01 17:10:00,101,17:00-17:10,425.53174833333327,425.53174833333327,446.78,59.70625,0.0,0.0,0.0,0.0,38.45799833333331,10800.0,10800.0,0.9264
2025-02-01 17:10:00,2025-02-01 17:20:00,102,17:10-17:20,441.26542319444434,441.26542319444434,433.5435166666667,15.897433333333334,0.0,0.0,0.0,0.0,23.619339861110973,10800.0,10800.0,0.9462
2025-02-01 17:20:00,2025-02-01 17:30:00,103,17:20-17:30,459.94523916666674,459.94523916666674,439.7808,0.0,0.0,0.0,0.0,0.0,20.16443916666674,10800.0,10800.0,0.9742
2025-02-01 17:30:00,2025-02-01 17:40:00,104,17:30-17:40,454.7039383333333,454.7039383333333,436.13666666666666,0.0,0.0,0.0,0.0,0.0,18.56727166666667,10800.0,10800.0,0.9862
2025-02-01 17:40:00,2025-02-01 17:50:00,105,17:40-17:50,469.54905750000006,469.54905750000006,445.99516666666665,0.68945,0.0,0.0,0.0,0.0,24.243340833333434,10800.0,10800.0,0.976
2025-02-01 17:50:00,2025-02-01 18:00:00,106,17:50-18:00,339.7258025000011,339.7258025000011,439.89263333333326,0.0,0.0,100.16683083333214,0.0,0.0,0.0,10800.0,10688.703521296298,1.0742
2025-02-01 18:00:00,2025-02-01 18:10:00,107,18:00-18:10,0.0,0.0,428.47,0.0,0.0,428.47,0.0,0.0,0.0,10688.703521296298,10212.62574351852,1.2313
2025-02-01 18:10:00,2025-02-01 18:20:00,108,18:10-18:20,0.0,0.0,454.18455,0.049499999999999995,0.0,454.13505,0.0,0.0,0.0,10212.62574351852,9708.03124351852,1.2561
2025-02-01 18:20:00,2025-02-01 18:30:00,109,18:20-18:30,0.0,0.0,472.26531666666665,0.0,0.0,472.26531666666665,0.0,0.0,0.0,9708.03124351852,9183.29200277778,1.2447
2025-02-01 18:30:00,2025-02-01 18:40:00,110,18:30-18:40,0.0,0.0,454.16833333333335,0.0,0.0,454.16833333333335,0.0,0.0,0.0,9183.29200277778,8678.660521296299,1.2545
2025-02-01 18:40:00,2025-02-01 18:50:00,111,18:40-18:50,0.0,0.0,418.3761833333333,0.0035499999999999998,0.0,418.3726333333333,0.0,0.0,0.0,8678.660521296299,8213.802039814816,1.2522
2025-02-01 18:50:00,2025-02-01 19:00:00,112,18:50-19:00,0.0,0.0,414.0822333333333,0.0,0.0,414.0822333333333,0.0,0.0,0.0,8213.802039814816,7753.7106694444465,1.2881
2025-02-01 19:00:00,2025-02-01 19:10:00,113,19:00-19:10,0.0,0.0,432.1383333333333,0.0,0.0,432.1383333333333,0.0,0.0,0.0,7753.7106694444465,7273.556965740743,1.3466
2025-02-01 19:10:00,2025-02-01 19:20:00,114,19:10-19:20,0.0,0.0,424.01436666666666,0.00025,0.0,424.01411666666667,0.0,0.0,0.0,7273.556965740743,6802.430169444447,1.3523
2025-02-01 19:20:00,2025-02-01 19:30:00,115,19:20-19:30,0.0,0.0,442.41246666666666,0.0,0.0,442.41246666666666,0.0,0.0,0.0,6802.430169444447,6310.860762037039,1.3445
2025-02-01 19:30:00,2025-02-01 19:40:00,116,19:30-19:40,0.0,0.0,483.74666666666667,0.0,0.0,483.74666666666667,0.0,0.0,0.0,6310.860762037039,5773.364465740743,1.3483
2025-02-01 19:40:00,2025-02-01 19:50:00,117,19:40-19:50,0.0,0.0,481.18446666666665,0.0,0.0,481.18446666666665,0.0,0.0,0.0,5773.364465740743,5238.715058333336,1.349
2025-02-01 19:50:00,2025-02-01 20:00:00,118,19:50-20:00,0.0,0.0,444.76593333333335,0.0,0.0,444.76593333333335,0.0,0.0,0.0,5238.715058333336,4744.530687962965,1.3473
2025-02-01 20:00:00,2025-02-01 20:10:00,119,20:00-20:10,0.0,0.0,418.095,0.0,0.0,418.095,0.0,0.0,0.0,4744.530687962965,4279.980687962965,1.3482
2025-02-01 20:10:00,2025-02-01 20:20:00,120,20:10-20:20,0.0,0.0,436.7405166666666,0.0,0.0,436.7405166666666,0.0,0.0,0.0,4279.980687962965,3794.713447222224,1.3513
2025-02-01 20:20:00,2025-02-01 20:30:00,121,20:20-20:30,0.0,0.0,452.69785,0.0,0.0,452.69785,0.0,0.0,0.0,3794.713447222224,3291.7158361111133,1.34
2025-02-01 20:30:00,2025-02-01 20:40:00,122,20:30-20:40,0.0,0.0,449.9683333333333,0.0,0.0,449.9683333333333,0.0,0.0,0.0,3291.7158361111133,2791.7510212962984,1.3489
2025-02-01 20:40:00,2025-02-01 20:50:00,123,20:40-20:50,0.0,0.0,455.06669999999997,0.0,0.0,455.06669999999997,0.0,0.0,0.0,2791.7510212962984,2286.1213546296317,1.3952
2025-02-01 20:50:00,2025-02-01 21:00:00,124,20:50-21:00,0.0,0.0,454.01236666666665,0.0,0.0,454.01236666666665,0.0,0.0,0.0,2286.1213546296317,1781.6631694444466,1.2226
2025-02-01 21:00:00,2025-02-01 21:10:00,125,21:00-21:10,528.8272916666666,528.8272916666666,459.405,0.0,69.42229166666664,0.0,0.0,0.0,0.0,1781.6631694444466,1844.1432319444466,0.9332
2025-02-01 21:10:00,2025-02-01 21:20:00,126,21:10-21:20,510.2402554166666,510.2402554166666,497.4207666666667,0.0,12.819488749999948,0.0,0.0,0.0,0.0,1844.1432319444466,1855.6807718194466,0.9068
2025-02-01 21:20:00,2025-02-01 21:30:00,127,21:20-21:30,478.1945375,478.1945375,503.28313333333335,0.0,0.0,25.08859583333333,0.0,0.0,0.0,1855.6807718194466,1827.804554226854,0.9371
2025-02-01 21:30:00,2025-02-01 21:40:00,128,21:30-21:40,477.06658333333326,477.06658333333326,477.5566666666667,0.0,0.0,0.49008333333341625,0.0,0.0,0.0,1827.804554226854,1827.2600171898168,0.9371
2025-02-01 21:40:00,2025-02-01 21:50:00,129,21:40-21:50,487.7290895833334,487.7290895833334,479.13595,0.0,8.593139583333425,0.0,0.0,0.0,0.0,1827.2600171898168,1834.9938428148168,0.9871
2025-02-01 21:50:00,2025-02-01 22:00:00,130,21:50-22:00,475.6680895833334,475.6680895833334,450.2041,0.0,25.463989583333444,0.0,0.0,0.0,0.0,1834.9938428148168,1857.9114334398168,0.7764
2025-02-01 22:00:00,2025-02-01 22:10:00,131,22:00-22:10,1271.82575,1271.82575,392.08500000000004,0.0,833.3333333333333,0.0,0.0,0.0,46.40741666666668,1857.9114334398168,2607.911433439817,0.4209
