plan_day,issue_time,interval_start,interval_end,time_index,forecast_arm,forecast_model_id,load_forecast_kw,pv_forecast_kw,load_actual_kw,pv_actual_kw,planned_grid_kwh,charge_kwh,discharge_kwh,commanded_charge_kwh,commanded_discharge_kwh,emergency_kwh,unused_supply_kwh,actual_soc_before_kwh,actual_soc_after_kwh,price_yuan_per_kwh,plan_cost_yuan,emergency_cost_yuan
2025-02-01,2025-02-01T00:00:00,2025-02-01T03:10:00,2025-02-01T03:20:00,18,B0,Q2V2-SW2-REC5,3059.5834,0.0,2919.6115,0.0,511.4118083333333,24.80989166666666,0.0,24.80989166666666,0.0,0.0,0.0,9454.76681251852,9477.095715018519,0.4371,223.53810142249998,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T03:20:00,2025-02-01T03:30:00,19,B0,Q2V2-SW2-REC5,2973.465,0.0,2993.09,0.0,524.1866666666666,25.338333333333253,0.0,25.338333333333253,0.0,0.0,0.0,9477.095715018519,9499.900215018519,0.4356,228.33571199999997,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T03:30:00,2025-02-01T03:40:00,20,B0,Q2V2-SW2-REC5,2979.38855,0.0,3109.8584,0.0,531.9736916666667,13.663958333333426,0.0,13.663958333333426,0.0,0.0,0.0,9499.900215018519,9512.197777518519,0.4353,231.56814798250002,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T03:40:00,2025-02-01T03:50:00,21,B0,Q2V2-SW2-REC5,3145.44495,0.0,3054.8008,0.0,548.2101749999999,39.07670833333327,0.0,39.07670833333327,0.0,0.0,0.0,9512.197777518519,9547.366815018519,0.436,239.01963629999997,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T03:50:00,2025-02-01T04:00:00,22,B0,Q2V2-SW2-REC5,3305.8100000000004,0.0,2901.7,0.0,570.5975000000001,86.98083333333346,0.0,86.98083333333346,0.0,0.0,0.0,9547.366815018519,9625.649565018519,0.4378,249.80758550000004,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T04:00:00,2025-02-01T04:10:00,23,B0,Q2V2-SW2-REC5,3206.4785,0.0,2947.1208,0.0,555.0372666666667,63.850466666666705,0.0,63.850466666666705,0.0,0.0,0.0,9625.649565018519,9683.11498501852,0.4401,244.27190106,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T04:10:00,2025-02-01T04:20:00,24,B0,Q2V2-SW2-REC5,3109.44645,0.0,3027.8717,0.0,529.6286416666667,24.983358333333342,0.0,24.983358333333342,0.0,0.0,0.0,9683.11498501852,9705.600007518518,0.4389,232.4540108275,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T04:20:00,2025-02-01T04:30:00,25,B0,Q2V2-SW2-REC5,3179.1400000000003,0.0,3033.47,0.0,530.0475000000001,24.469166666666865,0.0,24.469166666666865,0.0,0.0,0.0,9705.600007518518,9727.622257518518,0.4364,231.31272900000005,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T04:30:00,2025-02-01T04:40:00,26,B0,Q2V2-SW2-REC5,3326.5247,0.0,3019.3858,0.0,588.4417250000001,85.2107583333335,0.0,85.2107583333335,0.0,0.0,0.0,9727.622257518518,9804.311940018519,0.4393,258.50244979250004,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T04:40:00,2025-02-01T04:50:00,27,B0,Q2V2-SW2-REC5,3373.27355,0.00152,3017.0819,0.0014,600.3460883333332,97.49933833333318,0.0,97.49933833333318,0.0,0.0,0.0,9804.311940018519,9892.061344518519,0.4422,265.47304026099994,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T04:50:00,2025-02-01T05:00:00,28,B0,Q2V2-SW2-REC5,3317.2,0.0,2997.85,0.0,551.7149999999999,52.07333333333327,0.0,52.07333333333327,0.0,0.0,0.0,9892.061344518519,9938.927344518519,0.4395,242.47874249999995,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T05:00:00,2025-02-01T05:10:00,29,B0,Q2V2-SW2-REC5,3304.47545,0.0,2932.7015,0.0,562.8474333333331,74.06384999999977,0.0,74.06384999999977,0.0,0.0,0.0,9938.927344518519,10005.58480951852,0.4333,243.88179286333326,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T05:10:00,2025-02-01T05:20:00,30,B0,Q2V2-SW2-REC5,3295.1772499999997,0.02144,2991.1125,0.0199,549.6648,51.14936666666671,0.0,51.14936666666671,0.0,0.0,0.0,10005.58480951852,10051.619239518519,0.4439,243.99620472,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T05:20:00,2025-02-01T05:30:00,31,B0,Q2V2-SW2-REC5,3297.6850000000004,0.0,3175.34,0.0,1462.2617500000001,831.5341783127567,0.0,831.5341783127567,0.0,0.0,101.50423835391007,10051.619239518519,10800.0,0.4301,628.918778675,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T05:30:00,2025-02-01T05:40:00,32,B0,Q2V2-SW2-REC5,3367.2412999999997,0.0,3284.4619,0.0,1504.959883333333,0.0,0.0,0.0,0.0,0.0,957.5495666666664,10800.0,10800.0,0.3713,558.7916046816665,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T05:40:00,2025-02-01T05:50:00,33,B0,Q2V2-SW2-REC5,3367.2981,0.29838000000000003,3187.3644,0.2774,0.0,0.0,531.1811666666666,0.0,531.1811666666666,0.0,0.0,10800.0,10209.798703703704,0.5708,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T05:50:00,2025-02-01T06:00:00,34,B0,Q2V2-SW2-REC5,3309.6,0.0,3065.9,0.0,0.0,0.0,510.98333333333335,0.0,510.98333333333335,0.0,0.0,10209.798703703704,9642.039444444445,0.9099,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T06:00:00,2025-02-01T06:10:00,35,B0,Q2V2-SW2-REC5,3333.03585,0.0,3211.1231,0.0,0.0,0.0,535.1871833333332,0.0,535.1871833333332,0.0,0.0,9642.039444444445,9047.387018518519,0.9368,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T06:10:00,2025-02-01T06:20:00,36,B0,Q2V2-SW2-REC5,3305.29205,4.156139999999999,3203.9961,3.8641,0.0,0.0,533.3553333333333,0.0,533.3553333333333,0.0,0.0,9047.387018518519,8454.769981481482,0.8758,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T06:20:00,2025-02-01T06:30:00,37,B0,Q2V2-SW2-REC5,3238.965,0.0,3027.12,0.0,0.0,0.0,504.52,0.0,504.52,0.0,0.0,8454.769981481482,7894.192203703705,0.8759,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T06:30:00,2025-02-01T06:40:00,38,B0,Q2V2-SW2-REC5,3325.14595,0.0,3117.3221,0.0,0.0,0.0,519.5536833333333,0.0,519.5536833333333,0.0,0.0,7894.192203703705,7316.910333333334,0.8601,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T06:40:00,2025-02-01T06:50:00,39,B0,Q2V2-SW2-REC5,3601.27545,69.48155999999999,3398.49,89.6095,0.0,0.0,551.4800833333333,0.0,551.4800833333333,0.0,0.0,7316.910333333334,6704.154685185186,0.8442,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T06:50:00,2025-02-01T07:00:00,40,B0,Q2V2-SW2-REC5,3879.375,297.9225,3652.75,340.5,0.0,0.0,552.0416666666666,0.0,552.0416666666666,0.0,0.0,6704.154685185186,6090.775055555557,0.8334,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T07:00:00,2025-02-01T07:10:00,41,B0,Q2V2-SW2-REC5,3904.09305,557.09114,3703.2843,615.936,0.0,0.0,514.5580499999999,0.0,514.5580499999999,0.0,0.0,6090.775055555557,5519.04388888889,0.8092,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T07:10:00,2025-02-01T07:20:00,42,B0,Q2V2-SW2-REC5,3879.23015,830.4856400000001,3572.3788,884.9275,0.0,0.0,447.90854999999993,0.0,447.90854999999993,0.0,0.0,5519.04388888889,5021.367722222224,0.7972,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T07:20:00,2025-02-01T07:30:00,43,B0,Q2V2-SW2-REC5,3899.385,1117.2450000000001,3477.22,1140.675,0.0,0.0,389.4241666666667,0.0,389.4241666666667,0.0,0.0,5021.367722222224,4588.674203703706,0.7644,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T07:30:00,2025-02-01T07:40:00,44,B0,Q2V2-SW2-REC5,3865.2327,1408.7976800000001,3654.0022,1388.0797,0.0,0.0,377.65375,0.0,377.65375,0.0,0.0,4588.674203703706,4169.058925925928,0.6899,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T07:40:00,2025-02-01T07:50:00,45,B0,Q2V2-SW2-REC5,3804.971,1699.04238,3841.4201,1674.452,0.0,0.0,361.16134999999997,0.0,361.16134999999997,0.0,0.0,4169.058925925928,3767.768537037039,0.86,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T07:50:00,2025-02-01T08:00:00,46,B0,Q2V2-SW2-REC5,3761.65,1992.405,3803.65,2004.1125,0.0,0.0,299.92291666666665,0.0,299.92291666666665,0.0,0.0,3767.768537037039,3434.520851851854,1.1617,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T08:00:00,2025-02-01T08:10:00,47,B0,Q2V2-SW2-REC5,3760.0170500000004,2295.56708,3545.4639,2332.1065,0.0,0.0,202.22623333333343,0.0,202.22623333333343,0.0,0.0,3434.520851851854,3209.825037037039,1.1683,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T08:10:00,2025-02-01T08:20:00,48,B0,Q2V2-SW2-REC5,3825.4325,2586.7122600000002,3411.349,2632.5934,0.0,0.0,129.7926,0.0,129.7926,0.0,0.0,3209.825037037039,3065.611037037039,1.0956,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T08:20:00,2025-02-01T08:30:00,49,B0,Q2V2-SW2-REC5,3887.51,2876.8200000000006,3445.37,2927.6625,0.0,0.0,86.28458333333327,0.0,86.28458333333327,0.0,0.0,3065.611037037039,2969.7392777777795,1.0849,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T08:30:00,2025-02-01T08:40:00,50,B0,Q2V2-SW2-REC5,3866.9678,3197.1333,3467.1139,3251.299,0.0,0.0,35.96915000000001,0.0,35.96915000000001,0.0,0.0,2969.7392777777795,2929.7735555555573,1.061,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T08:40:00,2025-02-01T08:50:00,51,B0,Q2V2-SW2-REC5,4018.22595,3501.58402,3894.4802,3519.7566,0.0,0.0,62.45393333333334,0.0,62.45393333333334,0.0,0.0,2929.7735555555573,2860.380296296298,1.043,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T08:50:00,2025-02-01T09:00:00,52,B0,Q2V2-SW2-REC5,4335.0,3764.085,4422.76,3731.7,0.0,0.0,115.17666666666673,0.0,115.17666666666673,0.0,0.0,2860.380296296298,2732.406222222224,1.036,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T09:00:00,2025-02-01T09:10:00,53,B0,Q2V2-SW2-REC5,4512.79155,4009.8087399999995,4267.5205,3992.5758,0.0,0.0,45.824116666666555,0.0,45.824116666666555,0.0,0.0,2732.406222222224,2681.4905370370393,1.0147,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T09:10:00,2025-02-01T09:20:00,54,B0,Q2V2-SW2-REC5,4445.7339,4304.5151399999995,4190.1702,4378.3332,0.0,31.360500000000002,0.0,31.360500000000002,0.0,0.0,0.0,2681.4905370370393,2709.7149870370395,0.9922,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T09:20:00,2025-02-01T09:30:00,55,B0,Q2V2-SW2-REC5,4325.855,4599.51,4418.32,4788.525,0.0,61.70083333333332,0.0,61.70083333333332,0.0,0.0,0.0,2709.7149870370395,2765.2457370370394,0.97,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T09:30:00,2025-02-01T09:40:00,56,B0,Q2V2-SW2-REC5,4435.938700000001,4789.70682,4399.2754,5029.9241,0.0,105.10811666666666,0.0,105.10811666666666,0.0,0.0,0.0,2765.2457370370394,2859.843042037039,0.9422,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T09:40:00,2025-02-01T09:50:00,57,B0,Q2V2-SW2-REC5,4460.64465,5031.831259999999,4182.7342,5203.9177,0.0,170.19725000000005,0.0,170.19725000000005,0.0,0.0,0.0,2859.843042037039,3013.020567037039,0.9569,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T09:50:00,2025-02-01T10:00:00,58,B0,Q2V2-SW2-REC5,4310.6849999999995,5338.4325,4071.53,5364.1125,0.0,215.4304166666666,0.0,215.4304166666666,0.0,0.0,0.0,3013.020567037039,3206.907942037039,0.9977,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T10:00:00,2025-02-01T10:10:00,59,B0,Q2V2-SW2-REC5,4239.46365,5563.06036,4268.5932,5471.099,0.0,200.41763333333336,0.0,200.41763333333336,0.0,0.0,0.0,3206.907942037039,3387.283812037039,0.9919,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T10:10:00,2025-02-01T10:20:00,60,B0,Q2V2-SW2-REC5,4348.177,5761.63772,4240.2423,5601.7634,0.0,226.92018333333328,0.0,226.92018333333328,0.0,0.0,0.0,3387.283812037039,3591.511977037039,0.9588,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T10:20:00,2025-02-01T10:30:00,61,B0,Q2V2-SW2-REC5,4470.65,5915.46,4001.96,5755.3125,0.0,292.22541666666666,0.0,292.22541666666666,0.0,0.0,0.0,3591.511977037039,3854.514852037039,0.9549,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T10:30:00,2025-02-01T10:40:00,62,B0,Q2V2-SW2-REC5,4343.00335,5940.6088,4072.3226,5878.849,0.0,301.0877333333334,0.0,301.0877333333334,0.0,0.0,0.0,3854.514852037039,4125.493812037039,0.9839,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T10:40:00,2025-02-01T10:50:00,63,B0,Q2V2-SW2-REC5,4203.03525,5994.830959999999,4068.783,6128.0874,0.0,343.2174,0.0,343.2174,0.0,0.0,0.0,4125.493812037039,4434.389472037039,0.799,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T10:50:00,2025-02-01T11:00:00,64,B0,Q2V2-SW2-REC5,4230.89,6123.96,3917.55,6361.65,0.0,407.3499999999999,0.0,407.3499999999999,0.0,0.0,0.0,4434.389472037039,4801.004472037039,0.5025,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T11:00:00,2025-02-01T11:10:00,65,B0,Q2V2-SW2-REC5,4355.69085,6218.92682,3946.1661,6277.0669,257.6188883333331,646.1023549999998,0.0,646.1023549999998,0.0,0.0,0.0,4801.004472037039,5382.4965915370385,0.4662,120.10192574099987,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T11:10:00,2025-02-01T11:20:00,66,B0,Q2V2-SW2-REC5,4267.3235,6249.00288,3936.6103,6308.0507,0.0,395.24006666666673,0.0,395.24006666666673,0.0,0.0,0.0,5382.4965915370385,5738.212651537038,0.5007,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T11:20:00,2025-02-01T11:30:00,67,B0,Q2V2-SW2-REC5,4113.325,6273.795,3927.21,6594.375,0.0,444.52750000000003,0.0,444.52750000000003,0.0,0.0,0.0,5738.212651537038,6138.287401537038,0.4827,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T11:30:00,2025-02-01T11:40:00,68,B0,Q2V2-SW2-REC5,4318.8392,6372.21624,4153.2513,6817.8939,0.0,444.10710000000006,0.0,444.10710000000006,0.0,0.0,0.0,6138.287401537038,6537.983791537038,0.4785,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T11:40:00,2025-02-01T11:50:00,69,B0,Q2V2-SW2-REC5,4384.6803500000005,6429.93194,4080.8969,6770.5009,171.16565166666703,619.4329850000001,0.0,619.4329850000001,0.0,0.0,0.0,6537.983791537038,7095.473478037038,0.4662,79.79742680700016,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T11:50:00,2025-02-01T12:00:00,70,B0,Q2V2-SW2-REC5,4187.56,6394.845,3840.2,6603.9375,529.3858333333332,833.3333333333333,0.0,833.3333333333333,0.0,0.0,156.6754166666667,7095.473478037038,7845.473478037038,0.4432,234.62380133333323,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T12:00:00,2025-02-01T12:10:00,71,B0,Q2V2-SW2-REC5,4108.7633000000005,6329.810039999999,4061.0483,6632.8992,729.8538133333334,833.3333333333333,0.0,833.3333333333333,0.0,0.0,325.16229666666663,7845.473478037038,8595.473478037038,0.4411,321.93851706133336,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T12:10:00,2025-02-01T12:20:00,72,B0,Q2V2-SW2-REC5,4100.8225999999995,6308.29916,3978.5628,6536.8864,318.93285382715806,745.3201204938247,0.0,745.3201204938247,0.0,0.0,0.0,8595.473478037038,9266.26158648148,0.4551,145.14634177673963,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T12:20:00,2025-02-01T12:30:00,73,B0,Q2V2-SW2-REC5,4082.635,6314.9925,3564.13,6314.475,598.3233333333333,833.3333333333333,0.0,833.3333333333333,0.0,0.0,223.38083333333338,9266.26158648148,10016.26158648148,0.4463,267.0317036666666,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T12:30:00,2025-02-01T12:40:00,74,B0,Q2V2-SW2-REC5,4063.70665,6263.738,3606.685,6312.5866,809.8195716666662,833.3333333333333,0.0,833.3333333333333,0.0,0.0,427.46983833333275,10016.26158648148,10766.26158648148,0.4113,333.0787898264998,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T12:40:00,2025-02-01T12:50:00,75,B0,Q2V2-SW2-REC5,4091.64335,6148.91626,3800.0122,6353.9385,0.0,37.48712613168916,0.0,37.48712613168916,0.0,0.0,388.16725720164413,10766.26158648148,10800.0,0.5682,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T12:50:00,2025-02-01T13:00:00,76,B0,Q2V2-SW2-REC5,4149.995000000001,6053.58,3832.09,6313.35,0.0,0.0,0.0,0.0,0.0,0.0,413.5433333333333,10800.0,10800.0,0.8279,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T13:00:00,2025-02-01T13:10:00,77,B0,Q2V2-SW2-REC5,4150.26535,6056.77752,3716.2454,6246.1375,0.0,0.0,0.0,0.0,0.0,0.0,421.64868333333334,10800.0,10800.0,0.8636,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T13:10:00,2025-02-01T13:20:00,78,B0,Q2V2-SW2-REC5,4016.21555,5963.484839999999,3639.0264,6175.373,0.0,0.0,0.0,0.0,0.0,0.0,422.7244333333331,10800.0,10800.0,0.8416,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T13:20:00,2025-02-01T13:30:00,79,B0,Q2V2-SW2-REC5,3894.94,5785.5,3642.08,6103.6875,0.0,0.0,0.0,0.0,0.0,0.0,410.2679166666667,10800.0,10800.0,0.8618,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T13:30:00,2025-02-01T13:40:00,80,B0,Q2V2-SW2-REC5,4016.07595,5719.5491600000005,3637.91,5992.7643,0.0,0.0,0.0,0.0,0.0,0.0,392.4757166666667,10800.0,10800.0,0.8623,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T13:40:00,2025-02-01T13:50:00,81,B0,Q2V2-SW2-REC5,4076.5254,5606.29012,3749.5633,5691.8061,0.0,0.0,0.0,0.0,0.0,0.0,323.70713333333333,10800.0,10800.0,0.9026,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T13:50:00,2025-02-01T14:00:00,82,B0,Q2V2-SW2-REC5,3978.21,5388.8025,3849.87,5251.125,0.0,0.0,0.0,0.0,0.0,0.0,233.54250000000002,10800.0,10800.0,0.9754,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T14:00:00,2025-02-01T14:10:00,83,B0,Q2V2-SW2-REC5,3900.63665,5172.65294,3676.3403,4893.7405,0.0,0.0,0.0,0.0,0.0,0.0,202.90003333333334,10800.0,10800.0,1.0002,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T14:10:00,2025-02-01T14:20:00,84,B0,Q2V2-SW2-REC5,3779.6971,4937.09044,3619.6065,4617.2194,0.0,0.0,0.0,0.0,0.0,0.0,166.26881666666668,10800.0,10800.0,0.9978,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T14:20:00,2025-02-01T14:30:00,85,B0,Q2V2-SW2-REC5,3680.12,4664.625,3664.87,4364.4,0.0,0.0,0.0,0.0,0.0,0.0,116.58833333333325,10800.0,10800.0,1.0271,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T14:30:00,2025-02-01T14:40:00,86,B0,Q2V2-SW2-REC5,3751.28175,4378.12994,3429.7385,4104.4044,0.0,0.0,0.0,0.0,0.0,0.0,112.44431666666674,10800.0,10800.0,1.0906,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T14:40:00,2025-02-01T14:50:00,87,B0,Q2V2-SW2-REC5,3725.38535,4112.27454,3327.5652,3890.1686,0.0,0.0,0.0,0.0,0.0,0.0,93.76723333333325,10800.0,10800.0,0.9376,0.0,0.0
