plan_day,base_cost_yuan,up_cost_yuan,down_cost_yuan,ordinary_cost_yuan,emergency_cost_yuan,total_cost_yuan,q0_kwh,qfinal_kwh,u_kwh,r_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_supply_kwh,initial_soc_kwh,end_soc_kwh,asset_adjusted_cost_yuan,interval_count
2025-02-11,53023.864637463754,0.0,0.0,53023.864637463754,0.0,53023.864637463754,84374.77907765287,84374.77907765287,0.0,0.0,21193.06201288127,17538.60481516667,0.0,5499.724746604934,5392.842081555007,4979.2592096296285,53217.5868546736,144
2025-02-12,52436.34998125397,0.0,0.0,52436.34998125397,0.0,52436.34998125397,84014.2610600251,84014.2610600251,0.0,0.0,21666.94134878601,17882.903675849997,0.0,4963.487253755768,4979.2592096296285,4609.613450370372,52609.492054891,144
2025-02-13,53049.01095635566,0.0,0.0,53049.01095635566,0.0,53049.01095635566,84823.01974011419,84823.01974011419,0.0,0.0,19827.83100770781,15561.6883897425,0.0,9227.39810548222,4609.613450370372,5163.896479815741,52789.38478536345,144
2025-02-14,18757.95640364028,0.0,0.0,18757.95640364028,0.0,18757.95640364028,35899.78225682927,35899.78225682927,0.0,0.0,17859.979405184153,14939.508908694957,0.0,3177.5099436734076,5163.896479815741,4638.423601487082,19004.087899849426,144
2025-02-15,18499.585448133344,0.0,0.0,18499.585448133344,1139.4630328326575,19639.048480966,35664.353922550355,35664.353922550355,0.0,0.0,17918.83323723554,14877.576805499168,212.2631623341659,3555.2695531481518,4638.423601487082,4234.73262,19828.13733669455,144
2025-02-16,48640.621741779905,229.88144453988568,0.0,48870.503186319795,6797.1361547744245,55667.63934109422,78457.47316202408,78768.36591155066,310.8927495265758,0.0,22800.41458978945,18386.52246006279,1060.5894615093298,37.68414333333294,4234.73262,4325.63635074074,55625.06003361526,144
2025-02-17,49662.29285138723,0.0,0.0,49662.29285138723,0.0,49662.29285138723,80288.95214759979,80288.95214759979,0.0,0.0,20459.058267283952,16475.666030792177,0.0,5121.69674444135,4325.63635074074,4432.493201527209,49612.24110247885,144
2025-02-18,48895.607042291245,0.0,0.0,48895.607042291245,0.0,48895.607042291245,79291.65161245516,79291.65161245516,0.0,0.0,21833.105937499364,17636.524657544644,0.0,3003.682549167102,4432.493201527209,4486.150036893692,48870.47418060558,144
2025-02-19,46183.69810196055,347.1382153086078,0.0,46530.83631726916,12362.584051860815,58893.42036912998,75196.68951131236,75481.26324410863,284.57373279627825,0.0,22111.408324043026,18323.99805459584,2099.981107005212,914.5066983333312,4486.150036893692,4026.4196900925917,59108.758063571615,144
2025-02-20,47292.91512903128,1714.1443403921437,0.0,49007.059469423424,79.84383491668598,49086.90330434011,77039.95625443682,78510.06346532711,1470.1072108902756,0.0,22043.86661889404,17568.18502655417,17.338666666670928,3058.5868063205753,4026.4196900925917,4345.694062037037,48937.35518852133,144
2025-02-21,17745.463934618743,620.2006658923149,0.0,18365.664600511056,0.0,18365.664600511056,34288.693327818924,34856.41580343004,567.7224756111113,0.0,17336.43459557542,13816.002686932758,0.0,5775.721861454043,4345.694062037037,4597.371101462961,18247.779075243954,144
2025-02-22,17409.788795975022,167.23678129054733,0.0,17577.025577265573,957.6201372566109,18534.645714522183,33664.41700502345,33826.02185721513,161.6048521916677,0.0,17420.668831089923,14434.745111983335,160.53190654166386,3155.867161316868,4597.371101462961,4237.367369462404,18703.271462591245,144
2025-02-23,47190.26053744681,1452.056404219352,0.0,48642.31694166616,0.0,48642.31694166616,76887.58046445638,78054.05285928118,1166.4723948248063,0.0,22148.634379105803,17798.643491341863,0.0,2172.2082881839115,4237.367369462404,4394.8677647222175,48568.543756526466,144
2025-02-24,47878.02858365288,0.0,0.0,47878.02858365288,315.5474869142264,48193.576070567105,77777.84248021824,77777.84248021824,0.0,0.0,20514.71889072017,16601.118520066666,67.5637970333358,5728.772289931412,4394.8677647222175,4412.427521851852,48185.351080327586,144
2025-02-25,45931.467605424354,0.0,0.0,45931.467605424354,106.39751583333268,46037.86512125769,74750.81121720823,74750.81121720823,0.0,0.0,20090.69173416337,16459.731894222332,23.784999999999854,5322.3131439338595,4412.427521851852,4205.459089018523,46134.80913519682,144
2025-02-26,45187.32194629849,0.0,0.0,45187.32194629849,532.2940518831145,45719.6159981816,73579.83144081524,73579.83144081524,0.0,0.0,22008.373769115216,17620.618734016658,88.69671215000335,465.9250845333502,4205.459089018523,4434.530221203703,45612.319079866065,144
2025-02-27,44367.167867226504,0.0,0.0,44367.167867226504,4377.867582323554,48745.03544955006,72512.01588728705,72512.01588728705,0.0,0.0,22812.186953905777,18477.005877816668,905.3070601833274,2125.5576713812793,4434.530221203703,4435.491948811499,48744.58497633856,144
2025-02-28,17127.997741191346,0.0,0.0,17127.997741191346,0.0,17127.997741191346,33286.16553323413,33286.16553323413,0.0,0.0,17417.489789016025,14099.86157709877,0.0,6675.943771316878,4435.491948811499,4444.719895482853,17123.675370970483,144
2025-03-01,17101.9040984519,0.0,0.0,17101.9040984519,857.8438870448886,17959.74798549679,33259.11105441534,33259.11105441534,0.0,0.0,16594.965372776252,13479.96388488333,155.93405751050483,6641.277690699589,4444.719895482853,4402.45108111111,17979.546698148515,144
2025-03-02,44949.44441405749,3557.6513551722337,0.0,48507.09576922972,16135.846461217785,64642.94223044751,73328.25184567593,76438.96732106275,3110.7154753868335,0.0,19020.32402510543,15408.45499400206,2397.872918871191,2866.664142163916,4402.45108111111,4400.237154814814,64643.9792335247,144
2025-03-03,47149.922928363034,0.0,0.0,47149.922928363034,3779.5926077749587,50929.51553613799,76171.76617810364,76171.76617810364,0.0,0.0,22712.732013636254,18386.108991628702,598.6154100999977,426.6119328627559,4400.237154814814,4412.685976388889,50923.68450811269,144
2025-03-04,49562.06856263963,0.0,0.0,49562.06856263963,0.0,49562.06856263963,79528.08543609973,79528.08543609973,0.0,0.0,20383.32509990712,16673.16482064144,0.0,6618.4672235007165,4412.685976388889,4231.9398767037,49646.73003573217,144
2025-03-05,49014.541961324205,0.0,0.0,49014.541961324205,0.0,49014.541961324205,78896.01888491893,78896.01888491893,0.0,0.0,18757.71126674898,15151.414554016666,0.0,9159.250155519947,4231.9398767037,4278.97495675926,48992.51072982618,144
2025-03-06,46986.87812783754,0.0,0.0,46986.87812783754,0.0,46986.87812783754,75677.66779861423,75677.66779861423,0.0,0.0,19546.416071419746,15582.132432393997,0.0,5772.730026255151,4278.97495675926,4557.26894059926,46856.52522580689,144
2025-03-07,16707.019355336495,0.0,0.0,16707.019355336495,0.0,16707.019355336495,32389.86739203477,32389.86739203477,0.0,0.0,15559.067703819752,12754.674942916668,0.0,8663.189097798353,4557.26894059926,4388.568826351846,16786.038488849983,144
2025-03-08,16400.167424448697,0.0,0.0,16400.167424448697,0.0,16400.167424448697,31803.74232327161,31803.74232327161,0.0,0.0,15960.514161954738,12813.359858783333,0.0,9593.44850343354,4388.568826351846,4515.96506235185,16340.495027506295,144
2025-03-09,45278.424244522546,0.0,0.0,45278.424244522546,0.0,45278.424244522546,73949.07156720487,73949.07156720487,0.0,0.0,20817.82140993827,16763.427064315227,0.0,6561.152171581829,4515.96506235185,4625.974259834931,45226.89593642147,144
2025-03-10,44242.8045599863,0.0,0.0,44242.8045599863,76.82445807360023,44319.6290180599,71808.48527890872,71808.48527890872,0.0,0.0,20817.099715358756,17238.592845958694,12.56739049134635,200.47434999999905,4625.974259834931,4207.371952592593,44515.702338772215,144
2025-03-11,46483.80551199415,0.0,0.0,46483.80551199415,0.0,46483.80551199415,75427.95518518251,75427.95518518251,0.0,0.0,20576.330358127576,15951.98774955,0.0,6864.693776604943,4207.371952592593,5001.638442074072,46111.771088321024,144
2025-03-12,44480.989824558266,0.0,0.0,44480.989824558266,1259.2660550048072,45740.255879563076,72343.27020543942,72343.27020543942,0.0,0.0,18873.722597366253,16064.748579066665,180.51405605000105,7279.275559856495,5001.638442074072,4138.268136296296,46144.658530789384,144
2025-03-13,42015.00511549188,4327.240741867784,0.0,46342.24585735966,1430.677564307187,47772.92342166685,68762.58368674875,73083.99796837829,4321.414281629529,0.0,20409.878787113754,16497.82247106214,206.2912518048338,1832.6148874648434,4138.268136296296,4176.2451879629625,47755.13497066618,144
2025-03-14,15815.891781939667,0.0,0.0,15815.891781939667,0.0,15815.891781939667,30597.02533635802,30597.02533635802,0.0,0.0,16054.327557283952,12708.896571625515,0.0,11222.168367366252,4176.2451879629625,4504.1437988234975,15662.304072612593,144
2025-03-15,15564.59092838859,362.05157213982653,0.0,15926.642500528418,353.6187785430237,16280.261279071441,29989.951546776996,30311.599110154257,321.6475633772574,0.0,15277.631517285232,12653.603691092185,89.1474286805563,6852.593562641765,4504.1437988234975,4194.452507611112,16425.320679875324,144
2025-03-16,42542.686489521955,767.4816633111662,0.0,43310.168152833125,7.461179999999938,43317.62933283312,69565.76418822094,70242.3777981052,676.6136098842524,0.0,20902.635820469815,16478.189262147225,1.6399999999999864,2468.5243064492747,4194.452507611112,4697.725565870368,43081.89623234449,144
2025-03-17,44062.60580262148,0.0,0.0,44062.60580262148,0.0,44062.60580262148,71225.55294021625,71225.55294021625,0.0,0.0,18457.52104704466,14347.588523725108,0.0,9257.488983563377,4697.725565870368,5367.729481849336,43748.77596837693,144
2025-03-18,41288.81380117294,904.9700701929753,0.0,42193.783871365915,0.0,42193.783871365915,67681.73524252968,68398.59133105261,716.8560885229168,0.0,19804.67472475931,16880.222622569447,0.0,4348.1808621960845,5367.729481849336,4436.133820166662,42630.14327929808,144
2025-03-19,40501.41660552772,251.05842767376728,0.0,40752.47503320149,0.0,40752.47503320149,67157.87621143882,67361.67891382353,203.80270238472303,0.0,21599.832810965367,17176.156760501075,0.0,3472.5324133592526,4436.133820166662,4791.36472725652,40586.0848763206,144
2025-03-20,38952.9422408185,0.0,0.0,38952.9422408185,12566.810441024309,51519.75268184281,63553.6176615427,63553.6176615427,0.0,0.0,18746.071735627684,15555.907508972616,1872.819436923062,27.31105514403305,4791.36472725652,4378.487612685183,51713.14432230802,144
2025-03-21,14819.178845659724,1186.8114835633808,0.0,16005.990329223105,0.0,16005.990329223105,28660.870723583335,29633.61209185028,972.7413682669452,0.0,14968.970553546249,11995.099708224721,0.0,14626.276729862086,4378.487612685183,4522.67254618267,15938.454106372881,144
2025-03-22,15166.932398112142,300.567871737094,0.0,15467.500269849235,0.0,15467.500269849235,29342.738945297162,29611.535625552264,268.7966802551031,0.0,14943.908673347052,11819.420981561932,0.0,10605.848200433811,4522.67254618267,4839.500372681758,15319.098115917062,144
2025-03-23,39608.77353266244,3086.411921035263,0.0,42695.185453697704,0.0,42695.185453697704,64787.120304748736,67821.95533467461,3034.8350299258764,0.0,18614.809837463523,15465.164405494837,0.0,5902.5897860392615,4839.500372681758,4409.313220293548,42896.68511587634,144
2025-03-24,40066.97567952747,0.0,0.0,40066.97567952747,0.0,40066.97567952747,65733.94812634923,65733.94812634923,0.0,0.0,20038.735064082466,16285.799349482832,0.0,3982.5153284162643,4409.313220293548,4348.842167431289,40095.300320688155,144
2025-03-25,38696.20877919811,994.8558244379311,0.0,39691.06460363604,1365.258011426181,41056.32261506222,64139.691084092905,64936.90200078733,797.2109166944329,0.0,20774.28575044199,17108.812149046178,211.20788155411623,532.5115642789723,4348.842167431289,4035.908066111112,41202.900948120594,144
2025-03-26,37388.94569266135,1988.6493521617663,0.0,39377.595044823116,0.0,39377.595044823116,61934.84173130383,64280.354959903816,2345.5132285999807,0.0,21150.83449604252,16657.723259527775,0.0,4194.688856722407,4035.908066111112,4563.077713074077,39130.66878218566,144
2025-03-27,38909.81420061177,173.95714432919164,0.0,39083.771344940964,0.0,39083.771344940964,64279.23547284732,64510.854065922606,231.61859307528346,0.0,20168.013292057614,16547.37573112387,0.0,2173.2271049888614,4563.077713074077,4328.316641343849,39193.7334309394,144
2025-03-28,14502.350741465249,361.9724191126818,0.0,14864.323160577931,0.0,14864.323160577931,28513.83300358914,28829.621287605805,315.78828401666647,0.0,15152.39066688132,11970.809303066664,0.0,14826.159157124486,4328.316641343849,4664.5690159074065,14706.82254833236,144
2025-03-29,14597.79388022458,64.40459607991275,0.0,14662.198476304493,0.0,14662.198476304493,28524.23275644033,28580.40282104866,56.17006460833138,0.0,14528.867669774094,11923.128826490352,0.0,18267.454794431585,4664.5690159074065,4492.629000381484,14742.735179576835,144
2025-03-30,39250.41101671294,26.094935659499733,0.0,39276.50595237244,0.0,39276.50595237244,64095.77532727364,64114.89459727363,19.1192699999998,0.0,19897.705892624956,15407.979961668932,0.0,4279.548966317616,4492.629000381484,5280.58656855624,38907.42662743939,144
2025-03-31,36771.03341887794,1274.5045614725702,0.0,38045.53798035051,0.0,38045.53798035051,59996.690986547175,61740.29364716789,1743.6026606207138,0.0,18209.553316087513,15443.425599030665,0.0,2022.7764467777138,5280.58656855624,4509.822776334268,38406.56374062729,144
2025-04-01,35945.03643295798,7947.943430050967,0.0,43892.97986300895,1339.255920094039,45232.23578310299,59554.83341198826,67827.80208715153,8272.968675163273,0.0,17083.388726819496,13886.567719174636,238.81328485803368,4660.942847698042,4509.822776334268,4455.352942500001,45257.74945327096,144
2025-04-02,35322.085160777104,11751.031539991527,0.0,47073.11670076863,864.3364365978181,47937.45313736645,58375.1428141454,69802.31445512039,11427.171640974992,0.0,17041.00103622552,13918.50309067601,127.9685251991807,6372.449634770067,4455.352942500001,4327.25044101852,47997.456349060376,144
2025-04-03,38706.104826966446,1029.3333284107334,0.0,39735.43815537718,0.0,39735.43815537718,65335.14785933668,66230.45911621168,895.3112568750037,0.0,21247.908016171146,16893.433640751646,0.0,6012.454474125518,4327.25044101852,4679.8858325151705,39570.263738000154,144
2025-04-04,14229.767781686367,0.0,0.0,14229.767781686367,0.0,14229.767781686367,28108.83727747992,28108.83727747992,0.0,0.0,14085.028530643018,11263.874337667834,0.0,18856.880834504736,4679.8858325151705,4840.995579351857,14154.303976268064,144
2025-04-05,13957.309641411455,0.0,0.0,13957.309641411455,128.67970446048164,14085.989345871938,27743.172686747315,27743.172686747315,0.0,0.0,14031.249947652084,11808.699720452682,27.578162121834897,13504.085638336413,4840.995579351857,4348.343065069093,14316.747783561985,144
2025-04-06,38119.29544722676,0.0,0.0,38119.29544722676,0.0,38119.29544722676,63353.65198140511,63353.65198140511,0.0,0.0,19542.873635108423,15508.5085643,0.0,4909.210643930031,4348.343065069093,4705.253154111116,37952.11876151948,144
2025-04-07,36348.535481523104,0.0,0.0,36348.535481523104,0.0,36348.535481523104,60236.067330399695,60236.067330399695,0.0,0.0,18948.47038174896,15625.231744476836,0.0,3670.109409794243,4705.253154111116,4397.507892710924,36492.683361962954,144
2025-04-08,34775.25992919699,2110.373970717369,0.0,36885.63389991436,1909.1010908813946,38794.734990795754,57541.38594857368,59922.95734496282,2381.571396389141,0.0,20876.547509453565,17029.98402034722,277.4613286419717,2000.6615678317899,4397.507892710924,4264.196184166668,38857.17819507788,144
2025-04-09,36103.07974008345,4388.382020279938,0.0,40491.46176036339,0.0,40491.46176036339,60164.88941081643,65294.909936091695,5130.020525275263,0.0,20138.77185476166,16139.145186023612,0.0,2160.9722506869803,4264.196184166668,4456.707313425924,40401.28954741835,144
2025-04-10,37607.031018540656,1107.245743013688,0.0,38714.27676155434,610.9661718399041,39325.24293339425,63356.93262507312,64853.10704091673,1496.1744158436159,0.0,21409.939395864196,17336.222853733332,91.50980656391982,6410.262405349789,4456.707313425924,4463.182932222224,39322.209753550065,144
2025-04-11,13553.592246935861,213.50920871583227,0.0,13767.101455651693,0.0,13767.101455651693,27060.69714379835,27239.799787167794,179.10264336944493,0.0,14149.446456733858,11482.228622721068,0.0,19255.931786488338,4463.182932222224,4439.652940259286,13778.122903887133,144
2025-04-12,14120.429910209225,0.0,0.0,14120.429910209225,0.0,14120.429910209225,27993.34879555553,27993.34879555553,0.0,0.0,13614.737394444415,10579.28808333333,0.0,15932.738934444444,4439.652940259286,4938.152058222225,13886.932923355384,144
2025-04-13,35530.10236448194,0.0,0.0,35530.10236448194,427.71378472130993,35957.81614920325,59116.20995980761,59116.20995980761,0.0,0.0,19767.04669930041,16564.160525500003,73.17086508332991,1710.1361677572017,4938.152058222225,4323.871281481482,36245.54526502862,144
2025-04-14,35050.31582343998,0.0,0.0,35050.31582343998,0.0,35050.31582343998,58692.95357188991,58692.95357188991,0.0,0.0,20445.29729872428,16482.80797691667,0.0,2202.432450082304,4323.871281481482,4410.407764870368,35009.782134620626,144
2025-04-15,34493.377953893534,0.0,0.0,34493.377953893534,0.0,34493.377953893534,57440.376884978396,57440.376884978396,0.0,0.0,20243.003337746923,16168.568213516668,0.0,3226.5129274148076,4410.407764870368,4664.034976046296,34374.57896817873,144
2025-04-16,35195.02461481461,1373.6075099970985,0.0,36568.63212481171,0.0,36568.63212481171,59191.805844165225,61120.54870712047,1928.7428629552473,0.0,20646.41252575103,16956.57681111255,0.0,1651.1210424819913,4664.034976046296,4405.165347986059,36689.886658595125,144
2025-04-17,36222.23312802296,0.0,0.0,36222.23312802296,0.0,36222.23312802296,61100.75182566509,61100.75182566509,0.0,0.0,20081.290634611898,16087.760721339757,0.0,4238.879562392951,4405.165347986059,4603.037228759256,36129.5499390688,144
2025-04-18,13150.088428113055,0.0,0.0,13150.088428113055,0.0,13150.088428113055,26709.45722915,26709.45722915,0.0,0.0,14271.362320020582,11262.004636849999,0.0,17345.982362646082,4603.037228759256,4933.924831388891,12995.100675041334,144
2025-04-19,13017.554040304181,160.25871550532185,0.0,13177.812755809502,0.0,13177.812755809502,26121.189748766665,26254.30422818611,133.1144794194446,0.0,14347.762000884406,11513.307885230555,0.0,16635.17086253226,4933.924831388891,5054.346315262016,13121.40733276333,144
2025-04-20,33708.88888799623,657.450238978523,0.0,34366.33912697476,0.0,34366.33912697476,55877.68020322626,56548.736807107336,671.0566038810763,0.0,19716.553792675255,16460.530938419433,0.0,1334.9690695181826,5054.346315262016,4509.765908203709,34621.42058964087,144
2025-04-21,33476.538728221254,0.0,0.0,33476.538728221254,206.3213999045423,33682.860128125794,56192.66527762057,56192.66527762057,0.0,0.0,18979.01808384773,15529.328413633339,45.64193209999835,4271.707156172843,4509.765908203709,4336.072835185185,33764.21796352767,144
2025-04-22,33732.768789341666,1786.403509541514,0.0,35519.172298883175,0.0,35519.172298883175,56193.911075895434,58699.9257912418,2506.014715346367,0.0,20660.35483823045,16406.857422181067,0.0,2293.499058525755,4336.072835185185,4700.550609391403,35348.45090944498,144
2025-04-23,34335.00446392465,0.0,0.0,34335.00446392465,0.0,34335.00446392465,57822.48394629329,57822.48394629329,0.0,0.0,19863.470649194736,15720.102451934154,0.0,2279.199032366043,4700.550609391403,5110.893691517608,34142.799764256735,144
2025-04-24,34620.2687710211,0.0,0.0,34620.2687710211,55.7349740445799,34676.00374506569,58181.70344166326,58181.70344166326,0.0,0.0,17493.298854486602,14863.007349500003,11.292670255208165,8472.597906931878,5110.893691517608,4340.41005,35036.89828275254,144
2025-04-25,12674.394108331093,0.0,0.0,12674.394108331093,0.0,12674.394108331093,26018.336352566665,26018.336352566665,0.0,0.0,13542.841096625512,10780.4892991,0.0,21255.62690504115,4340.41005,4550.645593518523,12575.919779747017,144
2025-04-26,12181.289897658184,0.0,0.0,12181.289897658184,1656.0380438620052,13837.327941520189,25207.147964999993,25207.147964999993,0.0,0.0,14051.613544135806,11679.915530833337,326.8223508333342,23092.078669197526,4550.645593518523,4219.413860092593,13992.476885456894,144
2025-04-27,31072.51019403808,1406.1107278933894,0.0,32478.62092193147,7621.573595359751,40100.194517291224,51915.384107214806,53760.09605727036,1844.7119500555573,0.0,19837.39054039094,16046.821274966662,1107.5743118833373,2503.629920396092,4219.413860092593,4243.263929814815,40089.023144633335,144
2025-04-28,32373.775775297818,8421.614268809779,0.0,40795.3900441076,389.7504733044186,41185.140517412015,53645.28230074074,62578.36662620671,8933.08432546597,0.0,17319.04754278858,13870.442163075422,76.95830643083218,2584.752236257722,4243.263929814815,4418.8043149074065,41102.91740103465,144
2025-04-29,33206.98666120136,0.0,0.0,33206.98666120136,0.0,33206.98666120136,54929.17614209465,54929.17614209465,0.0,0.0,18708.513527798346,14715.647258666662,0.0,3503.0961562962993,4418.8043149074065,4905.747313629635,32978.90256059987,144
2025-04-30,35902.91656082514,0.0,0.0,35902.91656082514,0.0,35902.91656082514,60845.47931123456,60845.47931123456,0.0,0.0,17614.840897530856,14426.888094210515,0.0,9400.672074580887,4905.747313629635,4729.228461173504,35985.5979913156,144
2025-05-01,33635.67567054678,1221.7765075199181,0.0,34857.45217806669,12402.340828399341,47259.79300646603,55891.94908224706,56959.41703737072,1067.4679551236575,0.0,18429.006622668952,16021.411178834673,1952.270383997975,5492.713177534413,4729.228461173504,3513.766445092593,47829.11541479833,144
2025-05-02,12832.800033048148,727.9344047437348,0.0,13560.734437791882,14119.186865569556,27679.92130336144,26252.495256999995,26843.813675019443,591.318418019445,0.0,13837.365239413579,11068.121228258333,2269.2495040833355,12053.499084614195,3513.766445092593,3669.482684722222,27606.983816718923,144
2025-05-03,15074.30025389219,286.0181112063245,0.0,15360.318365098514,0.0,15360.318365098514,28576.377822083334,28811.029906583335,234.6520844999996,0.0,14228.914595817632,11071.811480931827,0.0,16786.75514169753,3669.482684722222,4173.493064367175,15124.239903272817,144
2025-05-04,38558.56659244816,0.0,0.0,38558.56659244816,902.6862564066096,39461.25284885477,63854.733814941814,63854.733814941814,0.0,0.0,17412.39575245211,14326.56026091667,152.57804574999778,9186.809035823037,4173.493064367175,3926.248951666666,39577.06199124369,144
2025-05-05,35364.29573130724,1533.733001274828,0.0,36898.02873258207,2758.2531659833485,39656.281898565416,57812.72423320986,59793.64191066101,1980.9176774511498,0.0,20997.476440895065,16819.70957104167,396.69429166666885,936.5625324742871,3926.248951666666,4135.411558425924,39558.31013355938,144
2025-05-06,36038.28712339271,0.0,0.0,36038.28712339271,0.0,36038.28712339271,59272.61082662551,59272.61082662551,0.0,0.0,20668.127853395057,17040.563635,0.0,2774.964241563789,4135.411558425924,3802.767032037039,36194.09781955326,144
2025-05-07,38644.152281996714,0.0,0.0,38644.152281996714,5881.571274162408,44525.72355615912,64377.4496996761,64377.4496996761,0.0,0.0,19096.2351165432,15417.571064566662,945.7964998333382,6576.736197532904,3802.767032037039,3858.7441207407405,44499.50388781031,144
2025-05-08,36625.62790206941,0.0,0.0,36625.62790206941,4422.898891642649,41048.526793712066,59210.8346010288,59210.8346010288,0.0,0.0,19487.507384362136,15487.044089166668,659.4081441666642,43.267050000000154,3858.7441207407405,4189.674000925926,40893.51923783332,144
2025-05-09,16334.937639276228,281.3612648177102,0.0,16616.29890409394,0.0,16616.29890409394,29430.824692,29662.320082363887,231.49539036388907,0.0,14440.49212687242,9920.864866610726,0.0,16643.306972102193,4189.674000925926,6162.933729988072,15692.02404700123,144
2025-05-10,15401.13888540593,0.0,0.0,15401.13888540593,0.0,15401.13888540593,27736.361456344064,27736.361456344064,0.0,0.0,14103.424830473254,12042.2532353226,0.0,13554.144577860077,6162.933729988072,5475.734704833332,15723.022908788409,144
2025-05-11,40612.99413012843,0.0,0.0,40612.99413012843,185.80697583333296,40798.80110596176,65956.0491964609,65956.0491964609,0.0,0.0,17915.697030637857,14611.957618297538,27.56166666666661,7195.792367453918,5475.734704833332,5364.353567632361,40850.97203062669,144
2025-05-12,37751.22086972456,0.0,0.0,37751.22086972456,0.0,37751.22086972456,61127.892858220795,61127.892858220795,0.0,0.0,15686.546546252112,12805.146893374485,0.0,6315.297972009842,5364.353567632361,5254.304466620945,37802.76786863831,144
2025-05-13,39314.553177927,0.0,0.0,39314.553177927,0.0,39314.553177927,64527.90482359668,64527.90482359668,0.0,0.0,17524.612689762736,13754.024005116667,0.0,7628.1033722839475,5254.304466620945,5744.20699283333,39085.08283464912,144
2025-05-14,37031.72205824667,486.89558719775647,0.0,37518.61764544443,0.0,37518.61764544443,60068.059054516045,60756.8081489725,688.7490944564519,0.0,17016.485946543216,14302.03698166667,0.0,5028.210400762619,5744.20699283333,5167.892142870368,37788.56352116708,144
2025-05-15,36738.53136365271,934.0024117984412,0.0,37672.53377545115,0.0,37672.53377545115,58171.74298831656,59498.89415450274,1327.1511661861773,0.0,19206.99120786009,15004.485776419753,0.0,2531.330439729074,5167.892142870368,5782.533367255834,37384.635825949,144
2025-05-16,16392.987950919105,0.0,0.0,16392.987950919105,0.0,16392.987950919105,28585.571536136416,28585.571536136416,0.0,0.0,13871.286054764994,10287.736382696072,0.0,22286.51533073416,5782.533367255834,6835.872613548693,15899.60384795553,144
2025-05-17,16202.899912061464,0.0,0.0,16202.899912061464,0.0,16202.899912061464,27935.288611139506,27935.288611139506,0.0,0.0,14395.551466337443,11861.754518860489,0.0,14952.69258032922,6835.872613548693,6612.141690074072,16307.695476616977,144
2025-05-18,36152.6681550494,3307.2299693112127,0.0,39459.89812436062,0.0,39459.89812436062,56531.46805751029,60978.67086980543,4447.2028122951415,0.0,17535.39968645319,14237.731338913707,0.0,4004.8344222659507,6612.141690074072,6574.299920200047,39477.62320936961,144
