normal_cost,adjustment_cost,emergency_cost,cash_cost,emergency_kwh,surplus_kwh,end_energy_kwh,adjustment_up_kwh,adjustment_down_kwh,date,alpha,pv_updates,adjustment,gate_passes,gate_expected_net,scenario,policy,split
52339.619425752404,0.0,258.06637922448,52597.685804976885,44.66402113480617,4477.2428887552305,6030.930883533353,0.0,0.0,2025-02-12,0.7,0,0,0,0.0,q3,static,development
50119.20532112484,0.0,0.0,50119.20532112484,0.0,5405.0260148399,6233.631303968249,0.0,0.0,2025-02-13,0.7,0,0,0,0.0,q3,static,development
18895.373222712147,0.0,0.0,18895.373222712147,0.0,3267.6201168161715,6092.793620634922,0.0,0.0,2025-02-14,0.7,0,0,0,0.0,q3,static,development
18658.21621459887,0.0,1368.8639459983258,20027.080160597194,237.69614091532395,3207.885913324736,5921.622737341602,0.0,0.0,2025-02-15,0.7,0,0,0,0.0,q3,static,development
52044.78117232523,0.0,708.3486807908544,52753.12985311609,122.71022942842365,3717.1441701425083,6140.206222918973,0.0,0.0,2025-02-16,0.7,0,0,0,0.0,q3,static,development
50956.7512779585,0.0,178.76331364403487,51135.514591602536,36.36029871565586,7326.307132145674,6024.546262640989,0.0,0.0,2025-02-17,0.7,0,0,0,0.0,q3,static,development
48655.03252694614,0.0,329.91372261891,48984.94624956505,71.2411727484141,2277.0111142694127,6148.442172165807,0.0,0.0,2025-02-18,0.7,0,0,0,0.0,q3,static,development
48235.61393012748,0.0,1062.4572320447837,49298.071162172266,216.31040522166654,1219.5315700113597,5832.052922992961,0.0,0.0,2025-02-19,0.7,0,0,0,0.0,q3,static,development
49358.59652160899,0.0,257.6359458212625,49616.23246743025,55.00340431709276,4737.453800421839,6201.492877751492,0.0,0.0,2025-02-20,0.7,0,0,0,0.0,q3,static,development
18155.157862533433,0.0,0.0,18155.157862533433,0.0,6131.5498961114445,6177.879592794157,0.0,0.0,2025-02-21,0.7,0,0,0,0.0,q3,static,development
18029.024747990377,0.0,150.53463270822675,18179.559380698603,27.479852630198387,3494.2057405697337,6085.856027929051,0.0,0.0,2025-02-22,0.7,0,0,0,0.0,q3,static,development
48638.706870580354,0.0,606.3293625200064,49245.03623310036,105.06739269311281,3461.104992196045,6018.787289866729,0.0,0.0,2025-02-23,0.7,0,0,0,0.0,q3,static,development
47762.462797400025,0.0,356.0363974500002,48118.499194850025,77.71680000000003,4937.224493801343,6101.322694609768,0.0,0.0,2025-02-24,0.7,0,0,0,0.0,q3,static,development
49105.13399376019,0.0,283.6543977483525,49388.78839150854,62.150368121334964,10269.91005712921,6069.085506462996,0.0,0.0,2025-02-25,0.7,0,0,0,0.0,q3,static,development
44391.01988900907,0.0,4073.2392768785294,48464.2591658876,608.5904135553129,398.8619194723726,6110.936676183927,0.0,0.0,2025-02-26,0.7,0,0,0,0.0,q3,static,development
46018.729850157266,0.0,341.5715588201422,46360.30140897741,67.98647985150308,3645.3855076734035,6175.715050805573,0.0,0.0,2025-02-27,0.7,0,0,0,0.0,q3,static,development
17630.61371731716,0.0,994.8030900797958,18625.416807396956,192.66704997204548,7368.165417898132,6145.7627149343925,0.0,0.0,2025-02-28,0.7,0,0,0,0.0,q3,static,development
16819.489417700017,0.0,474.96834060903745,17294.457758309054,97.98866330767461,6035.765129667343,5881.545391808854,0.0,0.0,2025-03-01,0.7,0,0,0,0.0,q3,static,development
43340.88037437035,0.0,34887.61436136102,78228.49473573136,5231.736981269947,83.57966896016535,5794.866919383401,0.0,0.0,2025-03-02,0.7,0,0,0,0.0,q3,static,development
43798.60832074682,0.0,30033.28720743261,73831.89552817943,4705.392518880999,89.89122381862194,5860.163713252734,0.0,0.0,2025-03-03,0.7,0,0,0,0.0,q3,static,development
42570.76511034665,0.0,23720.841294875037,66291.60640522168,3698.382172657248,40.41464609505863,5767.691731035235,0.0,0.0,2025-03-04,0.7,0,0,0,0.0,q3,static,development
42798.543406283,0.0,3456.9432808634347,46255.48668714644,498.42083641859426,65.26687983209013,5934.428955166379,0.0,0.0,2025-03-05,0.7,0,0,0,0.0,q3,static,development
41436.34221163373,0.0,13587.807971046357,55024.15018268009,2001.790358392889,41.20536612736191,5766.337048263416,0.0,0.0,2025-03-06,0.7,0,0,0,0.0,q3,static,development
16892.93328357532,0.0,0.0,16892.93328357532,0.0,8143.960835840859,6103.660135032346,0.0,0.0,2025-03-07,0.7,0,0,0,0.0,q3,static,development
16202.884265053752,0.0,633.8596564446398,16836.74392149839,160.7902315585756,9168.818314209504,6023.063763302768,0.0,0.0,2025-03-08,0.7,0,0,0,0.0,q3,static,development
41845.20986729182,0.0,975.4094800395014,42820.619347331325,189.7892300985372,1559.9053933635978,5959.8538811836215,0.0,0.0,2025-03-09,0.7,0,0,0,0.0,q3,static,development
41316.31185627053,0.0,22821.812322444675,64138.1241787152,3660.2694963939266,15.334213271926842,5931.115641464595,0.0,0.0,2025-03-10,0.7,0,0,0,0.0,q3,static,development
39379.12016321,0.0,20661.940268955463,60041.06043216546,3232.3357994072417,123.12783011342799,6059.607829794065,0.0,0.0,2025-03-11,0.7,0,0,0,0.0,q3,static,development
41964.79631770001,0.0,708.9981778298109,42673.79449552982,101.63391310633756,2760.2248052463756,5942.196284293395,0.0,0.0,2025-03-12,0.7,0,0,0,0.0,q3,static,development
42237.7712839849,0.0,13433.718751540877,55671.49003552577,1974.509974198771,35.67644938890544,5937.93954022775,0.0,0.0,2025-03-13,0.7,0,0,0,0.0,q3,static,development
15746.696254996761,0.0,1509.2782538642546,17255.974508861014,246.89649171671104,11673.855434975778,6220.727733062576,0.0,0.0,2025-03-14,0.7,0,0,0,0.0,q3,static,development
15629.493811117729,0.0,444.8987631879407,16074.39257430567,81.10752148103819,6769.015683745452,5840.372840283118,0.0,0.0,2025-03-15,0.7,0,0,0,0.0,q3,static,development
41673.77043719706,0.0,7.461180000000455,41681.23161719706,1.6400000000001,749.8928227204608,6248.174939176934,0.0,0.0,2025-03-16,0.7,0,0,0,0.0,q3,static,development
38846.22513881817,0.0,1945.7339326005358,40791.95907141871,325.77755596050315,3264.891783175465,6207.828035606871,0.0,0.0,2025-03-17,0.7,0,0,0,0.0,q3,static,development
43154.53293114668,0.0,0.0,43154.53293114668,0.0,5617.356077881664,6227.422396389623,0.0,0.0,2025-03-18,0.7,0,0,0,0.0,q3,static,development
38758.12454294758,0.0,2080.8188944048043,40838.94343735238,424.5054222571147,509.7798687995303,6379.904475900637,0.0,0.0,2025-03-19,0.7,0,0,0,0.0,q3,static,development
40574.70604677686,0.0,5992.727868076907,46567.43391485377,1158.824884381499,2287.990739234313,6068.367935144671,0.0,0.0,2025-03-20,0.7,0,0,0,0.0,q3,static,development
15079.027484321425,0.0,2248.7952396335127,17327.822723954938,566.0246286217532,14628.606232920756,6137.284726768375,0.0,0.0,2025-03-21,0.7,0,0,0,0.0,q3,static,development
15890.519680714053,0.0,0.0,15890.519680714053,0.0,11305.459407378848,6382.6392044633185,0.0,0.0,2025-03-22,0.7,0,0,0,0.0,q3,static,development
41238.71778256995,0.0,2596.47041006465,43835.188192634596,375.5750000850184,6375.871435481068,6126.731894063536,0.0,0.0,2025-03-23,0.7,0,0,0,0.0,q3,static,development
40175.64337462798,0.0,2775.333212332212,42950.97658696019,397.84019672193403,5677.580354309608,5983.429796413514,0.0,0.0,2025-03-24,0.7,0,0,0,0.0,q3,static,development
42069.10436267959,0.0,2977.8875162893387,45046.991878968925,426.8760774497332,5354.267430662178,6066.3129610698115,0.0,0.0,2025-03-25,0.7,0,0,0,0.0,q3,static,development
38109.62284626164,0.0,4231.668649649421,42341.291495911064,765.836212873426,4880.409490344217,6114.097841646614,0.0,0.0,2025-03-26,0.7,0,0,0,0.0,q3,static,development
40420.64904496816,0.0,2714.127577740381,43134.77662270854,402.40719820398374,5131.163341304265,6013.02356403546,0.0,0.0,2025-03-27,0.7,0,0,0,0.0,q3,static,development
14962.084059047069,0.0,0.0,14962.084059047069,0.0,15889.964084188521,6071.357376912137,0.0,0.0,2025-03-28,0.7,0,0,0,0.0,q3,static,development
14182.776194449889,0.0,3046.5909608449583,17229.367155294847,523.5048857496986,18052.986099609523,6088.2328138437315,0.0,0.0,2025-03-29,0.7,0,0,0,0.0,q3,static,development
39575.08969410951,0.0,0.0,39575.08969410951,0.0,6904.337500561453,6188.374156624812,0.0,0.0,2025-03-30,0.7,0,0,0,0.0,q3,static,development
35994.89979804124,0.0,7090.45541733873,43085.35521537997,1029.3471452048539,282.93656170250483,6230.332327457232,0.0,0.0,2025-03-31,0.7,0,0,0,0.0,q3,static,development
38034.84028482254,0.0,2358.271332027292,40393.11161684983,339.03831705069905,244.33421820396427,6182.896307594221,0.0,0.0,2025-04-01,0.7,0,0,0,0.0,q3,static,development
36788.86574722754,0.0,15528.916055284102,52317.78180251164,2640.2646604993824,256.60332872559127,6179.993707457348,0.0,0.0,2025-04-02,0.7,0,0,0,0.0,q3,static,development
38311.23987430549,0.0,0.0,38311.23987430549,0.0,4002.806528219177,6133.488614106015,0.0,0.0,2025-04-03,0.7,0,0,0,0.0,q3,static,development
14665.122915471089,0.0,0.0,14665.122915471089,0.0,19469.253204466826,6472.865794844564,0.0,0.0,2025-04-04,0.7,0,0,0,0.0,q3,static,development
14345.57859798082,0.0,0.0,14345.57859798082,0.0,13831.89442088149,6136.404677184183,0.0,0.0,2025-04-05,0.7,0,0,0,0.0,q3,static,development
36732.988245685454,0.0,0.0,36732.988245685454,0.0,3531.3672371353914,6159.6140448141805,0.0,0.0,2025-04-06,0.7,0,0,0,0.0,q3,static,development
35459.41723313938,0.0,1826.6300210554264,37286.047254194804,262.672705262918,2956.0827637583006,6117.71790960138,0.0,0.0,2025-04-07,0.7,0,0,0,0.0,q3,static,development
37282.15164304067,0.0,562.7511117493217,37844.90275478999,89.03171341892646,4304.4649938429075,6036.859971799611,0.0,0.0,2025-04-08,0.7,0,0,0,0.0,q3,static,development
37594.466638193684,0.0,2764.7512503691864,40359.21788856287,397.98375737464016,598.4278468818527,6109.445759646738,0.0,0.0,2025-04-09,0.7,0,0,0,0.0,q3,static,development
37542.82300098903,0.0,0.0,37542.82300098903,0.0,4076.168420291033,6313.042734777527,0.0,0.0,2025-04-10,0.7,0,0,0,0.0,q3,static,development
13575.274830127506,0.0,0.0,13575.274830127506,0.0,19136.191641962927,6116.0095990585505,0.0,0.0,2025-04-11,0.7,0,0,0,0.0,q3,static,development
14628.344248733818,0.0,0.0,14628.344248733818,0.0,16907.037309703024,6387.180888345496,0.0,0.0,2025-04-12,0.7,0,0,0,0.0,q3,static,development
35654.142694969414,0.0,0.0,35654.142694969414,0.0,1831.496439547028,6261.001117904962,0.0,0.0,2025-04-13,0.7,0,0,0,0.0,q3,static,development
38678.8961233913,0.0,42.82861631987539,38721.72473971117,6.169033232459469,8763.624663840885,6095.602723715488,0.0,0.0,2025-04-14,0.7,0,0,0,0.0,q3,static,development
34579.2509913549,0.0,4097.025828003451,38676.276819358354,603.3541278431412,5234.275341293556,6160.076305722517,0.0,0.0,2025-04-15,0.7,0,0,0,0.0,q3,static,development
36154.86799555755,0.0,46.179411538530545,36201.04740709608,9.864932197196186,1918.7480046870564,5997.1896123009665,0.0,0.0,2025-04-16,0.7,0,0,0,0.0,q3,static,development
35176.27649723341,0.0,0.0,35176.27649723341,0.0,1390.5071540675021,6281.097472045345,0.0,0.0,2025-04-17,0.7,0,0,0,0.0,q3,static,development
13754.254686860397,0.0,0.0,13754.254686860397,0.0,17901.148188435225,6656.055635255533,0.0,0.0,2025-04-18,0.7,0,0,0,0.0,q3,static,development
13476.474486167725,0.0,0.0,13476.474486167725,0.0,17981.727998532217,6469.5562922409335,0.0,0.0,2025-04-19,0.7,0,0,0,0.0,q3,static,development
35727.23923501297,0.0,0.0,35727.23923501297,0.0,4030.6810877586922,6454.151652877937,0.0,0.0,2025-04-20,0.7,0,0,0,0.0,q3,static,development
36814.21353958483,0.0,0.0,36814.21353958483,0.0,10382.005090008033,6050.945273886781,0.0,0.0,2025-04-21,0.7,0,0,0,0.0,q3,static,development
34398.730588278864,0.0,0.0,34398.730588278864,0.0,2259.372092732469,6145.921499684156,0.0,0.0,2025-04-22,0.7,0,0,0,0.0,q3,static,development
33916.60748384445,0.0,0.0,33916.60748384445,0.0,1995.6664967792187,6340.067434860886,0.0,0.0,2025-04-23,0.7,0,0,0,0.0,q3,static,development
34648.47845687129,0.0,0.0,34648.47845687129,0.0,7911.962581573337,6217.494282130429,0.0,0.0,2025-04-24,0.7,0,0,0,0.0,q3,static,development
13308.34402161873,0.0,0.0,13308.34402161873,0.0,21581.958133008287,6370.570870930794,0.0,0.0,2025-04-25,0.7,0,0,0,0.0,q3,static,development
13231.176932592592,0.0,0.0,13231.176932592592,0.0,23689.72753856305,6298.150297304889,0.0,0.0,2025-04-26,0.7,0,0,0,0.0,q3,static,development
33777.61767327509,0.0,1644.6906477189352,35422.30832099402,235.76414101475564,4815.960742045496,6060.191032924362,0.0,0.0,2025-04-27,0.7,0,0,0,0.0,q3,static,development
37418.39894268468,0.0,0.0,37418.39894268468,0.0,2833.6499406653516,6274.654007215221,0.0,0.0,2025-04-28,0.7,0,0,0,0.0,q3,static,development
33836.30110935817,0.0,2049.296003329335,35885.59711268751,293.76376194514546,6216.817627490571,6284.742661874855,0.0,0.0,2025-04-29,0.7,0,0,0,0.0,q3,static,development
33910.40265990312,0.0,0.0,33910.40265990312,0.0,5093.876431604515,6096.858547520998,0.0,0.0,2025-04-30,0.7,0,0,0,0.0,q3,static,development
32419.412166527683,0.0,12001.950993291166,44421.36315981885,1866.5762768062327,1789.4327578794964,5207.207361584697,0.0,0.0,2025-05-01,0.7,0,0,0,0.0,q3,static,development
13915.293671489784,0.0,10111.482700108205,24026.77637159799,1716.2024432185324,12415.959847044158,5495.306228230292,0.0,0.0,2025-05-02,0.7,0,0,0,0.0,q3,static,development
13465.506035110728,0.0,9300.735252601711,22766.241287712437,1654.0426747963993,17287.759289150687,5718.35869054663,0.0,0.0,2025-05-03,0.7,0,0,0,0.0,q3,static,development
33314.23904656929,0.0,7750.031431313711,41064.270477883,1242.1160689349379,1777.503808863787,5488.4460620914715,0.0,0.0,2025-05-04,0.7,0,0,0,0.0,q3,static,development
34670.38129672598,0.0,11736.15718691154,46406.538483637516,1781.584734838764,580.8799561225183,5603.966682680381,0.0,0.0,2025-05-05,0.7,0,0,0,0.0,q3,static,development
32167.691968648724,0.0,19022.88947980947,51190.58144845819,3180.9525363139455,93.7356712594501,5466.2526100888435,0.0,0.0,2025-05-06,0.7,0,0,0,0.0,q3,static,development
33514.23709572719,0.0,23356.016521522844,56870.25361725004,3552.590295013131,138.76351374253227,5643.242753401438,0.0,0.0,2025-05-07,0.7,0,0,0,0.0,q3,static,development
34244.802482004496,0.0,16523.499804617968,50768.302286622464,2474.40554375147,489.96362421343747,5730.501800837239,0.0,0.0,2025-05-08,0.7,0,0,0,0.0,q3,static,development
14104.685717073238,0.0,5277.916671857547,19382.602388930783,862.2887418781233,17247.92532174604,6169.725638569065,0.0,0.0,2025-05-09,0.7,0,0,0,0.0,q3,static,development
14522.965812554783,0.0,2211.302105456232,16734.267918011014,385.2939161209081,14234.712554123225,5814.225925764251,0.0,0.0,2025-05-10,0.7,0,0,0,0.0,q3,static,development
34379.48631142703,0.0,10635.45722889937,45014.94354032639,1549.6377286219938,263.94162296182355,5747.249027794182,0.0,0.0,2025-05-11,0.7,0,0,0,0.0,q3,static,development
32966.25488941551,0.0,9374.152973749678,42340.407863165194,1385.69950083033,151.67494803840066,6110.440426824505,0.0,0.0,2025-05-12,0.7,0,0,0,0.0,q3,static,development
35712.20186017476,0.0,2475.5123170920233,38187.71417726678,379.0508898879558,3701.442685970353,6122.614551774984,0.0,0.0,2025-05-13,0.7,0,0,0,0.0,q3,static,development
35847.51609053048,0.0,0.0,35847.51609053048,0.0,2478.740480779137,5868.959095569452,0.0,0.0,2025-05-14,0.7,0,0,0,0.0,q3,static,development
36658.519192844666,0.0,0.0,36658.519192844666,0.0,2457.1163045780095,6482.3468753992665,0.0,0.0,2025-05-15,0.7,0,0,0,0.0,q3,static,development
14988.17986539286,0.0,0.0,14988.17986539286,0.0,22541.311446475214,6371.837757234377,0.0,0.0,2025-05-16,0.7,0,0,0,0.0,q3,static,development
14860.17554844614,0.0,281.84779722916187,15142.023345675301,40.40249386885921,15137.487160972827,6125.051869342695,0.0,0.0,2025-05-17,0.7,0,0,0,0.0,q3,static,development
37149.187707914694,0.0,35.318698333333415,37184.50640624803,5.236666666666679,4573.424531442566,6194.078314812208,0.0,0.0,2025-05-18,0.7,0,0,0,0.0,q3,static,development
35065.24473025983,0.0,480.58834277142455,35545.83307303125,71.11519702380895,7152.715282036067,6198.548830577506,0.0,0.0,2025-05-19,0.7,0,0,0,0.0,q3,static,development
35876.79852457599,0.0,660.3322194611114,36537.1307440371,96.40005858905647,1243.8218588676843,6100.043583648304,0.0,0.0,2025-05-20,0.7,0,0,0,0.0,q3,static,development
34998.26936069052,0.0,0.0,34998.26936069052,0.0,2140.1741783672364,6043.115328766803,0.0,0.0,2025-05-21,0.7,0,0,0,0.0,q3,static,development
36803.839894298464,0.0,0.0,36803.839894298464,0.0,4353.48630125319,7072.947930212736,0.0,0.0,2025-05-22,0.7,0,0,0,0.0,q3,static,development
14312.966797260238,0.0,0.0,14312.966797260238,0.0,18136.973069989268,6794.382002787921,0.0,0.0,2025-05-23,0.7,0,0,0,0.0,q3,static,development
15130.932889485422,0.0,266.0424997168904,15396.975389202313,62.348283773256696,21090.886364390415,6992.736183372328,0.0,0.0,2025-05-24,0.7,0,0,0,0.0,q3,static,development
36094.68745615745,0.0,0.0,36094.68745615745,0.0,7993.832761099208,6571.948833224735,0.0,0.0,2025-05-25,0.7,0,0,0,0.0,q3,static,development
36599.433380120165,0.0,0.0,36599.433380120165,0.0,1578.8512589635034,6736.417751699653,0.0,0.0,2025-05-26,0.7,0,0,0,0.0,q3,static,development
34875.76611567667,0.0,0.0,34875.76611567667,0.0,3777.251953180903,6540.641317779928,0.0,0.0,2025-05-27,0.7,0,0,0,0.0,q3,static,development
37982.62950954784,0.0,0.0,37982.62950954784,0.0,6860.400353758405,6849.896126096005,0.0,0.0,2025-05-28,0.7,0,0,0,0.0,q3,static,development
37791.61977583685,0.0,66.01985800895196,37857.6396338458,9.820730086865296,3840.440532625558,7018.1386643570095,0.0,0.0,2025-05-29,0.7,0,0,0,0.0,q3,static,development
15240.377823518513,0.0,0.0,15240.377823518513,0.0,18013.796024373733,7474.9715513812835,0.0,0.0,2025-05-30,0.7,0,0,0,0.0,q3,static,development
15736.651552082487,0.0,0.0,15736.651552082487,0.0,17558.412762265307,7313.541827130619,0.0,0.0,2025-05-31,0.7,0,0,0,0.0,q3,static,development
40182.031038664936,0.0,42547.18725661411,82729.21829527905,6666.38730593482,57.93791801389591,5289.852073671749,0.0,0.0,2025-06-01,0.7,0,0,0,0.0,q3,static,development
42657.747628443125,0.0,25773.671090945045,68431.41871938817,3886.2747765919,1262.9992007641358,5241.534320589453,0.0,0.0,2025-06-02,0.7,0,0,0,0.0,q3,static,development
41127.152099963736,0.0,28909.93322892774,70037.08532889148,4636.006109390334,132.93831303874128,5416.022037454981,0.0,0.0,2025-06-03,0.7,0,0,0,0.0,q3,static,development
43887.65698034481,0.0,10189.039710677574,54076.696691022385,1551.3887628574034,248.28590622013644,5379.09386188263,0.0,0.0,2025-06-04,0.7,0,0,0,0.0,q3,static,development
41268.35196169253,0.0,43057.31409389667,84325.6660555892,6659.470935637961,33.31347953206978,5234.915433513819,0.0,0.0,2025-06-05,0.7,0,0,0,0.0,q3,static,development
18263.969053712754,0.0,18920.370180245394,37184.33923395815,3015.2964282703997,2194.4266639077987,5655.969697865289,0.0,0.0,2025-06-06,0.7,0,0,0,0.0,q3,static,development
17808.42801181955,0.0,13619.699573561698,31428.127585381248,2119.360563883302,733.7394552788231,5771.133562997115,0.0,0.0,2025-06-07,0.7,0,0,0,0.0,q3,static,development
43074.09807034636,0.0,7900.660930733756,50974.759001080114,1201.7748975712298,2959.9660020941883,5795.184332237624,0.0,0.0,2025-06-08,0.7,0,0,0,0.0,q3,static,development
46430.893350514045,0.0,4855.663921117169,51286.557271631216,704.1093917787184,844.8165917611792,6046.24911730557,0.0,0.0,2025-06-09,0.7,0,0,0,0.0,q3,static,development
44705.99960029508,0.0,19297.115707504665,64003.115307799744,2862.575564181654,376.3889054382804,5881.897959266333,0.0,0.0,2025-06-10,0.7,0,0,0,0.0,q3,static,development
46497.1227289088,0.0,32408.108195304507,78905.2309242133,5394.99033127855,754.3483720961991,5966.764106663906,0.0,0.0,2025-06-11,0.7,0,0,0,0.0,q3,static,development
45258.36143901464,0.0,24248.748455040528,69507.10989405517,3601.390610148686,980.0215535541522,6237.772335772956,0.0,0.0,2025-06-12,0.7,0,0,0,0.0,q3,static,development
19702.440159869977,0.0,5139.878022779073,24842.31818264905,754.5427628711022,4386.098583853172,6504.66550581109,0.0,0.0,2025-06-13,0.7,0,0,0,0.0,q3,static,development
19949.357582452438,0.0,302.5461243163212,20251.90370676876,56.706607055786414,6204.760910351643,6223.130237590512,0.0,0.0,2025-06-14,0.7,0,0,0,0.0,q3,static,development
46088.04298389924,0.0,9659.70740572747,55747.750389626715,1405.223276015914,1499.8794326192492,6297.858734274169,0.0,0.0,2025-06-15,0.7,0,0,0,0.0,q3,static,development
47275.73585262639,0.0,10206.01109719194,57481.746949818335,1620.101839155196,1370.9460191805588,6414.1249143220075,0.0,0.0,2025-06-16,0.7,0,0,0,0.0,q3,static,development
47998.225642726524,0.0,14352.574093813324,62350.79973653985,2100.806157295734,1436.7258567998047,6131.758634628507,0.0,0.0,2025-06-17,0.7,0,0,0,0.0,q3,static,development
48182.56673179897,0.0,279.59475807177535,48462.16148987075,41.47304777213094,3209.779892255039,6484.050712127138,0.0,0.0,2025-06-18,0.7,0,0,0,0.0,q3,static,development
46146.28010453813,0.0,1629.5135701312297,47775.79367466936,247.62180894949609,3214.9773300476495,6298.520878522275,0.0,0.0,2025-06-19,0.7,0,0,0,0.0,q3,static,development
21337.55546322039,0.0,0.0,21337.55546322039,0.0,10353.914737077634,7287.858378639027,0.0,0.0,2025-06-20,0.7,0,0,0,0.0,q3,static,development
20620.74649266609,0.0,0.0,20620.74649266609,0.0,12797.095460375533,7696.152404504036,0.0,0.0,2025-06-21,0.7,0,0,0,0.0,q3,static,development
46249.309837462395,0.0,59.17204146203991,46308.48187892444,8.777281237415991,4544.539442014882,6595.048581887041,0.0,0.0,2025-06-22,0.7,0,0,0,0.0,q3,static,development
48239.77607140274,0.0,0.0,48239.77607140274,0.0,5953.983974077648,6971.4516554222055,0.0,0.0,2025-06-23,0.7,0,0,0,0.0,q3,static,development
50591.93639410245,0.0,7161.3253640032635,57753.26175810571,1484.06897817498,1308.0030546485477,7116.695363853904,0.0,0.0,2025-06-24,0.7,0,0,0,0.0,q3,static,development
48083.63366693795,0.0,79.24563439713567,48162.87930133509,11.769736283549037,3137.654276936273,7023.141529144598,0.0,0.0,2025-06-25,0.7,0,0,0,0.0,q3,static,development
48131.68562317484,0.0,69.94477498497356,48201.63039815981,10.382954796255262,4981.838147022732,7208.187230316384,0.0,0.0,2025-06-26,0.7,0,0,0,0.0,q3,static,development
21355.65894207081,0.0,0.0,21355.65894207081,0.0,13068.160623431244,7889.758944426108,0.0,0.0,2025-06-27,0.7,0,0,0,0.0,q3,static,development
20325.817103929985,0.0,0.0,20325.817103929985,0.0,10267.127635793602,7659.375122886092,0.0,0.0,2025-06-28,0.7,0,0,0,0.0,q3,static,development
46270.08070478367,0.0,179.02485916666728,46449.10556395034,26.589166666666756,1286.281699591452,6913.57847339424,0.0,0.0,2025-06-29,0.7,0,0,0,0.0,q3,static,development
49536.07704395287,0.0,666.4196552003671,50202.49669915324,98.91500675547786,5222.563639731314,6244.9994681282615,0.0,0.0,2025-06-30,0.7,0,0,0,0.0,q3,static,development
52999.11610675213,0.0,7853.01524674015,60852.13135349228,1413.9577121958223,2885.5114930891027,5479.115411101374,0.0,0.0,2025-07-01,0.7,0,0,0,0.0,q3,static,audit
54339.5343097952,0.0,2846.623824980048,57186.15813477525,445.58137835929347,9214.076326048504,5743.493174358093,0.0,0.0,2025-07-02,0.7,0,0,0,0.0,q3,static,audit
57490.36627322983,0.0,2711.49278555855,60201.85905878838,480.28858722635437,6327.706165921739,5835.897094937495,0.0,0.0,2025-07-03,0.7,0,0,0,0.0,q3,static,audit
23238.038096475055,0.0,11411.113221852156,34649.15131832721,3001.784132037547,10111.361936796606,5596.54236890874,0.0,0.0,2025-07-04,0.7,0,0,0,0.0,q3,static,audit
24266.98230162763,0.0,9716.709448714431,33983.69175034206,2474.6943226505523,11015.955939468724,5646.900547064805,0.0,0.0,2025-07-05,0.7,0,0,0,0.0,q3,static,audit
55174.27696433189,0.0,9504.841378619238,64679.11834295113,1700.365866545476,4548.322359723789,5584.752004218416,0.0,0.0,2025-07-06,0.7,0,0,0,0.0,q3,static,audit
57174.01914431875,0.0,1093.0156702085044,58267.03481452726,161.94445315963208,12454.569247787804,5835.096621195127,0.0,0.0,2025-07-07,0.7,0,0,0,0.0,q3,static,audit
61989.80120550164,0.0,0.0,61989.80120550164,0.0,16305.77129415756,7006.145927387642,0.0,0.0,2025-07-08,0.7,0,0,0,0.0,q3,static,audit
61166.90070985093,0.0,104.90965284608943,61271.81036269702,15.56000506720352,17546.23116883535,7329.474085543001,0.0,0.0,2025-07-09,0.7,0,0,0,0.0,q3,static,audit
58236.33081043175,0.0,0.0,58236.33081043175,0.0,14425.021809282229,7051.839870518575,0.0,0.0,2025-07-10,0.7,0,0,0,0.0,q3,static,audit
