day_index,candidate_count,total_candidate_solve_seconds
336,15,2.1577504000015324
337,15,2.108832699999766
338,15,2.3321214000025066
339,15,1.9531495999981416
340,15,2.5493890999987343
341,15,2.259577000006175
342,15,2.8732137000042712
343,15,2.3980048000012175
344,15,2.33956820000094
345,15,2.476359800000864
346,15,2.13536749999912
347,15,2.3922523000019282
348,15,2.9536074999978155
349,15,2.846136699998169
350,15,2.921254400005637
351,15,2.977423900003487
352,15,2.269254099999671
353,15,2.442917699998361
354,15,2.5648216999961733
355,15,3.0958456000007573
356,15,2.82671610000034
357,15,2.5886171000020113
358,15,2.1886603999955696
359,15,2.526496299997234
360,15,2.6023481999964133
361,15,3.155380799998966
362,15,2.9458735000007437
363,15,2.610336699997788
364,15,2.8617378000053577
