day_index,plan_day,issue_time,planned_initial_energy_kwh,executed_initial_energy_kwh,upstream_planned_initial_energy_kwh,planned_initial_source,q0_source
157,2025-06-07,2025-06-07,7684.904292963265,7723.148277963265,3810.7053622222206,previous_confirmed_contract_and_last_release,Q4_causal_callback
158,2025-06-08,2025-06-08,7955.265190046286,8023.285916898139,4131.907928518519,previous_confirmed_contract_and_last_release,Q4_causal_callback
159,2025-06-09,2025-06-09,5943.739708731476,5948.484620768513,6211.351269247556,previous_confirmed_contract_and_last_release,Q4_causal_callback
160,2025-06-10,2025-06-10,5335.804264370367,5309.275541870367,5218.286417499991,previous_confirmed_contract_and_last_release,Q4_causal_callback
161,2025-06-11,2025-06-11,5324.516070473483,5302.655415473482,6071.790833222219,previous_confirmed_contract_and_last_release,Q4_causal_callback
162,2025-06-12,2025-06-12,5223.793856222221,5248.7618654814805,5674.653162296298,previous_confirmed_contract_and_last_release,Q4_causal_callback
163,2025-06-13,2025-06-13,4043.97702730947,4061.3748485594697,5981.653038499998,previous_confirmed_contract_and_last_release,Q4_causal_callback
164,2025-06-14,2025-06-14,8804.215295037035,8781.917990037036,5711.24960944333,previous_confirmed_contract_and_last_release,Q4_causal_callback
165,2025-06-15,2025-06-15,8742.590783564701,8848.612149305442,5926.126828609046,previous_confirmed_contract_and_last_release,Q4_causal_callback
166,2025-06-16,2025-06-16,8235.7559570463,8256.1380132963,8153.99026464815,previous_confirmed_contract_and_last_release,Q4_causal_callback
167,2025-06-17,2025-06-17,7175.654088777775,7186.432443777774,8256.154769537035,previous_confirmed_contract_and_last_release,Q4_causal_callback
168,2025-06-18,2025-06-18,5098.106221239605,5119.712543739604,6470.80924780087,previous_confirmed_contract_and_last_release,Q4_causal_callback
169,2025-06-19,2025-06-19,6011.585171836021,6026.995755169355,7442.033417796297,previous_confirmed_contract_and_last_release,Q4_causal_callback
170,2025-06-20,2025-06-20,8024.991329635715,7966.884475885715,7741.654415609739,previous_confirmed_contract_and_last_release,Q4_causal_callback
171,2025-06-21,2025-06-21,10800.0,10800.0,7739.945904240743,previous_confirmed_contract_and_last_release,Q4_causal_callback
172,2025-06-22,2025-06-22,9276.072131935189,9305.537003185189,8209.585041407407,previous_confirmed_contract_and_last_release,Q4_causal_callback
173,2025-06-23,2025-06-23,6956.262513081279,6945.45097808128,7528.827377500003,previous_confirmed_contract_and_last_release,Q4_causal_callback
174,2025-06-24,2025-06-24,6334.863960092594,6326.685899907409,7627.360291203703,previous_confirmed_contract_and_last_release,Q4_causal_callback
175,2025-06-25,2025-06-25,4377.538806547709,4349.445885251413,5615.735776500001,previous_confirmed_contract_and_last_release,Q4_causal_callback
176,2025-06-26,2025-06-26,6705.2018985957075,6704.874981095707,7828.336054398723,previous_confirmed_contract_and_last_release,Q4_causal_callback
177,2025-06-27,2025-06-27,4988.485144696297,4973.944080946297,6870.584165831481,previous_confirmed_contract_and_last_release,Q4_causal_callback
178,2025-06-28,2025-06-28,10800.0,10800.0,7836.57430338889,previous_confirmed_contract_and_last_release,Q4_causal_callback
179,2025-06-29,2025-06-29,10800.0,10735.303703703705,8046.041792703708,previous_confirmed_contract_and_last_release,Q4_causal_callback
180,2025-06-30,2025-06-30,8558.109695287041,8529.920551537041,8370.583060629628,previous_confirmed_contract_and_last_release,Q4_causal_callback
181,2025-07-01,2025-07-01,5699.377176972226,5528.797301370374,7546.664870814808,previous_confirmed_contract_and_last_release,Q4_causal_callback
182,2025-07-02,2025-07-02,2923.621262657278,2922.4374964072776,4061.948072962963,previous_confirmed_contract_and_last_release,Q4_causal_callback
183,2025-07-03,2025-07-03,2496.998738559709,2520.253036059709,3704.5180837037033,previous_confirmed_contract_and_last_release,Q4_causal_callback
184,2025-07-04,2025-07-04,2936.400186707398,2995.033334207398,3748.6581365740735,previous_confirmed_contract_and_last_release,Q4_causal_callback
185,2025-07-05,2025-07-05,6622.818607849072,6629.224702849072,3767.333893148147,previous_confirmed_contract_and_last_release,Q4_causal_callback
186,2025-07-06,2025-07-06,6665.794607158068,6673.175162713624,3742.0253886111113,previous_confirmed_contract_and_last_release,Q4_causal_callback
187,2025-07-07,2025-07-07,1691.5830845370353,1661.2832743518502,3933.049715855555,previous_confirmed_contract_and_last_release,Q4_causal_callback
188,2025-07-08,2025-07-08,2053.2697223117275,2109.88918990432,3830.96663925926,previous_confirmed_contract_and_last_release,Q4_causal_callback
189,2025-07-09,2025-07-09,3533.920993197525,3571.596835790118,6541.419654981483,previous_confirmed_contract_and_last_release,Q4_causal_callback
190,2025-07-10,2025-07-10,3364.5258805740746,3377.7106855740744,5893.156856656051,previous_confirmed_contract_and_last_release,Q4_causal_callback
191,2025-07-11,2025-07-11,3188.1155396823324,3250.8601984323323,5678.653550765742,previous_confirmed_contract_and_last_release,Q4_causal_callback
192,2025-07-12,2025-07-12,4322.020147553705,4253.2778142203715,5840.9353560351865,previous_confirmed_contract_and_last_release,Q4_causal_callback
193,2025-07-13,2025-07-13,5086.796158042986,5088.7073478578,5945.767388582225,previous_confirmed_contract_and_last_release,Q4_causal_callback
194,2025-07-14,2025-07-14,3545.9768094083365,3559.9461144083366,6309.3794441826685,previous_confirmed_contract_and_last_release,Q4_causal_callback
195,2025-07-15,2025-07-15,3391.3551909395146,3484.950070569144,6257.818744759257,previous_confirmed_contract_and_last_release,Q4_causal_callback
196,2025-07-16,2025-07-16,6162.759751071292,6159.579503571292,9988.728102648602,previous_confirmed_contract_and_last_release,Q4_causal_callback
197,2025-07-17,2025-07-17,5076.186637162037,5106.6650059120375,7921.080740634257,previous_confirmed_contract_and_last_release,Q4_causal_callback
198,2025-07-18,2025-07-18,5101.490342759455,5112.205379009455,9837.267506894836,previous_confirmed_contract_and_last_release,Q4_causal_callback
199,2025-07-19,2025-07-19,5952.562318639892,5999.899063639892,8525.565383888888,previous_confirmed_contract_and_last_release,Q4_causal_callback
200,2025-07-20,2025-07-20,6262.441614275927,6199.981822609261,8554.438101007225,previous_confirmed_contract_and_last_release,Q4_causal_callback
201,2025-07-21,2025-07-21,6257.089580990739,6275.522409740738,8997.21219168496,previous_confirmed_contract_and_last_release,Q4_causal_callback
202,2025-07-22,2025-07-22,6253.008649537037,6233.944092037036,9817.037976217653,previous_confirmed_contract_and_last_release,Q4_causal_callback
203,2025-07-23,2025-07-23,5428.467465000001,5436.2384775,8344.70648566667,previous_confirmed_contract_and_last_release,Q4_causal_callback
204,2025-07-24,2025-07-24,5135.9864399074095,5082.18368990741,7537.696612959077,previous_confirmed_contract_and_last_release,Q4_causal_callback
205,2025-07-25,2025-07-25,5977.13952243519,5944.14937368519,8016.707889563372,previous_confirmed_contract_and_last_release,Q4_causal_callback
