plan_day,time_index,issue_time,interval_start,interval_end,price_source_completed_at,price_model_id,selected_candidate,forecast_model_id,time_mapping,battery_interpretation,settlement_rule,residual_history_cutoff,planned_initial_energy_kwh,executed_initial_energy_kwh,planned_initial_source,load_actual_kw,pv_actual_kw,planned_grid_kwh,final_grid_kwh,up_kwh,down_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_supply_kwh,actual_soc_before_kwh,actual_soc_after_kwh,price_forecast_yuan_per_kwh,price_actual_yuan_per_kwh,base_cost_yuan,up_cost_yuan,down_cost_yuan,emergency_cost_yuan,ordinary_cost_yuan,cash_cost_yuan,load_forecast_kw,pv_forecast_kw,natural_day,block_index
2025-02-16,123,2025-02-16T00:00:00,2025-02-16 20:40:00,2025-02-16 20:50:00,2025-02-09 20:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-16T00:00:00,9825.77983953704,9835.08808953704,previous_confirmed_final_slot_and_issued_load_pv_forecast,4312.0562,0.0,0.0,0.0,0.0,0.0,0.0,172.8694902333399,545.8065430999934,0.0,1392.0772113703777,1200.0,1.325,1.336,0.0,0.0,0.0,3645.987707907956,0.0,3645.987707907956,4236.8529,0.0,2025-02-16,5
2025-02-16,127,2025-02-16T00:00:00,2025-02-16 21:20:00,2025-02-16 21:30:00,2025-02-09 21:30:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-16T00:00:00,9825.77983953704,9835.08808953704,previous_confirmed_final_slot_and_issued_load_pv_forecast,4334.7216,0.0,690.0747249999997,690.0747249999997,0.0,0.0,0.0,17.427158833333465,14.951716166666756,0.0,1219.363509814815,1200.0,0.9336,0.8973,619.2040507424997,0.0,0.0,67.0808745817504,619.2040507424997,686.2849253242501,4225.74165,0.0,2025-02-16,5
2025-02-16,129,2025-02-16T00:00:00,2025-02-16 21:40:00,2025-02-16 21:50:00,2025-02-09 21:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-16T00:00:00,9825.77983953704,9835.08808953704,previous_confirmed_final_slot_and_issued_load_pv_forecast,4488.6503,0.0,697.9067043333331,697.9067043333331,0.0,0.0,0.0,31.407075000000304,18.794603999999936,0.0,1234.8967500000003,1200.0,1.0396,0.9764,681.4361061110665,0.0,0.0,91.7552567279997,681.4361061110665,773.1913628390662,4351.41575,0.0,2025-02-16,5
2025-02-16,130,2025-02-16T00:00:00,2025-02-16 21:50:00,2025-02-16 22:00:00,2025-02-09 22:00:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-16T00:00:00,9825.77983953704,9835.08808953704,previous_confirmed_final_slot_and_issued_load_pv_forecast,4084.4293,0.0,671.6001083333333,671.6001083333333,0.0,0.0,0.0,0.0,9.13810833333332,0.0,1200.0,1200.0,0.7748,0.7715,518.1394835791666,0.0,0.0,35.250252895833285,518.1394835791666,553.3897364749998,3952.2968499999997,0.0,2025-02-16,5
2025-02-19,38,2025-02-19T00:00:00,2025-02-19 06:30:00,2025-02-19 06:40:00,2025-02-12 06:40:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-19T00:00:00,5082.126279333332,5082.641529333332,previous_confirmed_final_slot_and_issued_load_pv_forecast,5474.66,6.8625,66.21000000000004,66.21000000000004,0.0,0.0,0.0,833.3333333333333,11.756250000000023,0.0,7801.271830018514,6875.345904092588,1.0232,1.0848,71.82460800000004,0.0,0.0,63.765900000000116,71.82460800000004,135.59050800000017,5183.01,0.0,2025-02-19,1
2025-02-19,56,2025-02-19T00:00:00,2025-02-19 09:30:00,2025-02-19 09:40:00,2025-02-12 09:40:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-19T00:00:00,5082.126279333332,5082.641529333332,previous_confirmed_final_slot_and_issued_load_pv_forecast,6896.31,5121.9,0.0,0.0,0.0,0.0,0.0,189.61161659999695,106.12338340000318,0.0,1410.6795739999966,1200.0,1.1348,1.1366,0.0,0.0,0.0,603.0991878622181,0.0,603.0991878622181,6995.465,5167.5525,2025-02-19,2
2025-02-19,57,2025-02-19T00:00:00,2025-02-19 09:40:00,2025-02-19 09:50:00,2025-02-12 09:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-19T00:00:00,5082.126279333332,5082.641529333332,previous_confirmed_final_slot_and_issued_load_pv_forecast,6819.4961,5354.1142,0.0,0.0,0.0,0.0,0.0,0.0,244.23031666666668,0.0,1200.0,1200.0,1.0871,1.1442,0.0,0.0,0.0,1397.24164165,0.0,1397.24164165,6981.98465,5462.8774,2025-02-19,2
2025-02-19,58,2025-02-19T00:00:00,2025-02-19 09:50:00,2025-02-19 10:00:00,2025-02-12 10:00:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-19T00:00:00,5082.126279333332,5082.641529333332,previous_confirmed_final_slot_and_issued_load_pv_forecast,6912.8547,5543.3391,0.0,0.0,0.0,0.0,0.0,0.0,228.2525999999998,0.0,1200.0,1200.0,1.0729,1.1073,0.0,0.0,0.0,1263.7205198999989,0.0,1263.7205198999989,6882.6282,5702.84538,2025-02-19,2
2025-02-19,59,2025-02-19T00:00:00,2025-02-19 10:00:00,2025-02-19 10:10:00,2025-02-12 10:10:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-19T00:00:00,5082.126279333332,5082.641529333332,previous_confirmed_final_slot_and_issued_load_pv_forecast,6984.25,5714.25,0.0,0.0,0.0,0.0,0.0,0.0,211.66666666666652,0.0,1200.0,1200.0,1.0777,1.0261,0.0,0.0,0.0,1085.9558333333325,0.0,1085.9558333333325,6786.754999999999,5844.6675000000005,2025-02-19,2
2025-02-19,60,2025-02-19T00:00:00,2025-02-19 10:10:00,2025-02-19 10:20:00,2025-02-12 10:20:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-19T00:00:00,5082.126279333332,5082.641529333332,previous_confirmed_final_slot_and_issued_load_pv_forecast,6725.6262,6010.8518,0.0,0.0,0.0,0.0,0.0,0.0,119.12906666666663,0.0,1200.0,1200.0,1.1138,1.001,0.0,0.0,0.0,596.2409786666664,0.0,596.2409786666664,6809.59145,5968.072859999999,2025-02-19,2
2025-02-19,61,2025-02-19T00:00:00,2025-02-19 10:20:00,2025-02-19 10:30:00,2025-02-12 10:30:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-19T00:00:00,5082.126279333332,5082.641529333332,previous_confirmed_final_slot_and_issued_load_pv_forecast,6703.7161,6347.6532,0.0,0.0,0.0,0.0,0.0,0.0,59.3438166666665,0.0,1200.0,1200.0,1.0824,0.9849,0.0,0.0,0.0,292.2386251749992,0.0,292.2386251749992,6845.71605,6097.39176,2025-02-19,2
2025-02-19,62,2025-02-19T00:00:00,2025-02-19 10:30:00,2025-02-19 10:40:00,2025-02-12 10:40:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-19T00:00:00,5082.126279333332,5082.641529333332,previous_confirmed_final_slot_and_issued_load_pv_forecast,6925.07,6609.7875,0.0,0.0,0.0,0.0,0.0,0.0,52.547083333333376,0.0,1200.0,1200.0,1.0267,0.9853,0.0,0.0,0.0,258.8732060416669,0.0,258.8732060416669,6829.475,6202.4475,2025-02-19,2
2025-02-19,63,2025-02-19T00:00:00,2025-02-19 10:40:00,2025-02-19 10:50:00,2025-02-12 10:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-19T00:00:00,5082.126279333332,5082.641529333332,previous_confirmed_final_slot_and_issued_load_pv_forecast,6823.936,6747.8572,0.0,0.0,0.0,0.0,0.0,0.0,12.679799999999886,0.0,1200.0,1200.0,1.0581,1.0306,0.0,0.0,0.0,65.33900939999941,0.0,65.33900939999941,6787.4349,6252.25416,2025-02-19,2
2025-02-19,121,2025-02-19T00:00:00,2025-02-19 20:20:00,2025-02-19 20:30:00,2025-02-12 20:30:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-19T00:00:00,5082.126279333332,5082.641529333332,previous_confirmed_final_slot_and_issued_load_pv_forecast,4334.1051,0.0,0.0,0.0,0.0,0.0,0.0,417.68298891667195,304.667861083328,0.0,1664.0922099074132,1200.0,1.2836,1.2768,0.0,0.0,0.0,1944.9996251559655,0.0,1944.9996251559655,4273.4173,0.0,2025-02-19,5
2025-02-19,122,2025-02-19T00:00:00,2025-02-19 20:30:00,2025-02-19 20:40:00,2025-02-12 20:40:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-19T00:00:00,5082.126279333332,5082.641529333332,previous_confirmed_final_slot_and_issued_load_pv_forecast,4298.44,0.0,698.0766666666668,698.0766666666668,0.0,0.0,0.0,0.0,18.3299999999997,0.0,1200.0,1200.0,1.2251,1.2925,902.2640916666669,0.0,0.0,118.45762499999806,902.2640916666669,1020.721716666665,4267.735000000001,0.0,2025-02-19,5
2025-02-19,123,2025-02-19T00:00:00,2025-02-19 20:40:00,2025-02-19 20:50:00,2025-02-12 20:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-19T00:00:00,5082.126279333332,5082.641529333332,previous_confirmed_final_slot_and_issued_load_pv_forecast,4332.0993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722.0165499999999,0.0,1200.0,1200.0,1.2859,1.2849,0.0,0.0,0.0,4638.595325474999,0.0,4638.595325474999,4246.8108,0.0,2025-02-19,5
2025-02-19,124,2025-02-19T00:00:00,2025-02-19 20:50:00,2025-02-19 21:00:00,2025-02-12 21:00:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-19T00:00:00,5082.126279333332,5082.641529333332,previous_confirmed_final_slot_and_issued_load_pv_forecast,4395.011,0.0,701.7597083333333,701.7597083333333,0.0,0.0,0.0,0.0,30.7421250000001,0.0,1200.0,1200.0,1.1897,1.1686,820.0763951583333,0.0,0.0,179.6262363750006,820.0763951583333,999.7026315333339,4299.0588,0.0,2025-02-19,5
2025-02-19,125,2025-02-19T00:00:00,2025-02-19 21:00:00,2025-02-19 21:10:00,2025-02-12 21:10:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-19T00:00:00,5082.126279333332,5082.641529333332,previous_confirmed_final_slot_and_issued_load_pv_forecast,4437.99,0.0,712.6875,712.6875,0.0,0.0,0.0,0.0,26.977499999999964,0.0,1200.0,1200.0,0.9559,0.9931,707.76995625,0.0,0.0,133.95677624999982,707.76995625,841.7267324999998,4364.125,0.0,2025-02-19,5
2025-02-19,126,2025-02-19T00:00:00,2025-02-19 21:10:00,2025-02-19 21:20:00,2025-02-12 21:20:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-19T00:00:00,5082.126279333332,5082.641529333332,previous_confirmed_final_slot_and_issued_load_pv_forecast,4426.3736,0.0,704.4160249999998,704.4160249999998,0.0,0.0,0.0,0.0,33.31290833333355,0.0,1200.0,1200.0,0.8973,0.9153,644.7519876824998,0.0,0.0,152.456524987501,644.7519876824998,797.2085126700008,4291.967049999999,0.0,2025-02-19,5
2025-02-19,127,2025-02-19T00:00:00,2025-02-19 21:20:00,2025-02-19 21:30:00,2025-02-12 21:30:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-19T00:00:00,5082.126279333332,5082.641529333332,previous_confirmed_final_slot_and_issued_load_pv_forecast,4448.2955,0.0,721.2230916666665,721.2230916666665,0.0,0.0,0.0,0.0,20.15949166666678,0.0,1200.0,1200.0,0.9086,0.9197,663.3088774058332,0.0,0.0,92.70342242916719,663.3088774058332,756.0122998350004,4305.459199999999,0.0,2025-02-19,5
2025-02-19,128,2025-02-19T00:00:00,2025-02-19 21:30:00,2025-02-19 21:40:00,2025-02-12 21:40:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-19T00:00:00,5082.126279333332,5082.641529333332,previous_confirmed_final_slot_and_issued_load_pv_forecast,4544.11,0.0,737.2908333333331,737.2908333333331,0.0,0.0,0.0,0.0,20.06083333333345,0.0,1200.0,1200.0,0.9358,0.9724,716.9416063333332,0.0,0.0,97.53577166666723,716.9416063333332,814.4773780000004,4483.5,0.0,2025-02-19,5
2025-02-19,129,2025-02-19T00:00:00,2025-02-19 21:40:00,2025-02-19 21:50:00,2025-02-12 21:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-19T00:00:00,5082.126279333332,5082.641529333332,previous_confirmed_final_slot_and_issued_load_pv_forecast,4589.0789,0.0,713.9698692500003,713.9698692500003,0.0,0.0,0.0,0.0,50.87661408333304,0.0,1200.0,1200.0,1.0014,1.0143,724.1796383802753,0.0,0.0,258.02074832362354,724.1796383802753,982.2003867038989,4575.5931,0.0,2025-02-19,5
2025-02-19,130,2025-02-19T00:00:00,2025-02-19 21:50:00,2025-02-19 22:00:00,2025-02-12 22:00:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-19T00:00:00,5082.126279333332,5082.641529333332,previous_confirmed_final_slot_and_issued_load_pv_forecast,4144.8396,0.0,665.037375,665.037375,0.0,0.0,0.0,0.0,25.769225000000006,0.0,1200.0,1200.0,0.815,0.7984,530.9658402,0.0,0.0,102.87074620000003,530.9658402,633.8365864,4015.82245,0.0,2025-02-19,5
2025-02-19,131,2025-02-19T00:00:00,2025-02-19 22:00:00,2025-02-19 22:10:00,2025-02-12 22:10:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-19T00:00:00,5082.126279333332,5082.641529333332,previous_confirmed_final_slot_and_issued_load_pv_forecast,3425.35,0.0,557.14635,557.14635,0.0,0.0,0.0,0.0,13.745316666666668,0.0,1200.0,1200.0,0.4778,0.4517,251.66300629499997,0.0,0.0,31.043797691666665,251.66300629499997,282.7068039866666,3190.0299999999997,0.0,2025-02-19,5
2025-02-20,36,2025-02-20T00:00:00,2025-02-20 06:10:00,2025-02-20 06:20:00,2025-02-13 06:20:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-20T00:00:00,5345.150334629629,5318.367927222222,previous_confirmed_final_slot_and_issued_load_pv_forecast,5360.1711,5.3359,50.93706499999995,50.93706499999995,0.0,0.0,0.0,833.3333333333333,8.202134999999998,0.0,10737.74987037037,9811.823944444444,1.0537,1.1221,57.15648063649994,0.0,0.0,46.01807841749999,57.15648063649994,103.17455905399993,5248.7604,5.71986,2025-02-20,1
2025-02-20,61,2025-02-20T00:00:00,2025-02-20 10:20:00,2025-02-20 10:30:00,2025-02-13 10:30:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-20T00:00:00,5345.150334629629,5318.367927222222,previous_confirmed_final_slot_and_issued_load_pv_forecast,6838.7204,5906.7573,0.0,0.0,0.0,0.0,0.0,107.84925709999708,47.47792623333625,0.0,1319.8325078888856,1200.0,0.9752,1.0158,0.0,0.0,0.0,241.14038733911482,0.0,241.14038733911482,6886.13955,6215.835300000001,2025-02-20,2
2025-02-20,62,2025-02-20T00:00:00,2025-02-20 10:30:00,2025-02-20 10:40:00,2025-02-13 10:40:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-20T00:00:00,5345.150334629629,5318.367927222222,previous_confirmed_final_slot_and_issued_load_pv_forecast,6888.68,5931.9375,59.44916666666677,59.44916666666677,0.0,0.0,0.0,0.0,100.00791666666646,0.0,1200.0,1200.0,0.987,1.0377,61.69040025000011,0.0,0.0,518.891075624999,61.69040025000011,580.5814758749991,6877.505,6350.1075,2025-02-20,2
2025-02-20,63,2025-02-20T00:00:00,2025-02-20 10:40:00,2025-02-20 10:50:00,2025-02-13 10:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-20T00:00:00,5345.150334629629,5318.367927222222,previous_confirmed_final_slot_and_issued_load_pv_forecast,6767.7308,6182.0363,0.0,0.0,0.0,0.0,0.0,0.0,97.61575000000016,0.0,1200.0,1200.0,0.9928,1.0611,0.0,0.0,0.0,517.9003616250008,0.0,517.9003616250008,6779.30485,6431.41092,2025-02-20,2
2025-02-20,64,2025-02-20T00:00:00,2025-02-20 10:50:00,2025-02-20 11:00:00,2025-02-13 11:00:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-20T00:00:00,5345.150334629629,5318.367927222222,previous_confirmed_final_slot_and_issued_load_pv_forecast,6702.2679,6421.792,0.0,0.0,0.0,0.0,0.0,0.0,46.74598333333324,0.0,1200.0,1200.0,0.8172,0.9035,0.0,0.0,0.0,211.17497970833293,0.0,211.17497970833293,6755.06515,6540.921219999999,2025-02-20,2
2025-02-21,48,2025-02-21T00:00:00,2025-02-21 08:10:00,2025-02-21 08:20:00,2025-02-14 08:20:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-21T00:00:00,5603.236902037036,5593.562652037036,previous_confirmed_final_slot_and_issued_load_pv_forecast,3429.984,2969.2216,0.0,0.0,0.0,0.0,0.0,12.675758566667538,64.11797476666582,0.0,1214.0841761851862,1200.0,1.0035,0.9382,0.0,0.0,0.0,300.7774196304294,0.0,300.7774196304294,3629.5361000000003,2995.1853199999996,2025-02-21,2
2025-02-21,49,2025-02-21T00:00:00,2025-02-21 08:20:00,2025-02-21 08:30:00,2025-02-14 08:30:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-21T00:00:00,5603.236902037036,5593.562652037036,previous_confirmed_final_slot_and_issued_load_pv_forecast,3492.9685,3210.959,0.0,0.0,0.0,0.0,0.0,0.0,47.001583333333315,0.0,1200.0,1200.0,0.9216,0.903,0.0,0.0,0.0,212.21214874999995,0.0,212.21214874999995,3616.07525,3303.6249199999997,2025-02-21,2
2025-02-21,50,2025-02-21T00:00:00,2025-02-21 08:30:00,2025-02-21 08:40:00,2025-02-14 08:40:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-21T00:00:00,5603.236902037036,5593.562652037036,previous_confirmed_final_slot_and_issued_load_pv_forecast,3484.65,3473.4,0.0,0.0,0.0,0.0,0.0,0.0,1.875,0.0,1200.0,1200.0,0.9096,0.9333,0.0,0.0,0.0,8.7496875,0.0,8.7496875,3682.285,3609.9449999999997,2025-02-21,2
2025-02-22,47,2025-02-22T00:00:00,2025-02-22 08:00:00,2025-02-22 08:10:00,2025-02-15 08:10:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-22T00:00:00,10164.400634185191,10138.719884185191,previous_confirmed_final_slot_and_issued_load_pv_forecast,3513.77,2736.45,0.0,0.0,0.0,0.0,0.0,55.6029607333355,73.9503725999979,0.0,1261.781067481484,1200.0,0.9932,0.9836,0.0,0.0,0.0,363.6879324467897,0.0,363.6879324467897,3587.855,2698.29,2025-02-22,2
2025-02-22,48,2025-02-22T00:00:00,2025-02-22 08:10:00,2025-02-22 08:20:00,2025-02-15 08:20:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-22T00:00:00,10164.400634185191,10138.719884185191,previous_confirmed_final_slot_and_issued_load_pv_forecast,3630.6631,3007.6336,0.0,0.0,0.0,0.0,0.0,0.0,103.83824999999996,0.0,1200.0,1200.0,0.9883,1.0246,0.0,0.0,0.0,531.9633547499997,0.0,531.9633547499997,3591.60315,3026.3855799999997,2025-02-22,2
2025-02-22,49,2025-02-22T00:00:00,2025-02-22 08:20:00,2025-02-22 08:30:00,2025-02-15 08:30:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-22T00:00:00,10164.400634185191,10138.719884185191,previous_confirmed_final_slot_and_issued_load_pv_forecast,3633.8989,3392.3578,0.0,0.0,0.0,0.0,0.0,0.0,40.256849999999986,0.0,1200.0,1200.0,0.9171,0.9678,0.0,0.0,0.0,194.80289714999995,0.0,194.80289714999995,3509.37185,3334.52564,2025-02-22,2
