plan_day,time_index,issue_time,interval_start,interval_end,price_source_completed_at,price_model_id,selected_candidate,forecast_model_id,time_mapping,battery_interpretation,settlement_rule,residual_history_cutoff,planned_initial_energy_kwh,executed_initial_energy_kwh,planned_initial_source,load_actual_kw,pv_actual_kw,planned_grid_kwh,final_grid_kwh,up_kwh,down_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_supply_kwh,actual_soc_before_kwh,actual_soc_after_kwh,price_forecast_yuan_per_kwh,price_actual_yuan_per_kwh,base_cost_yuan,up_cost_yuan,down_cost_yuan,emergency_cost_yuan,ordinary_cost_yuan,cash_cost_yuan,confirmation_count,load_forecast_kw,pv_forecast_kw,release_used,natural_day,block_index
2025-02-19,131,2025-02-19T00:00:00,2025-02-19 22:00:00,2025-02-19 22:10:00,2025-02-12 22:10:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-19T00:00:00,5741.9578276026205,5759.306467602621,previous_confirmed_final_slot_and_issued_load_pv_forecast,3425.35,0.0,557.14635,557.14635,0.0,0.0,0.0,0.0,13.745316666666668,0.0,1200.0,1200.0,0.4778,0.4517,251.66300629499997,0.0,0.0,31.043797691666665,251.66300629499997,282.7068039866666,1,3190.0299999999997,0.0,18,2025-02-19,5
2025-02-20,36,2025-02-20T00:00:00,2025-02-20 06:10:00,2025-02-20 06:20:00,2025-02-13 06:20:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-20T00:00:00,5355.985519814814,5318.367927222222,previous_confirmed_final_slot_and_issued_load_pv_forecast,5360.1711,5.3359,50.93706499999995,50.93706499999995,0.0,0.0,0.0,833.3333333333334,8.202134999999885,0.0,10800.0,9874.074074074075,1.0537,1.1221,57.15648063649994,0.0,0.0,46.01807841749935,57.15648063649994,103.1745590539993,1,5248.7604,5.71986,6,2025-02-20,1
2025-02-22,49,2025-02-22T00:00:00,2025-02-22 08:20:00,2025-02-22 08:30:00,2025-02-15 08:30:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-22T00:00:00,10165.82400668519,10138.719884185191,previous_confirmed_final_slot_and_issued_load_pv_forecast,3633.8989,3392.3578,0.0,0.0,0.0,0.0,0.0,33.33740520833371,6.9194447916662725,0.0,1237.041561342593,1200.0,0.9171,0.9678,0.0,0.0,0.0,33.483193346873094,0.0,33.483193346873094,1,3509.37185,3334.52564,6,2025-02-22,2
2025-02-24,36,2025-02-24T00:00:00,2025-02-24 06:10:00,2025-02-24 06:20:00,2025-02-17 06:20:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-24T00:00:00,6654.469662830254,6650.888296580254,previous_confirmed_final_slot_and_issued_load_pv_forecast,5309.1383,0.0,25.771686666666675,25.771686666666675,0.0,0.0,0.0,833.3333333333334,25.751363333333188,0.0,9952.473148148149,9026.547222222223,1.0672,1.0219,26.336086604666676,0.0,0.0,131.57659095166593,26.336086604666676,157.9126775563326,1,5139.78945,3.7808,6,2025-02-24,1
2025-02-25,35,2025-02-25T00:00:00,2025-02-25 06:00:00,2025-02-25 06:10:00,2025-02-18 06:10:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-25T00:00:00,6264.320905833423,6304.864970648238,previous_confirmed_final_slot_and_issued_load_pv_forecast,5302.21,0.0,37.24416666666673,37.24416666666673,0.0,0.0,0.0,833.3333333333334,13.124166666666497,0.0,10769.010622222222,9843.084696296297,1.0015,1.0411,38.77490191666673,0.0,0.0,68.31784958333245,38.77490191666673,107.09275149999917,1,5085.205,0.0,6,2025-02-25,1
2025-02-25,38,2025-02-25T00:00:00,2025-02-25 06:30:00,2025-02-25 06:40:00,2025-02-18 06:40:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-25T00:00:00,6264.320905833423,6304.864970648238,previous_confirmed_final_slot_and_issued_load_pv_forecast,5304.62,118.05,20.434166666666513,20.434166666666513,0.0,0.0,0.0,833.3333333333334,10.660833333333358,0.0,8936.213866666667,8010.287940740741,1.0043,1.0264,20.97362866666651,0.0,0.0,54.711396666666786,20.97362866666651,75.6850253333333,1,5093.64,59.145,6,2025-02-25,1
2025-02-27,36,2025-02-27T00:00:00,2025-02-27 06:10:00,2025-02-27 06:20:00,2025-02-20 06:20:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-27T00:00:00,5536.533674395733,5534.84345680314,previous_confirmed_final_slot_and_issued_load_pv_forecast,5274.5613,0.0,34.053585000000304,34.053585000000304,0.0,0.0,0.0,833.3333333333334,11.70663166666634,0.0,9896.01514814815,8970.089222222225,1.1221,1.0228,34.83000673800031,0.0,0.0,59.86771434333166,34.83000673800031,94.69772108133196,1,5236.5616,0.62368,6,2025-02-27,1
2025-02-27,56,2025-02-27T00:00:00,2025-02-27 09:30:00,2025-02-27 09:40:00,2025-02-20 09:40:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-27T00:00:00,5536.533674395733,5534.84345680314,previous_confirmed_final_slot_and_issued_load_pv_forecast,6878.54,5458.8375,0.0,0.0,0.0,0.0,0.0,72.61362469395362,164.0034586393797,0.0,1280.681805215504,1200.0,1.0676,1.0767,0.0,0.0,0.0,882.9126195851005,0.0,882.9126195851005,1,7040.635,5678.715,6,2025-02-27,2
2025-02-27,57,2025-02-27T00:00:00,2025-02-27 09:40:00,2025-02-27 09:50:00,2025-02-20 09:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-27T00:00:00,5536.533674395733,5534.84345680314,previous_confirmed_final_slot_and_issued_load_pv_forecast,6906.9564,5689.9849,0.0,0.0,0.0,0.0,0.0,0.0,202.8285833333333,0.0,1200.0,1200.0,1.0643,1.0527,0.0,0.0,0.0,1067.588248375,0.0,1067.588248375,1,6910.179550000001,5954.6417599999995,6,2025-02-27,2
2025-02-27,58,2025-02-27T00:00:00,2025-02-27 09:50:00,2025-02-27 10:00:00,2025-02-20 10:00:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-27T00:00:00,5536.533674395733,5534.84345680314,previous_confirmed_final_slot_and_issued_load_pv_forecast,6888.0639,5793.6877,0.0,0.0,0.0,0.0,0.0,0.0,182.3960333333332,0.0,1200.0,1200.0,1.0644,1.0743,0.0,0.0,0.0,979.7402930499993,0.0,979.7402930499993,1,6832.0746500000005,6167.7484,6,2025-02-27,2
2025-02-27,59,2025-02-27T00:00:00,2025-02-27 10:00:00,2025-02-27 10:10:00,2025-02-20 10:10:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-27T00:00:00,5536.533674395733,5534.84345680314,previous_confirmed_final_slot_and_issued_load_pv_forecast,6878.21,6002.4375,0.0,0.0,0.0,0.0,0.0,0.0,145.96208333333334,0.0,1200.0,1200.0,1.0456,1.0711,0.0,0.0,0.0,781.6999372916666,0.0,781.6999372916666,1,6857.52,6302.077500000001,6,2025-02-27,2
2025-02-27,60,2025-02-27T00:00:00,2025-02-27 10:10:00,2025-02-27 10:20:00,2025-02-20 10:20:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-27T00:00:00,5536.533674395733,5534.84345680314,previous_confirmed_final_slot_and_issued_load_pv_forecast,6919.1745,6420.8095,0.0,0.0,0.0,0.0,0.0,0.0,83.06083333333322,0.0,1200.0,1200.0,1.0236,1.0049,0.0,0.0,0.0,417.33915708333274,0.0,417.33915708333274,1,6783.9557,6444.496,6,2025-02-27,2
2025-02-27,61,2025-02-27T00:00:00,2025-02-27 10:20:00,2025-02-27 10:30:00,2025-02-20 10:30:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,A,2025-02-27T00:00:00,5536.533674395733,5534.84345680314,previous_confirmed_final_slot_and_issued_load_pv_forecast,6918.1459,6758.7749,0.0,0.0,0.0,0.0,0.0,0.0,26.561833333333425,0.0,1200.0,1200.0,1.0158,0.9352,0.0,0.0,0.0,124.2031326666671,0.0,124.2031326666671,1,6832.5314,6634.661900000001,6,2025-02-27,2
2025-03-15,44,2025-03-15T00:00:00,2025-03-15 07:30:00,2025-03-15 07:40:00,2025-03-08 07:40:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-15T00:00:00,10800.0,10800.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,3226.45,2181.4875,0.0,132.8835566102871,132.8835566102871,0.0,0.0,5.744438945267848,35.53242111111162,0.0,1206.3827099391865,1200.0,0.635,0.6292,0.0,125.41550072878896,0.0,111.78499681555715,125.41550072878896,237.2004975443461,1,3249.8199999999997,2326.8675000000003,6,2025-03-15,1
2025-03-15,45,2025-03-15T00:00:00,2025-03-15 07:40:00,2025-03-15 07:50:00,2025-03-08 07:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-15T00:00:00,10800.0,10800.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,3161.2348,2499.1328,0.0,91.11040909722212,91.11040909722212,0.0,0.0,0.0,19.23992423611128,0.0,1200.0,1200.0,0.5617,0.5719,0.0,78.15906444405199,0.0,55.016563353160194,78.15906444405199,133.1756277972122,1,3189.7707499999997,2697.17656,6,2025-03-15,1
2025-03-15,46,2025-03-15T00:00:00,2025-03-15 07:50:00,2025-03-15 08:00:00,2025-03-08 08:00:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-15T00:00:00,10800.0,10800.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,3081.6772,2875.4267,0.0,0.0,0.0,0.0,0.0,0.0,34.37508333333329,0.0,1200.0,1200.0,0.7041,0.6687,0.0,0.0,0.0,114.93309112499986,0.0,114.93309112499986,1,3196.21535,3036.5026399999997,6,2025-03-15,1
2025-03-16,35,2025-03-16T00:00:00,2025-03-16 06:00:00,2025-03-16 06:10:00,2025-03-09 06:10:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-16T00:00:00,9917.880185934631,9876.085326166112,previous_confirmed_final_slot_and_issued_load_pv_forecast,5009.84,0.0,0.0,0.0,0.0,0.0,0.0,833.3333333333334,1.6399999999999864,0.0,9601.169476305555,8675.24355037963,0.919,0.9855,0.0,0.0,0.0,8.081099999999934,0.0,8.081099999999934,1,4719.33,0.0,6,2025-03-16,1
2025-04-02,123,2025-04-02T00:00:00,2025-04-02 20:40:00,2025-04-02 20:50:00,2025-03-26 20:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-02T00:00:00,3791.200418179626,3785.147108179626,previous_confirmed_final_slot_and_issued_load_pv_forecast,4455.3034,0.0,0.0,0.0,0.0,0.0,0.0,702.7961084711952,39.75445819547133,0.0,1980.8845649679947,1200.0,1.2877,1.3316,0.0,0.0,0.0,264.6851826654481,0.0,264.6851826654481,1,4250.75795,0.0,18,2025-04-02,5
2025-04-02,124,2025-04-02T00:00:00,2025-04-02 20:50:00,2025-04-02 21:00:00,2025-03-26 21:00:00,PRICE-LAG7-COMPLETED,nocvar_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-02T00:00:00,3791.200418179626,3785.147108179626,previous_confirmed_final_slot_and_issued_load_pv_forecast,4300.7769,0.0,698.9853749999999,698.9853749999999,0.0,0.0,0.0,0.0,17.810775000000035,0.0,1200.0,1200.0,1.1883,1.1619,812.1511072124998,0.0,0.0,103.47169736250021,812.1511072124998,915.622804575,1,4280.909250000001,0.0,18,2025-04-02,5
2025-04-10,123,2025-04-10T00:00:00,2025-04-10 20:40:00,2025-04-10 20:50:00,2025-04-03 20:50:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-10T00:00:00,7871.791881106775,7877.867256106775,previous_confirmed_final_slot_and_issued_load_pv_forecast,4368.1164,0.0,0.0,0.0,0.0,0.0,0.0,673.9823970915028,54.03700290849713,0.0,1948.8693301016697,1200.0,1.3867,1.2984,0.0,0.0,0.0,350.8082228819634,0.0,350.8082228819634,1,4364.5461,0.0,18,2025-04-10,5
2025-04-10,124,2025-04-10T00:00:00,2025-04-10 20:50:00,2025-04-10 21:00:00,2025-04-03 21:00:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.20_g0.00,Q2V2-SW2-REC5,A,A,A,2025-04-10T00:00:00,7871.791881106775,7877.867256106775,previous_confirmed_final_slot_and_issued_load_pv_forecast,4470.2372,0.0,721.0182833333331,721.0182833333331,0.0,0.0,0.0,0.0,24.021250000000123,0.0,1200.0,1200.0,1.2052,1.1766,848.3501121699998,0.0,0.0,141.31701375000074,848.3501121699998,989.6671259200004,1,4319.4716499999995,0.0,18,2025-04-10,5
2025-05-01,123,2025-05-01T00:00:00,2025-05-01 20:40:00,2025-05-01 20:50:00,2025-04-24 20:50:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.05_g0.05,Q2V2-SW2-REC5,A,A,A,2025-05-01T00:00:00,8302.170013388886,8238.546252185182,previous_confirmed_final_slot_and_issued_load_pv_forecast,5086.4612,0.0,0.0,0.0,0.0,0.0,0.0,355.2007270513877,492.5428062819456,0.0,1594.6674745015418,1200.0,1.349,1.3606,0.0,0.0,0.0,3350.768711136076,0.0,3350.768711136076,1,4411.71725,0.0,18,2025-05-01,5
2025-05-01,124,2025-05-01T00:00:00,2025-05-01 20:50:00,2025-05-01 21:00:00,2025-04-24 21:00:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.05_g0.05,Q2V2-SW2-REC5,A,A,A,2025-05-01T00:00:00,8302.170013388886,8238.546252185182,previous_confirmed_final_slot_and_issued_load_pv_forecast,5114.2648,0.0,690.0873833333335,756.3472235416665,66.259840208333,0.0,0.0,0.0,96.03024312500008,0.0,1200.0,1200.0,1.1881,1.2429,857.7096087450001,123.53153309240562,0.0,596.7799459003129,981.2411418374057,1578.0210877377185,1,4276.35095,0.0,18,2025-05-01,5
2025-05-01,125,2025-05-01T00:00:00,2025-05-01 21:00:00,2025-05-01 21:10:00,2025-04-24 21:10:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.05_g0.05,Q2V2-SW2-REC5,A,A,A,2025-05-01T00:00:00,8302.170013388886,8238.546252185182,previous_confirmed_final_slot_and_issued_load_pv_forecast,5040.16,0.0,721.4316666666666,745.7235337500002,24.291867083333614,0.0,0.0,0.0,94.30313291666641,0.0,1200.0,1200.0,0.8973,1.0129,730.7381351666666,36.90784825306292,0.0,477.59821665645705,767.6459834197294,1245.2442000761864,1,4211.72,0.0,18,2025-05-01,5
2025-05-01,126,2025-05-01T00:00:00,2025-05-01 21:10:00,2025-05-01 21:20:00,2025-04-24 21:20:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.05_g0.05,Q2V2-SW2-REC5,A,A,A,2025-05-01T00:00:00,8302.170013388886,8238.546252185182,previous_confirmed_final_slot_and_issued_load_pv_forecast,4792.0254,0.0,723.4687333333333,766.5249377083334,43.05620437500011,0.0,0.0,0.0,32.145962291666706,0.0,1200.0,1200.0,0.9005,0.9521,688.8145810066666,61.4907182781564,0.0,153.03085348947934,750.3052992848229,903.3361527743023,1,4348.70095,0.0,18,2025-05-01,5
2025-05-02,123,2025-05-02T00:00:00,2025-05-02 20:40:00,2025-05-02 20:50:00,2025-04-25 20:50:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.05_g0.05,Q2V2-SW2-REC5,A,A,A,2025-05-02T00:00:00,4885.576510942129,4892.491218442129,previous_confirmed_final_slot_and_issued_load_pv_forecast,3254.3056,0.0,0.0,0.0,0.0,0.0,0.0,470.7619147840274,71.6223518826393,0.0,1723.068794204475,1200.0,1.1466,1.2187,0.0,0.0,0.0,436.4308011968625,0.0,436.4308011968625,1,2792.1828,0.0,18,2025-05-02,5
2025-05-02,124,2025-05-02T00:00:00,2025-05-02 20:50:00,2025-05-02 21:00:00,2025-04-25 21:00:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.05_g0.05,Q2V2-SW2-REC5,A,A,A,2025-05-02T00:00:00,4885.576510942129,4892.491218442129,previous_confirmed_final_slot_and_issued_load_pv_forecast,3329.6055,0.0,0.0,498.6808747298582,498.6808747298582,0.0,0.0,0.0,56.25337527014182,0.0,1200.0,1200.0,0.9615,1.076,0.0,804.8709318139912,0.0,302.643158953363,804.8709318139912,1107.5140907673542,1,2701.5246500000003,0.0,18,2025-05-02,5
2025-05-02,125,2025-05-02T00:00:00,2025-05-02 21:00:00,2025-05-02 21:10:00,2025-04-25 21:10:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.05_g0.05,Q2V2-SW2-REC5,A,A,A,2025-05-02T00:00:00,4885.576510942129,4892.491218442129,previous_confirmed_final_slot_and_issued_load_pv_forecast,3489.56,0.0,454.52,494.60768104166675,40.08768104166677,0.0,0.0,0.0,86.9856522916665,0.0,1200.0,1200.0,0.7395,0.8248,374.88809599999996,49.59647898475013,0.0,358.7288300508326,424.4845749847501,783.2134050355827,1,2670.12,0.0,18,2025-05-02,5
2025-05-02,126,2025-05-02T00:00:00,2025-05-02 21:10:00,2025-05-02 21:20:00,2025-04-25 21:20:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.05_g0.05,Q2V2-SW2-REC5,A,A,A,2025-05-02T00:00:00,4885.576510942129,4892.491218442129,previous_confirmed_final_slot_and_issued_load_pv_forecast,3296.6588,0.0,444.50440833333323,490.6976877083333,46.19327937500009,0.0,0.0,0.0,58.745445625,0.0,1200.0,1200.0,0.7397,0.7774,345.55772703833327,53.8659830791876,0.0,228.343547144375,399.42371011752084,627.7672572618958,1,2664.26625,0.0,18,2025-05-02,5
2025-05-02,127,2025-05-02T00:00:00,2025-05-02 21:20:00,2025-05-02 21:30:00,2025-04-25 21:30:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.05_g0.05,Q2V2-SW2-REC5,A,A,A,2025-05-02T00:00:00,4885.576510942129,4892.491218442129,previous_confirmed_final_slot_and_issued_load_pv_forecast,2923.2706,0.0,445.85249999999996,480.95981,35.10731000000004,0.0,0.0,0.0,6.251956666666615,0.0,1200.0,1200.0,0.7538,0.7794,347.4974385,41.04395612100005,0.0,24.363875129999798,388.54139462100005,412.9052697509999,1,2605.96885,0.0,18,2025-05-02,5
2025-05-02,129,2025-05-02T00:00:00,2025-05-02 21:40:00,2025-05-02 21:50:00,2025-04-25 21:50:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.05_g0.05,Q2V2-SW2-REC5,A,A,A,2025-05-02T00:00:00,4885.576510942129,4892.491218442129,previous_confirmed_final_slot_and_issued_load_pv_forecast,3256.5346,0.0,92.34089488333063,527.0906495833333,434.74975470000265,0.0,0.0,8.801595168750032,6.863521914583339,0.0,1209.7795501875,1200.0,0.8426,0.8899,82.17416235667594,580.3257100612985,0.0,30.539240758938572,662.4998724179745,693.0391131769131,1,2872.56985,0.0,18,2025-05-02,5
2025-05-02,130,2025-05-02T00:00:00,2025-05-02 21:50:00,2025-05-02 22:00:00,2025-04-25 22:00:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.05_g0.05,Q2V2-SW2-REC5,A,A,A,2025-05-02T00:00:00,4885.576510942129,4892.491218442129,previous_confirmed_final_slot_and_issued_load_pv_forecast,3154.4634,0.0,478.7700250000001,504.495718125,25.725693124999907,0.0,0.0,0.0,21.248181874999943,0.0,1200.0,1200.0,0.6504,0.6879,329.34590019750004,26.54505645103115,0.0,73.0831215590623,355.8909566485312,428.9740782075935,1,2717.1842,0.0,18,2025-05-02,5
2025-05-03,130,2025-05-03T00:00:00,2025-05-03 21:50:00,2025-05-03 22:00:00,2025-04-26 22:00:00,PRICE-LAG7-COMPLETED,cvar_t0.90_r0.05_g0.05,Q2V2-SW2-REC5,A,A,A,2025-05-03T00:00:00,9651.153575039358,9646.402754226858,previous_confirmed_final_slot_and_issued_load_pv_forecast,3245.5321,0.0,482.90413333333345,482.90413333333345,0.0,0.0,0.0,18.90281000000034,39.11507333333286,0.0,1221.0031222222226,1200.0,0.6793,0.7038,339.8679290400001,0.0,0.0,137.64594305999833,339.8679290400001,477.5138720999984,1,2614.63835,0.0,18,2025-05-03,5
