plan_day,time_index,issue_time,interval_start,interval_end,price_source_completed_at,price_model_id,selected_candidate,forecast_model_id,time_mapping,battery_interpretation,settlement_rule,residual_history_cutoff,planned_initial_energy_kwh,executed_initial_energy_kwh,planned_initial_source,load_actual_kw,pv_actual_kw,planned_grid_kwh,final_grid_kwh,up_kwh,down_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_supply_kwh,actual_soc_before_kwh,actual_soc_after_kwh,price_forecast_yuan_per_kwh,price_actual_yuan_per_kwh,base_cost_yuan,up_cost_yuan,down_cost_yuan,emergency_cost_yuan,ordinary_cost_yuan,cash_cost_yuan,confirmation_count,load_forecast_kw,pv_forecast_kw,release_used
2025-03-20,12,2025-03-20T00:00:00,2025-03-20 02:10:00,2025-03-20 02:20:00,2025-03-13 02:20:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,3395.9017,0.0,1371.2531083333333,1371.2531083333333,0.0,0.0,805.2694916666667,0.0,0.0,0.0,7096.904205518514,7821.646748018514,0.3604,0.4404,603.89986891,0.0,-0.0,0.0,603.89986891,603.89986891,0,3529.2006499999998,0.0,0
2025-03-20,13,2025-03-20T00:00:00,2025-03-20 02:20:00,2025-03-20 02:30:00,2025-03-13 02:30:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,3276.7246,0.0,1369.8734749999999,1369.8734749999999,0.0,0.0,823.7527083333332,0.0,0.0,0.0,7821.646748018514,8563.024185518514,0.3984,0.4405,603.4292657374999,0.0,-0.0,0.0,603.4292657374999,603.4292657374999,0,3441.9577,0.0,0
2025-03-20,14,2025-03-20T00:00:00,2025-03-20 02:30:00,2025-03-20 02:40:00,2025-03-13 02:40:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,3394.28,0.0,574.0775,574.0775,0.0,0.0,8.36416666666662,0.0,0.0,0.0,8563.024185518514,8570.551935518513,0.4933,0.4545,260.91822375,0.0,-0.0,0.0,260.91822375,260.91822375,0,3454.54,0.0,0
2025-03-20,15,2025-03-20T00:00:00,2025-03-20 02:40:00,2025-03-20 02:50:00,2025-03-13 02:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,3587.5594,0.0,592.6753712280853,592.6753712280853,0.0,0.0,0.0,5.251195438581362,0.0,0.0,8570.551935518513,8564.71727392009,0.4528,0.4389,260.12522043200664,0.0,-0.0,0.0,260.12522043200664,260.12522043200664,0,3589.9057000000003,0.0,0
2025-03-20,16,2025-03-20T00:00:00,2025-03-20 02:50:00,2025-03-20 03:00:00,2025-03-13 03:00:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,3605.7268,0.0,592.8858083333334,592.8858083333334,0.0,0.0,0.0,8.068658333333133,0.0,0.0,8564.71727392009,8555.752097994166,0.4151,0.3868,229.32823066333336,0.0,-0.0,0.0,229.32823066333336,229.32823066333336,0,3665.59475,0.0,0
2025-03-20,17,2025-03-20T00:00:00,2025-03-20 03:00:00,2025-03-20 03:10:00,2025-03-13 03:10:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,3522.79,0.0,577.9425000000001,577.9425000000001,0.0,0.0,0.0,9.189166666666551,0.0,0.0,8555.752097994166,8545.54191280898,0.4276,0.3634,210.02430450000003,0.0,-0.0,0.0,210.02430450000003,210.02430450000003,0,3604.745,0.0,0
2025-03-20,18,2025-03-20T00:00:00,2025-03-20 03:10:00,2025-03-20 03:20:00,2025-03-13 03:20:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,3631.2618,0.0,1342.6142718686247,1342.6142718686247,0.0,0.0,737.4039718686247,0.0,0.0,0.0,8545.54191280898,9209.205487490743,0.4057,0.4416,592.8984624571847,0.0,-0.0,0.0,592.8984624571847,592.8984624571847,0,3496.81805,0.0,0
2025-03-20,19,2025-03-20T00:00:00,2025-03-20 03:20:00,2025-03-20 03:30:00,2025-03-13 03:30:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,3731.3543,0.0,613.6959083333334,613.6959083333334,0.0,0.0,0.0,8.196474999999964,0.0,0.0,9209.205487490743,9200.098293046298,0.4354,0.4839,296.9674500425,0.0,-0.0,0.0,296.9674500425,296.9674500425,0,3466.74395,0.0,0
2025-03-20,20,2025-03-20T00:00:00,2025-03-20 03:30:00,2025-03-20 03:40:00,2025-03-13 03:40:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,3721.01,0.0,559.5941666666668,559.5941666666668,0.0,0.0,0.0,60.57416666666654,0.0,0.0,9200.098293046298,9132.793663416669,0.4987,0.4574,255.95837183333336,0.0,-0.0,0.0,255.95837183333336,255.95837183333336,0,3554.605,0.0,0
2025-03-20,21,2025-03-20T00:00:00,2025-03-20 03:40:00,2025-03-20 03:50:00,2025-03-13 03:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,3699.7385,0.0,582.3380999999999,582.3380999999999,0.0,0.0,0.0,34.284983333333344,0.0,0.0,9132.793663416669,9094.699237490742,0.4766,0.4575,266.41968075,0.0,-0.0,0.0,266.41968075,266.41968075,0,3675.5733,0.0,0
2025-03-20,22,2025-03-20T00:00:00,2025-03-20 03:50:00,2025-03-20 04:00:00,2025-03-13 04:00:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,3674.7825,0.0,585.7305833333334,585.7305833333334,0.0,0.0,0.0,26.733166666666534,0.0,0.0,9094.699237490742,9064.995718972224,0.4358,0.4629,271.134687025,0.0,-0.0,0.0,271.134687025,271.134687025,0,3628.60615,0.0,0
2025-03-20,23,2025-03-20T00:00:00,2025-03-20 04:00:00,2025-03-20 04:10:00,2025-03-13 04:10:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,3623.58,0.0,582.5566666666666,582.5566666666666,0.0,0.0,0.0,21.373333333333335,0.0,0.0,9064.995718972224,9041.247570824076,0.4425,0.4426,257.8395806666666,0.0,-0.0,0.0,257.8395806666666,257.8395806666666,0,3535.935,0.0,0
2025-03-20,24,2025-03-20T00:00:00,2025-03-20 04:10:00,2025-03-20 04:20:00,2025-03-13 04:20:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,3538.7697,0.0019,579.0667616666665,579.0667616666665,0.0,0.0,0.0,10.727871666666829,0.0,0.0,9041.247570824076,9029.32771341667,0.4889,0.4023,232.95855821849992,0.0,-0.0,0.0,232.95855821849992,232.95855821849992,0,3693.98025,0.00098,0
2025-03-20,25,2025-03-20T00:00:00,2025-03-20 04:20:00,2025-03-20 04:30:00,2025-03-13 04:30:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,3488.7843,0.0,623.2074583333333,623.2074583333333,0.0,0.0,41.74340833333338,0.0,0.0,0.0,9029.32771341667,9066.89678091667,0.4731,0.4075,253.9570392708333,0.0,-0.0,0.0,253.9570392708333,253.9570392708333,0,3714.1735,0.0,0
2025-03-20,26,2025-03-20T00:00:00,2025-03-20 04:30:00,2025-03-20 04:40:00,2025-03-13 04:40:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,3513.51,0.0,617.4100000000001,617.4100000000001,0.0,0.0,31.825000000000045,0.0,0.0,0.0,9066.89678091667,9095.53928091667,0.4194,0.452,279.06932000000006,0.0,-0.0,0.0,279.06932000000006,279.06932000000006,0,3567.9700000000003,0.0,0
2025-03-20,27,2025-03-20T00:00:00,2025-03-20 04:40:00,2025-03-20 04:50:00,2025-03-13 04:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,3598.3779,0.0271,581.03311,581.03311,0.0,0.0,0.0,18.692023333333395,0.0,0.0,9095.53928091667,9074.770366101855,0.4455,0.4646,269.947982906,0.0,-0.0,0.0,269.947982906,269.947982906,0,3626.0032499999998,0.018340000000000002,0
2025-03-20,28,2025-03-20T00:00:00,2025-03-20 04:50:00,2025-03-20 05:00:00,2025-03-13 05:00:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,3700.4359,0.0,565.9657333333334,565.9657333333334,0.0,0.0,0.0,50.773583333333136,0.0,0.0,9074.770366101855,9018.355273509263,0.4488,0.4561,258.1369709733334,0.0,-0.0,0.0,258.1369709733334,258.1369709733334,0,3722.1988,0.0,0
2025-03-20,29,2025-03-20T00:00:00,2025-03-20 05:00:00,2025-03-20 05:10:00,2025-03-13 05:10:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,3753.57,0.0,1400.0683333333332,1400.0683333333332,0.0,0.0,774.4733333333331,0.0,0.0,0.0,9018.355273509263,9715.381273509263,0.4042,0.4379,613.0899231666666,0.0,-0.0,0.0,613.0899231666666,613.0899231666666,0,3712.04,0.0,0
2025-03-20,30,2025-03-20T00:00:00,2025-03-20 05:10:00,2025-03-20 05:20:00,2025-03-13 05:20:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,3716.9811,0.3776,1417.0411283333333,1417.0411283333333,0.0,0.0,797.6072116666667,0.0,0.0,0.0,9715.381273509263,10433.227764009263,0.4009,0.4177,591.8980793048333,0.0,-0.0,0.0,591.8980793048333,591.8980793048333,0,3639.1731499999996,0.25518,0
2025-03-20,31,2025-03-20T00:00:00,2025-03-20 05:20:00,2025-03-20 05:30:00,2025-03-13 05:30:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,3707.0664,0.0,632.3654666666665,632.3654666666665,0.0,0.0,14.52106666666657,0.0,0.0,0.0,10433.227764009263,10446.296724009264,0.4472,0.464,293.41757653333326,0.0,-0.0,0.0,293.41757653333326,293.41757653333326,0,3644.4786999999997,0.0,0
2025-03-20,32,2025-03-20T00:00:00,2025-03-20 05:30:00,2025-03-20 05:40:00,2025-03-13 05:40:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,3642.69,0.0,615.6383333333332,615.6383333333332,0.0,0.0,8.523333333333198,0.0,0.0,0.0,10446.296724009264,10453.967724009264,0.471,0.4802,295.6295276666666,0.0,-0.0,0.0,295.6295276666666,295.6295276666666,0,3687.6099999999997,0.0,0
2025-03-20,33,2025-03-20T00:00:00,2025-03-20 05:40:00,2025-03-20 05:50:00,2025-03-13 05:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,3457.8398,5.2594,611.3263033333334,611.3263033333334,0.0,0.0,35.89623666666671,0.0,0.0,0.0,10453.967724009264,10486.274337009265,0.4341,0.352,215.18685877333334,0.0,-0.0,0.0,215.18685877333334,215.18685877333334,0,3687.1904,3.55398,0
2025-03-20,34,2025-03-20T00:00:00,2025-03-20 05:50:00,2025-03-20 06:00:00,2025-03-13 06:00:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,4028.7787,0.0,649.26945,649.26945,0.0,0.0,0.0,22.19366666666656,0.0,0.0,10486.274337009265,10461.614707379635,0.6459,0.5794,376.18671933,0.0,-0.0,0.0,376.18671933,376.18671933,0,4169.50795,0.0,0
2025-03-20,35,2025-03-20T00:00:00,2025-03-20 06:00:00,2025-03-20 06:10:00,2025-03-13 06:10:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,4962.09,0.0,0.0,0.0,0.0,0.0,0.0,827.015,0.0,0.0,10461.614707379635,9542.70915182408,0.9879,1.0185,0.0,0.0,-0.0,0.0,0.0,0.0,1,4831.005,0.0,6
2025-03-20,36,2025-03-20T00:00:00,2025-03-20 06:10:00,2025-03-20 06:20:00,2025-03-13 06:20:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,4905.1198,153.4202,0.0,0.0,0.0,0.0,0.0,791.9499333333334,0.0,0.0,9542.70915182408,8662.764781453709,1.0059,0.995,0.0,0.0,-0.0,0.0,0.0,0.0,1,4792.1903999999995,109.92274,6
2025-03-20,37,2025-03-20T00:00:00,2025-03-20 06:20:00,2025-03-20 06:30:00,2025-03-13 06:30:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,4660.8239,401.044,0.0,0.0,0.0,0.0,0.0,709.9633166666667,0.0,0.0,8662.764781453709,7873.916651824079,0.9513,0.8932,0.0,0.0,-0.0,0.0,0.0,0.0,1,4764.9752,319.91222,6
2025-03-20,38,2025-03-20T00:00:00,2025-03-20 06:30:00,2025-03-20 06:40:00,2025-03-13 06:40:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,4703.75,675.525,0.0,0.0,0.0,0.0,0.0,671.3708333333333,0.0,0.0,7873.916651824079,7127.949059231487,0.9586,0.9281,0.0,0.0,-0.0,0.0,0.0,0.0,1,4940.16,595.7549999999999,6
2025-03-20,39,2025-03-20T00:00:00,2025-03-20 06:40:00,2025-03-20 06:50:00,2025-03-13 06:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,4726.9008,952.6316,0.0,0.0,0.0,0.0,0.0,629.0448666666667,0.0,0.0,7127.949059231487,6429.010318490746,0.9084,0.9231,0.0,0.0,-0.0,0.0,0.0,0.0,1,4815.3835500000005,896.42014,6
2025-03-20,40,2025-03-20T00:00:00,2025-03-20 06:50:00,2025-03-20 07:00:00,2025-03-13 07:00:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,4819.4733,1302.5378,0.0,0.0,0.0,0.0,0.0,586.1559166666666,0.0,0.0,6429.010318490746,5777.725966638894,0.8617,0.902,0.0,0.0,-0.0,0.0,0.0,0.0,1,4808.0581,1204.0835000000002,6
2025-03-20,41,2025-03-20T00:00:00,2025-03-20 07:00:00,2025-03-20 07:10:00,2025-03-13 07:10:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,4880.33,1693.2375,0.0,0.0,0.0,0.0,0.0,531.1820833333334,0.0,0.0,5777.725966638894,5187.523651824079,0.8496,0.8707,0.0,0.0,-0.0,0.0,0.0,0.0,1,4968.92,1509.7199999999998,6
2025-03-20,42,2025-03-20T00:00:00,2025-03-20 07:10:00,2025-03-20 07:20:00,2025-03-13 07:20:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,4689.3761,2009.9231,332.85711253333324,332.85711253333324,0.0,0.0,0.0,113.71838746666685,0.0,0.0,5187.523651824079,5061.169887972227,0.8373,0.7992,266.0194043366399,0.0,-0.0,0.0,266.0194043366399,266.0194043366399,1,4904.8430499999995,1808.00484,6
2025-03-20,43,2025-03-20T00:00:00,2025-03-20 07:20:00,2025-03-20 07:30:00,2025-03-13 07:30:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,4713.3646,2305.9149,408.3954816666666,408.3954816666666,0.0,0.0,7.15386500000011,0.0,0.0,0.0,5061.169887972227,5067.608366472227,0.8344,0.7957,324.9602847621666,0.0,-0.0,0.0,324.9602847621666,324.9602847621666,1,4855.929050000001,2097.0964200000003,6
2025-03-20,44,2025-03-20T00:00:00,2025-03-20 07:30:00,2025-03-20 07:40:00,2025-03-13 07:40:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,B,2025-03-20T00:00:00,5612.402973342589,5630.6210620925885,previous_confirmed_final_slot_and_issued_load_pv_forecast,4827.2,2609.7375,360.8133333333335,360.8133333333335,0.0,0.0,0.0,8.763749999999845,0.0,0.0,5067.608366472227,5057.870866472227,0.7859,0.8046,290.3104080000001,0.0,-0.0,0.0,290.3104080000001,290.3104080000001,1,4802.59,2378.6699999999996,6
