plan_day,time_index,issue_time,interval_start,interval_end,price_source_completed_at,price_model_id,selected_candidate,forecast_model_id,time_mapping,battery_interpretation,settlement_rule,residual_history_cutoff,planned_initial_energy_kwh,executed_initial_energy_kwh,planned_initial_source,load_actual_kw,pv_actual_kw,planned_grid_kwh,final_grid_kwh,up_kwh,down_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_supply_kwh,actual_soc_before_kwh,actual_soc_after_kwh,price_forecast_yuan_per_kwh,price_actual_yuan_per_kwh,base_cost_yuan,up_cost_yuan,down_cost_yuan,emergency_cost_yuan,ordinary_cost_yuan,cash_cost_yuan,load_forecast_kw,pv_forecast_kw
2025-03-20,17,2025-03-20T00:00:00,2025-03-20 03:00:00,2025-03-20 03:10:00,2025-03-13 03:10:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,3522.79,0.0,577.9425000000001,577.9425000000001,0.0,0.0,0.0,9.189166666666551,0.0,0.0,8510.43125354971,8500.221068364524,0.4276,0.3634,210.02430450000003,0.0,0.0,0.0,210.02430450000003,210.02430450000003,3604.745,0.0
2025-03-20,18,2025-03-20T00:00:00,2025-03-20 03:10:00,2025-03-20 03:20:00,2025-03-13 03:20:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,3631.2618,0.0,1388.949278195795,1388.949278195795,0.0,0.0,783.738978195795,0.0,0.0,0.0,8500.221068364524,9205.58614874074,0.4057,0.4416,613.360001251263,0.0,0.0,0.0,613.360001251263,613.360001251263,3496.81805,0.0
2025-03-20,19,2025-03-20T00:00:00,2025-03-20 03:20:00,2025-03-20 03:30:00,2025-03-13 03:30:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,3731.3543,0.0,613.6959083333334,613.6959083333334,0.0,0.0,0.0,8.196474999999964,0.0,0.0,9205.58614874074,9196.478954296295,0.4354,0.4839,296.9674500425,0.0,0.0,0.0,296.9674500425,296.9674500425,3466.74395,0.0
2025-03-20,20,2025-03-20T00:00:00,2025-03-20 03:30:00,2025-03-20 03:40:00,2025-03-13 03:40:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,3721.01,0.0,559.5941666666668,559.5941666666668,0.0,0.0,0.0,60.57416666666654,0.0,0.0,9196.478954296295,9129.174324666667,0.4987,0.4574,255.95837183333336,0.0,0.0,0.0,255.95837183333336,255.95837183333336,3554.605,0.0
2025-03-20,21,2025-03-20T00:00:00,2025-03-20 03:40:00,2025-03-20 03:50:00,2025-03-13 03:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,3699.7385,0.0,582.3380999999999,582.3380999999999,0.0,0.0,0.0,34.284983333333344,0.0,0.0,9129.174324666667,9091.07989874074,0.4766,0.4575,266.41968075,0.0,0.0,0.0,266.41968075,266.41968075,3675.5733,0.0
2025-03-20,22,2025-03-20T00:00:00,2025-03-20 03:50:00,2025-03-20 04:00:00,2025-03-13 04:00:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,3674.7825,0.0,585.7305833333334,585.7305833333334,0.0,0.0,0.0,26.733166666666534,0.0,0.0,9091.07989874074,9061.376380222222,0.4358,0.4629,271.134687025,0.0,0.0,0.0,271.134687025,271.134687025,3628.60615,0.0
2025-03-20,23,2025-03-20T00:00:00,2025-03-20 04:00:00,2025-03-20 04:10:00,2025-03-13 04:10:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,3623.58,0.0,582.5566666666666,582.5566666666666,0.0,0.0,0.0,21.373333333333335,0.0,0.0,9061.376380222222,9037.628232074074,0.4425,0.4426,257.8395806666666,0.0,0.0,0.0,257.8395806666666,257.8395806666666,3535.935,0.0
2025-03-20,24,2025-03-20T00:00:00,2025-03-20 04:10:00,2025-03-20 04:20:00,2025-03-13 04:20:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,3538.7697,0.0019,579.0667616666665,579.0667616666665,0.0,0.0,0.0,10.727871666666829,0.0,0.0,9037.628232074074,9025.708374666667,0.4889,0.4023,232.95855821849992,0.0,0.0,0.0,232.95855821849992,232.95855821849992,3693.98025,0.00098
2025-03-20,25,2025-03-20T00:00:00,2025-03-20 04:20:00,2025-03-20 04:30:00,2025-03-13 04:30:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,3488.7843,0.0,623.2074583333333,623.2074583333333,0.0,0.0,41.74340833333338,0.0,0.0,0.0,9025.708374666667,9063.277442166667,0.4731,0.4075,253.9570392708333,0.0,0.0,0.0,253.9570392708333,253.9570392708333,3714.1735,0.0
2025-03-20,26,2025-03-20T00:00:00,2025-03-20 04:30:00,2025-03-20 04:40:00,2025-03-13 04:40:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,3513.51,0.0,617.4100000000001,617.4100000000001,0.0,0.0,31.825000000000045,0.0,0.0,0.0,9063.277442166667,9091.919942166667,0.4194,0.452,279.06932000000006,0.0,0.0,0.0,279.06932000000006,279.06932000000006,3567.9700000000003,0.0
2025-03-20,27,2025-03-20T00:00:00,2025-03-20 04:40:00,2025-03-20 04:50:00,2025-03-13 04:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,3598.3779,0.0271,581.03311,581.03311,0.0,0.0,0.0,18.692023333333395,0.0,0.0,9091.919942166667,9071.151027351852,0.4455,0.4646,269.947982906,0.0,0.0,0.0,269.947982906,269.947982906,3626.0032499999998,0.018340000000000002
2025-03-20,28,2025-03-20T00:00:00,2025-03-20 04:50:00,2025-03-20 05:00:00,2025-03-13 05:00:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,3700.4359,0.0,565.9657333333334,565.9657333333334,0.0,0.0,0.0,50.773583333333136,0.0,0.0,9071.151027351852,9014.735934759261,0.4488,0.4561,258.1369709733334,0.0,0.0,0.0,258.1369709733334,258.1369709733334,3722.1988,0.0
2025-03-20,29,2025-03-20T00:00:00,2025-03-20 05:00:00,2025-03-20 05:10:00,2025-03-13 05:10:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,3753.57,0.0,1400.0683333333332,1400.0683333333332,0.0,0.0,774.4733333333331,0.0,0.0,0.0,9014.735934759261,9711.76193475926,0.4042,0.4379,613.0899231666666,0.0,0.0,0.0,613.0899231666666,613.0899231666666,3712.04,0.0
2025-03-20,30,2025-03-20T00:00:00,2025-03-20 05:10:00,2025-03-20 05:20:00,2025-03-13 05:20:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,3716.9811,0.3776,1417.0411283333333,1417.0411283333333,0.0,0.0,797.6072116666667,0.0,0.0,0.0,9711.76193475926,10429.608425259261,0.4009,0.4177,591.8980793048333,0.0,0.0,0.0,591.8980793048333,591.8980793048333,3639.1731499999996,0.25518
2025-03-20,31,2025-03-20T00:00:00,2025-03-20 05:20:00,2025-03-20 05:30:00,2025-03-13 05:30:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,3707.0664,0.0,632.3654666666665,632.3654666666665,0.0,0.0,14.52106666666657,0.0,0.0,0.0,10429.608425259261,10442.677385259261,0.4472,0.464,293.41757653333326,0.0,0.0,0.0,293.41757653333326,293.41757653333326,3644.4786999999997,0.0
2025-03-20,32,2025-03-20T00:00:00,2025-03-20 05:30:00,2025-03-20 05:40:00,2025-03-13 05:40:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,3642.69,0.0,615.6383333333332,615.6383333333332,0.0,0.0,8.523333333333198,0.0,0.0,0.0,10442.677385259261,10450.348385259262,0.471,0.4802,295.6295276666666,0.0,0.0,0.0,295.6295276666666,295.6295276666666,3687.6099999999997,0.0
2025-03-20,33,2025-03-20T00:00:00,2025-03-20 05:40:00,2025-03-20 05:50:00,2025-03-13 05:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,3457.8398,5.2594,611.3263033333334,611.3263033333334,0.0,0.0,35.89623666666671,0.0,0.0,0.0,10450.348385259262,10482.654998259262,0.4341,0.352,215.18685877333334,0.0,0.0,0.0,215.18685877333334,215.18685877333334,3687.1904,3.55398
2025-03-20,34,2025-03-20T00:00:00,2025-03-20 05:50:00,2025-03-20 06:00:00,2025-03-13 06:00:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,4028.7787,0.0,649.26945,649.26945,0.0,0.0,0.0,22.19366666666656,0.0,0.0,10482.654998259262,10457.995368629632,0.6459,0.5794,376.18671933,0.0,0.0,0.0,376.18671933,376.18671933,4169.50795,0.0
2025-03-20,35,2025-03-20T00:00:00,2025-03-20 06:00:00,2025-03-20 06:10:00,2025-03-13 06:10:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,4962.09,0.0,0.0,0.0,0.0,0.0,0.0,827.015,0.0,0.0,10457.995368629632,9539.089813074077,0.9879,1.0185,0.0,0.0,0.0,0.0,0.0,0.0,4831.005,0.0
2025-03-20,36,2025-03-20T00:00:00,2025-03-20 06:10:00,2025-03-20 06:20:00,2025-03-13 06:20:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,4905.1198,153.4202,0.0,0.0,0.0,0.0,0.0,791.9499333333334,0.0,0.0,9539.089813074077,8659.145442703706,1.0059,0.995,0.0,0.0,0.0,0.0,0.0,0.0,4792.1903999999995,109.92274
2025-03-20,37,2025-03-20T00:00:00,2025-03-20 06:20:00,2025-03-20 06:30:00,2025-03-13 06:30:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,4660.8239,401.044,0.0,0.0,0.0,0.0,0.0,709.9633166666667,0.0,0.0,8659.145442703706,7870.297313074077,0.9513,0.8932,0.0,0.0,0.0,0.0,0.0,0.0,4764.9752,319.91222
2025-03-20,38,2025-03-20T00:00:00,2025-03-20 06:30:00,2025-03-20 06:40:00,2025-03-13 06:40:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,4703.75,675.525,0.0,0.0,0.0,0.0,0.0,671.3708333333333,0.0,0.0,7870.297313074077,7124.329720481484,0.9586,0.9281,0.0,0.0,0.0,0.0,0.0,0.0,4940.16,595.7549999999999
2025-03-20,39,2025-03-20T00:00:00,2025-03-20 06:40:00,2025-03-20 06:50:00,2025-03-13 06:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,4726.9008,952.6316,0.0,0.0,0.0,0.0,0.0,629.0448666666667,0.0,0.0,7124.329720481484,6425.390979740743,0.9084,0.9231,0.0,0.0,0.0,0.0,0.0,0.0,4815.3835500000005,896.42014
2025-03-20,40,2025-03-20T00:00:00,2025-03-20 06:50:00,2025-03-20 07:00:00,2025-03-13 07:00:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,4819.4733,1302.5378,0.0,0.0,0.0,0.0,0.0,586.1559166666666,0.0,0.0,6425.390979740743,5774.106627888891,0.8617,0.902,0.0,0.0,0.0,0.0,0.0,0.0,4808.0581,1204.0835000000002
2025-03-20,41,2025-03-20T00:00:00,2025-03-20 07:00:00,2025-03-20 07:10:00,2025-03-13 07:10:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,4880.33,1693.2375,0.0,0.0,0.0,0.0,0.0,531.1820833333334,0.0,0.0,5774.106627888891,5183.9043130740765,0.8496,0.8707,0.0,0.0,0.0,0.0,0.0,0.0,4968.92,1509.7199999999998
2025-03-20,42,2025-03-20T00:00:00,2025-03-20 07:10:00,2025-03-20 07:20:00,2025-03-13 07:20:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,4689.3761,2009.9231,332.85711253333324,332.85711253333324,0.0,0.0,0.0,113.71838746666685,0.0,0.0,5183.9043130740765,5057.550549222225,0.8373,0.7992,266.0194043366399,0.0,0.0,0.0,266.0194043366399,266.0194043366399,4904.8430499999995,1808.00484
2025-03-20,43,2025-03-20T00:00:00,2025-03-20 07:20:00,2025-03-20 07:30:00,2025-03-13 07:30:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,4713.3646,2305.9149,408.3954816666666,408.3954816666666,0.0,0.0,7.15386500000011,0.0,0.0,0.0,5057.550549222225,5063.989027722225,0.8344,0.7957,324.9602847621666,0.0,0.0,0.0,324.9602847621666,324.9602847621666,4855.929050000001,2097.0964200000003
2025-03-20,44,2025-03-20T00:00:00,2025-03-20 07:30:00,2025-03-20 07:40:00,2025-03-13 07:40:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,4827.2,2609.7375,360.8133333333335,360.8133333333335,0.0,0.0,0.0,8.763749999999845,0.0,0.0,5063.989027722225,5054.251527722225,0.7859,0.8046,290.3104080000001,0.0,0.0,0.0,290.3104080000001,290.3104080000001,4802.59,2378.6699999999996
2025-03-20,45,2025-03-20T00:00:00,2025-03-20 07:40:00,2025-03-20 07:50:00,2025-03-13 07:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.02,Q2V2-SW2-REC5,A,A,A,2025-03-20T00:00:00,5570.701467648144,5585.300217648144,previous_confirmed_final_slot_and_issued_load_pv_forecast,4578.156,2894.0148,1095.1853783333331,1095.1853783333331,0.0,0.0,814.495178333333,0.0,0.0,0.0,5054.251527722225,5787.297188222225,0.669,0.7001,766.7392833711665,0.0,0.0,0.0,766.7392833711665,766.7392833711665,4628.49005,2663.07168
