plan_day,time_index,issue_time,interval_start,interval_end,price_source_completed_at,price_model_id,selected_candidate,forecast_model_id,time_mapping,battery_interpretation,settlement_rule,residual_history_cutoff,planned_initial_energy_kwh,executed_initial_energy_kwh,planned_initial_source,load_actual_kw,pv_actual_kw,planned_grid_kwh,final_grid_kwh,up_kwh,down_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_supply_kwh,actual_soc_before_kwh,actual_soc_after_kwh,price_forecast_yuan_per_kwh,price_actual_yuan_per_kwh,base_cost_yuan,up_cost_yuan,down_cost_yuan,emergency_cost_yuan,ordinary_cost_yuan,cash_cost_yuan,confirmation_count,load_forecast_kw,pv_forecast_kw,release_used
2025-01-01,10,2025-01-01T00:00:00,2025-01-01 01:50:00,2025-01-01 02:00:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,3694.6613,0.0,582.5140166666666,582.5140166666666,0.0,0.0,0.0,33.262866666666696,0.0,0.0,9667.628574629629,9630.669833888887,0.4333,0.478,278.44169996666665,0.0,-0.0,0.0,278.44169996666665,278.44169996666665,0,3495.0841,0.0,0
2025-01-01,11,2025-01-01T00:00:00,2025-01-01 02:00:00,2025-01-01 02:10:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,4064.73,0.0,583.0740499999999,583.0740499999999,0.0,0.0,0.0,94.38094999999998,0.0,0.0,9630.669833888887,9525.802111666666,0.4311,0.4941,288.09688810499995,0.0,-0.0,0.0,288.09688810499995,288.09688810499995,0,3498.4443,0.0,0
2025-01-01,12,2025-01-01T00:00:00,2025-01-01 02:10:00,2025-01-01 02:20:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,3810.671,0.0,584.2049166666666,584.2049166666666,0.0,0.0,0.0,50.90691666666669,0.0,0.0,9525.802111666666,9469.238870925925,0.4293,0.484,282.7551796666666,0.0,-0.0,0.0,282.7551796666666,282.7551796666666,0,3505.2295,0.0,0
2025-01-01,13,2025-01-01T00:00:00,2025-01-01 02:20:00,2025-01-01 02:30:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,3844.9495,0.0,585.4397833333333,585.4397833333333,0.0,0.0,0.0,55.38513333333344,0.0,0.0,9469.238870925925,9407.699833888888,0.4324,0.4751,278.14244106166666,0.0,-0.0,0.0,278.14244106166666,278.14244106166666,0,3512.6387,0.0,0
2025-01-01,14,2025-01-01T00:00:00,2025-01-01 02:30:00,2025-01-01 02:40:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,4234.62,0.0,586.1447499999999,586.1447499999999,0.0,0.0,0.0,119.62525000000005,0.0,0.0,9407.699833888888,9274.782889444443,0.4367,0.488,286.03863799999993,0.0,-0.0,0.0,286.03863799999993,286.03863799999993,0,3516.8685,0.0,0
2025-01-01,15,2025-01-01T00:00:00,2025-01-01 02:40:00,2025-01-01 02:50:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,4109.9755,0.0,586.3207666666666,586.3207666666666,0.0,0.0,0.0,98.67514999999992,0.0,0.0,9274.782889444443,9165.143833888887,0.4348,0.5215,305.7662798166666,0.0,-0.0,0.0,305.7662798166666,305.7662798166666,0,3517.9246,0.0,0
2025-01-01,16,2025-01-01T00:00:00,2025-01-01 02:50:00,2025-01-01 03:00:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,3996.8945,0.0,586.4253,586.4253,0.0,0.0,0.0,79.72378333333324,0.0,0.0,9165.143833888887,9076.561852407405,0.4335,0.5498,322.41662993999995,0.0,-0.0,0.0,322.41662993999995,322.41662993999995,0,3518.5518,0.0,0
2025-01-01,17,2025-01-01T00:00:00,2025-01-01 03:00:00,2025-01-01 03:10:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,4102.19,0.0,586.8496,586.8496,0.0,0.0,0.0,96.84873333333326,0.0,0.0,9076.561852407405,8968.952148703702,0.4357,0.5471,321.06541616000004,0.0,-0.0,0.0,321.06541616000004,321.06541616000004,0,3521.0976,0.0,0
2025-01-01,18,2025-01-01T00:00:00,2025-01-01 03:10:00,2025-01-01 03:20:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,4086.0577,0.0,587.8210166666667,587.8210166666667,0.0,0.0,0.0,93.18859999999995,0.0,0.0,8968.952148703702,8865.409259814813,0.4374,0.5067,297.848909145,0.0,-0.0,0.0,297.848909145,297.848909145,0,3526.9261,0.0,0
2025-01-01,19,2025-01-01T00:00:00,2025-01-01 03:20:00,2025-01-01 03:30:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,4133.7626,0.0,589.5475666666666,589.5475666666666,0.0,0.0,0.0,99.41286666666667,0.0,0.0,8865.409259814813,8754.950519074071,0.4371,0.4769,281.15523454333334,0.0,-0.0,0.0,281.15523454333334,281.15523454333334,0,3537.2854,0.0,0
2025-01-01,20,2025-01-01T00:00:00,2025-01-01 03:30:00,2025-01-01 03:40:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,4179.18,0.0,590.8134666666666,590.8134666666666,0.0,0.0,0.0,105.71653333333336,0.0,0.0,8754.950519074071,8637.487704259256,0.4356,0.4669,275.85080758666663,0.0,-0.0,0.0,275.85080758666663,275.85080758666663,0,3544.8808,0.0,0
2025-01-01,21,2025-01-01T00:00:00,2025-01-01 03:40:00,2025-01-01 03:50:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,3953.3711,0.0,590.2131166666666,590.2131166666666,0.0,0.0,0.0,68.68206666666674,0.0,0.0,8637.487704259256,8561.174296851848,0.4353,0.4501,265.6549238116666,0.0,-0.0,0.0,265.6549238116666,265.6549238116666,0,3541.2787,0.0,0
2025-01-01,22,2025-01-01T00:00:00,2025-01-01 03:50:00,2025-01-01 04:00:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,3910.7496,0.0,591.0662666666666,591.0662666666666,0.0,0.0,0.0,60.725333333333424,0.0,0.0,8561.174296851848,8493.701704259256,0.436,0.4608,272.36333568,0.0,-0.0,0.0,272.36333568,272.36333568,0,3546.3976,0.0,0
2025-01-01,23,2025-01-01T00:00:00,2025-01-01 04:00:00,2025-01-01 04:10:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,4099.31,0.0,593.3678333333332,593.3678333333332,0.0,0.0,0.0,89.85050000000012,0.0,0.0,8493.701704259256,8393.867815370368,0.4378,0.4927,292.35233148333333,0.0,-0.0,0.0,292.35233148333333,292.35233148333333,0,3560.207,0.0,0
2025-01-01,24,2025-01-01T00:00:00,2025-01-01 04:10:00,2025-01-01 04:20:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,4123.8623,0.0,593.6596833333333,593.6596833333333,0.0,0.0,0.0,93.65069999999992,0.0,0.0,8393.867815370368,8289.811482037034,0.4401,0.4976,295.40505842666664,0.0,-0.0,0.0,295.40505842666664,295.40505842666664,0,3561.9581,0.0,0
2025-01-01,25,2025-01-01T00:00:00,2025-01-01 04:20:00,2025-01-01 04:30:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,4169.0068,0.0,592.7863833333333,592.7863833333333,0.0,0.0,0.0,102.04808333333335,0.0,0.0,8289.811482037034,8176.424722777774,0.4389,0.4889,289.8132628116667,0.0,-0.0,0.0,289.8132628116667,289.8132628116667,0,3556.7183,0.0,0
2025-01-01,26,2025-01-01T00:00:00,2025-01-01 04:30:00,2025-01-01 04:40:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,4260.24,0.0,593.3378666666666,593.3378666666666,0.0,0.0,0.0,116.70213333333334,0.0,0.0,8176.424722777774,8046.755685740737,0.4364,0.4885,289.84554786666666,0.0,-0.0,0.0,289.84554786666666,289.84554786666666,0,3560.0272,0.0,0
2025-01-01,27,2025-01-01T00:00:00,2025-01-01 04:40:00,2025-01-01 04:50:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,4217.2222,0.0,596.6757666666666,596.6757666666666,0.0,0.0,0.0,106.19460000000004,0.0,0.0,8046.755685740737,7928.761685740737,0.4393,0.5042,300.8439215533333,0.0,-0.0,0.0,300.8439215533333,300.8439215533333,0,3580.654,0.5994,0
2025-01-01,28,2025-01-01T00:00:00,2025-01-01 04:50:00,2025-01-01 05:00:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,4261.857,0.0,597.78025,597.78025,0.0,0.0,0.0,112.52924999999993,0.0,0.0,7928.761685740737,7803.729185740737,0.4422,0.5178,309.53061345000003,0.0,-0.0,0.0,309.53061345000003,309.53061345000003,0,3586.916,0.2345,0
2025-01-01,29,2025-01-01T00:00:00,2025-01-01 05:00:00,2025-01-01 05:10:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,4341.9,0.0,595.1624999999999,595.1624999999999,0.0,0.0,0.0,128.48749999999995,0.0,0.0,7803.729185740737,7660.9652968518485,0.4395,0.5042,300.08093249999996,0.0,-0.0,0.0,300.08093249999996,300.08093249999996,0,3571.2635,0.2885,0
2025-01-01,30,2025-01-01T00:00:00,2025-01-01 05:10:00,2025-01-01 05:20:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,4208.2208,0.0021,590.6065,590.6065,0.0,0.0,0.0,110.76328333333333,0.0,0.0,7660.9652968518485,7537.8949820370335,0.4333,0.4639,273.98235535,0.0,-0.0,0.0,273.98235535,273.98235535,0,3562.3171,18.6781,0
2025-01-01,31,2025-01-01T00:00:00,2025-01-01 05:20:00,2025-01-01 05:30:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,4302.1233,0.0,589.4851833333333,589.4851833333333,0.0,0.0,0.0,127.53536666666662,0.0,0.0,7537.8949820370335,7396.1890190740705,0.4439,0.4899,288.788791315,0.0,-0.0,0.0,288.788791315,288.788791315,0,3591.3809,54.4698,0
2025-01-01,32,2025-01-01T00:00:00,2025-01-01 05:30:00,2025-01-01 05:40:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,4456.59,0.0,578.4554499999999,578.4554499999999,0.0,0.0,0.0,164.30955000000006,0.0,0.0,7396.1890190740705,7213.622852407404,0.4301,0.5194,300.4497607299999,0.0,-0.0,0.0,300.4497607299999,300.4497607299999,0,3579.7045,108.9718,0
2025-01-01,33,2025-01-01T00:00:00,2025-01-01 05:40:00,2025-01-01 05:50:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,4148.637,0.0299,1383.659783333333,1383.659783333333,0.0,0.0,692.2252666666664,0.0,0.0,0.0,7213.622852407404,7836.625592407404,0.3713,0.4459,616.9738973883333,0.0,-0.0,0.0,616.9738973883333,616.9738973883333,0,3486.119,184.1603,0
2025-01-01,34,2025-01-01T00:00:00,2025-01-01 05:50:00,2025-01-01 06:00:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,4498.1333,0.0,591.1401999999999,591.1401999999999,0.0,0.0,0.0,158.54868333333343,0.0,0.0,7836.625592407404,7660.4603887037,0.5708,0.6726,397.60089851999993,0.0,-0.0,0.0,397.60089851999993,397.60089851999993,0,3823.8994,277.0582,0
2025-01-01,35,2025-01-01T00:00:00,2025-01-01 06:00:00,2025-01-01 06:10:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,5369.38,0.0,0.0,0.0,0.0,0.0,0.0,833.3333333333334,61.563333333333276,0.0,7660.4603887037,6734.534462777774,0.9099,1.0693,0.0,0.0,-0.0,329.14836166666635,0.0,329.14836166666635,1,4398.0727,388.5494,6
2025-01-01,36,2025-01-01T00:00:00,2025-01-01 06:10:00,2025-01-01 06:20:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,5440.8991,0.4169,0.0,0.0,0.0,0.0,0.0,833.3333333333334,73.41369999999984,0.0,6734.534462777774,5808.608536851848,0.9368,1.0696,0.0,0.0,-0.0,392.61646759999917,0.0,392.61646759999917,1,4454.0123,521.2803,6
2025-01-01,37,2025-01-01T00:00:00,2025-01-01 06:20:00,2025-01-01 06:30:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,5316.893,0.0,0.0,0.0,0.0,0.0,0.0,833.3333333333334,52.81549999999993,0.0,5808.608536851848,4882.682610925922,0.8758,0.9974,0.0,0.0,-0.0,263.39089849999965,0.0,263.39089849999965,1,4371.7919,672.7677,6
2025-01-01,38,2025-01-01T00:00:00,2025-01-01 06:30:00,2025-01-01 06:40:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,5399.82,0.0,0.0,0.0,0.0,0.0,0.0,833.3333333333334,66.63666666666654,0.0,4882.682610925922,3956.7566849999957,0.8759,1.0451,0.0,0.0,-0.0,348.209901666666,0.0,348.209901666666,1,4392.953,844.2261,6
2025-01-01,39,2025-01-01T00:00:00,2025-01-01 06:40:00,2025-01-01 06:50:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,5447.4007,5.8062,0.0,0.0,0.0,0.0,0.0,833.3333333333334,73.59908333333328,0.0,3956.7566849999957,3030.8307590740696,0.8601,1.0684,0.0,0.0,-0.0,393.1663031666664,0.0,393.1663031666664,1,4384.5956,1039.6744,6
2025-01-01,40,2025-01-01T00:00:00,2025-01-01 06:50:00,2025-01-01 07:00:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,5444.401,0.0,0.0,0.0,0.0,0.0,0.0,833.3333333333334,74.0668333333332,0.0,3030.8307590740696,2104.9048331481436,0.8442,1.0267,0.0,0.0,-0.0,380.22208891666594,0.0,380.22208891666594,1,4434.7757,1259.3375,6
2025-01-01,41,2025-01-01T00:00:00,2025-01-01 07:00:00,2025-01-01 07:10:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,5433.63,3.075,0.0,0.0,0.0,0.0,0.0,814.4143498333292,90.67815016667078,0.0,2104.9048331481436,1200.0,0.8334,0.9814,0.0,0.0,-0.0,444.9576828678535,0.0,444.9576828678535,1,4523.4561,1508.6318,6
2025-01-01,42,2025-01-01T00:00:00,2025-01-01 07:10:00,2025-01-01 07:20:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,5449.2818,175.7953,0.0,0.0,0.0,0.0,0.0,0.0,878.9144166666666,0.0,1200.0,1200.0,0.8092,1.0187,0.0,0.0,-0.0,4476.750581291666,0.0,4476.750581291666,1,4524.0721,1791.4107,6
2025-01-01,43,2025-01-01T00:00:00,2025-01-01 07:20:00,2025-01-01 07:30:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,5510.0042,421.496,0.0,0.0,0.0,0.0,0.0,0.0,848.0847,0.0,1200.0,1200.0,0.7972,1.0362,0.0,0.0,-0.0,4393.9268307,0.0,4393.9268307,1,4545.8867,2085.4865,6
2025-01-01,44,2025-01-01T00:00:00,2025-01-01 07:30:00,2025-01-01 07:40:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,5476.0,677.1,0.0,0.0,0.0,0.0,0.0,0.0,799.8166666666666,0.0,1200.0,1200.0,0.7644,0.967,0.0,0.0,-0.0,3867.113583333333,0.0,3867.113583333333,1,4523.2418,2381.2611,6
