day_index,release_hour,time_index,issue_time,source_completed_at,price_forecast_yuan_per_kwh,price_model_id
0,6,60,2025-01-01 06:00:00,2024-12-31,0.9919,ATTACHMENT1-DECLARED-PRIOR
0,6,61,2025-01-01 06:00:00,2024-12-31,0.9588,ATTACHMENT1-DECLARED-PRIOR
0,6,62,2025-01-01 06:00:00,2024-12-31,0.9549,ATTACHMENT1-DECLARED-PRIOR
0,6,63,2025-01-01 06:00:00,2024-12-31,0.9839,ATTACHMENT1-DECLARED-PRIOR
0,6,64,2025-01-01 06:00:00,2024-12-31,0.799,ATTACHMENT1-DECLARED-PRIOR
0,6,65,2025-01-01 06:00:00,2024-12-31,0.5025,ATTACHMENT1-DECLARED-PRIOR
0,6,66,2025-01-01 06:00:00,2024-12-31,0.4662,ATTACHMENT1-DECLARED-PRIOR
0,6,67,2025-01-01 06:00:00,2024-12-31,0.5007,ATTACHMENT1-DECLARED-PRIOR
0,6,68,2025-01-01 06:00:00,2024-12-31,0.4827,ATTACHMENT1-DECLARED-PRIOR
0,6,69,2025-01-01 06:00:00,2024-12-31,0.4785,ATTACHMENT1-DECLARED-PRIOR
0,6,70,2025-01-01 06:00:00,2024-12-31,0.4662,ATTACHMENT1-DECLARED-PRIOR
0,6,71,2025-01-01 06:00:00,2024-12-31,0.4432,ATTACHMENT1-DECLARED-PRIOR
0,6,72,2025-01-01 06:00:00,2024-12-31,0.4411,ATTACHMENT1-DECLARED-PRIOR
0,6,73,2025-01-01 06:00:00,2024-12-31,0.4551,ATTACHMENT1-DECLARED-PRIOR
0,6,74,2025-01-01 06:00:00,2024-12-31,0.4463,ATTACHMENT1-DECLARED-PRIOR
0,6,75,2025-01-01 06:00:00,2024-12-31,0.4113,ATTACHMENT1-DECLARED-PRIOR
0,6,76,2025-01-01 06:00:00,2024-12-31,0.5682,ATTACHMENT1-DECLARED-PRIOR
0,6,77,2025-01-01 06:00:00,2024-12-31,0.8279,ATTACHMENT1-DECLARED-PRIOR
0,6,78,2025-01-01 06:00:00,2024-12-31,0.8636,ATTACHMENT1-DECLARED-PRIOR
0,6,79,2025-01-01 06:00:00,2024-12-31,0.8416,ATTACHMENT1-DECLARED-PRIOR
0,6,80,2025-01-01 06:00:00,2024-12-31,0.8618,ATTACHMENT1-DECLARED-PRIOR
0,6,81,2025-01-01 06:00:00,2024-12-31,0.8623,ATTACHMENT1-DECLARED-PRIOR
0,6,82,2025-01-01 06:00:00,2024-12-31,0.9026,ATTACHMENT1-DECLARED-PRIOR
0,6,83,2025-01-01 06:00:00,2024-12-31,0.9754,ATTACHMENT1-DECLARED-PRIOR
0,6,84,2025-01-01 06:00:00,2024-12-31,1.0002,ATTACHMENT1-DECLARED-PRIOR
0,6,85,2025-01-01 06:00:00,2024-12-31,0.9978,ATTACHMENT1-DECLARED-PRIOR
0,6,86,2025-01-01 06:00:00,2024-12-31,1.0271,ATTACHMENT1-DECLARED-PRIOR
0,6,87,2025-01-01 06:00:00,2024-12-31,1.0906,ATTACHMENT1-DECLARED-PRIOR
0,6,88,2025-01-01 06:00:00,2024-12-31,0.9376,ATTACHMENT1-DECLARED-PRIOR
0,6,89,2025-01-01 06:00:00,2024-12-31,0.6694,ATTACHMENT1-DECLARED-PRIOR
0,6,90,2025-01-01 06:00:00,2024-12-31,0.66,ATTACHMENT1-DECLARED-PRIOR
0,6,91,2025-01-01 06:00:00,2024-12-31,0.7217,ATTACHMENT1-DECLARED-PRIOR
0,6,92,2025-01-01 06:00:00,2024-12-31,0.7308,ATTACHMENT1-DECLARED-PRIOR
0,6,93,2025-01-01 06:00:00,2024-12-31,0.7534,ATTACHMENT1-DECLARED-PRIOR
0,6,94,2025-01-01 06:00:00,2024-12-31,0.7823,ATTACHMENT1-DECLARED-PRIOR
0,6,95,2025-01-01 06:00:00,2024-12-31,0.8055,ATTACHMENT1-DECLARED-PRIOR
0,6,96,2025-01-01 06:00:00,2024-12-31,0.8271,ATTACHMENT1-DECLARED-PRIOR
0,6,97,2025-01-01 06:00:00,2024-12-31,0.8519,ATTACHMENT1-DECLARED-PRIOR
0,6,98,2025-01-01 06:00:00,2024-12-31,0.8791,ATTACHMENT1-DECLARED-PRIOR
0,6,99,2025-01-01 06:00:00,2024-12-31,0.9024,ATTACHMENT1-DECLARED-PRIOR
0,6,100,2025-01-01 06:00:00,2024-12-31,0.9163,ATTACHMENT1-DECLARED-PRIOR
0,6,101,2025-01-01 06:00:00,2024-12-31,0.9264,ATTACHMENT1-DECLARED-PRIOR
0,6,102,2025-01-01 06:00:00,2024-12-31,0.9462,ATTACHMENT1-DECLARED-PRIOR
0,6,103,2025-01-01 06:00:00,2024-12-31,0.9742,ATTACHMENT1-DECLARED-PRIOR
0,6,104,2025-01-01 06:00:00,2024-12-31,0.9862,ATTACHMENT1-DECLARED-PRIOR
0,6,105,2025-01-01 06:00:00,2024-12-31,0.976,ATTACHMENT1-DECLARED-PRIOR
0,6,106,2025-01-01 06:00:00,2024-12-31,1.0742,ATTACHMENT1-DECLARED-PRIOR
0,6,107,2025-01-01 06:00:00,2024-12-31,1.2313,ATTACHMENT1-DECLARED-PRIOR
0,6,108,2025-01-01 06:00:00,2024-12-31,1.2561,ATTACHMENT1-DECLARED-PRIOR
0,6,109,2025-01-01 06:00:00,2024-12-31,1.2447,ATTACHMENT1-DECLARED-PRIOR
0,6,110,2025-01-01 06:00:00,2024-12-31,1.2545,ATTACHMENT1-DECLARED-PRIOR
0,6,111,2025-01-01 06:00:00,2024-12-31,1.2522,ATTACHMENT1-DECLARED-PRIOR
0,6,112,2025-01-01 06:00:00,2024-12-31,1.2881,ATTACHMENT1-DECLARED-PRIOR
0,6,113,2025-01-01 06:00:00,2024-12-31,1.3466,ATTACHMENT1-DECLARED-PRIOR
0,6,114,2025-01-01 06:00:00,2024-12-31,1.3523,ATTACHMENT1-DECLARED-PRIOR
0,6,115,2025-01-01 06:00:00,2024-12-31,1.3445,ATTACHMENT1-DECLARED-PRIOR
0,6,116,2025-01-01 06:00:00,2024-12-31,1.3483,ATTACHMENT1-DECLARED-PRIOR
0,6,117,2025-01-01 06:00:00,2024-12-31,1.349,ATTACHMENT1-DECLARED-PRIOR
0,6,118,2025-01-01 06:00:00,2024-12-31,1.3473,ATTACHMENT1-DECLARED-PRIOR
0,6,119,2025-01-01 06:00:00,2024-12-31,1.3482,ATTACHMENT1-DECLARED-PRIOR
0,6,120,2025-01-01 06:00:00,2024-12-31,1.3513,ATTACHMENT1-DECLARED-PRIOR
0,6,121,2025-01-01 06:00:00,2024-12-31,1.34,ATTACHMENT1-DECLARED-PRIOR
0,6,122,2025-01-01 06:00:00,2024-12-31,1.3489,ATTACHMENT1-DECLARED-PRIOR
0,6,123,2025-01-01 06:00:00,2024-12-31,1.3952,ATTACHMENT1-DECLARED-PRIOR
0,6,124,2025-01-01 06:00:00,2024-12-31,1.2226,ATTACHMENT1-DECLARED-PRIOR
0,6,125,2025-01-01 06:00:00,2024-12-31,0.9332,ATTACHMENT1-DECLARED-PRIOR
0,6,126,2025-01-01 06:00:00,2024-12-31,0.9068,ATTACHMENT1-DECLARED-PRIOR
0,6,127,2025-01-01 06:00:00,2024-12-31,0.9371,ATTACHMENT1-DECLARED-PRIOR
0,6,128,2025-01-01 06:00:00,2024-12-31,0.9371,ATTACHMENT1-DECLARED-PRIOR
0,6,129,2025-01-01 06:00:00,2024-12-31,0.9871,ATTACHMENT1-DECLARED-PRIOR
0,6,130,2025-01-01 06:00:00,2024-12-31,0.7764,ATTACHMENT1-DECLARED-PRIOR
0,6,131,2025-01-01 06:00:00,2024-12-31,0.4209,ATTACHMENT1-DECLARED-PRIOR
0,6,132,2025-01-01 06:00:00,2024-12-31,0.3859,ATTACHMENT1-DECLARED-PRIOR
0,6,133,2025-01-01 06:00:00,2024-12-31,0.4368,ATTACHMENT1-DECLARED-PRIOR
0,6,134,2025-01-01 06:00:00,2024-12-31,0.4198,ATTACHMENT1-DECLARED-PRIOR
0,6,135,2025-01-01 06:00:00,2024-12-31,0.4186,ATTACHMENT1-DECLARED-PRIOR
0,6,136,2025-01-01 06:00:00,2024-12-31,0.4241,ATTACHMENT1-DECLARED-PRIOR
0,6,137,2025-01-01 06:00:00,2024-12-31,0.4237,ATTACHMENT1-DECLARED-PRIOR
0,6,138,2025-01-01 06:00:00,2024-12-31,0.4248,ATTACHMENT1-DECLARED-PRIOR
0,6,139,2025-01-01 06:00:00,2024-12-31,0.424,ATTACHMENT1-DECLARED-PRIOR
0,6,140,2025-01-01 06:00:00,2024-12-31,0.422,ATTACHMENT1-DECLARED-PRIOR
0,6,141,2025-01-01 06:00:00,2024-12-31,0.424,ATTACHMENT1-DECLARED-PRIOR
0,6,142,2025-01-01 06:00:00,2024-12-31,0.4271,ATTACHMENT1-DECLARED-PRIOR
0,6,143,2025-01-01 06:00:00,2024-12-31,0.4276,ATTACHMENT1-DECLARED-PRIOR
0,12,71,2025-01-01 12:00:00,2024-12-31,0.4432,ATTACHMENT1-DECLARED-PRIOR
0,12,72,2025-01-01 12:00:00,2024-12-31,0.4411,ATTACHMENT1-DECLARED-PRIOR
0,12,73,2025-01-01 12:00:00,2024-12-31,0.4551,ATTACHMENT1-DECLARED-PRIOR
0,12,74,2025-01-01 12:00:00,2024-12-31,0.4463,ATTACHMENT1-DECLARED-PRIOR
0,12,75,2025-01-01 12:00:00,2024-12-31,0.4113,ATTACHMENT1-DECLARED-PRIOR
0,12,76,2025-01-01 12:00:00,2024-12-31,0.5682,ATTACHMENT1-DECLARED-PRIOR
0,12,77,2025-01-01 12:00:00,2024-12-31,0.8279,ATTACHMENT1-DECLARED-PRIOR
0,12,78,2025-01-01 12:00:00,2024-12-31,0.8636,ATTACHMENT1-DECLARED-PRIOR
0,12,79,2025-01-01 12:00:00,2024-12-31,0.8416,ATTACHMENT1-DECLARED-PRIOR
0,12,80,2025-01-01 12:00:00,2024-12-31,0.8618,ATTACHMENT1-DECLARED-PRIOR
0,12,81,2025-01-01 12:00:00,2024-12-31,0.8623,ATTACHMENT1-DECLARED-PRIOR
0,12,82,2025-01-01 12:00:00,2024-12-31,0.9026,ATTACHMENT1-DECLARED-PRIOR
0,12,83,2025-01-01 12:00:00,2024-12-31,0.9754,ATTACHMENT1-DECLARED-PRIOR
0,12,84,2025-01-01 12:00:00,2024-12-31,1.0002,ATTACHMENT1-DECLARED-PRIOR
0,12,85,2025-01-01 12:00:00,2024-12-31,0.9978,ATTACHMENT1-DECLARED-PRIOR
0,12,86,2025-01-01 12:00:00,2024-12-31,1.0271,ATTACHMENT1-DECLARED-PRIOR
0,12,87,2025-01-01 12:00:00,2024-12-31,1.0906,ATTACHMENT1-DECLARED-PRIOR
0,12,88,2025-01-01 12:00:00,2024-12-31,0.9376,ATTACHMENT1-DECLARED-PRIOR
0,12,89,2025-01-01 12:00:00,2024-12-31,0.6694,ATTACHMENT1-DECLARED-PRIOR
0,12,90,2025-01-01 12:00:00,2024-12-31,0.66,ATTACHMENT1-DECLARED-PRIOR
0,12,91,2025-01-01 12:00:00,2024-12-31,0.7217,ATTACHMENT1-DECLARED-PRIOR
0,12,92,2025-01-01 12:00:00,2024-12-31,0.7308,ATTACHMENT1-DECLARED-PRIOR
0,12,93,2025-01-01 12:00:00,2024-12-31,0.7534,ATTACHMENT1-DECLARED-PRIOR
0,12,94,2025-01-01 12:00:00,2024-12-31,0.7823,ATTACHMENT1-DECLARED-PRIOR
0,12,95,2025-01-01 12:00:00,2024-12-31,0.8055,ATTACHMENT1-DECLARED-PRIOR
0,12,96,2025-01-01 12:00:00,2024-12-31,0.8271,ATTACHMENT1-DECLARED-PRIOR
0,12,97,2025-01-01 12:00:00,2024-12-31,0.8519,ATTACHMENT1-DECLARED-PRIOR
0,12,98,2025-01-01 12:00:00,2024-12-31,0.8791,ATTACHMENT1-DECLARED-PRIOR
0,12,99,2025-01-01 12:00:00,2024-12-31,0.9024,ATTACHMENT1-DECLARED-PRIOR
0,12,100,2025-01-01 12:00:00,2024-12-31,0.9163,ATTACHMENT1-DECLARED-PRIOR
0,12,101,2025-01-01 12:00:00,2024-12-31,0.9264,ATTACHMENT1-DECLARED-PRIOR
0,12,102,2025-01-01 12:00:00,2024-12-31,0.9462,ATTACHMENT1-DECLARED-PRIOR
0,12,103,2025-01-01 12:00:00,2024-12-31,0.9742,ATTACHMENT1-DECLARED-PRIOR
0,12,104,2025-01-01 12:00:00,2024-12-31,0.9862,ATTACHMENT1-DECLARED-PRIOR
0,12,105,2025-01-01 12:00:00,2024-12-31,0.976,ATTACHMENT1-DECLARED-PRIOR
0,12,106,2025-01-01 12:00:00,2024-12-31,1.0742,ATTACHMENT1-DECLARED-PRIOR
0,12,107,2025-01-01 12:00:00,2024-12-31,1.2313,ATTACHMENT1-DECLARED-PRIOR
0,12,108,2025-01-01 12:00:00,2024-12-31,1.2561,ATTACHMENT1-DECLARED-PRIOR
0,12,109,2025-01-01 12:00:00,2024-12-31,1.2447,ATTACHMENT1-DECLARED-PRIOR
0,12,110,2025-01-01 12:00:00,2024-12-31,1.2545,ATTACHMENT1-DECLARED-PRIOR
0,12,111,2025-01-01 12:00:00,2024-12-31,1.2522,ATTACHMENT1-DECLARED-PRIOR
0,12,112,2025-01-01 12:00:00,2024-12-31,1.2881,ATTACHMENT1-DECLARED-PRIOR
0,12,113,2025-01-01 12:00:00,2024-12-31,1.3466,ATTACHMENT1-DECLARED-PRIOR
0,12,114,2025-01-01 12:00:00,2024-12-31,1.3523,ATTACHMENT1-DECLARED-PRIOR
0,12,115,2025-01-01 12:00:00,2024-12-31,1.3445,ATTACHMENT1-DECLARED-PRIOR
0,12,116,2025-01-01 12:00:00,2024-12-31,1.3483,ATTACHMENT1-DECLARED-PRIOR
0,12,117,2025-01-01 12:00:00,2024-12-31,1.349,ATTACHMENT1-DECLARED-PRIOR
0,12,118,2025-01-01 12:00:00,2024-12-31,1.3473,ATTACHMENT1-DECLARED-PRIOR
0,12,119,2025-01-01 12:00:00,2024-12-31,1.3482,ATTACHMENT1-DECLARED-PRIOR
0,12,120,2025-01-01 12:00:00,2024-12-31,1.3513,ATTACHMENT1-DECLARED-PRIOR
0,12,121,2025-01-01 12:00:00,2024-12-31,1.34,ATTACHMENT1-DECLARED-PRIOR
0,12,122,2025-01-01 12:00:00,2024-12-31,1.3489,ATTACHMENT1-DECLARED-PRIOR
0,12,123,2025-01-01 12:00:00,2024-12-31,1.3952,ATTACHMENT1-DECLARED-PRIOR
0,12,124,2025-01-01 12:00:00,2024-12-31,1.2226,ATTACHMENT1-DECLARED-PRIOR
0,12,125,2025-01-01 12:00:00,2024-12-31,0.9332,ATTACHMENT1-DECLARED-PRIOR
0,12,126,2025-01-01 12:00:00,2024-12-31,0.9068,ATTACHMENT1-DECLARED-PRIOR
0,12,127,2025-01-01 12:00:00,2024-12-31,0.9371,ATTACHMENT1-DECLARED-PRIOR
0,12,128,2025-01-01 12:00:00,2024-12-31,0.9371,ATTACHMENT1-DECLARED-PRIOR
0,12,129,2025-01-01 12:00:00,2024-12-31,0.9871,ATTACHMENT1-DECLARED-PRIOR
0,12,130,2025-01-01 12:00:00,2024-12-31,0.7764,ATTACHMENT1-DECLARED-PRIOR
0,12,131,2025-01-01 12:00:00,2024-12-31,0.4209,ATTACHMENT1-DECLARED-PRIOR
0,12,132,2025-01-01 12:00:00,2024-12-31,0.3859,ATTACHMENT1-DECLARED-PRIOR
0,12,133,2025-01-01 12:00:00,2024-12-31,0.4368,ATTACHMENT1-DECLARED-PRIOR
0,12,134,2025-01-01 12:00:00,2024-12-31,0.4198,ATTACHMENT1-DECLARED-PRIOR
0,12,135,2025-01-01 12:00:00,2024-12-31,0.4186,ATTACHMENT1-DECLARED-PRIOR
0,12,136,2025-01-01 12:00:00,2024-12-31,0.4241,ATTACHMENT1-DECLARED-PRIOR
0,12,137,2025-01-01 12:00:00,2024-12-31,0.4237,ATTACHMENT1-DECLARED-PRIOR
0,12,138,2025-01-01 12:00:00,2024-12-31,0.4248,ATTACHMENT1-DECLARED-PRIOR
0,12,139,2025-01-01 12:00:00,2024-12-31,0.424,ATTACHMENT1-DECLARED-PRIOR
0,12,140,2025-01-01 12:00:00,2024-12-31,0.422,ATTACHMENT1-DECLARED-PRIOR
0,12,141,2025-01-01 12:00:00,2024-12-31,0.424,ATTACHMENT1-DECLARED-PRIOR
0,12,142,2025-01-01 12:00:00,2024-12-31,0.4271,ATTACHMENT1-DECLARED-PRIOR
0,12,143,2025-01-01 12:00:00,2024-12-31,0.4276,ATTACHMENT1-DECLARED-PRIOR
0,18,107,2025-01-01 18:00:00,2024-12-31,1.2313,ATTACHMENT1-DECLARED-PRIOR
0,18,108,2025-01-01 18:00:00,2024-12-31,1.2561,ATTACHMENT1-DECLARED-PRIOR
0,18,109,2025-01-01 18:00:00,2024-12-31,1.2447,ATTACHMENT1-DECLARED-PRIOR
0,18,110,2025-01-01 18:00:00,2024-12-31,1.2545,ATTACHMENT1-DECLARED-PRIOR
0,18,111,2025-01-01 18:00:00,2024-12-31,1.2522,ATTACHMENT1-DECLARED-PRIOR
0,18,112,2025-01-01 18:00:00,2024-12-31,1.2881,ATTACHMENT1-DECLARED-PRIOR
0,18,113,2025-01-01 18:00:00,2024-12-31,1.3466,ATTACHMENT1-DECLARED-PRIOR
0,18,114,2025-01-01 18:00:00,2024-12-31,1.3523,ATTACHMENT1-DECLARED-PRIOR
0,18,115,2025-01-01 18:00:00,2024-12-31,1.3445,ATTACHMENT1-DECLARED-PRIOR
0,18,116,2025-01-01 18:00:00,2024-12-31,1.3483,ATTACHMENT1-DECLARED-PRIOR
0,18,117,2025-01-01 18:00:00,2024-12-31,1.349,ATTACHMENT1-DECLARED-PRIOR
0,18,118,2025-01-01 18:00:00,2024-12-31,1.3473,ATTACHMENT1-DECLARED-PRIOR
0,18,119,2025-01-01 18:00:00,2024-12-31,1.3482,ATTACHMENT1-DECLARED-PRIOR
0,18,120,2025-01-01 18:00:00,2024-12-31,1.3513,ATTACHMENT1-DECLARED-PRIOR
0,18,121,2025-01-01 18:00:00,2024-12-31,1.34,ATTACHMENT1-DECLARED-PRIOR
0,18,122,2025-01-01 18:00:00,2024-12-31,1.3489,ATTACHMENT1-DECLARED-PRIOR
0,18,123,2025-01-01 18:00:00,2024-12-31,1.3952,ATTACHMENT1-DECLARED-PRIOR
0,18,124,2025-01-01 18:00:00,2024-12-31,1.2226,ATTACHMENT1-DECLARED-PRIOR
0,18,125,2025-01-01 18:00:00,2024-12-31,0.9332,ATTACHMENT1-DECLARED-PRIOR
0,18,126,2025-01-01 18:00:00,2024-12-31,0.9068,ATTACHMENT1-DECLARED-PRIOR
0,18,127,2025-01-01 18:00:00,2024-12-31,0.9371,ATTACHMENT1-DECLARED-PRIOR
0,18,128,2025-01-01 18:00:00,2024-12-31,0.9371,ATTACHMENT1-DECLARED-PRIOR
0,18,129,2025-01-01 18:00:00,2024-12-31,0.9871,ATTACHMENT1-DECLARED-PRIOR
0,18,130,2025-01-01 18:00:00,2024-12-31,0.7764,ATTACHMENT1-DECLARED-PRIOR
0,18,131,2025-01-01 18:00:00,2024-12-31,0.4209,ATTACHMENT1-DECLARED-PRIOR
0,18,132,2025-01-01 18:00:00,2024-12-31,0.3859,ATTACHMENT1-DECLARED-PRIOR
0,18,133,2025-01-01 18:00:00,2024-12-31,0.4368,ATTACHMENT1-DECLARED-PRIOR
0,18,134,2025-01-01 18:00:00,2024-12-31,0.4198,ATTACHMENT1-DECLARED-PRIOR
0,18,135,2025-01-01 18:00:00,2024-12-31,0.4186,ATTACHMENT1-DECLARED-PRIOR
0,18,136,2025-01-01 18:00:00,2024-12-31,0.4241,ATTACHMENT1-DECLARED-PRIOR
0,18,137,2025-01-01 18:00:00,2024-12-31,0.4237,ATTACHMENT1-DECLARED-PRIOR
0,18,138,2025-01-01 18:00:00,2024-12-31,0.4248,ATTACHMENT1-DECLARED-PRIOR
0,18,139,2025-01-01 18:00:00,2024-12-31,0.424,ATTACHMENT1-DECLARED-PRIOR
0,18,140,2025-01-01 18:00:00,2024-12-31,0.422,ATTACHMENT1-DECLARED-PRIOR
0,18,141,2025-01-01 18:00:00,2024-12-31,0.424,ATTACHMENT1-DECLARED-PRIOR
0,18,142,2025-01-01 18:00:00,2024-12-31,0.4271,ATTACHMENT1-DECLARED-PRIOR
0,18,143,2025-01-01 18:00:00,2024-12-31,0.4276,ATTACHMENT1-DECLARED-PRIOR
1,6,35,2025-01-02 06:00:00,2024-12-31,0.9099,ATTACHMENT1-DECLARED-PRIOR
1,6,36,2025-01-02 06:00:00,2024-12-31,0.9368,ATTACHMENT1-DECLARED-PRIOR
1,6,37,2025-01-02 06:00:00,2024-12-31,0.8758,ATTACHMENT1-DECLARED-PRIOR
1,6,38,2025-01-02 06:00:00,2024-12-31,0.8759,ATTACHMENT1-DECLARED-PRIOR
1,6,39,2025-01-02 06:00:00,2024-12-31,0.8601,ATTACHMENT1-DECLARED-PRIOR
1,6,40,2025-01-02 06:00:00,2024-12-31,0.8442,ATTACHMENT1-DECLARED-PRIOR
1,6,41,2025-01-02 06:00:00,2024-12-31,0.8334,ATTACHMENT1-DECLARED-PRIOR
1,6,42,2025-01-02 06:00:00,2024-12-31,0.8092,ATTACHMENT1-DECLARED-PRIOR
1,6,43,2025-01-02 06:00:00,2024-12-31,0.7972,ATTACHMENT1-DECLARED-PRIOR
1,6,44,2025-01-02 06:00:00,2024-12-31,0.7644,ATTACHMENT1-DECLARED-PRIOR
1,6,45,2025-01-02 06:00:00,2024-12-31,0.6899,ATTACHMENT1-DECLARED-PRIOR
1,6,46,2025-01-02 06:00:00,2024-12-31,0.86,ATTACHMENT1-DECLARED-PRIOR
1,6,47,2025-01-02 06:00:00,2024-12-31,1.1617,ATTACHMENT1-DECLARED-PRIOR
1,6,48,2025-01-02 06:00:00,2024-12-31,1.1683,ATTACHMENT1-DECLARED-PRIOR
1,6,49,2025-01-02 06:00:00,2024-12-31,1.0956,ATTACHMENT1-DECLARED-PRIOR
1,6,50,2025-01-02 06:00:00,2024-12-31,1.0849,ATTACHMENT1-DECLARED-PRIOR
1,6,51,2025-01-02 06:00:00,2024-12-31,1.061,ATTACHMENT1-DECLARED-PRIOR
1,6,52,2025-01-02 06:00:00,2024-12-31,1.043,ATTACHMENT1-DECLARED-PRIOR
1,6,53,2025-01-02 06:00:00,2024-12-31,1.036,ATTACHMENT1-DECLARED-PRIOR
1,6,54,2025-01-02 06:00:00,2024-12-31,1.0147,ATTACHMENT1-DECLARED-PRIOR
1,6,55,2025-01-02 06:00:00,2024-12-31,0.9922,ATTACHMENT1-DECLARED-PRIOR
1,6,56,2025-01-02 06:00:00,2024-12-31,0.97,ATTACHMENT1-DECLARED-PRIOR
1,6,57,2025-01-02 06:00:00,2024-12-31,0.9422,ATTACHMENT1-DECLARED-PRIOR
1,6,58,2025-01-02 06:00:00,2024-12-31,0.9569,ATTACHMENT1-DECLARED-PRIOR
1,6,59,2025-01-02 06:00:00,2024-12-31,0.9977,ATTACHMENT1-DECLARED-PRIOR
1,6,60,2025-01-02 06:00:00,2024-12-31,0.9919,ATTACHMENT1-DECLARED-PRIOR
1,6,61,2025-01-02 06:00:00,2024-12-31,0.9588,ATTACHMENT1-DECLARED-PRIOR
1,6,62,2025-01-02 06:00:00,2024-12-31,0.9549,ATTACHMENT1-DECLARED-PRIOR
1,6,63,2025-01-02 06:00:00,2024-12-31,0.9839,ATTACHMENT1-DECLARED-PRIOR
1,6,64,2025-01-02 06:00:00,2024-12-31,0.799,ATTACHMENT1-DECLARED-PRIOR
1,6,65,2025-01-02 06:00:00,2024-12-31,0.5025,ATTACHMENT1-DECLARED-PRIOR
1,6,66,2025-01-02 06:00:00,2024-12-31,0.4662,ATTACHMENT1-DECLARED-PRIOR
1,6,67,2025-01-02 06:00:00,2024-12-31,0.5007,ATTACHMENT1-DECLARED-PRIOR
1,6,68,2025-01-02 06:00:00,2024-12-31,0.4827,ATTACHMENT1-DECLARED-PRIOR
1,6,69,2025-01-02 06:00:00,2024-12-31,0.4785,ATTACHMENT1-DECLARED-PRIOR
1,6,70,2025-01-02 06:00:00,2024-12-31,0.4662,ATTACHMENT1-DECLARED-PRIOR
1,6,71,2025-01-02 06:00:00,2024-12-31,0.4432,ATTACHMENT1-DECLARED-PRIOR
1,6,72,2025-01-02 06:00:00,2024-12-31,0.4411,ATTACHMENT1-DECLARED-PRIOR
1,6,73,2025-01-02 06:00:00,2024-12-31,0.4551,ATTACHMENT1-DECLARED-PRIOR
1,6,74,2025-01-02 06:00:00,2024-12-31,0.4463,ATTACHMENT1-DECLARED-PRIOR
1,6,75,2025-01-02 06:00:00,2024-12-31,0.4113,ATTACHMENT1-DECLARED-PRIOR
1,6,76,2025-01-02 06:00:00,2024-12-31,0.5682,ATTACHMENT1-DECLARED-PRIOR
1,6,77,2025-01-02 06:00:00,2024-12-31,0.8279,ATTACHMENT1-DECLARED-PRIOR
