interval_start,interval_end,plan_day,step,phase,decision_time,price_forecast_yuan_per_kwh,price_actual_yuan_per_kwh,price_max_source_time,load_actual_kwh,pv_actual_kwh,load_forecast_kwh,pv_forecast_kwh,plan_grid_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_supply_kwh,soc_before_kwh,soc_after_kwh,plan_cost_actual_yuan,emergency_cost_actual_yuan
2025-01-01 01:50:00,2025-01-01 02:00:00,2025-01-01 00:00:00,10,cold_start,2025-01-01 00:00:00,,0.478,,615.7768833333333,0.0,582.5140166666666,0.0,582.5140166666666,0.0,0.0,33.262866666666696,0.0,6000.0,6000.0,278.44169996666665,79.49825133333339
2025-01-01 02:00:00,2025-01-01 02:10:00,2025-01-01 00:00:00,11,cold_start,2025-01-01 00:00:00,,0.4941,,677.4549999999999,0.0,583.0740499999999,0.0,583.0740499999999,0.0,0.0,94.38094999999998,0.0,6000.0,6000.0,288.09688810499995,233.16813697499995
2025-01-01 02:10:00,2025-01-01 02:20:00,2025-01-01 00:00:00,12,cold_start,2025-01-01 00:00:00,,0.484,,635.1118333333333,0.0,584.2049166666666,0.0,584.2049166666666,0.0,0.0,50.90691666666669,0.0,6000.0,6000.0,282.7551796666666,123.19473833333339
2025-01-01 02:20:00,2025-01-01 02:30:00,2025-01-01 00:00:00,13,cold_start,2025-01-01 00:00:00,,0.4751,,640.8249166666667,0.0,585.4397833333333,0.0,585.4397833333333,0.0,0.0,55.38513333333344,0.0,6000.0,6000.0,278.14244106166666,131.5673842333336
2025-01-01 02:30:00,2025-01-01 02:40:00,2025-01-01 00:00:00,14,cold_start,2025-01-01 00:00:00,,0.488,,705.77,0.0,586.1447499999999,0.0,586.1447499999999,0.0,0.0,119.62525000000005,0.0,6000.0,6000.0,286.03863799999993,291.8856100000001
2025-01-01 02:40:00,2025-01-01 02:50:00,2025-01-01 00:00:00,15,cold_start,2025-01-01 00:00:00,,0.5215,,684.9959166666665,0.0,586.3207666666666,0.0,586.3207666666666,0.0,0.0,98.67514999999992,0.0,6000.0,6000.0,305.7662798166666,257.29545362499977
2025-01-01 02:50:00,2025-01-01 03:00:00,2025-01-01 00:00:00,16,cold_start,2025-01-01 00:00:00,,0.5498,,666.1490833333332,0.0,586.4253,0.0,586.4253,0.0,0.0,79.72378333333324,0.0,6000.0,6000.0,322.41662993999995,219.16068038333307
2025-01-01 03:00:00,2025-01-01 03:10:00,2025-01-01 00:00:00,17,cold_start,2025-01-01 00:00:00,,0.5471,,683.6983333333333,0.0,586.8496,0.0,586.8496,0.0,0.0,96.84873333333326,0.0,6000.0,6000.0,321.06541616000004,264.92971003333315
2025-01-01 03:10:00,2025-01-01 03:20:00,2025-01-01 00:00:00,18,cold_start,2025-01-01 00:00:00,,0.5067,,681.0096166666666,0.0,587.8210166666667,0.0,587.8210166666667,0.0,0.0,93.18859999999995,0.0,6000.0,6000.0,297.848909145,236.0933180999999
2025-01-01 03:20:00,2025-01-01 03:30:00,2025-01-01 00:00:00,19,cold_start,2025-01-01 00:00:00,,0.4769,,688.9604333333333,0.0,589.5475666666666,0.0,589.5475666666666,0.0,0.0,99.41286666666667,0.0,6000.0,6000.0,281.15523454333334,237.04998056666668
2025-01-01 03:30:00,2025-01-01 03:40:00,2025-01-01 00:00:00,20,cold_start,2025-01-01 00:00:00,,0.4669,,696.53,0.0,590.8134666666666,0.0,590.8134666666666,0.0,0.0,105.71653333333336,0.0,6000.0,6000.0,275.85080758666663,246.79524706666672
2025-01-01 03:40:00,2025-01-01 03:50:00,2025-01-01 00:00:00,21,cold_start,2025-01-01 00:00:00,,0.4501,,658.8951833333333,0.0,590.2131166666666,0.0,590.2131166666666,0.0,0.0,68.68206666666674,0.0,6000.0,6000.0,265.6549238116666,154.5689910333335
2025-01-01 03:50:00,2025-01-01 04:00:00,2025-01-01 00:00:00,22,cold_start,2025-01-01 00:00:00,,0.4608,,651.7916,0.0,591.0662666666666,0.0,591.0662666666666,0.0,0.0,60.725333333333424,0.0,6000.0,6000.0,272.36333568,139.9111680000002
2025-01-01 04:00:00,2025-01-01 04:10:00,2025-01-01 00:00:00,23,cold_start,2025-01-01 00:00:00,,0.4927,,683.2183333333334,0.0,593.3678333333332,0.0,593.3678333333332,0.0,0.0,89.85050000000012,0.0,6000.0,6000.0,292.35233148333333,221.34670675000032
2025-01-01 04:10:00,2025-01-01 04:20:00,2025-01-01 00:00:00,24,cold_start,2025-01-01 00:00:00,,0.4976,,687.3103833333332,0.0,593.6596833333333,0.0,593.6596833333333,0.0,0.0,93.65069999999992,0.0,6000.0,6000.0,295.40505842666664,233.0029415999998
2025-01-01 04:20:00,2025-01-01 04:30:00,2025-01-01 00:00:00,25,cold_start,2025-01-01 00:00:00,,0.4889,,694.8344666666667,0.0,592.7863833333333,0.0,592.7863833333333,0.0,0.0,102.04808333333335,0.0,6000.0,6000.0,289.8132628116667,249.4565397083334
2025-01-01 04:30:00,2025-01-01 04:40:00,2025-01-01 00:00:00,26,cold_start,2025-01-01 00:00:00,,0.4885,,710.04,0.0,593.3378666666666,0.0,593.3378666666666,0.0,0.0,116.70213333333334,0.0,6000.0,6000.0,289.84554786666666,285.04496066666667
2025-01-01 04:40:00,2025-01-01 04:50:00,2025-01-01 00:00:00,27,cold_start,2025-01-01 00:00:00,,0.5042,,702.8703666666667,0.0,596.7756666666667,0.0999,596.6757666666666,0.0,0.0,106.19460000000004,0.0,6000.0,6000.0,300.8439215533333,267.7165866000001
2025-01-01 04:50:00,2025-01-01 05:00:00,2025-01-01 00:00:00,28,cold_start,2025-01-01 00:00:00,,0.5178,,710.3095,0.0,597.8193333333334,0.03908333333333333,597.78025,0.0,0.0,112.52924999999993,0.0,6000.0,6000.0,309.53061345000003,291.3382282499999
2025-01-01 05:00:00,2025-01-01 05:10:00,2025-01-01 00:00:00,29,cold_start,2025-01-01 00:00:00,,0.5042,,723.6499999999999,0.0,595.2105833333333,0.048083333333333325,595.1624999999999,0.0,0.0,128.48749999999995,0.0,6000.0,6000.0,300.08093249999996,323.9169874999999
2025-01-01 05:10:00,2025-01-01 05:20:00,2025-01-01 00:00:00,30,cold_start,2025-01-01 00:00:00,,0.4639,,701.3701333333333,0.00034999999999999994,593.7195166666667,3.1130166666666668,590.6065,0.0,0.0,110.76328333333333,0.0,6000.0,6000.0,273.98235535,256.91543569166663
2025-01-01 05:20:00,2025-01-01 05:30:00,2025-01-01 00:00:00,31,cold_start,2025-01-01 00:00:00,,0.4899,,717.02055,0.0,598.5634833333334,9.078299999999999,589.4851833333333,0.0,0.0,127.53536666666662,0.0,6000.0,6000.0,288.788791315,312.3978806499999
2025-01-01 05:30:00,2025-01-01 05:40:00,2025-01-01 00:00:00,32,cold_start,2025-01-01 00:00:00,,0.5194,,742.765,0.0,596.6174166666666,18.161966666666665,578.4554499999999,0.0,0.0,164.30955000000006,0.0,6000.0,6000.0,300.4497607299999,426.7119013500002
2025-01-01 05:40:00,2025-01-01 05:50:00,2025-01-01 00:00:00,33,cold_start,2025-01-01 00:00:00,,0.4459,,691.4395,0.004983333333333333,581.0198333333333,30.693383333333333,550.3264499999999,0.0,0.0,141.10806666666667,0.0,6000.0,6000.0,245.39056405499997,314.6004346333334
2025-01-01 05:50:00,2025-01-01 06:00:00,2025-01-01 00:00:00,34,cold_start,2025-01-01 00:00:00,,0.6726,,749.6888833333334,0.0,637.3165666666666,46.17636666666667,591.1401999999999,0.0,0.0,158.54868333333343,0.0,6000.0,6000.0,397.60089851999993,533.1992220500003
2025-01-01 06:00:00,2025-01-01 06:10:00,2025-01-01 00:00:00,35,cold_start,2025-01-01 00:00:00,,1.0693,,894.8966666666666,0.0,733.0121166666665,64.75823333333332,668.2538833333332,0.0,0.0,226.64278333333345,0.0,6000.0,6000.0,714.5638774483331,1211.7456410916673
2025-01-01 06:10:00,2025-01-01 06:20:00,2025-01-01 00:00:00,36,cold_start,2025-01-01 00:00:00,,1.0696,,906.8165166666665,0.06948333333333333,742.3353833333333,86.88005,655.4553333333333,0.0,0.0,251.29169999999988,0.0,6000.0,6000.0,701.0750245333334,1343.9080115999996
2025-01-01 06:20:00,2025-01-01 06:30:00,2025-01-01 00:00:00,37,cold_start,2025-01-01 00:00:00,,0.9974,,886.1488333333333,0.0,728.6319833333333,112.12795,616.5040333333334,0.0,0.0,269.6447999999999,0.0,6000.0,6000.0,614.9011228466667,1344.7186175999996
2025-01-01 06:30:00,2025-01-01 06:40:00,2025-01-01 00:00:00,38,cold_start,2025-01-01 00:00:00,,1.0451,,899.9699999999999,0.0,732.1588333333334,140.70434999999998,591.4544833333334,0.0,0.0,308.5155166666665,0.0,6000.0,6000.0,618.1290805316668,1612.1478323416654
2025-01-01 06:40:00,2025-01-01 06:50:00,2025-01-01 00:00:00,39,cold_start,2025-01-01 00:00:00,,1.0684,,907.9001166666667,0.9676999999999999,730.7659333333332,173.27906666666667,557.4868666666666,0.0,0.0,349.44555,0.0,6000.0,6000.0,595.6189683466666,1866.7381281000003
2025-01-01 06:50:00,2025-01-01 07:00:00,2025-01-01 00:00:00,40,cold_start,2025-01-01 00:00:00,,1.0267,,907.4001666666666,0.0,739.1292833333333,209.88958333333335,529.2397,0.0,0.0,378.1604666666666,0.0,6000.0,6000.0,543.3703999899999,1941.2867556333329
2025-01-01 07:00:00,2025-01-01 07:10:00,2025-01-01 00:00:00,41,cold_start,2025-01-01 00:00:00,,0.9814,,905.605,0.5125,753.90935,251.43863333333334,502.4707166666667,0.0,0.0,402.6217833333333,0.0,6000.0,6000.0,493.1247613366667,1975.6650908166666
2025-01-01 07:10:00,2025-01-01 07:20:00,2025-01-01 00:00:00,42,cold_start,2025-01-01 00:00:00,,1.0187,,908.2136333333333,29.299216666666666,754.0120166666667,298.56845,455.4435666666667,0.0,0.0,423.4708499999999,0.0,6000.0,6000.0,463.96036136333333,2156.9487744749995
2025-01-01 07:20:00,2025-01-01 07:30:00,2025-01-01 00:00:00,43,cold_start,2025-01-01 00:00:00,,1.0362,,918.3340333333333,70.24933333333333,757.6477833333333,347.5810833333333,410.0667,0.0,0.0,438.018,0.0,6000.0,6000.0,424.91111454,2269.3712579999997
2025-01-01 07:30:00,2025-01-01 07:40:00,2025-01-01 00:00:00,44,cold_start,2025-01-01 00:00:00,,0.967,,912.6666666666666,112.85,753.8736333333333,396.87685,356.99678333333327,0.0,0.0,442.81988333333334,0.0,6000.0,6000.0,345.2158894833333,2141.034135916667
2025-01-01 07:40:00,2025-01-01 07:50:00,2025-01-01 00:00:00,45,cold_start,2025-01-01 00:00:00,,0.893,,888.2369166666667,158.4685333333333,730.5594333333333,447.1958666666667,283.36356666666666,0.0,0.0,446.40481666666676,0.0,6000.0,6000.0,253.04366503333333,1993.197506416667
2025-01-01 07:50:00,2025-01-01 08:00:00,2025-01-01 00:00:00,46,cold_start,2025-01-01 00:00:00,,1.136,,1014.0193833333333,209.26175,818.4099833333332,497.72586666666666,320.68411666666657,0.0,0.0,484.0735166666667,0.0,6000.0,6000.0,364.2971565333332,2749.537574666667
2025-01-01 08:00:00,2025-01-01 08:10:00,2025-01-01 00:00:00,47,cold_start,2025-01-01 00:00:00,,1.5209,,1219.3333333333333,265.38124999999997,966.6221166666666,548.2006666666666,418.42144999999994,0.0,0.0,535.5306333333333,0.0,6000.0,6000.0,636.3771833049999,4072.442701183333
2025-01-01 08:10:00,2025-01-01 08:20:00,2025-01-01 00:00:00,48,cold_start,2025-01-01 00:00:00,,1.5206,,1244.9157833333334,322.92019999999997,980.8043333333333,598.89355,381.91078333333326,0.0,0.0,540.0848000000001,0.0,6000.0,6000.0,580.7335371366665,4106.264734400001
2025-01-01 08:20:00,2025-01-01 08:30:00,2025-01-01 00:00:00,49,cold_start,2025-01-01 00:00:00,,1.4132,,1204.2818333333332,370.85434999999995,958.0118833333332,648.4555333333333,309.55634999999995,0.0,0.0,523.8711333333333,0.0,6000.0,6000.0,437.4650338199999,3701.6734281333333
2025-01-01 08:30:00,2025-01-01 08:40:00,2025-01-01 00:00:00,50,cold_start,2025-01-01 00:00:00,,1.3895,,1202.6883333333333,415.01875,961.5096833333333,696.8902833333333,264.61940000000004,0.0,0.0,523.0501833333333,0.0,6000.0,6000.0,367.68865630000005,3633.891148708333
2025-01-01 08:40:00,2025-01-01 08:50:00,2025-01-01 00:00:00,51,cold_start,2025-01-01 00:00:00,,1.361,,1226.9500666666665,471.05243333333334,959.0350833333333,745.2942833333333,213.74080000000004,0.0,0.0,542.1568333333332,0.0,6000.0,6000.0,290.90122880000007,3689.3772508333323
2025-01-01 08:50:00,2025-01-01 09:00:00,2025-01-01 00:00:00,52,cold_start,2025-01-01 00:00:00,,1.3028,,1212.5855,520.35525,970.6967833333333,792.1378666666666,178.55891666666673,0.0,0.0,513.6713333333332,0.0,6000.0,6000.0,232.62655663333342,3346.055065333332
2025-01-01 09:00:00,2025-01-01 09:10:00,2025-01-01 00:00:00,53,cold_start,2025-01-01 00:00:00,,1.2562,,1179.5483333333332,558.49375,992.3766833333334,836.9845666666666,155.39211666666677,0.0,0.0,465.66246666666643,0.0,6000.0,6000.0,195.20357695666678,2924.8259531333315
2025-01-01 09:10:00,2025-01-01 09:20:00,2025-01-01 00:00:00,54,cold_start,2025-01-01 00:00:00,,1.2749,,1203.6460333333332,600.2996166666667,993.1616,880.9020999999999,112.25950000000012,0.0,0.0,491.0869166666664,0.0,6000.0,6000.0,143.11963655000014,3130.4335502916647
2025-01-01 09:20:00,2025-01-01 09:30:00,2025-01-01 00:00:00,55,cold_start,2025-01-01 00:00:00,,1.2735,,1204.9252166666665,645.9392,988.2592333333333,923.8623666666667,64.3968666666666,0.0,0.0,494.5891499999999,0.0,6000.0,6000.0,82.00940969999992,3149.296412625
2025-01-01 09:30:00,2025-01-01 09:40:00,2025-01-01 00:00:00,56,cold_start,2025-01-01 00:00:00,,1.2135,,1183.2216666666666,691.6374999999999,987.2971333333332,964.7348833333333,22.56224999999995,0.0,0.0,469.0219166666667,0.0,6000.0,6000.0,27.37929037499994,2845.7904793750004
2025-01-01 09:40:00,2025-01-01 09:50:00,2025-01-01 00:00:00,57,cold_start,2025-01-01 00:00:00,,1.1586,,1216.1920166666666,733.9133666666667,984.5976666666667,1002.0217333333333,0.0,0.0,0.0,482.27864999999997,0.0,6000.0,6000.0,0.0,2793.84021945
2025-01-01 09:50:00,2025-01-01 10:00:00,2025-01-01 00:00:00,58,cold_start,2025-01-01 00:00:00,,1.2464,,1218.8626,770.79175,983.1877,1036.0254666666665,0.0,0.0,0.0,448.07084999999995,0.0,6000.0,6000.0,0.0,2792.3775371999996
2025-01-01 10:00:00,2025-01-01 10:10:00,2025-01-01 00:00:00,59,cold_start,2025-01-01 00:00:00,,1.3947,,1183.2433333333333,806.1062499999999,983.7032666666667,1068.2656833333333,0.0,0.0,0.0,377.1370833333334,0.0,6000.0,6000.0,0.0,2629.965450625001
2025-01-01 10:10:00,2025-01-01 10:20:00,2025-01-01 00:00:00,60,cold_start,2025-01-01 00:00:00,,1.3761,,1187.5868999999998,846.7837333333333,982.9132166666666,1099.8968,0.0,0.0,0.0,340.80316666666647,0.0,6000.0,6000.0,0.0,2344.896188249999
2025-01-01 10:20:00,2025-01-01 10:30:00,2025-01-01 00:00:00,61,cold_start,2025-01-01 00:00:00,,1.3294,,1182.7184,889.7921333333334,981.1261333333333,1127.7867333333334,0.0,0.0,0.0,292.9262666666666,0.0,6000.0,6000.0,0.0,1947.0808945333326
2025-01-01 10:30:00,2025-01-01 10:40:00,2025-01-01 00:00:00,62,cold_start,2025-01-01 00:00:00,,1.3646,,1164.3616666666667,915.7875,978.9118,1152.43205,0.0,0.0,0.0,248.57416666666666,0.0,6000.0,6000.0,0.0,1696.0215391666668
2025-01-01 10:40:00,2025-01-01 10:50:00,2025-01-01 00:00:00,63,cold_start,2025-01-01 00:00:00,,1.4099,,1183.1616999999999,906.3296333333333,976.3384666666667,1177.36755,0.0,0.0,0.0,276.8320666666666,0.0,6000.0,6000.0,0.0,1951.5276539666663
2025-01-01 10:50:00,2025-01-01 11:00:00,2025-01-01 00:00:00,64,cold_start,2025-01-01 00:00:00,,1.1773,,1198.9988333333333,899.3687666666666,974.1658,1199.5719166666665,0.0,0.0,0.0,299.6300666666667,0.0,6000.0,6000.0,0.0,1763.7723874333335
2025-01-01 11:00:00,2025-01-01 11:10:00,2025-01-01 00:00:00,65,cold_start,2025-01-01 00:00:00,,0.806,,1189.1966666666667,895.35,973.1764499999999,1217.1857,0.0,0.0,0.0,293.8466666666667,0.0,6000.0,6000.0,0.0,1184.202066666667
2025-01-01 11:10:00,2025-01-01 11:20:00,2025-01-01 00:00:00,66,cold_start,2025-01-01 00:00:00,,0.7483,,1173.8245,863.8287,973.1183833333332,1231.2808,0.0,0.0,0.0,309.9957999999999,0.0,6000.0,6000.0,0.0,1159.8492856999997
2025-01-01 11:20:00,2025-01-01 11:30:00,2025-01-01 00:00:00,67,cold_start,2025-01-01 00:00:00,,0.7981,,1178.1945833333332,855.2501833333333,970.5729666666666,1243.2044999999998,0.0,0.0,0.0,322.94439999999986,0.0,6000.0,6000.0,0.0,1288.7096281999993
2025-01-01 11:30:00,2025-01-01 11:40:00,2025-01-01 00:00:00,68,cold_start,2025-01-01 00:00:00,,0.7929,,1188.195,882.4624999999999,969.1322,1253.4531833333333,0.0,0.0,0.0,305.7325000000001,0.0,6000.0,6000.0,0.0,1212.0764962500002
2025-01-01 11:40:00,2025-01-01 11:50:00,2025-01-01 00:00:00,69,cold_start,2025-01-01 00:00:00,,0.7713,,1161.8398833333333,905.7907333333333,972.06585,1261.3673166666667,0.0,0.0,0.0,256.04915000000005,0.0,6000.0,6000.0,0.0,987.4535469750002
2025-01-01 11:50:00,2025-01-01 12:00:00,2025-01-01 00:00:00,70,cold_start,2025-01-01 00:00:00,,0.726,,1108.0822833333332,909.2501833333333,952.1501666666666,1265.3589833333333,0.0,0.0,0.0,198.83209999999985,0.0,6000.0,6000.0,0.0,721.7605229999995
2025-01-01 12:00:00,2025-01-01 12:10:00,2025-01-01 00:00:00,71,cold_start,2025-01-01 00:00:00,,0.7133,,1078.5483333333332,888.6187499999999,919.9101166666666,1266.84055,0.0,0.0,0.0,189.9295833333333,0.0,6000.0,6000.0,0.0,677.3838589583333
2025-01-01 12:10:00,2025-01-01 12:20:00,2025-01-01 00:00:00,72,cold_start,2025-01-01 00:00:00,,0.8026,,1113.5309166666666,854.4422166666666,915.7984499999999,1268.7193333333332,0.0,0.0,0.0,259.0887,0.0,6000.0,6000.0,0.0,1039.7229531
2025-01-01 12:20:00,2025-01-01 12:30:00,2025-01-01 00:00:00,73,cold_start,2025-01-01 00:00:00,,0.8183,,1097.5452333333333,853.0815833333332,919.0754,1267.1087333333332,0.0,0.0,0.0,244.46365000000003,0.0,6000.0,6000.0,0.0,1000.223023975
2025-01-01 12:30:00,2025-01-01 12:40:00,2025-01-01 00:00:00,74,cold_start,2025-01-01 00:00:00,,0.7305,,1047.3283333333334,883.7624999999999,914.3048333333332,1259.0312,0.0,0.0,0.0,163.56583333333344,0.0,6000.0,6000.0,0.0,597.4242062500005
2025-01-01 12:40:00,2025-01-01 12:50:00,2025-01-01 00:00:00,75,cold_start,2025-01-01 00:00:00,,0.712,,1091.3220333333334,899.9666,910.3937999999999,1245.4564,0.0,0.0,0.0,191.3554333333334,0.0,6000.0,6000.0,0.0,681.2253426666668
2025-01-01 12:50:00,2025-01-01 13:00:00,2025-01-01 00:00:00,76,cold_start,2025-01-01 00:00:00,,0.903,,1124.61315,896.2747999999999,927.6844333333333,1232.2361999999998,0.0,0.0,0.0,228.33835,0.0,6000.0,6000.0,0.0,1030.9476502500002
2025-01-01 13:00:00,2025-01-01 13:10:00,2025-01-01 00:00:00,77,cold_start,2025-01-01 00:00:00,,1.1525,,1113.7266666666665,876.96875,954.2924666666665,1218.79965,0.0,0.0,0.0,236.75791666666646,0.0,6000.0,6000.0,0.0,1364.3174947916655
2025-01-01 13:10:00,2025-01-01 13:20:00,2025-01-01 00:00:00,78,cold_start,2025-01-01 00:00:00,,1.1607,,1131.8271333333332,849.6027333333333,956.5826166666667,1199.0901666666666,0.0,0.0,0.0,282.22439999999995,0.0,6000.0,6000.0,0.0,1637.8893053999998
2025-01-01 13:20:00,2025-01-01 13:30:00,2025-01-01 00:00:00,79,cold_start,2025-01-01 00:00:00,,1.1437,,1152.6694166666666,838.2422333333334,952.4472666666667,1175.5228499999998,0.0,0.0,0.0,314.42718333333323,0.0,6000.0,6000.0,0.0,1798.051847891666
2025-01-01 13:30:00,2025-01-01 13:40:00,2025-01-01 00:00:00,80,cold_start,2025-01-01 00:00:00,,1.1537,,1139.1299999999999,840.64375,952.9750833333333,1151.7343999999998,0.0,0.0,0.0,298.4862499999999,0.0,6000.0,6000.0,0.0,1721.8179331249994
2025-01-01 13:40:00,2025-01-01 13:50:00,2025-01-01 00:00:00,81,cold_start,2025-01-01 00:00:00,,1.0571,,1091.0875333333333,828.9307333333333,951.3747666666666,1128.7345833333334,0.0,0.0,0.0,262.1568000000001,0.0,6000.0,6000.0,0.0,1385.6297664000003
2025-01-01 13:50:00,2025-01-01 14:00:00,2025-01-01 00:00:00,82,cold_start,2025-01-01 00:00:00,,1.1423,,1089.9788333333331,794.9587333333334,949.4863666666666,1101.2266666666665,0.0,0.0,0.0,295.02009999999973,0.0,6000.0,6000.0,0.0,1685.0073011499987
2025-01-01 14:00:00,2025-01-01 14:10:00,2025-01-01 00:00:00,83,cold_start,2025-01-01 00:00:00,,1.3627,,1128.995,746.4375,948.7163833333334,1068.7514166666665,0.0,0.0,0.0,382.5574999999999,0.0,6000.0,6000.0,0.0,2606.5555262499993
2025-01-01 14:10:00,2025-01-01 14:20:00,2025-01-01 00:00:00,84,cold_start,2025-01-01 00:00:00,,1.363,,1122.80195,701.56515,947.8548499999999,1035.6693,0.0,0.0,0.0,421.2368,0.0,6000.0,6000.0,0.0,2870.728792
2025-01-01 14:20:00,2025-01-01 14:30:00,2025-01-01 00:00:00,85,cold_start,2025-01-01 00:00:00,,1.3215,,1103.8968833333333,676.7385999999999,946.4936666666667,1000.1185333333333,0.0,0.0,0.0,427.15828333333343,0.0,6000.0,6000.0,0.0,2822.4483571250007
2025-01-01 14:30:00,2025-01-01 14:40:00,2025-01-01 00:00:00,86,cold_start,2025-01-01 00:00:00,,1.3884,,1091.4966666666664,655.7375,944.9084666666665,961.1636,0.0,0.0,0.0,435.7591666666665,0.0,6000.0,6000.0,0.0,3025.040134999999
2025-01-01 14:40:00,2025-01-01 14:50:00,2025-01-01 00:00:00,87,cold_start,2025-01-01 00:00:00,,1.4736,,1066.4271166666667,608.0204833333332,944.0324666666667,920.2511,23.781366666666713,0.0,0.0,434.6252666666668,0.0,6000.0,6000.0,35.04422192000007,3202.318964800001
2025-01-01 14:50:00,2025-01-01 15:00:00,2025-01-01 00:00:00,88,cold_start,2025-01-01 00:00:00,,1.2203,,1032.7642333333333,571.8360666666666,945.4501833333334,878.1301666666666,67.32001666666679,0.0,0.0,393.6081499999999,0.0,6000.0,6000.0,82.15061633833348,2401.600127224999
2025-01-01 15:00:00,2025-01-01 15:10:00,2025-01-01 00:00:00,89,cold_start,2025-01-01 00:00:00,,0.8295,,1025.7816666666665,554.55625,947.0423999999999,834.9525333333332,112.0898666666667,0.0,0.0,359.13554999999985,0.0,6000.0,6000.0,92.97854440000002,1489.5146936249994
2025-01-01 15:10:00,2025-01-01 15:20:00,2025-01-01 00:00:00,90,cold_start,2025-01-01 00:00:00,,0.8782,,1076.5969666666665,523.18625,944.8365833333334,790.5747333333334,154.26184999999998,0.0,0.0,399.14886666666655,0.0,6000.0,6000.0,135.47275666999997,1752.6626735333327
2025-01-01 15:20:00,2025-01-01 15:30:00,2025-01-01 00:00:00,91,cold_start,2025-01-01 00:00:00,,0.974,,1103.8142833333332,476.73754999999994,942.7275166666666,745.204,197.52351666666664,0.0,0.0,429.5532166666666,0.0,6000.0,6000.0,192.3879052333333,2091.924165166666
2025-01-01 15:30:00,2025-01-01 15:40:00,2025-01-01 00:00:00,92,cold_start,2025-01-01 00:00:00,,0.9257,,1082.2683333333332,417.5,942.8477833333333,698.03375,244.8140333333332,0.0,0.0,419.9543,0.0,6000.0,6000.0,226.62435065666654,1943.75847755
2025-01-01 15:40:00,2025-01-01 15:50:00,2025-01-01 00:00:00,93,cold_start,2025-01-01 00:00:00,,0.9368,,1062.5086,348.2825,943.7668,648.2321833333333,295.5346166666667,0.0,0.0,418.69148333333317,0.0,6000.0,6000.0,276.85682889333333,1961.1509079333325
