interval_start,step,release_used,q0_kwh,qfinal_kwh,load_actual_kwh,pv_actual_kwh,price_actual_yuan_per_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_supply_kwh,soc_before_kwh,soc_after_kwh
2025-02-01 08:30:00,50,0,0.0,0.0,574.2283333333332,487.94374999999997,0.9429,0.0,86.28458333333327,0.0,0.0,3065.611037037039,2969.7392777777795
2025-02-01 08:40:00,51,0,0.0,0.0,577.8523166666666,541.8831666666666,0.893,0.0,35.96915000000001,0.0,0.0,2969.7392777777795,2929.7735555555573
2025-02-01 08:50:00,52,0,0.0,0.0,649.0800333333333,586.6261,0.9266,0.0,62.45393333333334,0.0,0.0,2929.7735555555573,2860.380296296298
2025-02-01 09:00:00,53,0,0.0,0.0,737.1266666666667,621.9499999999999,0.9995,0.0,115.17666666666673,0.0,0.0,2860.380296296298,2732.406222222224
2025-02-01 09:10:00,54,0,0.0,0.0,711.2534166666666,665.4293,0.9415,0.0,45.824116666666555,0.0,0.0,2732.406222222224,2681.4905370370393
2025-02-01 09:20:00,55,0,0.0,0.0,698.3616999999999,729.7221999999999,0.8825,31.360500000000002,0.0,0.0,0.0,2681.4905370370393,2709.7149870370395
2025-02-01 09:30:00,56,0,0.0,0.0,736.3866666666665,798.0874999999999,0.8929,61.70083333333332,0.0,0.0,0.0,2709.7149870370395,2765.2457370370394
2025-02-01 09:40:00,57,0,0.0,0.0,733.2125666666667,838.3206833333334,0.9059,105.10811666666666,0.0,0.0,0.0,2765.2457370370394,2859.843042037039
2025-02-01 09:50:00,58,0,0.0,0.0,697.1223666666666,867.3196166666667,0.8581,170.19725000000005,0.0,0.0,0.0,2859.843042037039,3013.020567037039
2025-02-01 10:00:00,59,0,0.0,0.0,678.5883333333334,894.01875,0.8084,215.4304166666666,0.0,0.0,0.0,3013.020567037039,3206.907942037039
2025-02-01 10:10:00,60,0,0.0,0.0,711.4322,911.8498333333333,0.8605,200.41763333333336,0.0,0.0,0.0,3206.907942037039,3387.283812037039
2025-02-01 10:20:00,61,0,0.0,0.0,706.70705,933.6272333333333,0.8292,226.92018333333328,0.0,0.0,0.0,3387.283812037039,3591.511977037039
2025-02-01 10:30:00,62,0,0.0,0.0,666.9933333333333,959.21875,0.7446,292.22541666666666,0.0,0.0,0.0,3591.511977037039,3854.514852037039
2025-02-01 10:40:00,63,0,0.0,0.0,678.7204333333333,979.8081666666667,0.7982,301.0877333333334,0.0,0.0,0.0,3854.514852037039,4125.493812037039
2025-02-01 10:50:00,64,0,0.0,0.0,678.1305,1021.3479,0.6917,343.2174,0.0,0.0,0.0,4125.493812037039,4434.389472037039
2025-02-01 11:00:00,65,0,0.0,0.0,652.925,1060.2749999999999,0.438,407.3499999999999,0.0,0.0,0.0,4434.389472037039,4801.004472037039
2025-02-01 11:10:00,66,0,410.7187711111111,410.7187711111111,657.69435,1046.1778166666666,0.3671,799.2022377777778,0.0,0.0,0.0,4801.004472037039,5520.286486037039
2025-02-01 11:20:00,67,0,0.0,0.0,656.1017166666666,1051.3417833333333,0.3419,395.24006666666673,0.0,0.0,0.0,5520.286486037039,5876.002546037039
2025-02-01 11:30:00,68,0,0.0,0.0,654.535,1099.0625,0.308,444.52750000000003,0.0,0.0,0.0,5876.002546037039,6276.077296037039
2025-02-01 11:40:00,69,0,0.0,0.0,692.20855,1136.31565,0.3563,444.10710000000006,0.0,0.0,0.0,6276.077296037039,6675.773686037039
2025-02-01 11:50:00,70,0,0.0,0.0,680.1494833333334,1128.4168166666666,0.3499,448.2673333333332,0.0,0.0,0.0,6675.773686037039,7079.214286037039
2025-02-01 12:00:00,71,0,0.0,0.0,640.0333333333333,1100.65625,0.2979,460.6229166666667,0.0,0.0,0.0,7079.214286037039,7493.774911037039
2025-02-01 12:10:00,72,0,224.4391465980827,224.4391465980827,676.8413833333333,1105.4832,0.3528,653.0809632647494,0.0,0.0,0.0,7493.774911037039,8081.547777975313
2025-02-01 12:20:00,73,0,470.0318266666667,470.0318266666667,663.0938,1089.4810666666667,0.4214,833.3333333333333,0.0,0.0,63.08576000000028,8081.547777975313,8831.547777975313
2025-02-01 12:30:00,74,0,512.2340166666668,512.2340166666668,594.0216666666666,1052.4125,0.4077,833.3333333333333,0.0,0.0,137.29151666666678,8831.547777975313,9581.547777975313
2025-02-01 12:40:00,75,0,0.0,0.0,601.1141666666666,1052.0977666666665,0.3359,450.9835999999999,0.0,0.0,0.0,9581.547777975313,9987.433017975312
2025-02-01 12:50:00,76,0,0.0,0.0,633.3353666666667,1058.98975,0.4541,425.65438333333327,0.0,0.0,0.0,9987.433017975312,10370.521962975312
2025-02-01 13:00:00,77,0,0.0,0.0,638.6816666666666,1052.225,0.6884,413.5433333333333,0.0,0.0,0.0,10370.521962975312,10742.710962975312
2025-02-01 13:10:00,78,0,0.0,0.0,619.3742333333332,1041.0229166666666,0.7168,63.654485582986425,0.0,0.0,357.9941977503469,10742.710962975312,10800.0
2025-02-01 13:20:00,79,0,0.0,0.0,606.5044,1029.2288333333331,0.7194,0.0,0.0,0.0,422.7244333333331,10800.0,10800.0
2025-02-01 13:30:00,80,0,0.0,0.0,607.0133333333333,1017.28125,0.7375,0.0,0.0,0.0,410.2679166666667,10800.0,10800.0
2025-02-01 13:40:00,81,0,0.0,0.0,606.3183333333333,998.79405,0.6413,0.0,0.0,0.0,392.4757166666667,10800.0,10800.0
2025-02-01 13:50:00,82,0,0.0,0.0,624.9272166666666,948.6343499999999,0.6761,0.0,0.0,0.0,323.70713333333333,10800.0,10800.0
2025-02-01 14:00:00,83,0,0.0,0.0,641.645,875.1875,0.8225,0.0,0.0,0.0,233.54250000000002,10800.0,10800.0
2025-02-01 14:10:00,84,0,0.0,0.0,612.7233833333332,815.6234166666666,0.8111,0.0,0.0,0.0,202.90003333333334,10800.0,10800.0
2025-02-01 14:20:00,85,0,0.0,0.0,603.26775,769.5365666666667,0.8061,0.0,0.0,0.0,166.26881666666668,10800.0,10800.0
2025-02-01 14:30:00,86,0,0.0,0.0,610.8116666666666,727.3999999999999,0.8727,0.0,0.0,0.0,116.58833333333325,10800.0,10800.0
2025-02-01 14:40:00,87,0,0.0,0.0,571.6230833333333,684.0674,0.8717,0.0,0.0,0.0,112.44431666666674,10800.0,10800.0
2025-02-01 14:50:00,88,0,0.0,0.0,554.5942,648.3614333333333,0.7054,0.0,0.0,0.0,93.76723333333325,10800.0,10800.0
2025-02-01 15:00:00,89,0,116.44225000000012,116.44225000000012,578.9233333333333,614.7249999999999,0.5147,0.0,0.0,0.0,152.24391666666668,10800.0,10800.0
2025-02-01 15:10:00,90,0,307.52844892318143,307.52844892318143,593.8219999999999,565.39285,0.5575,0.0,0.0,0.0,279.09929892318155,10800.0,10800.0
2025-02-01 15:20:00,91,0,232.86252,232.86252,603.3700333333334,505.4359666666667,0.6606,0.0,0.0,0.0,134.92845333333332,10800.0,10800.0
2025-02-01 15:30:00,92,0,268.6714766666666,268.6714766666666,608.655,450.63749999999993,0.688,0.0,0.0,0.0,110.6539766666665,10800.0,10800.0
2025-02-01 15:40:00,93,0,331.1634527777778,331.1634527777778,596.78865,413.62829999999997,0.6617,0.0,0.0,0.0,148.00310277777783,10800.0,10800.0
2025-02-01 15:50:00,94,0,385.14731166666667,385.14731166666667,570.11095,375.9729,0.6465,0.0,0.0,0.0,191.0092616666666,10800.0,10800.0
2025-02-01 16:00:00,95,0,407.89321333333345,407.89321333333345,548.75,328.93125,0.6667,0.0,0.0,0.0,188.07446333333337,10800.0,10800.0
2025-02-01 16:10:00,96,0,411.8913200000002,411.8913200000002,554.0824,281.17404999999997,0.6956,0.0,0.0,0.0,138.98297000000014,10800.0,10800.0
2025-02-01 16:20:00,97,0,445.1180977777776,445.1180977777776,559.0360666666666,240.44151666666667,0.7032,0.0,0.0,0.0,126.52354777777771,10800.0,10800.0
2025-02-01 16:30:00,98,0,498.6899833333332,498.6899833333332,563.1066666666666,202.36249999999998,0.7041,0.0,0.0,0.0,137.9458166666666,10800.0,10800.0
2025-02-01 16:40:00,99,0,517.9453916666665,517.9453916666665,580.2863,155.5190333333333,0.7357,0.0,0.0,0.0,93.17812499999991,10800.0,10800.0
2025-02-01 16:50:00,100,0,474.3356933333333,474.3356933333333,532.8180166666666,106.71146666666667,0.7466,0.0,0.0,0.0,48.229143333333354,10800.0,10800.0
2025-02-01 17:00:00,101,0,425.01290333333327,425.01290333333327,446.78,59.70625,0.7383,0.0,0.0,0.0,37.93915333333331,10800.0,10800.0
2025-02-01 17:10:00,102,0,441.2591577777777,441.2591577777777,433.5435166666667,15.897433333333334,0.7642,0.0,0.0,0.0,23.61307444444435,10800.0,10800.0
2025-02-01 17:20:00,103,0,459.7805383333334,459.7805383333334,439.7808,0.0,0.787,0.0,0.0,0.0,19.999738333333426,10800.0,10800.0
2025-02-01 17:30:00,104,0,454.1599733333333,454.1599733333333,436.13666666666666,0.0,0.775,0.0,0.0,0.0,18.023306666666656,10800.0,10800.0
2025-02-01 17:40:00,105,0,469.32206,469.32206,445.99516666666665,0.68945,0.7557,0.0,0.0,0.0,24.016343333333396,10800.0,10800.0
2025-02-01 17:50:00,106,0,320.6417916666688,320.6417916666688,439.89263333333326,0.0,0.8692,0.0,119.25084166666448,0.0,0.0,10800.0,10667.499064814818
2025-02-01 18:00:00,107,0,0.0,0.0,428.47,0.0,1.0662,0.0,428.47,0.0,0.0,10667.499064814818,10191.42128703704
2025-02-01 18:10:00,108,0,0.0,0.0,454.18455,0.049499999999999995,1.1465,0.0,454.13505,0.0,0.0,10191.42128703704,9686.82678703704
2025-02-01 18:20:00,109,0,0.0,0.0,472.26531666666665,0.0,1.1653,0.0,472.26531666666665,0.0,0.0,9686.82678703704,9162.0875462963
2025-02-01 18:30:00,110,0,0.0,0.0,454.16833333333335,0.0,1.1644,0.0,454.16833333333335,0.0,0.0,9162.0875462963,8657.456064814818
2025-02-01 18:40:00,111,0,0.0,0.0,418.3761833333333,0.0035499999999999998,1.1265,0.0,418.3726333333333,0.0,0.0,8657.456064814818,8192.597583333336
2025-02-01 18:50:00,112,0,0.0,0.0,414.0822333333333,0.0,1.1134,0.0,414.0822333333333,0.0,0.0,8192.597583333336,7732.506212962966
2025-02-01 19:00:00,113,0,0.0,0.0,432.1383333333333,0.0,1.1312,0.0,432.1383333333333,0.0,0.0,7732.506212962966,7252.352509259263
2025-02-01 19:10:00,114,0,0.0,0.0,424.01436666666666,0.00025,1.1292,0.0,424.01411666666667,0.0,0.0,7252.352509259263,6781.225712962966
2025-02-01 19:20:00,115,0,0.0,0.0,442.41246666666666,0.0,1.133,0.0,442.41246666666666,0.0,0.0,6781.225712962966,6289.656305555559
2025-02-01 19:30:00,116,0,0.0,0.0,483.74666666666667,0.0,1.1382,0.0,483.74666666666667,0.0,0.0,6289.656305555559,5752.160009259263
2025-02-01 19:40:00,117,0,0.0,0.0,481.18446666666665,0.0,1.1103,0.0,481.18446666666665,0.0,0.0,5752.160009259263,5217.510601851855
2025-02-01 19:50:00,118,0,0.0,0.0,444.76593333333335,0.0,1.0929,0.0,444.76593333333335,0.0,0.0,5217.510601851855,4723.326231481485
2025-02-01 20:00:00,119,0,0.0,0.0,418.095,0.0,1.1041,0.0,418.095,0.0,0.0,4723.326231481485,4258.7762314814845
2025-02-01 20:10:00,120,0,0.0,0.0,436.7405166666666,0.0,1.1204,0.0,436.7405166666666,0.0,0.0,4258.7762314814845,3773.5089907407437
2025-02-01 20:20:00,121,0,0.0,0.0,452.69785,0.0,1.1344,0.0,452.69785,0.0,0.0,3773.5089907407437,3270.5113796296328
2025-02-01 20:30:00,122,0,0.0,0.0,449.9683333333333,0.0,1.1597,0.0,449.9683333333333,0.0,0.0,3270.5113796296328,2770.546564814818
2025-02-01 20:40:00,123,0,0.0,0.0,455.06669999999997,0.0,1.1766,0.0,455.06669999999997,0.0,0.0,2770.546564814818,2264.916898148151
2025-02-01 20:50:00,124,0,0.0,0.0,454.01236666666665,0.0,0.9864,0.0,454.01236666666665,0.0,0.0,2264.916898148151,1760.458712962966
2025-02-01 21:00:00,125,0,528.5566666666666,528.5566666666666,459.405,0.0,0.724,69.15166666666664,0.0,0.0,0.0,1760.458712962966,1822.695212962966
2025-02-01 21:10:00,126,0,510.10105166666665,510.10105166666665,497.4207666666667,0.0,0.7481,12.68028499999997,0.0,0.0,0.0,1822.695212962966,1834.107469462966
2025-02-01 21:20:00,127,0,477.289925,477.289925,503.28313333333335,0.0,0.8129,0.0,25.99320833333337,0.0,0.0,1834.107469462966,1805.2261268703735
2025-02-01 21:30:00,128,0,476.74183333333326,476.74183333333326,477.5566666666667,0.0,0.8144,0.0,0.8148333333334108,0.0,0.0,1805.2261268703735,1804.320756500003
2025-02-01 21:40:00,129,0,486.76698333333337,486.76698333333337,479.13595,0.0,0.8497,7.6310333333333915,0.0,0.0,0.0,1804.320756500003,1811.188686500003
2025-02-01 21:50:00,130,0,475.56848333333346,475.56848333333346,450.2041,0.0,0.6531,25.36438333333348,0.0,0.0,0.0,1811.188686500003,1834.0166315000033
2025-02-01 22:00:00,131,0,1269.9424999999999,1269.9424999999999,392.08500000000004,0.0,0.3205,833.3333333333333,0.0,0.0,44.52416666666659,1834.0166315000033,2584.0166315000033
2025-02-01 22:10:00,132,0,1250.9585616666666,1250.9585616666666,371.76981666666666,0.0,0.2542,833.3333333333333,0.0,0.0,45.85541166666667,2584.0166315000033,3334.0166315000033
2025-02-01 22:20:00,133,0,1272.95677,1272.95677,363.57821666666666,0.0,0.273,833.3333333333333,0.0,0.0,76.04522000000009,3334.0166315000033,4084.0166315000033
2025-02-01 22:30:00,134,0,1289.1554999999998,1289.1554999999998,359.15666666666664,0.0,0.2774,833.3333333333333,0.0,0.0,96.66549999999995,4084.0166315000033,4834.016631500003
2025-02-01 22:40:00,135,0,1270.2550449999999,1270.2550449999999,382.05071666666663,0.0,0.3501,833.3333333333333,0.0,0.0,54.87099499999999,4834.016631500003,5584.016631500003
2025-02-01 22:50:00,136,0,1242.3178833333332,1242.3178833333332,417.16841666666664,0.0,0.378,825.1494666666665,0.0,0.0,0.0,5584.016631500003,6326.651151500003
2025-02-01 23:00:00,137,0,1228.8513333333333,1228.8513333333333,431.7966666666667,0.0,0.3465,797.0546666666667,0.0,0.0,0.0,6326.651151500003,7044.000351500003
2025-02-01 23:10:00,138,0,1245.5551283333332,1245.5551283333332,406.46494999999993,0.0,0.3534,833.3333333333333,0.0,0.0,5.756844999999998,7044.000351500003,7794.000351500003
2025-02-01 23:20:00,139,0,1258.6138133333334,1258.6138133333334,400.95986666666664,0.0,0.3497,833.3333333333333,0.0,0.0,24.32061333333354,7794.000351500003,8544.000351500003
2025-02-01 23:30:00,140,0,428.66533333333336,428.66533333333336,409.945,0.0,0.3245,18.72033333333337,0.0,0.0,0.0,8544.000351500003,8560.848651500002
2025-02-01 23:40:00,141,0,1268.1071366666665,1268.1071366666665,387.2367,0.0,0.3293,833.3333333333333,0.0,0.0,47.537103333333334,8560.848651500002,9310.848651500002
2025-02-01 23:50:00,142,0,1332.9642016666667,1332.9642016666667,454.71015,0.0,0.3592,833.3333333333333,0.0,0.0,44.92071833333341,9310.848651500002,10060.848651500002
2025-02-02 00:00:00,143,0,618.8776666666665,618.8776666666665,580.8233333333333,0.0,0.4038,38.05433333333326,0.0,0.0,0.0,10060.848651500002,10095.097551500003
