plan_day,block_index,charge_kwh,discharge_kwh
2025-02-07,4,60.173528209877865,6050.742559033332
2025-02-07,5,2466.627399279837,2368.0346416666666
2025-02-08,0,6590.851325,42.58916666666664
2025-02-08,1,1088.7767350000004,6265.257396666666
2025-02-08,2,6006.262766666666,376.8593166666667
2025-02-08,3,2433.5836541152257,59.146135000000186
2025-02-08,4,38.621825000000115,6232.433805773662
2025-02-08,5,4138.119511041667,2101.529230601336
2025-02-09,0,5971.740182189715,0.0
2025-02-09,1,1246.0280563056585,1665.5225465583303
2025-02-09,2,5798.467780555555,6519.053219024998
2025-02-09,3,5400.887155555543,1723.345316666666
2025-02-09,4,81.39485500000023,5210.283379649996
2025-02-09,5,3905.8160499999994,2848.8666166666667
2025-02-10,0,5962.356991687239,0.0
2025-02-10,1,1028.9870246913592,1580.1028233333332
2025-02-10,2,5920.288165,4980.849873333336
2025-02-10,3,2827.697048991776,1358.3948166666664
2025-02-10,4,16.303497942386052,5099.328595
2025-02-10,5,3819.3829239500064,2874.019533333333
2025-02-11,0,5403.535442716658,0.9705500000000029
2025-02-11,1,1614.9392165432114,1895.785622666669
2025-02-11,2,5903.066103333334,5971.78715
2025-02-11,3,4248.173824979428,1172.4833666666668
2025-02-11,4,7.399790123456316,5538.0929258333335
2025-02-11,5,4015.9476351851845,2959.4852
2025-02-12,0,6260.374887119337,0.0
2025-02-12,1,1260.3531094238788,2304.6862429333332
2025-02-12,2,5847.963603333334,5488.424866666666
2025-02-12,3,4581.743598868309,1820.191729999999
2025-02-12,4,39.72384170782118,5344.382889999999
2025-02-12,5,3676.7823083333324,2925.21794625
2025-02-13,0,6043.25242343621,0.0
2025-02-13,1,1743.894218703703,2375.9968033333325
2025-02-13,2,5989.022763333333,4285.605216666666
2025-02-13,3,2285.0651188065804,776.6500499999999
2025-02-13,4,2.877606677983648,5189.362003075834
2025-02-13,5,3763.7188767499997,2934.0743166666666
2025-02-14,0,3296.184690575102,0.0
2025-02-14,1,1114.0439149999997,6205.979733333333
2025-02-14,2,5173.872783333333,213.09401666666668
2025-02-14,3,4603.018263148147,41.705416666666565
2025-02-14,4,55.158728333333556,6169.643400361624
2025-02-14,5,3617.701024794238,2309.0863416666666
2025-02-15,0,3682.058293800359,53.757083333333355
2025-02-15,1,955.1603549999999,5996.735859999999
2025-02-15,2,5909.7378499999995,159.00708333333336
2025-02-15,3,3965.288915185181,223.2649957613163
2025-02-15,4,23.71725833333312,6273.527589238687
2025-02-15,5,3409.5900657854168,1875.423571055553
2025-02-16,0,6603.36405,138.38891666666643
2025-02-16,1,1479.1613351267938,3453.100308050003
2025-02-16,2,5326.5962054807915,6004.119113716667
2025-02-16,3,5386.745548476685,839.7236500000001
2025-02-16,4,314.1330468749994,5338.351060452675
2025-02-16,5,3669.5815472500003,2458.7323794420486
2025-02-17,0,6123.97985473251,39.68300000000022
2025-02-17,1,1705.8806239655428,3043.5370283333327
2025-02-17,2,5919.629175000001,4143.184666666666
2025-02-17,3,2627.476140064813,666.7461499999997
2025-02-17,4,58.63032304526578,5579.64620379218
2025-02-17,5,3462.0598833333324,3002.868981999999
2025-02-18,0,6170.745268261949,86.62563333333367
2025-02-18,1,2234.8386649999998,3469.064547350002
2025-02-18,2,5849.30216,4380.564633333333
2025-02-18,3,3885.0123718094374,1093.742052766666
2025-02-18,4,196.22211034572814,5357.85967804897
2025-02-18,5,3851.361164999999,2928.387833333333
2025-02-19,0,6100.087785115863,306.8771416666664
2025-02-19,1,1452.0035793598147,4918.9161786
2025-02-19,2,5864.644200000001,4456.260397905336
2025-02-19,3,6051.7382485596745,1012.269783333333
2025-02-19,4,23.890914564598383,5708.843603245888
2025-02-19,5,3213.8801083333333,3009.9732042181067
2025-02-20,0,6668.5737291152345,19.320916666666562
2025-02-20,1,1861.379945964496,3581.797261554173
2025-02-20,2,5757.668962430555,4979.809483333333
2025-02-20,3,4249.816712865233,338.17593333333343
2025-02-20,4,20.504837060185952,5544.229371180551
2025-02-20,5,3522.7629778562505,2955.817828541666
2025-02-21,0,2669.823768806586,112.11430833333338
2025-02-21,1,1053.02090567901,5358.095673915649
2025-02-21,2,7218.217866666667,125.67031666666668
2025-02-21,3,2920.8596885459556,16.64004666666642
2025-02-21,4,40.917471947161744,6102.726349210535
2025-02-21,5,3433.5948939300406,2279.631066666667
2025-02-22,0,2117.991847448562,220.6070416666666
2025-02-22,1,1085.5600599999998,5294.728339474998
2025-02-22,2,6503.709066666666,137.17565520833367
2025-02-22,3,4162.9576000000025,0.0
2025-02-22,4,18.495990624999934,5913.367818402778
2025-02-22,5,3505.2829153080256,2423.4975166666663
2025-02-23,0,6151.888133333333,86.55695833333357
2025-02-23,1,1876.7727735431508,3731.965574309032
2025-02-23,2,5878.041179722222,4936.355166666666
2025-02-23,3,4445.879770075452,628.1091833333327
2025-02-23,4,28.46718312757063,5571.309206250006
2025-02-23,5,3459.9682833333327,3011.70745866041
2025-02-24,0,6667.372561419758,14.722866666666619
2025-02-24,1,1487.292886535486,3662.0123425833353
2025-02-24,2,6069.460331666667,3639.0998999999993
2025-02-24,3,2654.4240718106967,620.7780099999998
2025-02-24,4,148.83519754286993,5349.639561025
2025-02-24,5,3697.9164856249995,2963.7153256249994
2025-02-25,0,6094.445813868311,134.79574166666634
2025-02-25,1,1405.1221752132037,4172.377263333334
2025-02-25,2,6362.003966666667,3066.2635666666665
2025-02-25,3,2153.799408388476,387.5574181249998
2025-02-25,4,73.14802126200055,5534.73815909722
2025-02-25,5,3352.587624866666,2869.599789791667
2025-02-26,0,6264.692510534978,56.91614999999979
2025-02-26,1,1332.0707187855828,4848.4187716666665
2025-02-26,2,5948.634411666666,3363.2576833333333
2025-02-26,3,4585.962076738692,808.3168743749995
2025-02-26,4,93.37280864197618,5450.620963333334
2025-02-26,5,3730.093166666665,2873.9682166666666
2025-02-27,0,6285.039896995883,69.76345833333312
2025-02-27,1,952.2981959876544,5408.57417
2025-02-27,2,6215.262133333334,3767.9234186500003
2025-02-27,3,5147.481055967078,563.821983333333
2025-02-27,4,2.4461766666668154,5622.006156041663
2025-02-27,5,3684.3830743958324,2933.389196875
2025-02-28,0,2487.429268933725,75.62764999999985
2025-02-28,1,874.2355126337457,5400.9178833333335
2025-02-28,2,8612.8429,45.65338333333341
2025-02-28,3,1721.1125565675536,2.1898166666667294
2025-02-28,4,15.482739135803456,6118.234110432103
2025-02-28,5,3510.0984333333336,2457.2387333333336
2025-03-01,0,2437.9105868091756,42.854566666666585
2025-03-01,1,1449.7891966666666,4696.125766666666
2025-03-01,2,6449.63225,27.87639999999999
2025-03-01,3,2609.098617633744,89.62203333333343
2025-03-01,4,73.24392166666644,6471.169434649998
2025-03-01,5,3590.42857989375,2011.403728149999
2025-03-02,0,6530.845807510286,0.0
2025-03-02,1,1533.1450220121214,2193.8765719853905
2025-03-02,2,5694.8161570833345,4084.215199999999
2025-03-02,3,2282.2663027074345,2642.619020915641
2025-03-02,4,128.61416881944513,4876.890768567686
2025-03-02,5,3612.7744337499994,2228.333775883333
2025-03-03,0,6010.704262301481,53.49463333333324
2025-03-03,1,1902.7429012127477,3206.8879548453688
2025-03-03,2,5573.908815,5257.73935
2025-03-03,3,5337.150833739136,1590.638398333333
2025-03-03,4,236.72403756944436,5289.73114455
2025-03-03,5,3573.038927897531,2956.2426252333344
2025-03-04,0,5534.146555219839,101.5873262280769
2025-03-04,1,2191.3573711316926,2970.7450781833286
2025-03-04,2,5895.252499814806,4370.5409666666665
2025-03-04,3,3462.2869315083394,770.5754816666663
2025-03-04,4,90.2489026055429,5441.803959563367
2025-03-04,5,3060.841037020007,3017.9120083333337
2025-03-05,0,6192.547196399178,0.0
2025-03-05,1,2224.3901017078206,2573.8213190166693
2025-03-05,2,5957.112347962966,3157.9047833333325
2025-03-05,3,1095.5187592592606,887.3701950000001
2025-03-05,4,5.356919753087115,5562.166956666664
2025-03-05,5,3282.785941666667,2970.1513
2025-03-06,0,6497.48060600823,6.755508333333296
2025-03-06,1,2124.239285781893,3080.405584466664
2025-03-06,2,6112.20995,3131.026966666667
2025-03-06,3,1282.4480162962889,895.792196950001
2025-03-06,4,255.96840027777807,5390.069470141664
2025-03-06,5,3568.3255368749988,2911.437525
2025-03-07,0,2131.6599249514393,26.095266666666703
2025-03-07,1,1324.979663333333,4149.556736666666
2025-03-07,2,8134.863670560391,0.0
2025-03-07,3,0.0,162.57720000000006
2025-03-07,4,67.37288000000001,6055.045546666669
2025-03-07,5,3474.2752779166667,2091.4961002305513
2025-03-08,0,1412.2690749382793,17.91979999999984
2025-03-08,1,1024.96148,4195.2908449999995
2025-03-08,2,9480.787326524342,0.0
2025-03-08,3,0.0,0.0
2025-03-08,4,138.96842333333308,6226.5704137833345
2025-03-08,5,3496.2386999999994,2373.5788
2025-03-09,0,6366.6922001646135,35.609600000000114
2025-03-09,1,1693.7536096296217,4598.550374416667
2025-03-09,2,5983.51408,3177.3516666666674
2025-03-09,3,3204.5323961728436,504.13566666666634
2025-03-09,4,42.31841563785969,5457.992474157819
2025-03-09,5,3527.010708333334,2989.787282407408
2025-03-10,0,5026.738466850115,63.13756666670952
2025-03-10,1,1838.0285216666666,4204.197428183329
2025-03-10,2,5698.851726326337,3880.41345
2025-03-10,3,4724.531720648978,547.7216183333331
2025-03-10,4,140.31471319999378,5684.282273266668
2025-03-10,5,3388.6345666666666,2858.840509508653
2025-03-11,0,6046.486774691359,58.21495833333324
2025-03-11,1,1793.9508883333335,4424.308246666668
2025-03-11,2,6250.487684938276,2513.6938833333334
2025-03-11,3,2664.1521951646064,675.4372999999999
2025-03-11,4,93.0161733333332,5438.31884455
2025-03-11,5,3728.236641666667,2842.014516666666
2025-03-12,0,5060.476413251027,96.6750666666668
2025-03-12,1,2185.1210499999997,4400.6785236666665
2025-03-12,2,6716.222716666667,2414.235483333333
2025-03-12,3,1509.369810781894,401.54941666666673
2025-03-12,4,51.45000666666624,5723.812553386109
2025-03-12,5,3376.579865833333,3010.9785666666667
2025-03-13,0,6466.922995390944,2.9554666666665526
2025-03-13,1,2041.8753984010664,3515.2578495815824
2025-03-13,2,5547.217118125,3672.575512847222
2025-03-13,3,2783.9014458071706,491.45698333333314
2025-03-13,4,55.36760476680451,5784.666687111112
2025-03-13,5,3445.0329496913573,3012.037092833333
2025-03-14,0,1159.5559013580232,355.64906666666656
2025-03-14,1,1097.0301033333335,3768.3350333333333
2025-03-14,2,10194.479959300414,0.0
2025-03-14,3,0.0,86.98675000000003
2025-03-14,4,15.465593292182689,6129.880421625516
2025-03-14,5,3744.3810206249996,2160.4147600522574
2025-03-15,0,372.1970032208052,325.3974166666664
2025-03-15,1,932.7264780561936,4020.2117912628464
2025-03-15,2,7808.677833333333,0.0
2025-03-15,3,2833.8250833333354,3.2937500000000455
2025-03-15,4,4.5771193415647655,6056.120549483333
2025-03-15,5,3325.6279999999997,2583.0445903333334
2025-03-16,0,5640.660081913576,239.3541499999999
2025-03-16,1,1360.1109315149188,5021.109755347223
2025-03-16,2,6307.958683333333,2268.2894166666665
2025-03-16,3,4023.0251573499645,564.9753666666662
2025-03-16,4,24.74418333333324,5405.095296800003
2025-03-16,5,3430.204389091673,2874.16075
2025-03-17,0,5119.844483477374,122.24101666666695
2025-03-17,1,1796.7509166666673,4397.380305483338
2025-03-17,2,5877.157946666666,1631.6283999999996
2025-03-17,3,1614.8623839947425,38.98131666666666
2025-03-17,4,22.985718792867512,5129.336960651387
2025-03-17,5,3963.1585999999998,2961.567883333333
2025-03-18,0,4752.916112945184,31.8811750000001
2025-03-18,1,1033.8752683333335,4723.149018500188
2025-03-18,2,6351.243966666667,3301.2994166666663
2025-03-18,3,4144.974000938784,270.7800166666668
2025-03-18,4,36.341792181068996,5641.8331000000035
2025-03-18,5,3514.8843166666666,2893.030825
2025-03-19,0,6001.584714609059,14.309391666666784
2025-03-19,1,1170.6088650257238,5472.449602048611
2025-03-19,2,6073.547885760049,3034.7983166666663
2025-03-19,3,4630.488745159013,299.8183833333335
2025-03-19,4,19.414495884772705,5318.1029316666645
2025-03-19,5,3619.270498402785,2967.728584583334
2025-03-20,0,5544.3281240153865,134.1928916666667
2025-03-20,1,1125.0986266666669,5214.823951666667
2025-03-20,2,3760.2908158715586,2777.3772166666668
2025-03-20,3,6433.2696970232055,270.4194477083332
2025-03-20,4,116.69139568500614,5648.019606829011
2025-03-20,5,3662.8721829166657,3026.7662152388857
2025-03-21,0,122.97741691666812,768.3247500000002
2025-03-21,1,1059.6393660416663,2842.400074535991
2025-03-21,2,10299.302529417866,0.0
2025-03-21,3,0.0,0.0
2025-03-21,4,6.731776148834696,5941.885205347222
2025-03-21,5,3453.05165,2444.466883333333
2025-03-22,0,232.78157499999998,186.25613274615108
2025-03-22,1,929.7734736528392,3419.0769836233544
2025-03-22,2,10182.211161062602,0.0
2025-03-22,3,0.0,0.0
2025-03-22,4,0.0,5801.70655
2025-03-22,5,3479.385354536424,2268.5899833333333
2025-03-23,0,4719.759750489398,101.71808333333286
2025-03-23,1,1989.4495225030948,4274.786689903287
2025-03-23,2,6289.9623530555555,2550.7722333333327
2025-03-23,3,2041.7666077734975,3.8885666666667476
2025-03-23,4,112.06299100308624,5648.132254652775
2025-03-23,5,3698.687563958333,2864.6418
2025-03-24,0,5362.094983562726,31.038091666666446
2025-03-24,1,1673.9636742380617,4868.027712199497
2025-03-24,2,6623.9802294238725,2436.696583333333
2025-03-24,3,2482.9040045451206,313.9552500000001
2025-03-24,4,24.51181666666696,5469.216154999998
2025-03-24,5,3575.203643916666,2914.4283333333333
2025-03-25,0,5939.272407353784,185.86299456138386
2025-03-25,1,1062.8430507638893,5450.828526453796
2025-03-25,2,5117.101196604933,2944.2986333333333
2025-03-25,3,5409.718287181932,149.57218333333321
2025-03-25,4,100.4311524691341,5640.360974915337
2025-03-25,5,3209.4707166666662,3007.186966666666
2025-03-26,0,6678.032104320986,80.23979999999983
2025-03-26,1,945.1626534808725,5891.06767986111
2025-03-26,2,7601.930716666668,2230.9748333333328
2025-03-26,3,2267.2322301937525,0.0
2025-03-26,4,10.152330000000347,5495.73706345
2025-03-26,5,3656.1845305749994,3006.19304275
2025-03-27,0,5950.174340473243,141.53014166666685
2025-03-27,1,1100.9789416666672,5306.205998166667
2025-03-27,2,5655.482559002345,2361.6196
2025-03-27,3,3827.791429188098,51.333099999999945
2025-03-27,4,27.671396528733087,5426.224176429424
2025-03-27,5,3418.466625,2975.1121416666665
2025-03-28,0,129.09102525580505,497.12429999999955
2025-03-28,1,943.0103816666667,3323.7191781160536
2025-03-28,2,10570.871431069956,0.0
2025-03-28,3,0.0,0.0
2025-03-28,4,13.453714999999818,5902.831166666664
2025-03-28,5,3494.0633500000004,2460.1455416666663
2025-03-29,0,224.73241666666644,189.63398114035232
2025-03-29,1,395.90448385568106,3095.892103333333
2025-03-29,2,10252.713679918414,0.0
2025-03-29,3,0.0,0.0
2025-03-29,4,16.741627829217197,5830.030051874999
2025-03-29,5,3638.5034416666663,2405.8520666666664
2025-03-30,0,5482.858344576131,350.36803333333296
2025-03-30,1,968.5655583333337,4738.898398633335
2025-03-30,2,5255.026714341567,2082.7988499999997
2025-03-30,3,3937.4627912469086,224.3709666666665
2025-03-30,4,3.48621553497853,5101.521913966049
2025-03-30,5,3700.816275,2866.4351916666665
2025-03-31,0,4533.878166808865,42.82796666666661
2025-03-31,1,926.5073439675366,5118.085863333332
2025-03-31,2,6632.201664743653,1297.1399833333323
2025-03-31,3,2455.718673521569,435.98228333333327
2025-03-31,4,197.21484686981864,5590.40445140289
2025-03-31,5,3524.4437823639983,2857.9566999999997
2025-04-01,0,5708.6953257397045,150.78424166666684
2025-04-01,1,1939.6994031013903,3329.994123333338
2025-04-01,2,5467.696329552936,1632.0572833333335
2025-04-01,3,280.34190226337165,227.07694083333342
2025-04-01,4,16.7277627743475,5474.841605583849
2025-04-01,5,3677.1558833333333,3177.9383855967085
2025-04-02,0,6112.0646300000035,145.71837499999992
2025-04-02,1,2020.7815097222226,1640.733219400006
2025-04-02,2,5392.242665504114,3508.1360999999993
2025-04-02,3,0.0,0.0
2025-04-02,4,0.0,5742.755566865847
2025-04-02,5,3515.9122309991817,2930.6079433268214
2025-04-03,0,6725.606779423866,129.36705000000006
2025-04-03,1,886.3487263785996,5871.600269791665
2025-04-03,2,6534.417621008233,2262.297733333333
2025-04-03,3,3361.780522829215,92.86480000000017
2025-04-03,4,119.87766176954423,5548.2355101
2025-04-03,5,3583.9913331978964,2948.7701575266465
2025-04-04,0,331.0807916666662,199.67453766783387
2025-04-04,1,427.61620181441964,2864.5943716666666
2025-04-04,2,9810.612501626958,0.0
2025-04-04,3,0.0,0.0
2025-04-04,4,0.0,5848.693911666666
2025-04-04,5,3501.8536416666666,2350.9115166666666
2025-04-05,0,240.49840833333337,520.8671404526813
2025-04-05,1,444.4080516666664,2634.86168
2025-04-05,2,9832.171069674081,0.0
2025-04-05,3,0.0,0.0
2025-04-05,4,4.79783950617275,6291.835462121835
2025-04-05,5,3509.3745784718303,2361.1354378781652
2025-04-06,0,5408.824287145452,97.41481500000009
2025-04-06,1,998.4273850000001,4839.44755096667
2025-04-06,2,6505.578141893,1729.0060333333327
2025-04-06,3,2587.901658408788,83.23285194444475
2025-04-06,4,103.409473070135,5590.151463186806
2025-04-06,5,3671.377533333334,2946.878141666667
2025-04-07,0,5237.791826543202,126.75841833333334
2025-04-07,1,942.1380859500033,5414.530066666667
2025-04-07,2,6998.483274119751,1375.9573333333335
2025-04-07,3,2273.1673458973264,119.0822833333333
2025-04-07,4,0.0,5661.198713981481
2025-04-07,5,3489.704625,2927.704928828688
2025-04-08,0,6297.023777543416,11.398383333333072
2025-04-08,1,905.6969383744853,6229.100653680555
2025-04-08,2,5407.46245787412,2133.4674333333332
2025-04-08,3,4842.443760661544,0.4184499999998934
2025-04-08,4,0.0,5715.806683270139
2025-04-08,5,3436.364899877084,2921.817691666666
2025-04-09,0,6443.849844814812,88.31650000000002
2025-04-09,1,1085.8965906441842,5191.044760440277
2025-04-09,2,6360.129410416666,1897.9170833333328
2025-04-09,3,2476.146067469995,415.0464704724251
2025-04-09,4,261.1557639577268,5501.761698333337
2025-04-09,5,3448.6632083333325,3022.1392166666665
2025-04-10,0,6522.332032921811,264.8802183333339
2025-04-10,1,889.5246366666667,6353.576116666666
2025-04-10,2,6623.709650000001,1971.0340333333336
2025-04-10,3,3699.4511531481494,101.46437695473207
2025-04-10,4,28.96283166666649,5836.056423259189
2025-04-10,5,3645.959091460903,2809.2116851860787
2025-04-11,0,140.85152500000083,228.4303250000009
2025-04-11,1,485.2411880555557,2694.4028270194462
2025-04-11,2,10023.251130178327,0.0
2025-04-11,3,0.0,0.0
2025-04-11,4,21.997898333333296,6287.056645701622
2025-04-11,5,3478.104715166641,2272.338825
2025-04-12,0,328.67625833333346,282.05920499999996
2025-04-12,1,733.0851638888607,2054.372753333333
2025-04-12,2,8889.774765555556,0.0
2025-04-12,3,0.0,0.0
2025-04-12,4,49.37929833333294,5876.929499999996
2025-04-12,5,3613.821908333333,2365.926625
2025-04-13,0,5166.31427711934,99.35489166666696
2025-04-13,1,979.6965359670786,6058.558785583335
2025-04-13,2,5017.5706332921845,1701.5809833333328
2025-04-13,3,5052.66276125514,0.0
2025-04-13,4,73.16744312500009,5550.302809044442
2025-04-13,5,3544.0664466895837,2949.4675499999994
2025-04-14,0,6126.163202798353,105.93086666666647
2025-04-14,1,907.353825,6210.355988333333
2025-04-14,2,4241.465221111113,1491.0585999999994
2025-04-14,3,5240.025607009829,0.0
2025-04-14,4,23.266404999999963,5671.513755250002
2025-04-14,5,3622.983768104865,2980.048308333334
2025-04-15,0,6368.8617966460915,93.04745833333322
2025-04-15,1,864.8714153313508,6449.856586666667
2025-04-15,2,6250.237483333333,845.3337500000004
2025-04-15,3,2715.9915392181038,171.77418500000113
2025-04-15,4,218.7766255967131,5673.167175183334
2025-04-15,5,3759.4081958333336,2935.389058333333
2025-04-16,0,6158.894532170783,135.4850250000003
2025-04-16,1,925.6436405349788,6533.801423333333
2025-04-16,2,5049.069136376026,1550.03925
2025-04-16,3,5008.717131939532,148.08177333333276
2025-04-16,4,127.48581691077995,5447.066149383337
2025-04-16,5,3474.7184916666665,2900.2608577160486
2025-04-17,0,6434.102600205759,140.73558333333335
2025-04-17,1,508.8130682914228,5856.709701666667
2025-04-17,2,5935.583342737668,1400.9938499999998
2025-04-17,3,3058.3166654927845,76.3468499999999
2025-04-17,4,36.34563000000048,5624.100170283192
2025-04-17,5,3711.442323361838,2953.228116673089
2025-04-18,0,121.9215416666666,552.5783899999998
2025-04-18,1,639.2366666666665,2284.097110849998
2025-04-18,2,9582.416539300233,0.0
2025-04-18,3,0.0,0.0
2025-04-18,4,52.86701851852303,6041.673785000001
2025-04-18,5,3830.9125916666662,2383.6553509999994
2025-04-19,0,164.68873333333306,506.3332544736798
2025-04-19,1,232.50237999999996,2809.9358457568774
2025-04-19,2,10214.829568124142,0.0
2025-04-19,3,0.0,0.0
2025-04-19,4,57.760794350455,5838.428391388885
2025-04-19,5,3640.5545967500007,2328.2953916666665
2025-04-20,0,4861.533908042202,12.819686666666485
2025-04-20,1,827.2849866666669,5924.578885719438
2025-04-20,2,5123.942371946614,1957.4118166666672
2025-04-20,3,5320.454727562983,2.006249999999909
2025-04-20,4,0.0,5408.995425583329
2025-04-20,5,3551.0911317901227,2855.980908333334
2025-04-21,0,5910.129149279832,101.79445833333318
2025-04-21,1,841.5167666666666,5580.009734883337
2025-04-21,2,4369.574033333333,1148.309033333333
2025-04-21,3,3963.601956543205,0.0
2025-04-21,4,33.449283333333256,5627.807552183333
2025-04-21,5,3524.181258333333,3071.407634900002
2025-04-22,0,6262.310502572016,159.66107166666666
2025-04-22,1,891.9037583333334,6395.021948333333
2025-04-22,2,6639.176392429701,1107.84085
2025-04-22,3,3018.000436811224,289.8609350580672
2025-04-22,4,198.75021101594876,5460.178656316872
2025-04-22,5,3574.9339939300407,2933.3175308641967
2025-04-23,0,6307.76281471905,91.21961666666687
2025-04-23,1,763.1067242287731,6129.347958333333
2025-04-23,2,4732.4580166666665,1185.8100666666664
2025-04-23,3,4266.126684979426,120.37584166666693
2025-04-23,4,73.48225860082368,5253.624876934155
2025-04-23,5,3720.5341499999995,2939.7240916666665
2025-04-24,0,5303.829523313768,79.921066666667
2025-04-24,1,1083.4201212378068,5013.938633333332
2025-04-24,2,5927.144207854561,1077.0290499999994
2025-04-24,3,1625.2165520804656,0.0
2025-04-24,4,0.0,5533.654214549997
2025-04-24,5,3553.6884500000006,3025.5720383998505
2025-04-25,0,203.28056666666674,172.9305833333333
2025-04-25,1,582.394125,2186.132941683334
2025-04-25,2,9140.006954588283,0.0
2025-04-25,3,0.0,0.0
2025-04-25,4,0.0,6007.374101625514
2025-04-25,5,3453.094825,2414.0516724578174
2025-04-26,0,132.28428166666703,430.0036166666666
2025-04-26,1,899.12319,2522.5657375000037
2025-04-26,2,9557.466997469139,0.0
2025-04-26,3,0.0,0.0
2025-04-26,4,0.0,5790.116051827775
2025-04-26,5,3462.739075,2612.237068866667
2025-04-27,0,4863.299419465019,56.501839999999675
2025-04-27,1,956.8174233333331,6007.124708333333
2025-04-27,2,6646.9093,1460.7626666666667
2025-04-27,3,3732.879641083667,369.5236916666664
2025-04-27,4,131.84957437756987,5942.844623263888
2025-04-27,5,3603.476216431249,2275.6557896749973
2025-04-28,0,5202.8467307407445,196.85500833333322
2025-04-28,1,2050.5396456250005,2905.8851733725087
2025-04-28,2,5635.436716666667,2264.6466833333334
2025-04-28,3,834.0112844444402,185.69876666666653
2025-04-28,4,0.0,5486.848733684263
2025-04-28,5,3584.6910083333332,2923.471629899073
2025-04-29,0,5662.104580761312,148.0947000000001
2025-04-29,1,951.9509750000004,5221.387328333333
2025-04-29,2,5595.506716666667,748.4452499999998
2025-04-29,3,2189.504862469132,222.47755333333328
2025-04-29,4,184.6064500000009,5413.6836603333295
2025-04-29,5,3833.0430666666666,2961.5587666666665
2025-04-30,0,6127.234966666667,262.6158416666667
2025-04-30,1,866.2298967901173,5165.215563333333
2025-04-30,2,6542.283043045265,583.3332666666663
2025-04-30,3,434.6126976954737,0.0
2025-04-30,4,24.769901666666556,5429.318872543849
2025-04-30,5,3619.710391666667,2986.4045499999993
2025-05-01,0,5161.7062898328795,175.49069999999995
2025-05-01,1,1193.3570372916665,5574.064362168009
2025-05-01,2,5867.914133333333,1362.2728999999995
2025-05-01,3,3302.358770544407,0.0
2025-05-01,4,0.0,6240.759085575752
2025-05-01,5,2928.4087264583327,2669.8131965075795
2025-05-02,0,223.57427500000017,325.16566666666654
2025-05-02,1,448.90444069444425,1939.3688723562504
2025-05-02,2,10195.540732052468,0.0
2025-05-02,3,0.0,0.0
2025-05-02,4,13.659101944444387,6661.95991722778
2025-05-02,5,2980.2119585416663,2180.54122551597
2025-05-03,0,423.51883333333296,363.4987416666661
2025-05-03,1,496.92817574561695,1960.3571441622832
2025-05-03,2,9871.307891635803,0.0
2025-05-03,3,0.0,0.0
2025-05-03,4,30.94412010288022,6244.753028436211
2025-05-03,5,3406.2155749999993,2503.2025666666664
2025-05-04,0,6524.804283707254,273.6301833333333
2025-05-04,1,987.6025150000004,4492.768191666667
2025-05-04,2,6777.687378744857,844.7216666666668
2025-05-04,3,0.0,0.0
2025-05-04,4,0.0,6125.627501345922
2025-05-04,5,3122.301575,2589.8127179040807
2025-05-05,0,6799.0961916666665,94.90502000000004
2025-05-05,1,1014.2387127340569,6207.493051041666
2025-05-05,2,5447.66736870115,1729.9067333333332
2025-05-05,3,4292.924576126526,0.0
2025-05-05,4,19.455833333333658,6252.395037433335
2025-05-05,5,3424.0937583333325,2535.0097292333326
