plan_day,base_cost_yuan,up_cost_yuan,down_cost_yuan,ordinary_cost_yuan,emergency_cost_yuan,total_cost_yuan,q0_kwh,qfinal_kwh,u_kwh,r_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_supply_kwh,initial_soc_kwh,end_soc_kwh,asset_adjusted_cost_yuan,interval_count
2025-02-11,53023.864637463754,0.0,0.0,53023.864637463754,0.0,53023.864637463754,84374.77907765287,84374.77907765287,0.0,0.0,21193.06201288127,17538.60481516667,0.0,5499.724746604934,5392.842081555007,4979.2592096296285,53217.5868546736,144
2025-02-12,52436.34998125397,0.0,0.0,52436.34998125397,0.0,52436.34998125397,84014.2610600251,84014.2610600251,0.0,0.0,21666.94134878601,17882.903675849997,0.0,4963.487253755768,4979.2592096296285,4609.613450370372,52609.492054891,144
2025-02-13,53049.01095635566,0.0,0.0,53049.01095635566,0.0,53049.01095635566,84823.01974011419,84823.01974011419,0.0,0.0,19827.83100770781,15561.6883897425,0.0,9227.39810548222,4609.613450370372,5163.896479815741,52789.38478536345,144
2025-02-14,18757.95640364028,0.0,0.0,18757.95640364028,0.0,18757.95640364028,35899.78225682927,35899.78225682927,0.0,0.0,17859.979405184153,14939.508908694957,0.0,3177.5099436734076,5163.896479815741,4638.423601487082,19004.087899849426,144
2025-02-15,18499.585448133344,0.0,0.0,18499.585448133344,1139.4630328326575,19639.048480966,35664.353922550355,35664.353922550355,0.0,0.0,17918.83323723554,14877.576805499168,212.2631623341659,3555.2695531481518,4638.423601487082,4234.73262,19828.13733669455,144
2025-02-16,48640.621741779905,231.33305910080077,0.0,48871.95480088071,6784.282219011508,55656.237019892214,78457.47316202408,78770.71880005201,313.2456380279375,0.0,22802.76747829081,18388.42829974889,1058.6836218232277,37.68414333333294,4234.73262,4325.63635074074,55613.65771241325,144
2025-02-17,49662.29285138723,0.0,0.0,49662.29285138723,0.0,49662.29285138723,80288.95214759979,80288.95214759979,0.0,0.0,20459.058267283952,16475.666030792177,0.0,5121.69674444135,4325.63635074074,4432.493201527209,49612.24110247885,144
2025-02-18,48895.607042291245,0.0,0.0,48895.607042291245,0.0,48895.607042291245,79291.65161245516,79291.65161245516,0.0,0.0,21833.105937499364,17636.524657544644,0.0,3003.682549167102,4432.493201527209,4486.150036893692,48870.47418060558,144
2025-02-19,46183.69810196055,2894.3824405693854,0.0,49078.08054252994,4773.247623610991,53851.32816614093,75196.68951131236,77910.39042564377,2713.700914331411,0.0,23222.693551156804,19224.139088557997,993.8031876263859,2026.3117673380193,4486.150036893692,4026.4196900925917,54066.665860582565,144
2025-02-20,47292.91512903128,1714.1443403921437,0.0,49007.059469423424,79.84383491668598,49086.90330434011,77039.95625443682,78510.06346532711,1470.1072108902756,0.0,22043.86661889404,17568.18502655417,17.338666666670928,3058.5868063205753,4026.4196900925917,4345.694062037037,48937.35518852133,144
2025-02-21,17745.463934618743,620.2006658923149,0.0,18365.664600511056,0.0,18365.664600511056,34288.693327818924,34856.41580343004,567.7224756111113,0.0,17336.43459557542,13816.002686932758,0.0,5775.721861454043,4345.694062037037,4597.371101462961,18247.779075243954,144
2025-02-22,17409.788795975022,1545.2951059291208,0.0,18955.083901904145,37.90471856874784,18992.988620472894,33664.41700502345,34857.22859244568,1192.811587422222,0.0,17393.997480048256,13989.376371419443,6.9194447916662725,3614.7640452752003,4597.371101462961,4708.217309707004,18941.068256531384,144
2025-02-23,47190.26053744681,1222.690780777251,0.0,48412.95131822406,0.0,48412.95131822406,76887.58046445638,77879.45772839733,991.8772639409658,0.0,21841.01732313506,17973.238622225705,0.0,2479.825344154653,4708.217309707004,4394.8677647222175,48559.724245094934,144
2025-02-24,47878.02858365288,289.7180856997802,0.0,48167.74666935266,120.61938585333266,48288.36605520599,77777.84248021824,77995.59476010228,217.7522798840285,0.0,20542.338244629635,16507.47283877639,25.751363333333188,5783.447100915696,4394.8677647222175,4541.335697359566,48219.76047555865,144
2025-02-25,45931.467605424354,293.8944353457689,0.0,46225.362040770124,106.39751583333268,46331.75955660346,74750.81121720823,74965.31299905348,214.5017818452514,0.0,19866.00211766289,16366.41387284722,23.784999999999854,5668.186520904478,4541.335697359566,4235.833300092594,46474.856879483305,144
2025-02-26,45187.32194629849,1010.1577396559527,0.0,46197.479685954444,0.0,46197.479685954444,73579.83144081524,74531.94435893297,952.112918117736,0.0,22144.72658908436,17543.486785541663,0.0,1115.8565220569424,4235.833300092594,4673.324135222226,45992.55897877972,144
2025-02-27,44367.167867226504,0.0,0.0,44367.167867226504,4377.867582323554,48745.03544955006,72512.01588728705,72512.01588728705,0.0,0.0,22546.860382774088,18477.005877816668,905.3070601833274,2390.884242512969,4673.324135222226,4435.491948811499,48856.43604566484,144
2025-02-28,17127.997741191346,0.0,0.0,17127.997741191346,0.0,17127.997741191346,33286.16553323413,33286.16553323413,0.0,0.0,17417.489789016025,14099.86157709877,0.0,6675.943771316878,4435.491948811499,4444.719895482853,17123.675370970483,144
2025-03-01,17101.9040984519,0.0,0.0,17101.9040984519,857.8438870448886,17959.74798549679,33259.11105441534,33259.11105441534,0.0,0.0,16594.965372776252,13479.96388488333,155.93405751050483,6641.277690699589,4444.719895482853,4402.45108111111,17979.546698148515,144
2025-03-02,44949.44441405749,4526.567467587044,0.0,49476.01188164453,10860.381091796125,60336.392973440656,73328.25184567593,77400.67890548575,4072.4270598098356,0.0,19902.684609597873,16123.167067440942,1611.7404657100872,2874.5947623722495,4402.45108111111,4400.237154814814,60337.429976517844,144
2025-03-03,47149.922928363034,0.0,0.0,47149.922928363034,3779.5926077749587,50929.51553613799,76171.76617810364,76171.76617810364,0.0,0.0,22712.732013636254,18386.108991628702,598.6154100999977,426.6119328627559,4400.237154814814,4412.685976388889,50923.68450811269,144
2025-03-04,49562.06856263963,0.0,0.0,49562.06856263963,0.0,49562.06856263963,79528.08543609973,79528.08543609973,0.0,0.0,20383.32509990712,16673.16482064144,0.0,6618.4672235007165,4412.685976388889,4231.9398767037,49646.73003573217,144
2025-03-05,49014.541961324205,0.0,0.0,49014.541961324205,0.0,49014.541961324205,78896.01888491893,78896.01888491893,0.0,0.0,18757.71126674898,15151.414554016666,0.0,9159.250155519947,4231.9398767037,4278.97495675926,48992.51072982618,144
2025-03-06,46986.87812783754,0.0,0.0,46986.87812783754,0.0,46986.87812783754,75677.66779861423,75677.66779861423,0.0,0.0,19546.416071419746,15582.132432393997,0.0,5772.730026255151,4278.97495675926,4557.26894059926,46856.52522580689,144
2025-03-07,16707.019355336495,0.0,0.0,16707.019355336495,0.0,16707.019355336495,32389.86739203477,32389.86739203477,0.0,0.0,15559.067703819752,12754.674942916668,0.0,8663.189097798353,4557.26894059926,4388.568826351846,16786.038488849983,144
2025-03-08,16400.167424448697,0.0,0.0,16400.167424448697,0.0,16400.167424448697,31803.74232327161,31803.74232327161,0.0,0.0,15960.514161954738,12813.359858783333,0.0,9593.44850343354,4388.568826351846,4515.96506235185,16340.495027506295,144
2025-03-09,45278.424244522546,0.0,0.0,45278.424244522546,0.0,45278.424244522546,73949.07156720487,73949.07156720487,0.0,0.0,20817.82140993827,16763.427064315227,0.0,6561.152171581829,4515.96506235185,4625.974259834931,45226.89593642147,144
2025-03-10,44242.8045599863,0.0,0.0,44242.8045599863,76.82445807360023,44319.6290180599,71808.48527890872,71808.48527890872,0.0,0.0,20817.099715358756,17238.592845958694,12.56739049134635,200.47434999999905,4625.974259834931,4207.371952592593,44515.702338772215,144
2025-03-11,46483.80551199415,0.0,0.0,46483.80551199415,0.0,46483.80551199415,75427.95518518251,75427.95518518251,0.0,0.0,20576.330358127576,15951.98774955,0.0,6864.693776604943,4207.371952592593,5001.638442074072,46111.771088321024,144
2025-03-12,44480.989824558266,0.0,0.0,44480.989824558266,1259.2660550048072,45740.255879563076,72343.27020543942,72343.27020543942,0.0,0.0,18873.722597366253,16064.748579066665,180.51405605000105,7279.275559856495,5001.638442074072,4138.268136296296,46144.658530789384,144
2025-03-13,42015.00511549188,5151.839837284687,0.0,47166.84495277656,30.869492095917188,47197.71444487248,68762.58368674875,73757.54476835212,4994.961081603362,0.0,20386.578936880556,16478.94959237325,5.049810583333419,2309.347217761483,4138.268136296296,4176.2451879629625,47179.92599387181,144
2025-03-14,15815.891781939667,0.0,0.0,15815.891781939667,0.0,15815.891781939667,30597.02533635802,30597.02533635802,0.0,0.0,16054.327557283952,12708.896571625515,0.0,11222.168367366252,4176.2451879629625,4504.1437988234975,15662.304072612593,144
2025-03-15,15564.59092838859,362.05157213982653,0.0,15926.642500528418,353.6187785430237,16280.261279071441,29989.951546776996,30311.599110154257,321.6475633772574,0.0,15277.631517285232,12653.603691092185,89.1474286805563,6852.593562641765,4504.1437988234975,4194.452507611112,16425.320679875324,144
2025-03-16,42542.686489521955,2062.423541268563,0.0,44605.11003079052,7.461179999999938,44612.57121079052,69565.76418822094,71321.28731419536,1755.523125974415,0.0,20773.377269029486,16373.489835480557,1.6399999999999864,3571.992947313101,4194.452507611112,4697.725565870368,44376.838110301884,144
2025-03-17,44062.60580262148,529.0548601037428,0.0,44591.660662725226,0.0,44591.660662725226,71225.55294021625,71602.62419071054,377.0712504942916,0.0,18408.709787352545,14281.135882801393,0.0,9616.918852826066,4697.725565870368,5397.6356158194485,44263.82279532908,144
2025-03-18,41288.81380117294,1112.2213176735488,0.0,42401.035118846485,0.0,42401.035118846485,67681.73524252968,68536.02628318784,854.2910406581487,0.0,19834.235457731706,16861.973551833526,0.0,4437.806010622998,5397.6356158194485,4512.921359074069,42815.43527670602,144
2025-03-19,40501.41660552772,563.485648419778,0.0,41064.9022539475,0.0,41064.9022539475,67157.87621143882,67591.65060631649,433.77439487767293,0.0,21489.910906438618,17128.38834204861,0.0,3764.6575919264837,4512.921359074069,4822.298572592596,40919.98996713542,144
2025-03-20,38952.9422408185,2893.515546443007,0.0,41846.457787261505,30.093284040221853,41876.55107130173,63553.6176615427,66457.5382626583,2903.9206011155975,0.0,20669.07793677983,17141.38299270833,7.752005162344631,728.633507082482,4822.298572592596,4378.487612685183,42084.43212492236,144
2025-03-21,14819.178845659724,1802.269051733643,0.0,16621.447897393366,0.0,16621.447897393366,28660.870723583335,30044.873823848196,1384.0031002648616,0.0,14941.702738525035,11907.345583121943,0.0,14977.052151778436,4378.487612685183,4595.636096111111,16519.73554775666,144
2025-03-22,15166.932398112142,856.7541291523835,0.0,16023.686527264526,0.0,16023.686527264526,29342.738945297162,30007.40026719097,664.6613218938081,0.0,14824.151564251864,11675.629649702838,0.0,10977.67861930861,4595.636096111111,4964.450670934633,15850.933780417188,144
2025-03-23,39608.77353266244,2941.32775647341,0.0,42550.101289135855,0.0,42550.101289135855,64787.120304748736,67709.50006624703,2922.379761498288,0.0,18614.809837463523,15577.619673922425,0.0,5902.5897860392615,4964.450670934633,4409.313220293548,42810.12767101614,144
2025-03-24,40066.97567952747,1526.910164618169,0.0,41593.88584414565,0.0,41593.88584414565,65733.94812634923,67068.43426050367,1334.4861341544297,0.0,20144.574397540495,16033.362125532829,0.0,4958.724905162662,4409.313220293548,4724.58337193241,41446.213305118006,144
2025-03-25,38696.20877919811,1651.412036059327,0.0,40347.62081525743,0.0,40347.62081525743,64139.691084092905,65449.69522291074,1310.00413881784,0.0,20838.83681104034,17378.11027926385,0.0,1038.8439744675895,4724.58337193241,4170.525080464441,40607.14171898103,144
2025-03-26,37388.94569266135,2469.4282666674885,0.0,39858.37395932884,0.0,39858.37395932884,61934.84173130383,64599.91346212048,2665.0717308166454,0.0,21077.37364299561,16706.83243481111,0.0,4636.817387269312,4170.525080464441,4577.014209370373,39667.974451349306,144
2025-03-27,38909.81420061177,1206.088330802424,0.0,40115.90253141419,0.0,40115.90253141419,64279.23547284732,65307.840977437016,1028.6055045896974,0.0,20065.120801034907,16262.025157929424,0.0,2787.7559343315365,4577.014209370373,4566.706088157981,40120.73085539007,144
2025-03-28,14502.350741465249,109.49588943776797,0.0,14611.846630903017,0.0,14611.846630903017,28513.83300358914,28615.070785473086,101.23778188394607,0.0,15150.489902992429,12183.820186449384,0.0,14826.520302263376,4566.706088157981,4664.5690159074065,14566.007635545186,144
2025-03-29,14597.79388022458,1224.147416375139,0.0,15821.94129659972,0.0,15821.94129659972,28524.23275644033,29381.40997681255,857.1772203722205,0.0,14528.595649936646,11521.408203015351,0.0,18667.013346557924,4664.5690159074065,4938.740430833336,15693.519405848414,144
2025-03-30,39250.41101671294,473.46584796921485,0.0,39723.876864682155,0.0,39723.876864682155,64095.77532727364,64416.8510173786,321.0756901049649,0.0,19348.21589903292,15364.39335426605,0.0,5087.408772611737,4938.740430833336,5280.58656855624,39563.756133772746,144
2025-03-31,36771.03341887794,1743.136338996549,0.0,38514.169757874486,0.0,38514.169757874486,59996.690986547175,62062.488316879,2065.7973303318226,0.0,18269.96447827544,15342.397248069556,0.0,2183.5316033397858,5280.58656855624,4676.446545593527,38797.14894463022,144
2025-04-01,35945.03643295798,8405.382519754066,0.0,44350.41895271205,0.0,44350.41895271205,59554.83341198826,68175.33395651513,8620.500544526863,0.0,17090.31660676508,13992.69258034723,0.0,4868.858413430605,4676.446545593527,4510.295291296295,44428.24420022487,144
2025-04-02,35322.085160777104,11725.564326973601,0.0,47047.64948775071,864.3364365978181,47911.98592434852,58375.1428141454,69780.18420668984,11405.041392544437,0.0,17041.00103622552,13967.951204592673,127.9685251991807,6399.767500256178,4510.295291296295,4327.25044101852,47997.72413221863,144
2025-04-03,38706.104826966446,1314.5256542579502,0.0,40020.6304812244,0.0,40020.6304812244,65335.14785933668,66500.53188213031,1165.3840227936253,0.0,21212.022644607354,16853.135520751646,0.0,6278.114491607929,4327.25044101852,4692.364686996647,39849.61096840824,144
2025-04-04,14229.767781686367,0.0,0.0,14229.767781686367,0.0,14229.767781686367,28108.83727747992,28108.83727747992,0.0,0.0,14071.16313677471,11263.874337667834,0.0,18870.746228373046,4692.364686996647,4840.995579351857,14160.149071707187,144
2025-04-05,13957.309641411455,0.0,0.0,13957.309641411455,128.67970446048164,14085.989345871938,27743.172686747315,27743.172686747315,0.0,0.0,14031.249947652084,11808.699720452682,27.578162121834897,13504.085638336413,4840.995579351857,4348.343065069093,14316.747783561985,144
2025-04-06,38119.29544722676,631.8228638568742,0.0,38751.118311083635,0.0,38751.118311083635,63353.65198140511,63910.218279396286,556.5662979911723,0.0,19275.51847885071,15286.13085609792,0.0,5510.754389976836,4348.343065069093,4711.719855925928,38580.912622246295,144
2025-04-07,36348.535481523104,0.0,0.0,36348.535481523104,0.0,36348.535481523104,60236.067330399695,60236.067330399695,0.0,0.0,18941.285157510283,15625.231744476836,0.0,3677.294634032921,4711.719855925928,4397.507892710924,36495.71236509301,144
2025-04-08,34775.25992919699,2110.373970717369,0.0,36885.63389991436,1909.1010908813946,38794.734990795754,57541.38594857368,59922.95734496282,2381.571396389141,0.0,20876.547509453565,17029.98402034722,277.4613286419717,2000.6615678317899,4397.507892710924,4264.196184166668,38857.17819507788,144
2025-04-09,36103.07974008345,4442.606010784461,0.0,40545.68575086792,0.0,40545.68575086792,60164.88941081643,65344.57965728593,5179.690246469505,0.0,20077.451211311978,16089.47546482937,0.0,2222.292894136662,4264.196184166668,4456.707313425924,40455.51353792288,144
2025-04-10,37607.031018540656,1107.245743013688,0.0,38714.27676155434,610.9661718399041,39325.24293339425,63356.93262507312,64853.10704091673,1496.1744158436159,0.0,21409.939395864196,17336.222853733332,91.50980656391982,6410.262405349789,4456.707313425924,4463.182932222224,39322.209753550065,144
2025-04-11,13553.592246935861,213.50920871583227,0.0,13767.101455651693,0.0,13767.101455651693,27060.69714379835,27239.799787167794,179.10264336944493,0.0,14149.446456733858,11482.228622721068,0.0,19255.931786488338,4463.182932222224,4439.652940259286,13778.122903887133,144
2025-04-12,14120.429910209225,0.0,0.0,14120.429910209225,0.0,14120.429910209225,27993.34879555553,27993.34879555553,0.0,0.0,13614.737394444415,10579.28808333333,0.0,15932.738934444444,4439.652940259286,4938.152058222225,13886.932923355384,144
2025-04-13,35530.10236448194,0.0,0.0,35530.10236448194,427.71378472130993,35957.81614920325,59116.20995980761,59116.20995980761,0.0,0.0,19767.04669930041,16564.160525500003,73.17086508332991,1710.1361677572017,4938.152058222225,4323.871281481482,36245.54526502862,144
2025-04-14,35050.31582343998,0.0,0.0,35050.31582343998,0.0,35050.31582343998,58692.95357188991,58692.95357188991,0.0,0.0,20445.29729872428,16482.80797691667,0.0,2202.432450082304,4323.871281481482,4410.407764870368,35009.782134620626,144
2025-04-15,34493.377953893534,0.0,0.0,34493.377953893534,0.0,34493.377953893534,57440.376884978396,57440.376884978396,0.0,0.0,20243.003337746923,16168.568213516668,0.0,3226.5129274148076,4410.407764870368,4664.034976046296,34374.57896817873,144
2025-04-16,35195.02461481461,1831.3657188822267,0.0,37026.39033369684,0.0,37026.39033369684,59191.805844165225,61539.66088802944,2347.8550438642155,0.0,20744.528749598765,16714.73447876605,0.0,1730.274667196727,4664.034976046296,4762.18365205624,36980.41749385378,144
2025-04-17,36222.23312802296,133.78598096499914,0.0,36356.01910898796,0.0,36356.01910898796,61100.75182566509,61224.318569703915,123.56674403882758,0.0,19684.603630089474,16052.11427195628,0.0,4723.486861570727,4762.18365205624,4642.644394740901,36412.01129711446,144
2025-04-18,13150.088428113055,0.0,0.0,13150.088428113055,0.0,13150.088428113055,26709.45722915,26709.45722915,0.0,0.0,14227.354357818756,11262.004636849999,0.0,17389.99032484791,4642.644394740901,4933.924831388891,13013.652671587137,144
2025-04-19,13017.554040304181,327.8772890819177,0.0,13345.431329386098,0.0,13345.431329386098,26121.189748766665,26381.68945783889,260.49970907222394,0.0,14310.336072557931,11482.992883286108,0.0,16769.667018567066,4933.924831388891,5054.346315262016,13289.025906339926,144
2025-04-20,33708.88888799623,1796.4920528654868,0.0,35505.38094086172,0.0,35505.38094086172,55877.68020322626,57376.028920404555,1498.3487171782986,0.0,19684.30712600859,16161.792972969435,0.0,1895.7698840320713,5054.346315262016,4812.674980925934,35618.579793864745,144
2025-04-21,33476.538728221254,76.35329969054173,0.0,33552.892027911796,206.3213999045423,33759.213427816336,56192.66527762057,56240.05142525946,47.38614763888893,0.0,18642.452447489704,15529.328413633339,45.64193209999835,4655.658940169759,4812.674980925934,4336.072835185185,33982.453872881306,144
2025-04-22,33732.768789341666,2009.0149539061852,0.0,35741.78374324785,0.0,35741.78374324785,56193.911075895434,58878.25367688075,2684.3426009853147,0.0,20585.075295092265,16345.880992239136,0.0,2486.130057360957,4336.072835185185,4700.550609391403,35571.062353809655,144
2025-04-23,34335.00446392465,0.0,0.0,34335.00446392465,0.0,34335.00446392465,57822.48394629329,57822.48394629329,0.0,0.0,19863.470649194736,15720.102451934154,0.0,2279.199032366043,4700.550609391403,5110.893691517608,34142.799764256735,144
2025-04-24,34620.2687710211,619.8435055749717,0.0,35240.112276596075,0.0,35240.112276596075,58181.70344166326,58632.075183985144,450.37174232187886,0.0,17493.298854486602,14730.115002949848,0.0,8778.784632448393,5110.893691517608,4488.068212833506,35531.843730811706,144
2025-04-25,12674.394108331093,0.0,0.0,12674.394108331093,0.0,12674.394108331093,26018.336352566665,26018.336352566665,0.0,0.0,13378.77647125495,10780.4892991,0.0,21419.691530411714,4488.068212833506,4550.645593518523,12645.082863218231,144
2025-04-26,12181.289897658184,1401.8552833801655,0.0,13583.14518103835,0.0,13583.14518103835,25207.147964999993,26181.208710416664,974.06074541667,0.0,14051.613544135806,11354.922474861112,0.0,23414.32400780864,4550.645593518523,4580.51725561729,13569.153294511287,144
2025-04-27,31072.51019403808,1063.5525343720988,0.0,32136.06272841018,7621.573595359751,39757.63632376993,51915.384107214806,53424.04943536124,1508.6653281464278,0.0,19779.213877565144,16324.691234049997,1107.5743118833373,2503.6299203960943,4580.51725561729,4243.263929814815,39915.60578157581,144
2025-04-28,32373.775775297818,10076.363875447105,0.0,42450.139650744924,0.0,42450.139650744924,53645.28230074074,64033.44056957567,10388.15826883493,0.0,17347.62235083076,13657.232287839586,0.0,3721.083189917834,4243.263929814815,4681.421503518516,42244.90664322211,144
2025-04-29,33206.98666120136,0.0,0.0,33206.98666120136,0.0,33206.98666120136,54929.17614209465,54929.17614209465,0.0,0.0,18416.71665156378,14715.647258666662,0.0,3794.8930325308675,4681.421503518516,4905.747313629635,33101.91245174531,144
2025-04-30,35902.91656082514,0.0,0.0,35902.91656082514,0.0,35902.91656082514,60845.47931123456,60845.47931123456,0.0,0.0,17614.840897530856,14426.888094210515,0.0,9400.672074580887,4905.747313629635,4729.228461173504,35985.5979913156,144
2025-05-01,33635.67567054678,1221.7765075199181,0.0,34857.45217806669,12402.340828399341,47259.79300646603,55891.94908224706,56959.41703737072,1067.4679551236575,0.0,18429.006622668952,16021.411178834673,1952.270383997975,5492.713177534413,4729.228461173504,3513.766445092593,47829.11541479833,144
2025-05-02,12832.800033048148,2179.255043999108,0.0,15012.055077047256,7415.817154395435,22427.872231442692,26252.495256999995,27877.709424241664,1625.2141672416685,0.0,13851.024341358025,11079.185100833336,1282.9255710361085,12098.47567141975,3513.766445092593,3669.482684722222,22354.934744800175,144
2025-05-03,15074.30025389219,286.0181112063245,0.0,15360.318365098514,0.0,15360.318365098514,28576.377822083334,28811.029906583335,234.6520844999996,0.0,14228.914595817632,11071.811480931827,0.0,16786.75514169753,3669.482684722222,4173.493064367175,15124.239903272817,144
2025-05-04,38558.56659244816,0.0,0.0,38558.56659244816,902.6862564066096,39461.25284885477,63854.733814941814,63854.733814941814,0.0,0.0,17412.39575245211,14326.56026091667,152.57804574999778,9186.809035823037,4173.493064367175,3926.248951666666,39577.06199124369,144
2025-05-05,35364.29573130724,1533.733001274828,0.0,36898.02873258207,2758.2531659833485,39656.281898565416,57812.72423320986,59793.64191066101,1980.9176774511498,0.0,20997.476440895065,16819.70957104167,396.69429166666885,936.5625324742871,3926.248951666666,4135.411558425924,39558.31013355938,144
2025-05-06,36038.28712339271,0.0,0.0,36038.28712339271,0.0,36038.28712339271,59272.61082662551,59272.61082662551,0.0,0.0,20668.127853395057,17040.563635,0.0,2774.964241563789,4135.411558425924,3802.767032037039,36194.09781955326,144
2025-05-07,38644.152281996714,0.0,0.0,38644.152281996714,5881.571274162408,44525.72355615912,64377.4496996761,64377.4496996761,0.0,0.0,19096.2351165432,15417.571064566662,945.7964998333382,6576.736197532904,3802.767032037039,3858.7441207407405,44499.50388781031,144
2025-05-08,36625.62790206941,1091.9975885053695,0.0,37717.625490574785,243.22893262499974,37960.85442319979,59210.8346010288,60604.03939408779,1393.2047930589874,0.0,20562.60325797668,15838.13753333333,35.99924999999996,89.06051944444391,3858.7441207407405,4767.156460327163,37535.35408333751,144
2025-05-09,16334.937639276228,0.0,0.0,16334.937639276228,0.0,16334.937639276228,29430.824692,29430.824692,0.0,0.0,14070.728621676944,10141.090640863504,0.0,17001.800861186555,4767.156460327163,6162.933729988072,15681.155566167057,144
2025-05-10,15401.13888540593,0.0,0.0,15401.13888540593,0.0,15401.13888540593,27736.361456344064,27736.361456344064,0.0,0.0,14103.424830473254,12042.2532353226,0.0,13554.144577860077,6162.933729988072,5475.734704833332,15723.022908788409,144
2025-05-11,40612.99413012843,0.0,0.0,40612.99413012843,185.80697583333296,40798.80110596176,65956.0491964609,65956.0491964609,0.0,0.0,17915.697030637857,14611.957618297538,27.56166666666661,7195.792367453918,5475.734704833332,5364.353567632361,40850.97203062669,144
2025-05-12,37751.22086972456,0.0,0.0,37751.22086972456,0.0,37751.22086972456,61127.892858220795,61127.892858220795,0.0,0.0,15686.546546252112,12805.146893374485,0.0,6315.297972009842,5364.353567632361,5254.304466620945,37802.76786863831,144
2025-05-13,39314.553177927,0.0,0.0,39314.553177927,0.0,39314.553177927,64527.90482359668,64527.90482359668,0.0,0.0,17524.612689762736,13754.024005116667,0.0,7628.1033722839475,5254.304466620945,5744.20699283333,39085.08283464912,144
2025-05-14,37031.72205824667,486.89558719775647,0.0,37518.61764544443,0.0,37518.61764544443,60068.059054516045,60756.8081489725,688.7490944564519,0.0,17016.485946543216,14302.03698166667,0.0,5028.210400762619,5744.20699283333,5167.892142870368,37788.56352116708,144
2025-05-15,36738.53136365271,2049.3334226920065,0.0,38787.86478634472,0.0,38787.86478634472,58171.74298831656,60494.28331724329,2322.540328926724,0.0,19303.966103779156,14232.734587918749,0.0,2657.9935180495486,5167.892142870368,6727.312094139663,38057.43248117018,144
2025-05-16,16392.987950919105,0.0,0.0,16392.987950919105,0.0,16392.987950919105,28585.571536136416,28585.571536136416,0.0,0.0,12821.531913782963,10287.736382696072,0.0,23336.269471716194,6727.312094139663,6835.872613548693,16342.138203627916,144
2025-05-17,16202.899912061464,0.0,0.0,16202.899912061464,0.0,16202.899912061464,27935.288611139506,27935.288611139506,0.0,0.0,14395.551466337443,11861.754518860489,0.0,14952.69258032922,6835.872613548693,6612.141690074072,16307.695476616977,144
