date,start,end,time_period,emergency_kwh,duration_minutes,interval_count
2025-03-18,2025-03-18 09:20:00,2025-03-18 10:10:00,09:20-10:10,308.01262561666704,50.0,5
2025-03-20,2025-03-20 20:20:00,2025-03-20 20:50:00,20:20-20:50,1785.0739865063952,30.0,3
2025-03-20,2025-03-20 21:40:00,2025-03-20 22:00:00,21:40-22:00,87.74545041666681,20.0,2
2025-03-21,2025-03-21 06:50:00,2025-03-21 07:50:00,06:50-07:50,825.3316181975013,60.0,6
2025-03-25,2025-03-25 09:30:00,2025-03-25 10:50:00,09:30-10:50,524.4365119666531,80.0,8
2025-03-25,2025-03-25 20:40:00,2025-03-25 21:00:00,20:40-21:00,162.4600942207827,20.0,2
2025-03-25,2025-03-25 21:30:00,2025-03-25 22:00:00,21:30-22:00,48.747787333333505,30.0,3
2025-03-28,2025-03-28 07:30:00,2025-03-28 08:00:00,07:30-08:00,241.98899318333295,30.0,3
2025-04-01,2025-04-01 20:00:00,2025-04-01 21:10:00,20:00-21:10,3660.0759816798345,70.0,7
2025-04-01,2025-04-01 21:40:00,2025-04-01 22:00:00,21:40-22:00,86.7658994166664,20.0,2
2025-04-02,2025-04-02 08:30:00,2025-04-02 10:30:00,08:30-10:30,2162.1174523666614,120.0,12
2025-04-02,2025-04-02 20:00:00,2025-04-02 21:00:00,20:00-21:00,3098.7885987333425,60.0,6
2025-04-03,2025-04-03 09:10:00,2025-04-03 09:40:00,09:10-09:40,156.62562166667075,30.0,3
2025-04-05,2025-04-05 21:00:00,2025-04-05 21:10:00,21:00-21:10,27.578162121834897,10.0,1
2025-04-08,2025-04-08 08:40:00,2025-04-08 09:50:00,08:40-09:50,652.964426848353,70.0,7
2025-04-08,2025-04-08 20:40:00,2025-04-08 21:00:00,20:40-21:00,277.4613286419717,20.0,2
2025-04-09,2025-04-09 20:10:00,2025-04-09 21:10:00,20:10-21:10,2650.9045244053573,60.0,6
2025-04-10,2025-04-10 20:40:00,2025-04-10 21:10:00,20:40-21:10,91.50980656391982,30.0,3
2025-04-13,2025-04-13 20:40:00,2025-04-13 21:00:00,20:40-21:00,60.38189008333006,20.0,2
2025-04-13,2025-04-13 21:10:00,2025-04-13 21:30:00,21:10-21:30,9.24101666666677,20.0,2
2025-04-13,2025-04-13 21:50:00,2025-04-13 22:00:00,21:50-22:00,3.547958333333076,10.0,1
2025-04-16,2025-04-16 20:30:00,2025-04-16 21:00:00,20:30-21:00,793.4865319798329,30.0,3
2025-04-16,2025-04-16 21:10:00,2025-04-16 21:30:00,21:10-21:30,30.74884104938249,20.0,2
2025-04-16,2025-04-16 21:40:00,2025-04-16 21:50:00,21:40-21:50,27.176633333332937,10.0,1
2025-04-20,2025-04-20 09:00:00,2025-04-20 09:40:00,09:00-09:40,278.9398557333333,40.0,4
2025-04-21,2025-04-21 21:30:00,2025-04-21 22:00:00,21:30-22:00,45.64193209999835,30.0,3
2025-04-24,2025-04-24 21:40:00,2025-04-24 21:50:00,21:40-21:50,11.292670255208163,10.0,1
2025-04-26,2025-04-26 20:50:00,2025-04-26 21:20:00,20:50-21:20,179.64319196666742,30.0,3
2025-04-26,2025-04-26 21:40:00,2025-04-26 22:00:00,21:40-22:00,147.17915886666682,20.0,2
2025-04-27,2025-04-27 09:00:00,2025-04-27 09:20:00,09:00-09:20,92.62209825000053,20.0,2
2025-04-27,2025-04-27 20:30:00,2025-04-27 20:50:00,20:30-20:50,1100.4980234666705,20.0,2
2025-04-27,2025-04-27 21:40:00,2025-04-27 21:50:00,21:40-21:50,7.076288416666966,10.0,1
2025-04-28,2025-04-28 09:20:00,2025-04-28 10:00:00,09:20-10:00,247.46076449999515,40.0,4
2025-04-28,2025-04-28 19:30:00,2025-04-28 21:40:00,19:30-21:40,5626.3279089308335,130.0,13
2025-05-01,2025-05-01 20:30:00,2025-05-01 22:00:00,20:30-22:00,1952.270383997975,90.0,9
2025-05-02,2025-05-02 06:50:00,2025-05-02 07:40:00,06:50-07:40,409.50136045000045,50.0,5
2025-05-02,2025-05-02 20:20:00,2025-05-02 22:00:00,20:20-22:00,2269.2495040833355,100.0,10
2025-05-04,2025-05-04 20:40:00,2025-05-04 21:00:00,20:40-21:00,84.86052333333112,20.0,2
2025-05-04,2025-05-04 21:20:00,2025-05-04 21:40:00,21:20-21:40,67.71752241666665,20.0,2
2025-05-05,2025-05-05 20:30:00,2025-05-05 21:10:00,20:30-21:10,1375.5708570500128,40.0,4
2025-05-07,2025-05-07 20:40:00,2025-05-07 21:00:00,20:40-21:00,659.4450849166712,20.0,2
2025-05-07,2025-05-07 21:10:00,2025-05-07 22:00:00,21:10-22:00,286.35141491666695,50.0,5
2025-05-08,2025-05-08 20:10:00,2025-05-08 20:20:00,20:10-20:20,35.999250000000075,10.0,1
2025-05-08,2025-05-08 20:40:00,2025-05-08 21:00:00,20:40-21:00,558.0323144999963,20.0,2
2025-05-08,2025-05-08 21:30:00,2025-05-08 22:00:00,21:30-22:00,65.37657966666715,30.0,3
2025-05-09,2025-05-09 07:20:00,2025-05-09 07:40:00,07:20-07:40,47.86728959999998,20.0,2
2025-05-11,2025-05-11 19:30:00,2025-05-11 19:40:00,19:30-19:40,27.561666666666724,10.0,1
2025-05-19,2025-05-19 20:30:00,2025-05-19 20:40:00,20:30-20:40,67.00333333333344,10.0,1
2025-05-29,2025-05-29 20:10:00,2025-05-29 20:50:00,20:10-20:50,1552.4269780843306,40.0,4
2025-05-30,2025-05-30 20:40:00,2025-05-30 21:00:00,20:40-21:00,230.61214911684243,20.0,2
2025-06-01,2025-06-01 09:20:00,2025-06-01 11:10:00,09:20-11:10,1682.9140585333319,110.0,11
2025-06-01,2025-06-01 11:20:00,2025-06-01 11:50:00,11:20-11:50,81.31691960000428,30.0,3
2025-06-01,2025-06-01 16:30:00,2025-06-01 22:00:00,16:30-22:00,10286.08446993333,330.0,33
2025-06-02,2025-06-02 08:30:00,2025-06-02 09:40:00,08:30-09:40,1330.2377980999997,70.0,7
2025-06-02,2025-06-02 19:10:00,2025-06-02 22:00:00,19:10-22:00,7169.494221558637,170.0,17
2025-06-03,2025-06-03 08:50:00,2025-06-03 10:30:00,08:50-10:30,1427.2358124499976,100.0,10
2025-06-03,2025-06-03 19:40:00,2025-06-03 20:50:00,19:40-20:50,3232.703091400001,70.0,7
2025-06-03,2025-06-03 21:20:00,2025-06-03 21:30:00,21:20-21:30,3.915117733333135,10.0,1
2025-06-03,2025-06-03 21:40:00,2025-06-03 22:00:00,21:40-22:00,26.13715000000036,20.0,2
2025-06-04,2025-06-04 19:10:00,2025-06-04 19:20:00,19:10-19:20,54.34034999999994,10.0,1
2025-06-04,2025-06-04 19:50:00,2025-06-04 21:00:00,19:50-21:00,3619.480435650003,70.0,7
2025-06-04,2025-06-04 21:40:00,2025-06-04 21:50:00,21:40-21:50,16.54735399999995,10.0,1
2025-06-05,2025-06-05 19:00:00,2025-06-05 19:20:00,19:00-19:20,147.81640000000016,20.0,2
2025-06-05,2025-06-05 19:30:00,2025-06-05 19:40:00,19:30-19:40,1.19500000000005,10.0,1
2025-06-05,2025-06-05 20:00:00,2025-06-05 20:10:00,20:00-20:10,31.38833333333309,10.0,1
2025-06-05,2025-06-05 20:40:00,2025-06-05 21:00:00,20:40-21:00,323.21953018333056,20.0,2
2025-06-06,2025-06-06 20:10:00,2025-06-06 21:00:00,20:10-21:00,1997.2357049999987,50.0,5
2025-06-06,2025-06-06 21:10:00,2025-06-06 21:30:00,21:10-21:30,65.81461666666648,20.0,2
2025-06-06,2025-06-06 21:50:00,2025-06-06 22:00:00,21:50-22:00,15.16666899999966,10.0,1
2025-06-07,2025-06-07 20:40:00,2025-06-07 21:00:00,20:40-21:00,610.2222933333296,20.0,2
2025-06-09,2025-06-09 20:30:00,2025-06-09 20:40:00,20:30-20:40,4.383333333333439,10.0,1
2025-06-11,2025-06-11 10:00:00,2025-06-11 11:00:00,10:00-11:00,825.0710858833338,60.0,6
2025-06-14,2025-06-14 07:30:00,2025-06-14 07:40:00,07:30-07:40,25.62541780000049,10.0,1
2025-06-19,2025-06-19 19:30:00,2025-06-19 19:40:00,19:30-19:40,12.486666666666451,10.0,1
2025-06-24,2025-06-24 09:10:00,2025-06-24 11:00:00,09:10-11:00,2618.42809,110.0,11
2025-06-24,2025-06-24 20:10:00,2025-06-24 20:50:00,20:10-20:50,1578.1695732615433,40.0,4
2025-07-01,2025-07-01 09:10:00,2025-07-01 10:20:00,09:10-10:20,1005.4786689700912,70.0,7
2025-07-01,2025-07-01 19:10:00,2025-07-01 19:20:00,19:10-19:20,28.478641666666704,10.0,1
2025-07-01,2025-07-01 19:50:00,2025-07-01 20:10:00,19:50-20:10,95.40330999999992,20.0,2
2025-07-02,2025-07-02 08:40:00,2025-07-02 10:00:00,08:40-10:00,899.8626890333203,80.0,8
2025-07-02,2025-07-02 19:00:00,2025-07-02 19:50:00,19:00-19:50,148.87659499999972,50.0,5
2025-07-02,2025-07-02 20:00:00,2025-07-02 20:20:00,20:00-20:20,55.56773333333365,20.0,2
2025-07-02,2025-07-02 20:30:00,2025-07-02 22:00:00,20:30-22:00,1243.2784607201602,90.0,9
2025-07-03,2025-07-03 09:30:00,2025-07-03 10:40:00,09:30-10:40,613.4617836333368,70.0,7
2025-07-03,2025-07-03 20:30:00,2025-07-03 21:00:00,20:30-21:00,1765.359305092626,30.0,3
2025-07-03,2025-07-03 21:10:00,2025-07-03 21:30:00,21:10-21:30,184.15874166666677,20.0,2
2025-07-04,2025-07-04 05:20:00,2025-07-04 07:30:00,05:20-07:30,2453.1759806707805,130.0,13
2025-07-04,2025-07-04 20:40:00,2025-07-04 21:00:00,20:40-21:00,454.6331597765463,20.0,2
2025-07-04,2025-07-04 21:10:00,2025-07-04 21:20:00,21:10-21:20,18.39746666666674,10.0,1
2025-07-04,2025-07-04 21:40:00,2025-07-04 22:00:00,21:40-22:00,120.12267681833353,20.0,2
2025-07-05,2025-07-05 07:00:00,2025-07-05 07:40:00,07:00-07:40,308.9954171333334,40.0,4
2025-07-05,2025-07-05 20:40:00,2025-07-05 21:10:00,20:40-21:10,625.9640946999971,30.0,3
2025-07-05,2025-07-05 21:40:00,2025-07-05 22:00:00,21:40-22:00,123.39869688333255,20.0,2
2025-07-06,2025-07-06 09:10:00,2025-07-06 09:50:00,09:10-09:50,327.11454456667195,40.0,4
2025-07-06,2025-07-06 10:00:00,2025-07-06 10:20:00,10:00-10:20,195.78462166666688,20.0,2
2025-07-06,2025-07-06 19:30:00,2025-07-06 21:10:00,19:30-21:10,5625.751936899997,100.0,10
2025-07-07,2025-07-07 08:40:00,2025-07-07 09:30:00,08:40-09:30,709.3316427166664,50.0,5
2025-07-07,2025-07-07 19:10:00,2025-07-07 19:20:00,19:10-19:20,102.10490833333358,10.0,1
2025-07-07,2025-07-07 19:50:00,2025-07-07 20:00:00,19:50-20:00,8.124329999999873,10.0,1
2025-07-07,2025-07-07 20:30:00,2025-07-07 21:00:00,20:30-21:00,245.5053073666767,30.0,3
2025-07-07,2025-07-07 21:40:00,2025-07-07 22:00:00,21:40-22:00,133.47698391666654,20.0,2
2025-07-08,2025-07-08 20:00:00,2025-07-08 20:10:00,20:00-20:10,32.73166666666657,10.0,1
2025-07-09,2025-07-09 19:30:00,2025-07-09 19:40:00,19:30-19:40,41.87999999999977,10.0,1
2025-07-10,2025-07-10 20:30:00,2025-07-10 20:40:00,20:30-20:40,1.4891666666667334,10.0,1
2025-07-11,2025-07-11 06:40:00,2025-07-11 07:50:00,06:40-07:50,794.4878118833319,70.0,7
2025-07-12,2025-07-12 06:40:00,2025-07-12 07:50:00,06:40-07:50,603.4967874666677,70.0,7
2025-08-06,2025-08-06 20:40:00,2025-08-06 20:50:00,20:40-20:50,430.3249726168688,10.0,1
2025-08-11,2025-08-11 19:30:00,2025-08-11 19:40:00,19:30-19:40,12.769999999999868,10.0,1
2025-08-12,2025-08-12 20:40:00,2025-08-12 21:10:00,20:40-21:10,85.48590247314371,30.0,3
2025-08-13,2025-08-13 20:40:00,2025-08-13 21:00:00,20:40-21:00,7.1820492588447,20.0,2
2025-08-13,2025-08-13 21:20:00,2025-08-13 22:00:00,21:20-22:00,121.21270700000045,40.0,4
2025-08-14,2025-08-14 20:40:00,2025-08-14 20:50:00,20:40-20:50,5.08329166666681,10.0,1
2025-08-15,2025-08-15 07:00:00,2025-08-15 07:30:00,07:00-07:30,161.75622420000167,30.0,3
2025-08-16,2025-08-16 07:10:00,2025-08-16 07:30:00,07:10-07:30,62.867529233331965,20.0,2
2025-08-18,2025-08-18 19:10:00,2025-08-18 19:20:00,19:10-19:20,1.6362416666665922,10.0,1
2025-08-18,2025-08-18 20:40:00,2025-08-18 20:50:00,20:40-20:50,14.883574999999835,10.0,1
2025-08-19,2025-08-19 19:30:00,2025-08-19 19:50:00,19:30-19:50,77.29885928250167,20.0,2
2025-08-19,2025-08-19 20:10:00,2025-08-19 20:20:00,20:10-20:20,5.654421666666735,10.0,1
2025-08-19,2025-08-19 20:40:00,2025-08-19 21:10:00,20:40-21:10,317.5081526117392,30.0,3
2025-08-20,2025-08-20 08:30:00,2025-08-20 09:40:00,08:30-09:40,1429.631689066666,70.0,7
2025-08-20,2025-08-20 19:50:00,2025-08-20 21:20:00,19:50-21:20,3929.739713226153,90.0,9
2025-08-21,2025-08-21 20:30:00,2025-08-21 20:40:00,20:30-20:40,27.19166666666661,10.0,1
2025-08-22,2025-08-22 20:40:00,2025-08-22 20:50:00,20:40-20:50,360.66692313333033,10.0,1
2025-08-22,2025-08-22 21:10:00,2025-08-22 22:00:00,21:10-22:00,251.92537495164567,50.0,5
2025-08-25,2025-08-25 20:20:00,2025-08-25 20:50:00,20:20-20:50,1722.2501873344709,30.0,3
2025-08-27,2025-08-27 19:00:00,2025-08-27 19:10:00,19:00-19:10,24.33916666666664,10.0,1
2025-08-28,2025-08-28 11:00:00,2025-08-28 11:20:00,11:00-11:20,51.90243861666693,20.0,2
2025-08-28,2025-08-28 20:00:00,2025-08-28 20:10:00,20:00-20:10,28.76333333333298,10.0,1
2025-08-28,2025-08-28 20:20:00,2025-08-28 21:00:00,20:20-21:00,1740.1335111270082,40.0,4
2025-08-30,2025-08-30 20:40:00,2025-08-30 21:00:00,20:40-21:00,248.72655476764896,20.0,2
2025-08-30,2025-08-30 21:50:00,2025-08-30 22:00:00,21:50-22:00,8.688785282351045,10.0,1
2025-09-08,2025-09-08 20:40:00,2025-09-08 20:50:00,20:40-20:50,547.0684241888843,10.0,1
2025-09-10,2025-09-10 09:00:00,2025-09-10 09:50:00,09:00-09:50,422.98757703333104,50.0,5
2025-09-10,2025-09-10 20:40:00,2025-09-10 20:50:00,20:40-20:50,507.0693544333286,10.0,1
2025-09-15,2025-09-15 19:50:00,2025-09-15 20:00:00,19:50-20:00,1.1717666666667128,10.0,1
2025-09-15,2025-09-15 20:40:00,2025-09-15 20:50:00,20:40-20:50,89.02630594391496,10.0,1
2025-09-16,2025-09-16 20:50:00,2025-09-16 21:00:00,20:50-21:00,42.27947354988571,10.0,1
2025-09-16,2025-09-16 21:20:00,2025-09-16 21:30:00,21:20-21:30,4.269149999999535,10.0,1
2025-09-16,2025-09-16 21:40:00,2025-09-16 22:00:00,21:40-22:00,136.56765150000055,20.0,2
2025-09-17,2025-09-17 09:00:00,2025-09-17 09:50:00,09:00-09:50,589.853504333335,50.0,5
2025-09-17,2025-09-17 10:00:00,2025-09-17 10:10:00,10:00-10:10,1.820590666666794,10.0,1
2025-09-17,2025-09-17 20:30:00,2025-09-17 20:50:00,20:30-20:50,1311.6659385533326,20.0,2
2025-09-17,2025-09-17 21:40:00,2025-09-17 22:00:00,21:40-22:00,95.02287650000058,20.0,2
2025-09-18,2025-09-18 20:40:00,2025-09-18 21:00:00,20:40-21:00,151.08686655822942,20.0,2
2025-09-18,2025-09-18 21:30:00,2025-09-18 22:00:00,21:30-22:00,112.92986799999989,30.0,3
2025-09-19,2025-09-19 07:00:00,2025-09-19 08:00:00,07:00-08:00,518.0750340216075,60.0,6
2025-09-19,2025-09-19 20:40:00,2025-09-19 21:10:00,20:40-21:10,357.82613500000156,30.0,3
2025-09-20,2025-09-20 07:10:00,2025-09-20 08:00:00,07:10-08:00,603.1644527433339,50.0,5
2025-09-20,2025-09-20 20:40:00,2025-09-20 21:10:00,20:40-21:10,247.8664457333296,30.0,3
2025-09-21,2025-09-21 20:40:00,2025-09-21 21:00:00,20:40-21:00,180.68412019999687,20.0,2
2025-09-21,2025-09-21 21:20:00,2025-09-21 21:30:00,21:20-21:30,15.294091666666668,10.0,1
2025-09-21,2025-09-21 21:40:00,2025-09-21 22:00:00,21:40-22:00,63.37007996666823,20.0,2
2025-09-22,2025-09-22 19:50:00,2025-09-22 20:10:00,19:50-20:10,19.555900000000065,20.0,2
2025-09-22,2025-09-22 21:20:00,2025-09-22 22:00:00,21:20-22:00,184.33615636666676,40.0,4
2025-09-23,2025-09-23 09:30:00,2025-09-23 10:00:00,09:30-10:00,77.3411595833286,30.0,3
2025-09-23,2025-09-23 20:30:00,2025-09-23 21:20:00,20:30-21:20,1450.0853300015835,50.0,5
2025-09-23,2025-09-23 21:30:00,2025-09-23 22:00:00,21:30-22:00,80.92566916666668,30.0,3
2025-09-24,2025-09-24 09:10:00,2025-09-24 09:50:00,09:10-09:50,189.46344776666996,40.0,4
2025-09-25,2025-09-25 19:00:00,2025-09-25 19:10:00,19:00-19:10,15.37166666666667,10.0,1
2025-09-27,2025-09-27 07:10:00,2025-09-27 07:50:00,07:10-07:50,306.41823349999845,40.0,4
2025-09-27,2025-09-27 20:40:00,2025-09-27 21:00:00,20:40-21:00,291.166028833331,20.0,2
2025-09-27,2025-09-27 21:40:00,2025-09-27 21:50:00,21:40-21:50,47.134171150002,10.0,1
2025-09-29,2025-09-29 06:10:00,2025-09-29 06:20:00,06:10-06:20,11.922871666666538,10.0,1
2025-09-29,2025-09-29 20:40:00,2025-09-29 20:50:00,20:40-20:50,5.620383333333393,10.0,1
2025-09-30,2025-09-30 09:10:00,2025-09-30 09:50:00,09:10-09:50,430.46408361667227,40.0,4
2025-09-30,2025-09-30 10:10:00,2025-09-30 10:20:00,10:10-10:20,3.8029135000000895,10.0,1
2025-09-30,2025-09-30 20:10:00,2025-09-30 20:20:00,20:10-20:20,21.607091666666747,10.0,1
2025-09-30,2025-09-30 20:40:00,2025-09-30 21:00:00,20:40-21:00,628.0795193413637,20.0,2
2025-10-10,2025-10-10 07:30:00,2025-10-10 07:50:00,07:30-07:50,128.06899601954154,20.0,2
2025-10-12,2025-10-12 06:10:00,2025-10-12 06:20:00,06:10-06:20,20.929933333333334,10.0,1
2025-10-14,2025-10-14 09:20:00,2025-10-14 09:50:00,09:20-09:50,228.80781326666033,30.0,3
2025-10-14,2025-10-14 20:40:00,2025-10-14 20:50:00,20:40-20:50,576.9730895166681,10.0,1
2025-10-15,2025-10-15 20:30:00,2025-10-15 21:30:00,20:30-21:30,1259.6688386384753,60.0,6
2025-10-15,2025-10-15 21:50:00,2025-10-15 22:00:00,21:50-22:00,32.18805000000016,10.0,1
2025-10-16,2025-10-16 20:20:00,2025-10-16 21:10:00,20:20-21:10,1803.9616904678505,50.0,5
2025-10-16,2025-10-16 21:20:00,2025-10-16 22:00:00,21:20-22:00,142.73780583333325,40.0,4
2025-10-19,2025-10-19 20:40:00,2025-10-19 21:00:00,20:40-21:00,656.9284994921057,20.0,2
2025-10-20,2025-10-20 09:20:00,2025-10-20 10:20:00,09:20-10:20,625.623448666662,60.0,6
2025-10-20,2025-10-20 21:40:00,2025-10-20 21:50:00,21:40-21:50,75.16403657084012,10.0,1
2025-10-21,2025-10-21 20:40:00,2025-10-21 21:10:00,20:40-21:10,774.6397509454895,30.0,3
2025-10-22,2025-10-22 09:50:00,2025-10-22 10:30:00,09:50-10:30,311.90124673333315,40.0,4
2025-10-22,2025-10-22 20:40:00,2025-10-22 21:10:00,20:40-21:10,178.2994759555562,30.0,3
2025-10-22,2025-10-22 21:50:00,2025-10-22 22:00:00,21:50-22:00,4.863883166666891,10.0,1
2025-10-24,2025-10-24 20:50:00,2025-10-24 21:30:00,20:50-21:30,140.2979734999991,40.0,4
2025-10-24,2025-10-24 21:40:00,2025-10-24 21:50:00,21:40-21:50,1.2664916666665818,10.0,1
2025-10-27,2025-10-27 20:40:00,2025-10-27 21:00:00,20:40-21:00,142.77288935082186,20.0,2
2025-10-29,2025-10-29 20:10:00,2025-10-29 21:10:00,20:10-21:10,2410.383112716501,60.0,6
2025-10-29,2025-10-29 21:20:00,2025-10-29 21:50:00,21:20-21:50,66.32231033333323,30.0,3
2025-10-30,2025-10-30 06:10:00,2025-10-30 06:20:00,06:10-06:20,3.641833333333352,10.0,1
2025-11-04,2025-11-04 06:10:00,2025-11-04 06:20:00,06:10-06:20,21.977883333333462,10.0,1
2025-11-04,2025-11-04 20:40:00,2025-11-04 20:50:00,20:40-20:50,157.08763528183022,10.0,1
2025-11-04,2025-11-04 21:00:00,2025-11-04 21:50:00,21:00-21:50,106.60680908333336,50.0,5
2025-11-06,2025-11-06 10:30:00,2025-11-06 10:50:00,10:30-10:50,95.32098983333144,20.0,2
2025-11-07,2025-11-07 08:20:00,2025-11-07 08:40:00,08:20-08:40,145.86427381666553,20.0,2
2025-11-09,2025-11-09 20:40:00,2025-11-09 21:40:00,20:40-21:40,533.0311724683345,60.0,6
2025-11-10,2025-11-10 20:30:00,2025-11-10 21:10:00,20:30-21:10,1134.0388305258398,40.0,4
2025-11-10,2025-11-10 21:40:00,2025-11-10 22:00:00,21:40-22:00,61.9010508333333,20.0,2
2025-11-15,2025-11-15 08:10:00,2025-11-15 08:40:00,08:10-08:40,123.98609313333489,30.0,3
2025-11-23,2025-11-23 10:20:00,2025-11-23 11:00:00,10:20-11:00,528.4567246500026,40.0,4
2025-11-26,2025-11-26 06:10:00,2025-11-26 06:20:00,06:10-06:20,8.039349999999786,10.0,1
2025-11-27,2025-11-27 20:40:00,2025-11-27 21:00:00,20:40-21:00,278.96418070966814,20.0,2
2025-11-29,2025-11-29 20:30:00,2025-11-29 21:00:00,20:30-21:00,967.0463375508509,30.0,3
2025-11-29,2025-11-29 21:30:00,2025-11-29 21:40:00,21:30-21:40,0.4846280833330638,10.0,1
2025-11-30,2025-11-30 20:30:00,2025-11-30 20:50:00,20:30-20:50,1081.0775654799927,20.0,2
2025-11-30,2025-11-30 21:40:00,2025-11-30 22:00:00,21:40-22:00,24.83445632201699,20.0,2
2025-12-01,2025-12-01 06:10:00,2025-12-01 06:20:00,06:10-06:20,60.514066666666736,10.0,1
2025-12-01,2025-12-01 08:00:00,2025-12-01 08:20:00,08:00-08:20,76.20976666666593,20.0,2
2025-12-01,2025-12-01 09:00:00,2025-12-01 10:50:00,09:00-10:50,4253.952101449994,110.0,11
2025-12-01,2025-12-01 20:30:00,2025-12-01 20:50:00,20:30-20:50,1381.590521337443,20.0,2
2025-12-01,2025-12-01 21:40:00,2025-12-01 22:00:00,21:40-22:00,41.45881895061723,20.0,2
2025-12-02,2025-12-02 06:10:00,2025-12-02 06:20:00,06:10-06:20,59.96325369999829,10.0,1
2025-12-02,2025-12-02 08:00:00,2025-12-02 08:30:00,08:00-08:30,100.71937333333324,30.0,3
2025-12-02,2025-12-02 09:10:00,2025-12-02 11:00:00,09:10-11:00,4045.6204858499937,110.0,11
2025-12-02,2025-12-02 20:20:00,2025-12-02 21:00:00,20:20-21:00,1778.971512874636,40.0,4
