date,block_index,time_period,charge_kwh,discharge_kwh,soc_0000_kwh,soc_2400_kwh
2025-02-14,0,0:00-4:00,3296.1846905751017,0.0,5163.896479815741,4638.423601487082
2025-02-14,1,4:00-8:00,1114.0439149999997,6205.979733333333,5163.896479815741,4638.423601487082
2025-02-14,2,8:00-12:00,5173.872783333333,213.09401666666668,5163.896479815741,4638.423601487082
2025-02-14,3,12:00-16:00,4603.018263148147,41.705416666666565,5163.896479815741,4638.423601487082
2025-02-14,4,16:00-20:00,55.158728333333556,6169.643400361624,5163.896479815741,4638.423601487082
2025-02-14,5,20:00-24:00,3617.701024794238,2309.0863416666666,5163.896479815741,4638.423601487082
2025-02-15,0,0:00-4:00,3682.058293800359,53.757083333333355,4638.423601487082,4234.73262
2025-02-15,1,4:00-8:00,955.1603549999998,5996.735859999999,4638.423601487082,4234.73262
2025-02-15,2,8:00-12:00,5909.7378499999995,159.00708333333336,4638.423601487082,4234.73262
2025-02-15,3,12:00-16:00,3965.288915185181,223.2649957613163,4638.423601487082,4234.73262
2025-02-15,4,16:00-20:00,23.71725833333312,6273.527589238687,4638.423601487082,4234.73262
2025-02-15,5,20:00-24:00,3382.8705649166664,2171.2841938324973,4638.423601487082,4234.73262
2025-02-16,0,0:00-4:00,6603.36405,138.38891666666643,4234.73262,4325.63635074074
2025-02-16,1,4:00-8:00,1801.2566649999997,3453.100308050003,4234.73262,4325.63635074074
2025-02-16,2,8:00-12:00,5091.151476666666,5947.512912433332,4234.73262,4325.63635074074
2025-02-16,3,12:00-16:00,5314.508460860095,839.7236500000001,4234.73262,4325.63635074074
2025-02-16,4,16:00-20:00,70.48076333333279,5873.791298452674,4234.73262,4325.63635074074
2025-02-16,5,20:00-24:00,3614.3242460000006,1886.6889428373381,4234.73262,4325.63635074074
2025-02-17,0,0:00-4:00,6123.97985473251,39.68300000000022,4325.63635074074,4432.493201527209
2025-02-17,1,4:00-8:00,2267.28289110803,3043.5370283333327,4325.63635074074,4432.493201527209
2025-02-17,2,8:00-12:00,5919.629175,4143.184666666666,4325.63635074074,4432.493201527209
2025-02-17,3,12:00-16:00,2627.4761400648126,666.7461499999997,4325.63635074074,4432.493201527209
2025-02-17,4,16:00-20:00,58.63032304526578,5579.64620379218,4325.63635074074,4432.493201527209
2025-02-17,5,20:00-24:00,3462.0598833333324,3002.868981999999,4325.63635074074,4432.493201527209
2025-02-18,0,0:00-4:00,6170.745268261949,86.62563333333367,4432.493201527209,4486.150036893692
2025-02-18,1,4:00-8:00,2234.8386649999998,3469.064547350002,4432.493201527209,4486.150036893692
2025-02-18,2,8:00-12:00,5849.302159999999,4380.564633333333,4432.493201527209,4486.150036893692
2025-02-18,3,12:00-16:00,3885.012371809437,1093.742052766666,4432.493201527209,4486.150036893692
2025-02-18,4,16:00-20:00,44.36700576131295,5652.49731576131,4432.493201527209,4486.150036893692
2025-02-18,5,20:00-24:00,3648.8404666666656,2954.0304749999996,4432.493201527209,4486.150036893692
2025-02-19,0,0:00-4:00,6100.087785115863,306.8771416666664,4486.150036893692,4026.419690092592
2025-02-19,1,4:00-8:00,1878.5313733333323,4928.003405266667,4486.150036893692,4026.419690092592
2025-02-19,2,8:00-12:00,5864.6442,4185.3360046148355,4486.150036893692,4026.419690092592
2025-02-19,3,12:00-16:00,4759.244340493828,1186.3046399999996,4486.150036893692,4026.419690092592
2025-02-19,4,16:00-20:00,205.0995955166668,5740.845631995888,4486.150036893692,4026.419690092592
2025-02-19,5,20:00-24:00,3213.8801083333333,1903.7952848392806,4486.150036893692,4026.419690092592
2025-02-20,0,0:00-4:00,6668.5737291152345,19.320916666666562,4026.419690092592,4345.694062037037
2025-02-20,1,4:00-8:00,1642.0841606172744,4543.00347216667,4026.419690092592,4345.694062037037
2025-02-20,2,8:00-12:00,5742.357968333333,4713.086222933332,4026.419690092592,4345.694062037037
2025-02-20,3,12:00-16:00,5341.809850596708,338.17593333333343,4026.419690092592,4345.694062037037
2025-02-20,4,16:00-20:00,5.352518518518839,5639.700713333334,4026.419690092592,4345.694062037037
2025-02-20,5,20:00-24:00,3501.07475,3009.3807183333292,4026.419690092592,4345.694062037037
2025-02-21,0,0:00-4:00,2669.823768806586,112.11430833333338,4345.694062037037,4597.371101462961
2025-02-21,1,4:00-8:00,1053.02090567901,5734.514533833332,4345.694062037037,4597.371101462961
2025-02-21,2,8:00-12:00,7218.217866666667,0.0,4345.694062037037,4597.371101462961
2025-02-21,3,12:00-16:00,3451.2592166666686,16.64004666666642,4345.694062037037,4597.371101462961
2025-02-21,4,16:00-20:00,40.917471947161744,6102.726349210536,4345.694062037037,4597.371101462961
2025-02-21,5,20:00-24:00,3433.5948939300406,2279.631066666667,4345.694062037037,4597.371101462961
2025-02-22,0,0:00-4:00,2117.9918474485617,220.6070416666666,4597.371101462961,4237.367369462404
2025-02-22,1,4:00-8:00,1085.5600599999998,5431.903994683333,4597.371101462961,4237.367369462404
2025-02-22,2,8:00-12:00,6503.709066666666,0.0,4597.371101462961,4237.367369462404
2025-02-22,3,12:00-16:00,4162.9576000000025,188.56588333333337,4597.371101462961,4237.367369462404
2025-02-22,4,16:00-20:00,45.16734166666669,6323.783137383333,4597.371101462961,4237.367369462404
2025-02-22,5,20:00-24:00,3505.2829153080256,2269.8850549166687,4597.371101462961,4237.367369462404
2025-02-23,0,0:00-4:00,6151.888133333333,86.55695833333357,4237.367369462404,4394.8677647222175
2025-02-23,1,4:00-8:00,1876.2392266666664,4360.375787833332,4237.367369462404,4394.8677647222175
2025-02-23,2,8:00-12:00,5877.862933333333,4789.481047949493,4237.367369462404,4394.8677647222175
2025-02-23,3,12:00-16:00,5564.247169547324,628.1091833333327,4237.367369462404,4394.8677647222175
2025-02-23,4,16:00-20:00,28.467183127570628,5571.309206250006,4237.367369462404,4394.8677647222175
2025-02-23,5,20:00-24:00,3459.9682833333327,3018.9425333333334,4237.367369462404,4394.8677647222175
2025-02-24,0,0:00-4:00,6667.372561419758,14.722866666666617,4394.8677647222175,4412.427521851852
2025-02-24,1,4:00-8:00,1496.2250774897136,3662.0123425833353,4394.8677647222175,4412.427521851852
2025-02-24,2,8:00-12:00,6069.460331666666,3639.0998999999993,4394.8677647222175,4412.427521851852
2025-02-24,3,12:00-16:00,2654.4240718106967,620.7780099999998,4394.8677647222175,4412.427521851852
2025-02-24,4,16:00-20:00,42.65054833333352,5678.150887294444,4394.8677647222175,4412.427521851852
2025-02-24,5,20:00-24:00,3584.5863000000004,2986.35451352222,4394.8677647222175,4412.427521851852
2025-02-25,0,0:00-4:00,6094.445813868311,134.79574166666634,4412.427521851852,4205.459089018523
2025-02-25,1,4:00-8:00,2058.156163339917,4172.377263333334,4412.427521851852,4205.459089018523
2025-02-25,2,8:00-12:00,6362.003966666666,3066.2635666666665,4412.427521851852,4205.459089018523
2025-02-25,3,12:00-16:00,2153.7994083884755,401.2795076,4412.427521851852,4205.459089018523
2025-02-25,4,16:00-20:00,100.23691523333252,5696.209706622331,4412.427521851852,4205.459089018523
2025-02-25,5,20:00-24:00,3322.049466666666,2988.8061083333337,4412.427521851852,4205.459089018523
2025-02-26,0,0:00-4:00,6264.692510534978,56.91614999999979,4205.459089018523,4434.530221203703
2025-02-26,1,4:00-8:00,1595.5600729835292,4848.4187716666665,4205.459089018523,4434.530221203703
2025-02-26,2,8:00-12:00,5948.634411666666,3363.2576833333333,4205.459089018523,4434.530221203703
2025-02-26,3,12:00-16:00,4454.680548930044,902.2900316666671,4205.459089018523,4434.530221203703
2025-02-26,4,16:00-20:00,125.9268833333332,5592.608386072014,4205.459089018523,4434.530221203703
2025-02-26,5,20:00-24:00,3618.8793416666663,2857.12771127798,4205.459089018523,4434.530221203703
2025-02-27,0,0:00-4:00,6285.039896995883,69.76345833333312,4434.530221203703,4435.491948811499
2025-02-27,1,4:00-8:00,1536.1747300411507,5408.57417,4434.530221203703,4435.491948811499
2025-02-27,2,8:00-12:00,6215.262133333333,3767.9234186500003,4434.530221203703,4435.491948811499
2025-02-27,3,12:00-16:00,5147.481055967078,563.821983333333,4434.530221203703,4435.491948811499
2025-02-27,4,16:00-20:00,0.0,5655.041684499995,4434.530221203703,4435.491948811499
2025-02-27,5,20:00-24:00,3628.229137568332,3011.8811630000046,4434.530221203703,4435.491948811499
2025-02-28,0,0:00-4:00,2487.429268933725,75.62764999999985,4435.491948811499,4444.719895482853
2025-02-28,1,4:00-8:00,874.2355126337457,5400.9178833333335,4435.491948811499,4444.719895482853
2025-02-28,2,8:00-12:00,8612.8429,45.65338333333341,4435.491948811499,4444.719895482853
2025-02-28,3,12:00-16:00,1917.4009349794196,2.1898166666667294,4435.491948811499,4444.719895482853
2025-02-28,4,16:00-20:00,15.482739135803456,6118.234110432103,4435.491948811499,4444.719895482853
2025-02-28,5,20:00-24:00,3510.0984333333336,2457.2387333333336,4435.491948811499,4444.719895482853
2025-03-01,0,0:00-4:00,2437.9105868091756,42.854566666666585,4444.719895482853,4402.45108111111
2025-03-01,1,4:00-8:00,1449.7891966666664,4696.125766666667,4444.719895482853,4402.45108111111
2025-03-01,2,8:00-12:00,6449.63225,27.87639999999999,4444.719895482853,4402.45108111111
2025-03-01,3,12:00-16:00,2609.098617633744,89.62203333333343,4444.719895482853,4402.45108111111
2025-03-01,4,16:00-20:00,73.24392166666644,6471.169434649998,4444.719895482853,4402.45108111111
2025-03-01,5,20:00-24:00,3575.2908,2152.3156835666655,4444.719895482853,4402.45108111111
2025-03-02,0,0:00-4:00,6530.845807510285,0.0,4402.45108111111,4400.237154814814
2025-03-02,1,4:00-8:00,1609.9755668107086,4279.560319733335,4402.45108111111,4400.237154814814
2025-03-02,2,8:00-12:00,5059.8184,4084.215199999999,4402.45108111111,4400.237154814814
2025-03-02,3,12:00-16:00,3022.8722569761335,2714.039400637864,4402.45108111111,4400.237154814814
2025-03-02,4,16:00-20:00,82.75202166666736,5012.464935529473,4402.45108111111,4400.237154814814
2025-03-02,5,20:00-24:00,3589.756141666666,27.489035416666436,4402.45108111111,4400.237154814814
2025-03-03,0,0:00-4:00,6010.704262301481,53.49463333333324,4400.237154814814,4412.685976388889
2025-03-03,1,4:00-8:00,2091.6625133981074,3206.8879548453688,4400.237154814814,4412.685976388889
2025-03-03,2,8:00-12:00,5573.908815,5257.73935,4400.237154814814,4412.685976388889
2025-03-03,3,12:00-16:00,5337.150833739136,1590.6383983333328,4400.237154814814,4412.685976388889
2025-03-03,4,16:00-20:00,127.46020833333262,5748.694090216666,4400.237154814814,4412.685976388889
2025-03-03,5,20:00-24:00,3571.845380864197,2528.654564900002,4400.237154814814,4412.685976388889
2025-03-04,0,0:00-4:00,5534.146555219838,101.5873262280769,4412.685976388889,4231.9398767037
2025-03-04,1,4:00-8:00,2191.3573711316926,2970.7450781833286,4412.685976388889,4231.9398767037
2025-03-04,2,8:00-12:00,5895.252499814806,4370.5409666666665,4412.685976388889,4231.9398767037
2025-03-04,3,12:00-16:00,3611.4787341152314,770.5754816666663,4412.685976388889,4231.9398767037
2025-03-04,4,16:00-20:00,90.24890260554288,5441.803959563367,4412.685976388889,4231.9398767037
2025-03-04,5,20:00-24:00,3060.841037020007,3017.9120083333337,4412.685976388889,4231.9398767037
2025-03-05,0,0:00-4:00,6192.547196399178,0.0,4231.9398767037,4278.97495675926
2025-03-05,1,4:00-8:00,2224.3901017078206,2573.8213190166693,4231.9398767037,4278.97495675926
2025-03-05,2,8:00-12:00,5957.112347962966,3157.9047833333325,4231.9398767037,4278.97495675926
2025-03-05,3,12:00-16:00,1095.5187592592604,887.3701950000001,4231.9398767037,4278.97495675926
2025-03-05,4,16:00-20:00,5.356919753087115,5562.166956666664,4231.9398767037,4278.97495675926
2025-03-05,5,20:00-24:00,3282.785941666667,2970.1513,4231.9398767037,4278.97495675926
2025-03-06,0,0:00-4:00,6497.48060600823,6.755508333333296,4278.97495675926,4557.26894059926
2025-03-06,1,4:00-8:00,2124.239285781893,3080.405584466664,4278.97495675926,4557.26894059926
2025-03-06,2,8:00-12:00,6112.20995,3131.026966666667,4278.97495675926,4557.26894059926
2025-03-06,3,12:00-16:00,1282.4480162962889,895.792196950001,4278.97495675926,4557.26894059926
2025-03-06,4,16:00-20:00,115.98728000000074,5479.710754427338,4278.97495675926,4557.26894059926
2025-03-06,5,20:00-24:00,3414.0509333333325,2988.441421549994,4278.97495675926,4557.26894059926
2025-03-07,0,0:00-4:00,2131.6599249514393,26.095266666666703,4557.26894059926,4388.568826351846
2025-03-07,1,4:00-8:00,1324.979663333333,4149.556736666666,4557.26894059926,4388.568826351846
2025-03-07,2,8:00-12:00,8634.85418553498,0.0,4557.26894059926,4388.568826351846
2025-03-07,3,12:00-16:00,0.0,162.57720000000006,4557.26894059926,4388.568826351846
2025-03-07,4,16:00-20:00,67.37288000000001,6055.045546666669,4557.26894059926,4388.568826351846
2025-03-07,5,20:00-24:00,3400.20105,2361.4001929166666,4557.26894059926,4388.568826351846
2025-03-08,0,0:00-4:00,1412.2690749382793,17.91979999999984,4388.568826351846,4515.96506235185
2025-03-08,1,4:00-8:00,1024.9614799999997,4195.2908449999995,4388.568826351846,4515.96506235185
2025-03-08,2,8:00-12:00,9730.278433333333,0.0,4388.568826351846,4515.96506235185
2025-03-08,3,12:00-16:00,157.7980503497929,0.0,4388.568826351846,4515.96506235185
2025-03-08,4,16:00-20:00,138.96842333333308,6226.5704137833345,4388.568826351846,4515.96506235185
2025-03-08,5,20:00-24:00,3496.2386999999994,2373.5788,4388.568826351846,4515.96506235185
2025-03-09,0,0:00-4:00,6366.692200164613,35.609600000000114,4515.96506235185,4625.974259834931
2025-03-09,1,4:00-8:00,1693.7536096296215,4598.550374416667,4515.96506235185,4625.974259834931
2025-03-09,2,8:00-12:00,5983.514079999999,3177.3516666666674,4515.96506235185,4625.974259834931
2025-03-09,3,12:00-16:00,3204.532396172843,504.13566666666634,4515.96506235185,4625.974259834931
2025-03-09,4,16:00-20:00,42.318415637859694,5457.992474157819,4515.96506235185,4625.974259834931
2025-03-09,5,20:00-24:00,3527.010708333334,2989.787282407408,4515.96506235185,4625.974259834931
2025-03-10,0,0:00-4:00,5026.738466850115,63.13756666670952,4625.974259834931,4207.371952592593
2025-03-10,1,4:00-8:00,1838.0285216666666,4204.197428183329,4625.974259834931,4207.371952592593
2025-03-10,2,8:00-12:00,5698.851726326337,3880.41345,4625.974259834931,4207.371952592593
2025-03-10,3,12:00-16:00,4724.531720648978,547.7216183333331,4625.974259834931,4207.371952592593
2025-03-10,4,16:00-20:00,140.31471319999378,5684.282273266668,4625.974259834931,4207.371952592593
2025-03-10,5,20:00-24:00,3388.6345666666666,2858.840509508653,4625.974259834931,4207.371952592593
2025-03-11,0,0:00-4:00,6046.486774691359,58.21495833333324,4207.371952592593,5001.638442074072
2025-03-11,1,4:00-8:00,1793.9508883333335,4424.308246666668,4207.371952592593,5001.638442074072
2025-03-11,2,8:00-12:00,6250.487684938276,2513.6938833333334,4207.371952592593,5001.638442074072
2025-03-11,3,12:00-16:00,2664.1521951646064,675.4372999999999,4207.371952592593,5001.638442074072
2025-03-11,4,16:00-20:00,93.0161733333332,5438.31884455,4207.371952592593,5001.638442074072
2025-03-11,5,20:00-24:00,3728.236641666667,2842.014516666666,4207.371952592593,5001.638442074072
2025-03-12,0,0:00-4:00,5060.476413251027,96.6750666666668,5001.638442074072,4138.268136296296
2025-03-12,1,4:00-8:00,2185.1210499999997,4400.6785236666665,5001.638442074072,4138.268136296296
2025-03-12,2,8:00-12:00,6716.222716666666,2414.235483333333,5001.638442074072,4138.268136296296
2025-03-12,3,12:00-16:00,1509.3698107818939,401.54941666666673,5001.638442074072,4138.268136296296
2025-03-12,4,16:00-20:00,51.45000666666624,5921.145578116666,5001.638442074072,4138.268136296296
2025-03-12,5,20:00-24:00,3351.0825999999997,2830.464510616666,5001.638442074072,4138.268136296296
2025-03-13,0,0:00-4:00,6466.922995390944,2.955466666666553,4138.268136296296,4176.2451879629625
2025-03-13,1,4:00-8:00,1252.832254835392,5081.284953016665,4138.268136296296,4176.2451879629625
2025-03-13,2,8:00-12:00,3982.469211666665,3745.2313166666663,4138.268136296296,4176.2451879629625
2025-03-13,3,12:00-16:00,4014.4944441747934,491.45698333333314,4138.268136296296,4176.2451879629625
2025-03-13,4,16:00-20:00,158.05405500000006,6004.781007021502,4138.268136296296,4176.2451879629625
2025-03-13,5,20:00-24:00,3445.0329496913573,289.15371451008156,4138.268136296296,4176.2451879629625
2025-03-14,0,0:00-4:00,1159.5559013580232,355.64906666666656,4176.2451879629625,4504.1437988234975
2025-03-14,1,4:00-8:00,1097.0301033333335,3768.3350333333333,4176.2451879629625,4504.1437988234975
2025-03-14,2,8:00-12:00,10194.479959300414,0.0,4176.2451879629625,4504.1437988234975
2025-03-14,3,12:00-16:00,0.0,86.98675000000003,4176.2451879629625,4504.1437988234975
2025-03-14,4,16:00-20:00,15.46559329218269,6129.880421625516,4176.2451879629625,4504.1437988234975
2025-03-14,5,20:00-24:00,3587.7959999999994,2368.0452999999998,4176.2451879629625,4504.1437988234975
2025-03-15,0,0:00-4:00,372.1970032208052,325.3974166666664,4504.1437988234975,4194.452507611112
2025-03-15,1,4:00-8:00,932.7264780561935,3685.747384608853,4504.1437988234975,4194.452507611112
2025-03-15,2,8:00-12:00,7808.677833333333,0.0,4504.1437988234975,4194.452507611112
2025-03-15,3,12:00-16:00,2833.8250833333354,3.293750000000045,4504.1437988234975,4194.452507611112
2025-03-15,4,16:00-20:00,4.5771193415647655,6056.120549483333,4504.1437988234975,4194.452507611112
2025-03-15,5,20:00-24:00,3325.6279999999997,2583.0445903333334,4504.1437988234975,4194.452507611112
2025-03-16,0,0:00-4:00,5640.660081913576,239.3541499999999,4194.452507611112,4697.725565870368
2025-03-16,1,4:00-8:00,1055.7185328806663,5389.583531666666,4194.452507611112,4697.725565870368
2025-03-16,2,8:00-12:00,6307.958683333332,2268.2894166666665,4194.452507611112,4697.725565870368
2025-03-16,3,12:00-16:00,4782.323452674887,564.9753666666662,4194.452507611112,4697.725565870368
2025-03-16,4,16:00-20:00,154.0027347736637,5509.794723466669,4194.452507611112,4697.725565870368
2025-03-16,5,20:00-24:00,3416.8782315843614,2874.6658499999994,4194.452507611112,4697.725565870368
2025-03-17,0,0:00-4:00,5119.844483477374,122.24101666666695,4697.725565870368,5367.729481849336
2025-03-17,1,4:00-8:00,1796.7509166666673,4397.380305483338,4697.725565870368,5367.729481849336
2025-03-17,2,8:00-12:00,5877.157946666666,1631.6283999999994,4697.725565870368,5367.729481849336
2025-03-17,3,12:00-16:00,1628.8121217489706,38.98131666666666,4697.725565870368,5367.729481849336
2025-03-17,4,16:00-20:00,71.79697848497926,5195.789601575103,4697.725565870368,5367.729481849336
2025-03-17,5,20:00-24:00,3963.1585999999998,2961.567883333333,4697.725565870368,5367.729481849336
2025-03-18,0,0:00-4:00,4752.916112945183,31.8811750000001,5367.729481849336,4436.133820166662
2025-03-18,1,4:00-8:00,1033.8752683333335,5413.0895864500035,5367.729481849336,4436.133820166662
2025-03-18,2,8:00-12:00,6351.243966666667,2993.2867910499995,5367.729481849336,4436.133820166662
2025-03-18,3,12:00-16:00,4649.719016872426,270.7800166666668,5367.729481849336,4436.133820166662
2025-03-18,4,16:00-20:00,5.821298333333516,5686.220285000004,5367.729481849336,4436.133820166662
2025-03-18,5,20:00-24:00,3514.8843166666666,2893.030825,5367.729481849336,4436.133820166662
2025-03-19,0,0:00-4:00,6001.584714609059,14.309391666666784,4436.133820166662,4791.36472725652
2025-03-19,1,4:00-8:00,1178.210728333334,5600.543939999999,4436.133820166662,4791.36472725652
2025-03-19,2,8:00-12:00,6073.547885760049,3034.7983166666663,4436.133820166662,4791.36472725652
2025-03-19,3,12:00-16:00,4887.573350536248,317.01130000000046,4436.133820166662,4791.36472725652
2025-03-19,4,16:00-20:00,33.36614197530831,5357.244225802468,4436.133820166662,4791.36472725652
2025-03-19,5,20:00-24:00,3594.2662,2988.909716666667,4436.133820166662,4791.36472725652
