day,issue_time,schedule,release_hour,block_start,block_end_exclusive,soc_kwh,accepted,keep_score_yuan,new_score_yuan,changed_intervals,risk_days,risk_day_first,risk_day_last,gate_days,gate_day_first,gate_day_last,load_source_max,load_correction_source_max,anchor_source,lp_residual_kwh,solve_seconds,planned_mutex_violations,solver_fallback_keep_contract
2025-02-14 00:00:00,2025-02-14 06:00:00,M1,6,35,71,8688.20811426852,False,-5698.514497946063,-5698.514497946063,0,14,2025-01-31 00:00:00,2025-02-13 00:00:00,14,2025-01-17 00:00:00,2025-01-30 00:00:00,2025-02-14 00:10:00,2025-02-14 06:00:00,frozen_current_point_measurement_proxy,4.547473508864641e-13,0.0028470000000027085,0,False
2025-02-15 00:00:00,2025-02-15 06:00:00,M1,6,35,71,6736.236371055556,True,-3470.931337723904,-4594.486509843519,2,14,2025-02-01 00:00:00,2025-02-14 00:00:00,14,2025-01-18 00:00:00,2025-01-31 00:00:00,2025-02-15 00:10:00,2025-02-15 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0023034999999822503,0,False
2025-02-16 00:00:00,2025-02-16 06:00:00,M1,6,35,71,10611.156190370377,False,4101.929987329866,5549.90531156082,0,14,2025-02-02 00:00:00,2025-02-15 00:00:00,14,2025-01-19 00:00:00,2025-02-01 00:00:00,2025-02-16 00:10:00,2025-02-16 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.002686899999986281,0,False
2025-02-17 00:00:00,2025-02-17 06:00:00,M1,6,35,71,10743.177910601853,False,3062.4767685498105,4367.108544965859,0,14,2025-02-03 00:00:00,2025-02-16 00:00:00,14,2025-01-20 00:00:00,2025-02-02 00:00:00,2025-02-17 00:10:00,2025-02-17 06:00:00,frozen_current_point_measurement_proxy,4.547473508864641e-13,0.0028636000000119566,0,False
2025-02-18 00:00:00,2025-02-18 06:00:00,M1,6,35,71,10506.493656037035,True,6307.83158330295,5060.629804540224,19,14,2025-02-04 00:00:00,2025-02-17 00:00:00,14,2025-01-21 00:00:00,2025-02-03 00:00:00,2025-02-18 00:10:00,2025-02-18 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0026160999999831347,0,False
2025-02-19 00:00:00,2025-02-19 06:00:00,M1,6,35,71,10475.380047203704,False,2077.1825925197477,2177.216734265266,0,14,2025-02-05 00:00:00,2025-02-18 00:00:00,14,2025-01-22 00:00:00,2025-02-04 00:00:00,2025-02-19 00:10:00,2025-02-19 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0025667999999825497,0,False
2025-02-20 00:00:00,2025-02-20 06:00:00,M1,6,35,71,10662.839582805555,True,3660.0406225140227,3534.528505568532,18,14,2025-02-06 00:00:00,2025-02-19 00:00:00,14,2025-01-23 00:00:00,2025-02-05 00:00:00,2025-02-20 00:10:00,2025-02-20 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.002797400000019934,0,False
2025-02-21 00:00:00,2025-02-21 06:00:00,M1,6,35,71,6701.339977370367,True,-1551.5179086591236,-3838.505374964549,3,14,2025-02-07 00:00:00,2025-02-20 00:00:00,14,2025-01-24 00:00:00,2025-02-06 00:00:00,2025-02-21 00:10:00,2025-02-21 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.002954299999998966,0,False
2025-02-22 00:00:00,2025-02-22 06:00:00,M1,6,35,71,6110.380863012349,True,-3114.717396336576,-4614.099402738937,3,14,2025-02-08 00:00:00,2025-02-21 00:00:00,14,2025-01-25 00:00:00,2025-02-07 00:00:00,2025-02-22 00:10:00,2025-02-22 06:00:00,frozen_current_point_measurement_proxy,0.0,0.002583000000015545,0,False
2025-02-23 00:00:00,2025-02-23 06:00:00,M1,6,35,71,10453.814720870369,True,6290.5429298121835,4047.992158050737,19,14,2025-02-09 00:00:00,2025-02-22 00:00:00,14,2025-01-26 00:00:00,2025-02-08 00:00:00,2025-02-23 00:10:00,2025-02-23 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.002914599999996881,0,False
2025-02-24 00:00:00,2025-02-24 06:00:00,M1,6,35,71,10800.0,False,1733.9477603070081,2196.7137982378686,0,14,2025-02-10 00:00:00,2025-02-23 00:00:00,14,2025-01-27 00:00:00,2025-02-09 00:00:00,2025-02-24 00:10:00,2025-02-24 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0026593999999988682,0,False
2025-02-25 00:00:00,2025-02-25 06:00:00,M1,6,35,71,10564.131340222226,False,646.1918077192249,931.789222739256,0,14,2025-02-11 00:00:00,2025-02-24 00:00:00,14,2025-01-28 00:00:00,2025-02-10 00:00:00,2025-02-25 00:10:00,2025-02-25 06:00:00,frozen_current_point_measurement_proxy,1.8189894035458565e-12,0.002815600000019458,0,False
2025-02-26 00:00:00,2025-02-26 06:00:00,M1,6,35,71,10519.80338877778,True,3757.0561075923856,2108.6824598318053,18,14,2025-02-12 00:00:00,2025-02-25 00:00:00,14,2025-01-29 00:00:00,2025-02-11 00:00:00,2025-02-26 00:10:00,2025-02-26 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0028528999999934967,0,False
2025-02-27 00:00:00,2025-02-27 06:00:00,M1,6,35,71,10800.0,True,1617.7486818848788,1338.0732049491046,11,14,2025-02-13 00:00:00,2025-02-26 00:00:00,14,2025-01-30 00:00:00,2025-02-12 00:00:00,2025-02-27 00:10:00,2025-02-27 06:00:00,frozen_current_point_measurement_proxy,4.547473508864641e-13,0.002500100000020211,0,False
2025-02-28 00:00:00,2025-02-28 06:00:00,M1,6,35,71,6000.684659364196,True,-2083.3395813027864,-4410.826753547234,4,14,2025-02-14 00:00:00,2025-02-27 00:00:00,14,2025-01-31 00:00:00,2025-02-13 00:00:00,2025-02-28 00:10:00,2025-02-28 06:00:00,frozen_current_point_measurement_proxy,0.0,0.0023848999999813714,0,False
2025-03-01 00:00:00,2025-03-01 06:00:00,M1,6,35,71,7663.7456469691315,False,-6756.364840074888,-6756.364840074888,0,14,2025-02-15 00:00:00,2025-02-28 00:00:00,14,2025-02-01 00:00:00,2025-02-14 00:00:00,2025-03-01 00:10:00,2025-03-01 06:00:00,frozen_current_point_measurement_proxy,2.2737367544323206e-13,0.002791800000011335,0,False
2025-03-02 00:00:00,2025-03-02 06:00:00,M1,6,35,71,10800.0,True,3049.2408882534182,2730.8677887007298,7,14,2025-02-16 00:00:00,2025-03-01 00:00:00,14,2025-02-02 00:00:00,2025-02-15 00:00:00,2025-03-02 00:10:00,2025-03-02 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.004194100000006529,0,False
2025-03-03 00:00:00,2025-03-03 06:00:00,M1,6,35,71,10800.0,False,2796.557657954506,4472.906231224775,0,14,2025-02-17 00:00:00,2025-03-02 00:00:00,14,2025-02-03 00:00:00,2025-02-16 00:00:00,2025-03-03 00:10:00,2025-03-03 06:00:00,frozen_current_point_measurement_proxy,1.8189894035458565e-12,0.0030417000000113603,0,False
2025-03-04 00:00:00,2025-03-04 06:00:00,M1,6,35,71,10800.0,True,4141.42291096283,3023.1375718469326,11,14,2025-02-18 00:00:00,2025-03-03 00:00:00,14,2025-02-04 00:00:00,2025-02-17 00:00:00,2025-03-04 00:10:00,2025-03-04 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0028832000000136304,0,False
2025-03-05 00:00:00,2025-03-05 06:00:00,M1,6,35,71,10795.007870370371,False,773.0202040998627,1821.602887878636,0,14,2025-02-19 00:00:00,2025-03-04 00:00:00,14,2025-02-05 00:00:00,2025-02-18 00:00:00,2025-03-05 00:10:00,2025-03-05 06:00:00,frozen_current_point_measurement_proxy,2.2737367544323206e-13,0.002892599999995582,0,False
2025-03-06 00:00:00,2025-03-06 06:00:00,M1,6,35,71,10800.0,False,825.0530201871989,1109.8462110533728,0,14,2025-02-20 00:00:00,2025-03-05 00:00:00,14,2025-02-06 00:00:00,2025-02-19 00:00:00,2025-03-06 00:10:00,2025-03-06 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.002347599999978911,0,False
2025-03-07 00:00:00,2025-03-07 06:00:00,M1,6,35,71,6777.76022509259,False,-7197.077846306519,-7197.077846306519,0,14,2025-02-21 00:00:00,2025-03-06 00:00:00,14,2025-02-07 00:00:00,2025-02-20 00:00:00,2025-03-07 00:10:00,2025-03-07 06:00:00,frozen_current_point_measurement_proxy,4.547473508864641e-13,0.0026097000000220305,0,False
2025-03-08 00:00:00,2025-03-08 06:00:00,M1,6,35,71,5470.400133814816,True,-5717.918119218419,-6019.097365354979,2,14,2025-02-22 00:00:00,2025-03-07 00:00:00,14,2025-02-08 00:00:00,2025-02-21 00:00:00,2025-03-08 00:10:00,2025-03-08 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0022189999999966403,0,False
2025-03-09 00:00:00,2025-03-09 06:00:00,M1,6,35,71,10800.0,False,174.18508551870647,2551.6672524218043,0,14,2025-02-23 00:00:00,2025-03-08 00:00:00,14,2025-02-09 00:00:00,2025-02-22 00:00:00,2025-03-09 00:10:00,2025-03-09 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.002679000000000542,0,False
2025-03-10 00:00:00,2025-03-10 06:00:00,M1,6,35,71,10616.938977185182,True,7573.700002209718,2681.361007434976,15,14,2025-02-24 00:00:00,2025-03-09 00:00:00,14,2025-02-10 00:00:00,2025-02-23 00:00:00,2025-03-10 00:10:00,2025-03-10 06:00:00,frozen_current_point_measurement_proxy,1.8189894035458565e-12,0.002569499999992786,0,False
2025-03-11 00:00:00,2025-03-11 06:00:00,M1,6,35,71,10800.0,True,3777.4075934981456,1335.627690775323,12,14,2025-02-25 00:00:00,2025-03-10 00:00:00,14,2025-02-11 00:00:00,2025-02-24 00:00:00,2025-03-11 00:10:00,2025-03-11 06:00:00,frozen_current_point_measurement_proxy,5.684341886080802e-14,0.002757800000011912,0,False
2025-03-12 00:00:00,2025-03-12 06:00:00,M1,6,35,71,10794.784898148147,False,-813.7994037075636,1482.8940046256473,0,14,2025-02-26 00:00:00,2025-03-11 00:00:00,14,2025-02-12 00:00:00,2025-02-25 00:00:00,2025-03-12 00:10:00,2025-03-12 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.002303999999980988,0,False
2025-03-13 00:00:00,2025-03-13 06:00:00,M1,6,35,71,10790.960968518519,False,626.4675153681076,789.9242731023242,0,14,2025-02-27 00:00:00,2025-03-12 00:00:00,14,2025-02-13 00:00:00,2025-02-26 00:00:00,2025-03-13 00:10:00,2025-03-13 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0030669999999872744,0,False
2025-03-14 00:00:00,2025-03-14 06:00:00,M1,6,35,71,5433.013643021606,False,-7845.608714059067,-7845.608714059067,0,14,2025-02-28 00:00:00,2025-03-13 00:00:00,14,2025-02-14 00:00:00,2025-02-27 00:00:00,2025-03-14 00:10:00,2025-03-14 06:00:00,frozen_current_point_measurement_proxy,1.8189894035458565e-12,0.0025205999999968753,0,False
2025-03-15 00:00:00,2025-03-15 06:00:00,M1,6,35,71,4619.543880515432,True,-4142.024843369598,-4421.413538228417,2,14,2025-03-01 00:00:00,2025-03-14 00:00:00,14,2025-02-15 00:00:00,2025-02-28 00:00:00,2025-03-15 00:10:00,2025-03-15 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.002918899999997393,0,False
2025-03-16 00:00:00,2025-03-16 06:00:00,M1,6,35,71,10496.482993833337,True,693.6660585251173,-182.5934926761601,11,14,2025-03-02 00:00:00,2025-03-15 00:00:00,14,2025-02-16 00:00:00,2025-03-01 00:00:00,2025-03-16 00:10:00,2025-03-16 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.003346699999980274,0,False
2025-03-17 00:00:00,2025-03-17 06:00:00,M1,6,35,71,10641.420485074073,False,-2182.568388301045,-2004.4106181620352,0,14,2025-03-03 00:00:00,2025-03-16 00:00:00,14,2025-02-17 00:00:00,2025-03-02 00:00:00,2025-03-17 00:10:00,2025-03-17 06:00:00,frozen_current_point_measurement_proxy,1.8189894035458565e-12,0.0027747999999974127,0,False
2025-03-18 00:00:00,2025-03-18 06:00:00,M1,6,35,71,10800.0,False,-512.5532072998427,1505.2612285477428,0,14,2025-03-04 00:00:00,2025-03-17 00:00:00,14,2025-02-18 00:00:00,2025-03-03 00:00:00,2025-03-18 00:10:00,2025-03-18 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0025296999999966374,0,False
2025-03-19 00:00:00,2025-03-19 06:00:00,M1,6,35,71,10674.633311203703,True,2051.288138805708,-634.1922929259565,12,14,2025-03-05 00:00:00,2025-03-18 00:00:00,14,2025-02-19 00:00:00,2025-03-04 00:00:00,2025-03-19 00:10:00,2025-03-19 06:00:00,frozen_current_point_measurement_proxy,4.547473508864641e-13,0.0030246000000033746,0,False
2025-03-20 00:00:00,2025-03-20 06:00:00,M1,6,35,71,10449.61084613889,True,1500.0828287704269,-270.9009504152154,9,14,2025-03-06 00:00:00,2025-03-19 00:00:00,14,2025-02-20 00:00:00,2025-03-05 00:00:00,2025-03-20 00:10:00,2025-03-20 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.00234470000000897,0,False
2025-03-21 00:00:00,2025-03-21 06:00:00,M1,6,35,71,3744.9119936265424,True,-4614.010698412142,-6511.51530409353,6,14,2025-03-07 00:00:00,2025-03-20 00:00:00,14,2025-02-21 00:00:00,2025-03-06 00:00:00,2025-03-21 00:10:00,2025-03-21 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0026686999999867567,0,False
2025-03-22 00:00:00,2025-03-22 06:00:00,M1,6,35,71,4482.639488074075,True,-6877.988760608568,-7033.120996059471,2,14,2025-03-08 00:00:00,2025-03-21 00:00:00,14,2025-02-22 00:00:00,2025-03-07 00:00:00,2025-03-22 00:10:00,2025-03-22 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0024305000000026666,0,False
2025-03-23 00:00:00,2025-03-23 06:00:00,M1,6,35,71,10439.801776938275,False,-310.59691832757375,-71.20786416217402,0,14,2025-03-09 00:00:00,2025-03-22 00:00:00,14,2025-02-23 00:00:00,2025-03-08 00:00:00,2025-03-23 00:10:00,2025-03-23 06:00:00,frozen_current_point_measurement_proxy,4.547473508864641e-13,0.0027200999999763553,0,False
2025-03-24 00:00:00,2025-03-24 06:00:00,M1,6,35,71,10748.513485555552,False,-2411.518437515089,-1897.4991973036838,0,14,2025-03-10 00:00:00,2025-03-23 00:00:00,14,2025-02-24 00:00:00,2025-03-09 00:00:00,2025-03-24 00:10:00,2025-03-24 06:00:00,frozen_current_point_measurement_proxy,2.2737367544323206e-13,0.002661100000011629,0,False
2025-03-25 00:00:00,2025-03-25 06:00:00,M1,6,35,71,10391.217539179013,False,-564.9480855729839,1281.310904668631,0,14,2025-03-11 00:00:00,2025-03-24 00:00:00,14,2025-02-25 00:00:00,2025-03-10 00:00:00,2025-03-25 00:10:00,2025-03-25 06:00:00,frozen_current_point_measurement_proxy,4.547473508864641e-13,0.0023334999999917727,0,False
2025-03-26 00:00:00,2025-03-26 06:00:00,M1,6,35,71,10497.46859790123,True,2778.3383801359037,-1440.2097184592615,9,14,2025-03-12 00:00:00,2025-03-25 00:00:00,14,2025-02-26 00:00:00,2025-03-11 00:00:00,2025-03-26 00:10:00,2025-03-26 06:00:00,frozen_current_point_measurement_proxy,4.547473508864641e-13,0.0027944999999931497,0,False
2025-03-27 00:00:00,2025-03-27 06:00:00,M1,6,35,71,10393.222394030863,False,-2842.7872508814226,-2544.8701862144358,0,14,2025-03-13 00:00:00,2025-03-26 00:00:00,14,2025-02-27 00:00:00,2025-03-12 00:00:00,2025-03-27 00:10:00,2025-03-27 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0026576999999861073,0,False
2025-03-28 00:00:00,2025-03-28 06:00:00,M1,6,35,71,4606.387252382716,False,-7845.261279514144,-7845.261279514144,0,14,2025-03-14 00:00:00,2025-03-27 00:00:00,14,2025-02-28 00:00:00,2025-03-13 00:00:00,2025-03-28 00:10:00,2025-03-28 06:00:00,frozen_current_point_measurement_proxy,1.8189894035458565e-12,0.002474500000005264,0,False
2025-03-29 00:00:00,2025-03-29 06:00:00,M1,6,35,71,3976.3035202777783,True,-7570.637051571219,-7621.972681849881,2,14,2025-03-15 00:00:00,2025-03-28 00:00:00,14,2025-03-01 00:00:00,2025-03-14 00:00:00,2025-03-29 00:10:00,2025-03-29 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.002174300000007179,0,False
2025-03-30 00:00:00,2025-03-30 06:00:00,M1,6,35,71,10456.95255483951,True,-2039.160301165503,-2075.022498438392,9,14,2025-03-16 00:00:00,2025-03-29 00:00:00,14,2025-03-02 00:00:00,2025-03-15 00:00:00,2025-03-30 00:10:00,2025-03-30 06:00:00,frozen_current_point_measurement_proxy,1.8189894035458565e-12,0.0025691999999821746,0,False
2025-03-31 00:00:00,2025-03-31 06:00:00,M1,6,35,71,8935.66521635803,True,1038.7186282434081,-617.0987288017235,14,14,2025-03-17 00:00:00,2025-03-30 00:00:00,14,2025-03-03 00:00:00,2025-03-16 00:00:00,2025-03-31 00:10:00,2025-03-31 06:00:00,frozen_current_point_measurement_proxy,4.547473508864641e-13,0.0027220000000056643,0,False
2025-04-01 00:00:00,2025-04-01 06:00:00,M1,6,35,71,10040.820409574075,True,-167.4552415414833,-540.7317762133267,10,14,2025-03-18 00:00:00,2025-03-31 00:00:00,14,2025-03-04 00:00:00,2025-03-17 00:00:00,2025-04-01 00:10:00,2025-04-01 06:00:00,frozen_current_point_measurement_proxy,4.547473508864641e-13,0.002869599999996808,0,False
2025-04-02 00:00:00,2025-04-02 06:00:00,M1,6,35,71,10240.748751401234,True,3718.6648593545,2346.014287873454,15,14,2025-03-19 00:00:00,2025-04-01 00:00:00,14,2025-03-05 00:00:00,2025-03-18 00:00:00,2025-04-02 00:10:00,2025-04-02 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0028355999999973847,0,False
2025-04-03 00:00:00,2025-04-03 06:00:00,M1,6,35,71,10602.977774771603,False,-2289.0637203315673,-443.7567595881378,0,14,2025-03-20 00:00:00,2025-04-02 00:00:00,14,2025-03-06 00:00:00,2025-03-19 00:00:00,2025-04-03 00:10:00,2025-04-03 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.002849099999991722,0,False
2025-04-04 00:00:00,2025-04-04 06:00:00,M1,6,35,71,3977.5153665061725,False,-7606.0620404220335,-7606.0620404220335,0,14,2025-03-21 00:00:00,2025-04-03 00:00:00,14,2025-03-07 00:00:00,2025-03-20 00:00:00,2025-04-04 00:10:00,2025-04-04 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0027480999999909272,0,False
2025-04-05 00:00:00,2025-04-05 06:00:00,M1,6,35,71,3325.796960348766,True,-6034.516156375604,-6818.862880135349,4,14,2025-03-22 00:00:00,2025-04-04 00:00:00,14,2025-03-08 00:00:00,2025-03-21 00:00:00,2025-04-05 00:10:00,2025-04-05 06:00:00,frozen_current_point_measurement_proxy,0.0,0.002358299999997371,0,False
2025-04-06 00:00:00,2025-04-06 06:00:00,M1,6,35,71,10761.767301851853,False,-1642.754830657627,-626.936756167555,0,14,2025-03-23 00:00:00,2025-04-05 00:00:00,14,2025-03-09 00:00:00,2025-03-22 00:00:00,2025-04-06 00:10:00,2025-04-06 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0025482999999724143,0,False
2025-04-07 00:00:00,2025-04-07 06:00:00,M1,6,35,71,9983.188736533946,False,-4081.295006809893,-3812.3304433494345,0,14,2025-03-24 00:00:00,2025-04-06 00:00:00,14,2025-03-10 00:00:00,2025-03-23 00:00:00,2025-04-07 00:10:00,2025-04-07 06:00:00,frozen_current_point_measurement_proxy,4.547473508864641e-13,0.0027329000000122505,0,False
2025-04-08 00:00:00,2025-04-08 06:00:00,M1,6,35,71,10779.814054938272,False,-2693.9496245533014,-238.07355012935406,0,14,2025-03-25 00:00:00,2025-04-07 00:00:00,14,2025-03-11 00:00:00,2025-03-24 00:00:00,2025-04-08 00:10:00,2025-04-08 06:00:00,frozen_current_point_measurement_proxy,4.547473508864641e-13,0.0025923000000034335,0,False
2025-04-09 00:00:00,2025-04-09 06:00:00,M1,6,35,71,10800.0,False,-1561.7436080616033,-1352.1676205929743,0,14,2025-03-26 00:00:00,2025-04-08 00:00:00,14,2025-03-12 00:00:00,2025-03-25 00:00:00,2025-04-09 00:10:00,2025-04-09 06:00:00,frozen_current_point_measurement_proxy,1.8189894035458565e-12,0.002986600000042472,0,False
2025-04-10 00:00:00,2025-04-10 06:00:00,M1,6,35,71,10512.318582481486,False,-1801.0944885286851,-1530.7661967213314,0,14,2025-03-27 00:00:00,2025-04-09 00:00:00,14,2025-03-13 00:00:00,2025-03-26 00:00:00,2025-04-10 00:10:00,2025-04-10 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.002946499999950447,0,False
2025-04-11 00:00:00,2025-04-11 06:00:00,M1,6,35,71,3004.0678443641964,True,-5852.723427564951,-6766.846495510582,4,14,2025-03-28 00:00:00,2025-04-10 00:00:00,14,2025-03-14 00:00:00,2025-03-27 00:00:00,2025-04-11 00:10:00,2025-04-11 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0030617999999549284,0,False
2025-04-12 00:00:00,2025-04-12 06:00:00,M1,6,35,71,3480.7005392407427,False,-7847.441999999998,-7847.441999999998,0,14,2025-03-29 00:00:00,2025-04-11 00:00:00,14,2025-03-15 00:00:00,2025-03-28 00:00:00,2025-04-12 00:10:00,2025-04-12 06:00:00,frozen_current_point_measurement_proxy,1.8189894035458565e-12,0.002691400000003341,0,False
2025-04-13 00:00:00,2025-04-13 06:00:00,M1,6,35,71,10657.941309271602,False,-3307.343248548464,-3307.343248548464,0,14,2025-03-30 00:00:00,2025-04-12 00:00:00,14,2025-03-16 00:00:00,2025-03-29 00:00:00,2025-04-13 00:10:00,2025-04-13 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0027891000000295207,0,False
2025-04-14 00:00:00,2025-04-14 06:00:00,M1,6,35,71,10576.908662753085,False,-3602.3146611671764,-3159.000687729668,0,14,2025-03-31 00:00:00,2025-04-13 00:00:00,14,2025-03-17 00:00:00,2025-03-30 00:00:00,2025-04-14 00:10:00,2025-04-14 06:00:00,frozen_current_point_measurement_proxy,4.547473508864641e-13,0.002283000000034008,0,False
