interval_start,interval_end,decision_time,plan_day,natural_day,step,template_label,input_time_label,strategy,load_model,pv_model,alpha,terminal_mode,load_actual_kw,pv_actual_kw,load_actual_kwh,pv_actual_kwh,load_forecast_kwh,pv_forecast_kwh,net_forecast_kwh,residual_margin_kwh,plan_grid_kwh,emergency_grid_kwh,charge_kwh,discharge_kwh,soc_before_kwh,soc_after_kwh,unused_supply_kwh,price_yuan_per_kwh,plan_cost_yuan,emergency_cost_yuan,forecast_source_max_timestamp,residual_source_max_timestamp,residual_history_days
2025-01-01 01:50:00,2025-01-01 02:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,10,1:50-2:00,01:50,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,3694.6613,0.0,615.7768833333333,0.0,582.5140166666666,0.0,582.5140166666666,0.0,582.5140166666666,0.0,0.0,33.262866666666696,9667.628574629629,9630.669833888887,0.0,0.4333,252.40332342166667,0.0,,,0
2025-01-01 02:00:00,2025-01-01 02:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,11,2:00-2:10,02:00,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,4064.73,0.0,677.4549999999999,0.0,583.0740499999999,0.0,583.0740499999999,0.0,583.0740499999999,0.0,0.0,94.38094999999998,9630.669833888887,9525.802111666666,0.0,0.4311,251.36322295499997,0.0,,,0
2025-01-01 02:10:00,2025-01-01 02:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,12,2:10-2:20,02:10,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,3810.671,0.0,635.1118333333333,0.0,584.2049166666666,0.0,584.2049166666666,0.0,584.2049166666666,0.0,0.0,50.90691666666669,9525.802111666666,9469.238870925925,0.0,0.4293,250.79917072499998,0.0,,,0
2025-01-01 02:20:00,2025-01-01 02:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,13,2:20-2:30,02:20,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,3844.9495,0.0,640.8249166666667,0.0,585.4397833333333,0.0,585.4397833333333,0.0,585.4397833333333,0.0,0.0,55.38513333333344,9469.238870925925,9407.699833888888,0.0,0.4324,253.1441623133333,0.0,,,0
2025-01-01 02:30:00,2025-01-01 02:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,14,2:30-2:40,02:30,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,4234.62,0.0,705.77,0.0,586.1447499999999,0.0,586.1447499999999,0.0,586.1447499999999,0.0,0.0,119.62525000000005,9407.699833888888,9274.782889444443,0.0,0.4367,255.96941232499995,0.0,,,0
2025-01-01 02:40:00,2025-01-01 02:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,15,2:40-2:50,02:40,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,4109.9755,0.0,684.9959166666665,0.0,586.3207666666666,0.0,586.3207666666666,0.0,586.3207666666666,0.0,0.0,98.67514999999992,9274.782889444443,9165.143833888887,0.0,0.4348,254.93226934666666,0.0,,,0
2025-01-01 02:50:00,2025-01-01 03:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,16,2:50-3:00,02:50,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,3996.8945,0.0,666.1490833333332,0.0,586.4253,0.0,586.4253,0.0,586.4253,0.0,0.0,79.72378333333324,9165.143833888887,9076.561852407405,0.0,0.4335,254.21536755,0.0,,,0
2025-01-01 03:00:00,2025-01-01 03:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,17,3:00-3:10,03:00,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,4102.19,0.0,683.6983333333333,0.0,586.8496,0.0,586.8496,0.0,586.8496,0.0,0.0,96.84873333333326,9076.561852407405,8968.952148703702,0.0,0.4357,255.69037072,0.0,,,0
2025-01-01 03:10:00,2025-01-01 03:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,18,3:10-3:20,03:10,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,4086.0577,0.0,681.0096166666666,0.0,587.8210166666667,0.0,587.8210166666667,0.0,587.8210166666667,0.0,0.0,93.18859999999995,8968.952148703702,8865.409259814813,0.0,0.4374,257.11291269,0.0,,,0
2025-01-01 03:20:00,2025-01-01 03:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,19,3:20-3:30,03:20,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,4133.7626,0.0,688.9604333333333,0.0,589.5475666666666,0.0,589.5475666666666,0.0,589.5475666666666,0.0,0.0,99.41286666666667,8865.409259814813,8754.950519074071,0.0,0.4371,257.69124138999996,0.0,,,0
2025-01-01 03:30:00,2025-01-01 03:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,20,3:30-3:40,03:30,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,4179.18,0.0,696.53,0.0,590.8134666666666,0.0,590.8134666666666,0.0,590.8134666666666,0.0,0.0,105.71653333333336,8754.950519074071,8637.487704259256,0.0,0.4356,257.35834608,0.0,,,0
2025-01-01 03:40:00,2025-01-01 03:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,21,3:40-3:50,03:40,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,3953.3711,0.0,658.8951833333333,0.0,590.2131166666666,0.0,590.2131166666666,0.0,590.2131166666666,0.0,0.0,68.68206666666674,8637.487704259256,8561.174296851848,0.0,0.4353,256.91976968499995,0.0,,,0
2025-01-01 03:50:00,2025-01-01 04:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,22,3:50-4:00,03:50,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,3910.7496,0.0,651.7916,0.0,591.0662666666666,0.0,591.0662666666666,0.0,591.0662666666666,0.0,0.0,60.725333333333424,8561.174296851848,8493.701704259256,0.0,0.436,257.70489226666666,0.0,,,0
2025-01-01 04:00:00,2025-01-01 04:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,23,4:00-4:10,04:00,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,4099.31,0.0,683.2183333333334,0.0,593.3678333333332,0.0,593.3678333333332,0.0,593.3678333333332,0.0,0.0,89.85050000000012,8493.701704259256,8393.867815370368,0.0,0.4378,259.7764374333333,0.0,,,0
2025-01-01 04:10:00,2025-01-01 04:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,24,4:10-4:20,04:10,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,4123.8623,0.0,687.3103833333332,0.0,593.6596833333333,0.0,593.6596833333333,0.0,593.6596833333333,0.0,0.0,93.65069999999992,8393.867815370368,8289.811482037034,0.0,0.4401,261.269626635,0.0,,,0
2025-01-01 04:20:00,2025-01-01 04:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,25,4:20-4:30,04:20,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,4169.0068,0.0,694.8344666666667,0.0,592.7863833333333,0.0,592.7863833333333,0.0,592.7863833333333,0.0,0.0,102.04808333333335,8289.811482037034,8176.424722777774,0.0,0.4389,260.173943645,0.0,,,0
2025-01-01 04:30:00,2025-01-01 04:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,26,4:30-4:40,04:30,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,4260.24,0.0,710.04,0.0,593.3378666666666,0.0,593.3378666666666,0.0,593.3378666666666,0.0,0.0,116.70213333333334,8176.424722777774,8046.755685740737,0.0,0.4364,258.93264501333334,0.0,,,0
2025-01-01 04:40:00,2025-01-01 04:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,27,4:40-4:50,04:40,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,4217.2222,0.0,702.8703666666667,0.0,596.7756666666667,0.0999,596.6757666666666,0.0,596.6757666666666,0.0,0.0,106.19460000000004,8046.755685740737,7928.761685740737,0.0,0.4393,262.11966429666666,0.0,,,0
2025-01-01 04:50:00,2025-01-01 05:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,28,4:50-5:00,04:50,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,4261.857,0.0,710.3095,0.0,597.8193333333334,0.03908333333333333,597.78025,0.0,597.78025,0.0,0.0,112.52924999999993,7928.761685740737,7803.729185740737,0.0,0.4422,264.33842655,0.0,,,0
2025-01-01 05:00:00,2025-01-01 05:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,29,5:00-5:10,05:00,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,4341.9,0.0,723.6499999999999,0.0,595.2105833333333,0.048083333333333325,595.1624999999999,0.0,595.1624999999999,0.0,0.0,128.48749999999995,7803.729185740737,7660.9652968518485,0.0,0.4395,261.57391874999996,0.0,,,0
2025-01-01 05:10:00,2025-01-01 05:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,30,5:10-5:20,05:10,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,4208.2208,0.0021,701.3701333333333,0.00034999999999999994,593.7195166666667,3.1130166666666668,590.6065,0.0,590.6065,0.0,0.0,110.76328333333333,7660.9652968518485,7537.8949820370335,0.0,0.4333,255.90979645000002,0.0,,,0
2025-01-01 05:20:00,2025-01-01 05:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,31,5:20-5:30,05:20,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,4302.1233,0.0,717.02055,0.0,598.5634833333334,9.078299999999999,589.4851833333333,0.0,589.4851833333333,0.0,0.0,127.53536666666662,7537.8949820370335,7396.1890190740705,0.0,0.4439,261.6724728816667,0.0,,,0
2025-01-01 05:30:00,2025-01-01 05:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,32,5:30-5:40,05:30,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,4456.59,0.0,742.765,0.0,596.6174166666666,18.161966666666665,578.4554499999999,0.0,578.4554499999999,0.0,0.0,164.30955000000006,7396.1890190740705,7213.622852407404,0.0,0.4301,248.79368904499995,0.0,,,0
2025-01-01 05:40:00,2025-01-01 05:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,33,5:40-5:50,05:40,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,4148.637,0.0299,691.4395,0.004983333333333333,581.0198333333333,30.693383333333333,550.3264499999999,0.0,1383.659783333333,0.0,692.2252666666664,0.0,7213.622852407404,7836.625592407404,0.0,0.3713,513.7528775516666,0.0,,,0
2025-01-01 05:50:00,2025-01-01 06:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,34,5:50-6:00,05:50,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,4498.1333,0.0,749.6888833333334,0.0,637.3165666666666,46.17636666666667,591.1401999999999,0.0,591.1401999999999,0.0,0.0,158.54868333333343,7836.625592407404,7660.4603887037,0.0,0.5708,337.42282615999994,0.0,,,0
2025-01-01 06:00:00,2025-01-01 06:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,35,6:00-6:10,06:00,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,5369.38,0.0,894.8966666666666,0.0,733.0121166666665,64.75823333333332,668.2538833333332,0.0,0.0,61.56333333333339,0.0,833.3333333333333,7660.4603887037,6734.534462777774,0.0,0.9099,0.0,280.0823850000003,,,0
2025-01-01 06:10:00,2025-01-01 06:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,36,6:10-6:20,06:10,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,5440.8991,0.4169,906.8165166666665,0.06948333333333333,742.3353833333333,86.88005,655.4553333333333,0.0,0.0,73.41369999999995,0.0,833.3333333333333,6734.534462777774,5808.608536851848,0.0,0.9368,0.0,343.8697707999998,,,0
2025-01-01 06:20:00,2025-01-01 06:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,37,6:20-6:30,06:20,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,5316.893,0.0,886.1488333333333,0.0,728.6319833333333,112.12795,616.5040333333334,0.0,0.0,52.81550000000004,0.0,833.3333333333333,5808.608536851848,4882.682610925922,0.0,0.8758,0.0,231.2790745000002,,,0
2025-01-01 06:30:00,2025-01-01 06:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,38,6:30-6:40,06:30,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,5399.82,0.0,899.9699999999999,0.0,732.1588333333334,140.70434999999998,591.4544833333334,0.0,0.0,66.63666666666666,0.0,833.3333333333333,4882.682610925922,3956.7566849999957,0.0,0.8759,0.0,291.8352816666666,,,0
2025-01-01 06:40:00,2025-01-01 06:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,39,6:40-6:50,06:40,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,5447.4007,5.8062,907.9001166666667,0.9676999999999999,730.7659333333332,173.27906666666667,557.4868666666666,0.0,0.0,73.5990833333334,0.0,833.3333333333333,3956.7566849999957,3030.8307590740696,0.0,0.8601,0.0,316.51285787500024,,,0
2025-01-01 06:50:00,2025-01-01 07:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,40,6:50-7:00,06:50,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,5444.401,0.0,907.4001666666666,0.0,739.1292833333333,209.88958333333335,529.2397,0.0,0.0,74.0668333333333,0.0,833.3333333333333,3030.8307590740696,2104.9048331481436,0.0,0.8442,0.0,312.6361034999999,,,0
2025-01-01 07:00:00,2025-01-01 07:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,41,7:0-7:10,07:00,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,5433.63,3.075,905.605,0.5125,753.90935,251.43863333333334,502.4707166666667,0.0,0.0,90.67815016667078,0.0,814.4143498333292,2104.9048331481436,1200.0,0.0,0.8334,0.0,377.8558517445171,,,0
2025-01-01 07:10:00,2025-01-01 07:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,42,7:10-7:20,07:10,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,5449.2818,175.7953,908.2136333333333,29.299216666666666,754.0120166666667,298.56845,455.4435666666667,0.0,0.0,878.9144166666666,0.0,0.0,1200.0,1200.0,0.0,0.8092,0.0,3556.0877298333335,,,0
2025-01-01 07:20:00,2025-01-01 07:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,43,7:20-7:30,07:20,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,5510.0042,421.496,918.3340333333333,70.24933333333333,757.6477833333333,347.5810833333333,410.0667,0.0,0.0,848.0847,0.0,0.0,1200.0,1200.0,0.0,0.7972,0.0,3380.4656142000003,,,0
2025-01-01 07:30:00,2025-01-01 07:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,44,7:30-7:40,07:30,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,5476.0,677.1,912.6666666666666,112.85,753.8736333333333,396.87685,356.99678333333327,0.0,0.0,799.8166666666666,0.0,0.0,1200.0,1200.0,0.0,0.7644,0.0,3056.8993,,,0
2025-01-01 07:40:00,2025-01-01 07:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,45,7:40-7:50,07:40,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,5329.4215,950.8112,888.2369166666667,158.4685333333333,730.5594333333333,447.1958666666667,283.36356666666666,0.0,0.0,729.7683833333334,0.0,0.0,1200.0,1200.0,0.0,0.6899,0.0,2517.336038308333,,,0
2025-01-01 07:50:00,2025-01-01 08:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,46,7:50-8:00,07:50,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,6084.1163,1255.5705,1014.0193833333333,209.26175,818.4099833333332,497.72586666666666,320.68411666666657,0.0,0.0,804.7576333333333,0.0,0.0,1200.0,1200.0,0.0,0.86,0.0,3460.4578233333327,,,0
2025-01-01 08:00:00,2025-01-01 08:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,47,8:00-8:10,08:00,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,7316.0,1592.2875,1219.3333333333333,265.38124999999997,966.6221166666666,548.2006666666666,418.42144999999994,0.0,0.0,953.9520833333333,0.0,0.0,1200.0,1200.0,0.0,1.1617,0.0,5541.030676041666,,,0
2025-01-01 08:10:00,2025-01-01 08:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,48,8:10-8:20,08:10,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,7469.4947,1937.5212,1244.9157833333334,322.92019999999997,980.8043333333333,598.89355,381.91078333333326,0.0,0.0,921.9955833333333,0.0,0.0,1200.0,1200.0,0.0,1.1683,0.0,5385.837200041667,,,0
2025-01-01 08:20:00,2025-01-01 08:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,49,8:20-8:30,08:20,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,7225.691,2225.1261,1204.2818333333332,370.85434999999995,958.0118833333332,648.4555333333333,309.55634999999995,0.0,0.0,833.4274833333333,0.0,0.0,1200.0,1200.0,0.0,1.0956,0.0,4565.5157537,,,0
2025-01-01 08:30:00,2025-01-01 08:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,50,8:30-8:40,08:30,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,7216.13,2490.1125,1202.6883333333333,415.01875,961.5096833333333,696.8902833333333,264.61940000000004,0.0,0.0,787.6695833333333,0.0,0.0,1200.0,1200.0,0.0,1.0849,0.0,4272.713654791667,,,0
2025-01-01 08:40:00,2025-01-01 08:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,51,8:40-8:50,08:40,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,7361.7004,2826.3146,1226.9500666666665,471.05243333333334,959.0350833333333,745.2942833333333,213.74080000000004,0.0,0.0,755.8976333333333,0.0,0.0,1200.0,1200.0,0.0,1.061,0.0,4010.0369448333327,,,0
2025-01-01 08:50:00,2025-01-01 09:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,52,8:50-9:00,08:50,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,7275.513,3122.1315,1212.5855,520.35525,970.6967833333333,792.1378666666666,178.55891666666673,0.0,0.0,692.23025,0.0,0.0,1200.0,1200.0,0.0,1.043,0.0,3609.9807537499996,,,0
2025-01-01 09:00:00,2025-01-01 09:10:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,53,9:00-9:10,09:00,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,7077.29,3350.9625,1179.5483333333332,558.49375,992.3766833333334,836.9845666666666,155.39211666666677,0.0,0.0,621.0545833333332,0.0,0.0,1200.0,1200.0,0.0,1.036,0.0,3217.0627416666657,,,0
2025-01-01 09:10:00,2025-01-01 09:20:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,54,9:10-9:20,09:10,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,7221.8762,3601.7977,1203.6460333333332,600.2996166666667,993.1616,880.9020999999999,112.25950000000012,0.0,0.0,603.3464166666665,0.0,0.0,1200.0,1200.0,0.0,1.0147,0.0,3061.078044958332,,,0
2025-01-01 09:20:00,2025-01-01 09:30:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,55,9:20-9:30,09:20,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,7229.5513,3875.6352,1204.9252166666665,645.9392,988.2592333333333,923.8623666666667,64.3968666666666,0.0,0.0,558.9860166666665,0.0,0.0,1200.0,1200.0,0.0,0.9922,0.0,2773.1296286833326,,,0
2025-01-01 09:30:00,2025-01-01 09:40:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,56,9:30-9:40,09:30,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,7099.33,4149.825,1183.2216666666666,691.6374999999999,987.2971333333332,964.7348833333333,22.56224999999995,0.0,0.0,491.58416666666665,0.0,0.0,1200.0,1200.0,0.0,0.97,0.0,2384.183208333333,,,0
2025-01-01 09:40:00,2025-01-01 09:50:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,57,9:40-9:50,09:40,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,7297.1521,4403.4802,1216.1920166666666,733.9133666666667,984.5976666666667,1002.0217333333333,-17.42406666666659,0.0,0.0,482.27864999999997,0.0,0.0,1200.0,1200.0,0.0,0.9422,0.0,2272.01472015,,,0
2025-01-01 09:50:00,2025-01-01 10:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,58,9:50-10:00,09:50,Q2v2_continuous_warmup,same_weekday_2w,recent_5d,0.65,pwl,7313.1756,4624.7505,1218.8626,770.79175,983.1877,1036.0254666666665,-52.83776666666654,0.0,0.0,448.07084999999995,0.0,0.0,1200.0,1200.0,0.0,0.9569,0.0,2143.7949818249995,,,0
