plan_day,total_cash_B_yuan,ordinary_cost_B_yuan,emergency_cost_yuan,emergency_kwh,unused_supply_kwh,qfinal_kwh,start_soc_kwh,end_soc_kwh,asset_adjusted_cost_B_yuan,schedule
2025-03-30,38291.54564301097,38080.13162647765,211.4140165333273,30.305908333332468,4511.603125322366,63929.247720679006,8741.327915999998,8755.071573814814,38281.559295087856,M0
2025-03-31,67276.67648014423,33677.659648210705,33599.01683193353,5093.851509060625,156.16023500000006,55057.91028458847,8755.071573814814,8780.877805500002,67257.9252851083,M0
2025-04-01,44661.69447510364,39947.50794304185,4714.186532061791,692.2923811333334,4530.566812146782,67881.59269524692,8780.877805500002,8741.949537,44689.98033891977,M0
2025-04-02,41713.303797265624,38438.4527618873,3274.8510353783163,469.8066824555595,639.6667261111112,64593.22178506172,8741.949537,8690.73198511111,41750.51923873137,M0
2025-04-03,37165.949792249674,37093.21053641514,72.73925583453203,11.819700133333116,5917.106778628253,59157.04631307952,8690.73198511111,2853.8432895740416,41407.12067175734,M0
2025-04-04,13784.362928402737,13784.362928402737,0.0,0.0,18368.484996838135,27703.74484665297,2853.8432895740416,2977.7734659752964,13694.31340327694,M0
2025-04-05,18769.67441012135,16137.799264449859,2631.8751456714926,543.9669810166647,12996.59411333333,33507.34966497258,2977.7734659752964,8674.09120174074,14630.644498548143,M0
2025-04-06,38114.802305106365,36812.27918784588,1302.5231172604888,206.71224755554832,4299.1877000823115,62628.78331856653,8674.09120174074,8722.792989,38079.41485595698,M0
2025-04-07,48159.83564891388,32549.37115287366,15610.464496040224,2297.5870275166653,66.92452999999978,54652.11555055555,8722.792989,8634.618472166669,48223.90457546273,M0
2025-04-08,39348.927378598586,38403.14477964854,945.7825989500528,145.76752878333616,5967.337418936903,64058.87657636488,8634.618472166669,8602.239860777778,39372.45416331293,M0
2025-04-09,43944.422136904665,37242.84616198081,6701.575974923856,976.5643465777828,277.59865375856657,62385.908680041146,8602.239860777778,8645.162556462963,43913.23386237938,M0
2025-04-10,34015.79759998226,33779.908796305856,235.8888036764049,52.10315117222124,1426.8042826337485,53671.94158428818,8645.162556462963,3001.4400235555377,38116.611048230785,M0
2025-04-11,16177.668921636154,12652.798101998678,3524.8708196374746,770.9468120500007,18994.368733333333,25825.528693340242,3001.4400235555377,2703.1522384815103,16394.40930058772,M0
2025-04-12,16736.521556737793,16736.521556737793,0.0,0.0,15905.981899979426,34233.641659368965,2703.1522384815103,8795.210401592592,12309.940714548833,M0
2025-04-13,41109.079558673155,34297.980174260614,6811.0993844125405,1013.5206615111138,630.742293559667,57675.01723525802,8795.210401592592,8761.614337074074,41133.49096309328,M0
2025-04-14,37652.7518969132,36229.58384720041,1423.168049712791,206.345086111113,4500.0108977503405,60552.7156109122,8761.614337074074,8677.443612518517,37713.911607936134,M0
2025-04-15,41015.76090917635,31731.586696769802,9284.174212406551,1361.6412059388963,410.990677050757,53046.89582396433,8677.443612518517,8772.078500259258,40946.99778022061,M0
2025-04-16,40191.05177937013,34684.20441119574,5506.847368174394,812.1658784555492,525.7509785802426,59148.81203883402,8772.078500259258,8605.07002125926,40312.40264533871,M0
2025-04-17,48143.16129944943,30080.944178458736,18062.21712099069,2792.212095594442,47.752200000000016,47219.81171772976,8605.07002125926,3042.8225300555564,52184.77376027041,M0
2025-04-18,12811.164118631628,12811.164118631628,0.0,0.0,17012.08715952675,26116.3080237037,3042.8225300555564,3195.252446808642,12700.406254670084,M0
2025-04-19,15549.165011033463,15159.46205639856,389.70295463490197,78.95916414444372,16893.278674389574,32211.47291341893,3195.252446808642,8607.663596333336,11616.425883621578,M0
2025-04-20,42272.215709534554,32723.537451537733,9548.678257996817,1391.3128066333284,126.37514000000044,54543.26449903291,8607.663596333336,8729.154674574072,42183.93846971866,M0
2025-04-21,34896.28215789417,34482.66852826596,413.6136296282149,80.2692778055545,6041.483371865573,58157.84208832647,8729.154674574072,8661.447267296297,34945.47937563332,M0
2025-04-22,47206.26663675476,31793.239535184526,15413.027101570235,2278.1283581833272,113.92265166666664,53379.2790629561,8661.447267296297,8591.887904166666,47256.809513395194,M0
2025-04-23,53659.619811802186,30812.007044617545,22847.61276718464,3502.8561338777754,208.6148733333331,51380.70888133059,8591.887904166666,8749.60337837037,53545.02138251366,M0
2025-04-24,29117.1454231479,28549.642525294486,567.502897853414,86.73244591111154,1500.596016213987,45548.918518683124,8749.60337837037,2754.988038981482,33472.922847977956,M0
2025-04-25,12340.65809605316,12340.65809605316,0.0,0.0,21257.602372290807,24870.050634492454,2754.988038981482,1982.2519156790142,12902.139754286582,M0
2025-04-26,15647.185776531007,15574.564780981367,72.62099554963991,16.813240483329594,22941.361275274347,32838.89953999314,1982.2519156790142,8617.850080833332,10825.660615757402,M0
2025-04-27,40427.412406381474,30800.38715862247,9627.025247759004,1569.3511858991085,479.63635333333184,51217.315975178666,8617.850080833332,8642.050015592593,40409.828370786374,M0
2025-04-28,36530.775780271724,36446.04422122442,84.73155904730379,18.442419050000808,2427.778649341561,61771.853837386574,8642.050015592593,7662.421050147924,37242.5888809983,M0
2025-04-29,37146.43060133097,32130.43758099678,5015.993020334193,719.0356967222181,2243.194649444448,53741.067274238936,7662.421050147924,8881.500899166667,36260.62889683621,M0
2025-04-30,39450.46914636036,30714.23183478963,8736.237311570732,1403.087824077778,155.3229766666666,50408.350851861105,8881.500899166667,8690.031169129628,39589.593924251225,M0
2025-05-01,44735.91788179861,28743.403720155224,15992.514161643387,2701.2804894333353,1036.860450336076,44856.03110014403,8690.031169129628,1200.0,50178.28687975573,M0
2025-05-02,22455.00856069316,13795.59407553298,8659.41448516018,1543.0943612999981,12083.446899828528,27643.630371351166,1200.0,1309.6109919629625,22375.363569767993,M0
2025-05-03,26256.603075208684,16169.796847261881,10086.806227946801,1822.097496949999,16842.361701124824,34264.27057674211,1309.6109919629625,8388.072385314814,21113.28684987833,M0
2025-05-04,44629.416274601455,33799.13981274479,10830.276461856663,1737.2277001499983,3992.877043991767,57298.38966276406,8388.072385314814,8229.321467759259,44744.76707256109,M0
2025-05-05,43347.127282127185,35623.30823050052,7723.819051626664,1202.7106669666637,1725.2498026611815,59499.952828045265,8229.321467759259,8253.476009685184,43329.57622964568,M0
2025-05-06,60971.981220388596,30791.36999538956,30180.611224999036,4988.849056583329,0.0,51125.328414061114,8253.476009685184,8082.179752888888,61096.44765002064,M0
2025-05-07,60226.29114898833,32910.60219903477,27315.68894995356,4262.309305677779,36.74829777777791,54301.31494395747,8082.179752888888,8235.437088351853,60114.93207018091,M0
2025-05-08,40621.69222717822,33447.37442999564,7174.31779718258,1124.0551376888866,3333.6597625239956,54668.0554043004,8235.437088351853,1863.4222300925924,45251.69380341227,M0
2025-05-09,18547.75294361372,13703.051182459449,4844.701761154271,835.4098458055544,16538.655780555553,27148.00449558985,1863.4222300925924,2247.228505222222,18268.873547010404,M0
2025-05-10,20963.321612722444,16714.54619190986,4248.7754208125825,713.3145189666673,13415.49914194101,34256.23468159122,2247.228505222222,8504.921537296299,16416.387990221938,M0
2025-05-11,43446.547186358446,35408.911659275596,8037.6355270828535,1164.4614069055556,1704.631639609054,59686.604791344296,8504.921537296299,8535.480948777778,43424.34225958483,M0
2025-05-12,52370.84730122636,31859.685631622746,20511.161669603614,3025.3892685055544,82.69143999999983,52257.13456795555,8535.480948777778,8777.168013407407,52195.233854760496,M0
2025-05-13,43005.18931128989,36399.96716317075,6605.2221481191345,980.48893233889,6421.397463312762,62099.8816773251,8777.168013407407,8798.085387000001,42989.990433876905,M0
2025-05-14,36616.74154492549,36616.74154492549,0.0,0.0,3701.1971074005587,60165.21374406721,8798.085387000001,8625.226353055554,36742.343511875035,M0
2025-05-15,34572.43623309536,34572.43623309536,0.0,0.0,1924.220308916322,52239.11199475994,8625.226353055554,3250.7719174259264,38477.59544284038,M0
2025-05-16,14748.673522326277,14748.673522326277,0.0,0.0,22220.64545528807,26834.66603042778,3250.7719174259264,2805.675108574072,15072.087540090168,M0
2025-05-17,18316.23334790303,18005.12637519835,311.1069727046846,72.29584996111078,14821.769929163236,34776.31012339445,2805.675108574072,9288.866937530865,13605.44891710559,M0
2025-05-18,38900.99081866683,38865.6721203335,35.318698333333415,5.236666666666679,6820.767123772287,64279.35777146775,9288.866937530865,9556.787410277779,38706.31578436183,M0
2025-05-19,35265.29957809238,34813.39559642571,451.90398166666745,67.00333333333344,6671.649804314134,57110.950981646085,9556.787410277779,9126.250658814815,35578.134039756646,M0
2025-05-20,44087.081732731174,34942.87166260968,9144.210070121497,1329.0729627666738,689.8747160288087,56971.380712160484,9126.250658814815,8914.133244296294,44241.20942788155,M0
2025-05-21,43711.14233301757,33700.47183991942,10010.670493098156,1460.427315794448,305.4429399999997,53484.477135244444,8914.133244296294,8758.318750666665,43824.35948130626,M0
2025-05-22,31394.534836265408,31377.20147126541,17.333365000000338,2.57000000000005,21.53749860082209,47321.99719814815,8758.318750666665,2500.7197442592606,35941.400138306126,M0
2025-05-23,14190.546256628773,14190.546256628773,0.0,0.0,17484.810884801092,26758.11055432099,2500.7197442592606,3002.553761962967,13825.906131854994,M0
2025-05-24,18440.31781931914,17968.037282023535,472.2805372956069,109.67460612222254,21142.54313388889,34607.68451534444,3002.553761962967,9795.619310993829,13504.374495410082,M0
2025-05-25,34845.07704129435,34845.07704129435,0.0,0.0,5488.839307894365,56865.239879087785,9795.619310993829,9374.965746500002,35150.73023105903,M0
2025-05-26,50838.510350977194,33787.60464169262,17050.905709284576,2502.7100319888864,275.7773450000003,53628.82128190033,9374.965746500002,7808.704844648572,51976.57901617597,M0
2025-05-27,39126.28989207037,33457.891001069205,5668.39889100116,968.8055054055492,301.7706733333332,53255.676363149614,7808.704844648572,8859.617037685184,38362.68132892707,M0
2025-05-28,36509.232961271184,36509.232961271184,0.0,0.0,3844.9328890260663,60324.0645002332,8859.617037685184,9519.980677759264,36029.40283493876,M0
2025-05-29,33275.05637783736,32200.43891978685,1074.6174580505085,154.6923992833298,639.7416187105648,50573.184409718786,9519.980677759264,2553.040925685185,38337.339305790665,M0
2025-05-30,14812.447973640623,14812.447973640623,0.0,0.0,17538.655168179626,27376.889981327775,2553.040925685185,3449.4065760370368,14161.135246610213,M0
2025-05-31,19045.882765894887,19045.882765894887,0.0,0.0,18480.089903010972,36140.399101011106,3449.4065760370368,9725.200989271603,14485.796408322452,M0
2025-06-01,59203.213010984444,44801.96886688884,14401.244144095603,2531.5915191388826,2937.035370747594,73669.70442945816,9725.200989271603,7697.601855944445,60676.496955246956,M0
2025-06-02,62956.2090843086,46608.787261701764,16347.421822606831,2556.3241329666716,6316.140797030183,76596.794827524,7697.601855944445,7622.880316907407,63010.50287539599,M0
2025-06-03,63215.1461920462,42650.947241563204,20564.198950482998,3184.483925200005,1247.3825480041178,70702.2146446845,7622.880316907407,7876.447706259259,63030.90032343231,M0
2025-06-04,60296.450890450324,49262.15054470514,11034.300345745183,1724.0044190555539,8883.803826255147,80638.23421250342,7876.447706259259,7775.39882662963,60369.87452212241,M0
2025-06-05,77827.6154471278,38279.230458114915,39548.384989012884,6657.634773344442,728.7821888888884,62096.35096438957,7775.39882662963,1200.0,82605.39886553929,M0
2025-06-06,38048.66336933901,17496.447545972376,20552.215823366634,3827.867647111527,2166.419333333336,31825.244704588476,1200.0,1200.0,38048.66336933901,M0
2025-06-07,37385.69051137316,21055.480450059,16330.210061314167,2476.2246966666667,3070.682308086427,41797.7448896845,1200.0,7843.866516666666,32558.157442365413,M0
2025-06-08,56852.87850722544,43342.59243817714,13510.286069048298,2006.1172019672133,4205.359343998638,71482.21326733772,7843.866516666666,8281.632020648147,56534.79152554994,M0
2025-06-09,51809.71803298158,49206.19595709742,2603.5220758841588,398.4630333333322,4438.189716303162,79305.8181946288,8281.632020648147,8421.82128685185,51707.85440931898,M0
2025-06-10,58556.39311121913,45277.48150481003,13278.911606409101,2070.0359309499977,145.48495555555598,73701.95567182441,8421.82128685185,8336.561090537038,58618.344448764416,M0
2025-06-11,58793.94555188923,49311.07831253406,9482.867239355173,1908.3684783833316,177.64686207819153,79062.06622649424,8336.561090537038,8445.66107885185,58714.67186387986,M0
2025-06-12,48983.92857898879,45279.98624019742,3703.9423387913675,591.8512470444452,1167.0968373456783,70992.62254825802,8445.66107885185,2706.4922149444437,53154.09476303687,M0
2025-06-13,22720.711588905462,19154.744261698776,3565.967327206689,540.7227233333366,3478.3933645541897,34034.19938523321,2706.4922149444437,2833.4148960555704,22628.4876649699,M0
2025-06-14,22436.39534420415,22163.59653457969,272.79880962445884,68.77034841111437,5375.157425946503,40351.54166121397,2833.4148960555704,8525.13335172222,18300.707338539927,M0
2025-06-15,58333.05668894391,47657.992309421345,10675.064379522568,1555.4560964999978,2219.025599794241,75943.9828843347,8525.13335172222,9189.91545288889,57850.016042504685,M0
2025-06-16,52699.09999972731,49511.52334664398,3187.576653083332,659.7127533333331,2048.0299353772252,78771.13093842249,9189.91545288889,9518.980090919755,52459.996697764516,M0
2025-06-17,53843.95385237973,50547.45728731405,3296.496565065682,473.36215190555936,2016.680964019204,80048.73906170095,9518.980090919755,9132.225986777778,54124.97518576086,M0
2025-06-18,51044.039668084864,51044.039668084864,0.0,0.0,6017.260336138546,81744.50235665294,9132.225986777778,9858.046214407408,50516.647803385764,M0
2025-06-19,46418.38625419804,44350.90259575453,2067.483658443508,297.3916847500011,4752.247691049385,68753.46948488339,9858.046214407408,2877.401557722222,51490.62737141535,M0
2025-06-20,22002.80768350686,22002.80768350686,0.0,0.0,10284.686554698215,36824.52450449241,2877.401557722222,4678.513967839466,20694.09238962952,M0
2025-06-21,23656.51303719446,23656.51303719446,0.0,0.0,13376.174498079561,41773.57571950003,4678.513967839466,10572.261639820985,19374.02757251761,M0
2025-06-22,46449.279959087886,44982.27824526602,1467.001713821868,210.29267686666685,2689.847214705074,72354.54720240741,10572.261639820985,9182.0831175,47459.404526084145,M0
2025-06-23,47328.765320740626,47328.765320740626,0.0,0.0,3519.131320054876,75255.76481478052,9182.0831175,9772.52783715432,46899.739330769,M0
2025-06-24,55432.46378034665,54253.05511648861,1179.408663858033,250.88408420555493,5352.1818162551535,85720.83088806584,9772.52783715432,9749.249835055556,55449.37792584164,M0
2025-06-25,50313.51818130466,47271.175881195166,3042.342300109492,436.11558201110836,3201.8260462688604,76390.26498316872,9749.249835055556,9117.569499944444,50772.50658800142,M0
2025-06-26,43262.30830719986,43140.39013843736,121.9181687625,18.098147222222224,1379.0753048628285,66072.69518371741,9117.569499944444,3064.1353482779255,47660.82436331303,M0
2025-06-27,21308.31806762094,21308.31806762094,0.0,0.0,13196.130219748817,36052.10653360751,3064.1353482779255,3788.9730762901213,20781.64010188136,M0
2025-06-28,23396.049155633777,23396.049155633777,0.0,0.0,10593.236066899864,41779.777700783336,3788.9730762901213,10106.057395462964,18805.960933058002,M0
2025-06-29,59455.30285082374,43835.09522753155,15620.20762329219,2290.704446227784,1216.7772937722898,70844.3307555967,10106.057395462964,9135.312705,60160.66050408449,M0
2025-06-30,49035.777150742724,48739.62746811994,296.149682622779,43.95612944444463,3937.1986726131654,78264.61734406481,9135.312705,9558.043343456791,48728.61472788044,M0
2025-07-01,119302.20777156967,42199.23135439528,77102.97641717439,12350.287958986899,0.0,67914.18567290124,9558.043343456791,7929.17128711111,120485.77064079128,M0
2025-07-02,108336.48934918026,40824.67595095705,67511.81339822321,10652.633233659393,0.0,64908.90491089163,7929.17128711111,7790.855214629629,108436.9918821864,M0
2025-07-03,97541.82584479213,42845.112954940414,54696.71288985171,9218.023704622223,0.0,67135.89488483539,7790.855214629629,1200.0,102330.84010657023,M0
2025-07-04,53523.092892683715,18561.45488592157,34961.63800676214,7744.918470272223,9760.98953333333,33379.39591250343,1200.0,1200.0,53523.092892683715,M0
2025-07-05,56706.96545663688,22189.078600162462,34517.88685647442,6993.0194475111075,10363.689966666665,41893.18130792181,1200.0,7764.047809981479,51937.429857187184,M0
2025-07-06,131195.89683455077,43057.897356301495,88137.99947824929,13889.732445716667,0.0,68794.62838655007,7764.047809981479,7642.023768925927,131284.56133314237,M0
2025-07-07,88203.38233552534,43510.57360170364,44692.8087338217,7159.00760109321,116.40539166666713,70030.40300522633,7642.023768925927,7839.905170092592,88059.59874121663,M0
2025-07-08,60184.82384056042,51317.19005087948,8867.633789680942,1339.505443255558,3193.1762955144013,82369.5957162393,7839.905170092592,8449.623279296296,59741.79351664137,M0
2025-07-09,58206.071804550134,50889.088904216784,7316.982900333348,1106.7604365388893,4880.753527716053,82153.34449895432,8449.623279296296,8523.077857759261,58152.69860602027,M0
2025-07-10,59225.77829137482,44537.4388116071,14688.33947976772,2213.269231793622,260.4556322222238,68292.06249429355,8523.077857759261,2566.7949969444444,63553.70276228578,M0
2025-07-11,30148.491500069136,23617.216561449397,6531.274938619739,1450.8357995166618,7106.641867777778,39869.43801961591,2566.7949969444444,1681.130363,30792.02870806268,M0
2025-07-12,37380.866752418595,26102.124627979036,11278.742124439561,2034.7622460166647,8016.247499999998,47067.58702041152,1681.130363,8402.64780674074,32496.911355034918,M0
2025-07-13,53864.38604491458,51540.127175586575,2324.2588693280036,356.8333017333318,8252.366318079561,81080.49996764745,8402.64780674074,8414.695465555555,53855.63203530485,M0
2025-07-14,59703.07227179032,47651.94380990281,12051.12846188751,1795.4932283333349,3282.7199364060402,77441.96535894657,8414.695465555555,8702.773768500001,59493.75025569634,M0
2025-07-15,55230.89007021156,55230.89007021156,0.0,0.0,10371.319860994508,88125.28825977366,8702.773768500001,9964.649473907408,54313.99225452695,M0
2025-07-16,53609.09918806782,53609.09918806782,0.0,0.0,7856.188805363508,83560.77059797668,9964.649473907408,9993.850023796296,53587.8816305103,M0
2025-07-17,49102.91185123964,49102.91185123964,0.0,0.0,5009.074155850489,74981.68973287381,9993.850023796296,3972.026499919771,53478.45915104118,M0
2025-07-18,28787.02395540929,28787.02395540929,0.0,0.0,12401.848969256036,46861.63312808317,3972.026499919771,4782.580777209876,28198.063059216143,M0
2025-07-19,31513.27368052688,31513.27368052688,0.0,0.0,17534.051039437585,52724.8927383026,4782.580777209876,9722.127957253086,27924.12460629978,M0
2025-07-20,55283.73632396304,55283.73632396304,0.0,0.0,11654.098122674903,87733.08451607997,9722.127957253086,10083.756440444446,55020.971643648954,M0
2025-07-21,56455.17291457267,56455.17291457267,0.0,0.0,10964.478689362137,88734.46682776728,10083.756440444446,10186.807404796296,56380.29453811015,M0
