plan_day,base_cost_yuan,up_cost_yuan,down_cost_yuan,ordinary_cost_yuan,emergency_cost_yuan,total_cost_yuan,q0_kwh,qfinal_kwh,u_kwh,r_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_supply_kwh,initial_soc_kwh,end_soc_kwh,asset_adjusted_cost_yuan,interval_count
2025-02-11,53023.864637463754,0.0,0.0,53023.864637463754,0.0,53023.864637463754,84374.77907765287,84374.77907765287,0.0,0.0,21193.06201288127,17538.60481516667,0.0,5499.724746604934,5392.842081555007,4979.2592096296285,53217.5868546736,144
2025-02-12,52436.34998125397,0.0,0.0,52436.34998125397,0.0,52436.34998125397,84014.2610600251,84014.2610600251,0.0,0.0,21666.94134878601,17882.903675849997,0.0,4963.487253755768,4979.2592096296285,4609.613450370372,52609.492054891,144
2025-02-13,53049.01095635566,0.0,0.0,53049.01095635566,0.0,53049.01095635566,84823.01974011419,84823.01974011419,0.0,0.0,19827.83100770781,15561.6883897425,0.0,9227.39810548222,4609.613450370372,5163.896479815741,52789.38478536345,144
2025-02-14,18757.95640364028,0.0,0.0,18757.95640364028,0.0,18757.95640364028,35899.78225682927,35899.78225682927,0.0,0.0,17859.979405184153,14939.508908694957,0.0,3177.5099436734076,5163.896479815741,4638.423601487082,19004.087899849426,144
2025-02-15,18499.585448133344,0.0,0.0,18499.585448133344,1139.4630328326575,19639.048480966,35664.353922550355,35664.353922550355,0.0,0.0,17918.83323723554,14877.576805499168,212.2631623341659,3555.2695531481518,4638.423601487082,4234.73262,19828.13733669455,144
2025-02-16,48640.621741779905,0.0,0.0,48640.621741779905,8491.222768215632,57131.84450999554,78457.47316202408,78457.47316202408,0.0,0.0,22495.085661860096,18139.206028440014,1313.4697147293289,37.68414333333294,4234.73262,4325.63635074074,57089.26520251658,144
2025-02-17,49662.29285138723,0.0,0.0,49662.29285138723,0.0,49662.29285138723,80288.95214759979,80288.95214759979,0.0,0.0,20459.058267283952,16475.666030792177,0.0,5121.69674444135,4325.63635074074,4432.493201527209,49612.24110247885,144
2025-02-18,48895.607042291245,0.0,0.0,48895.607042291245,0.0,48895.607042291245,79291.65161245516,79291.65161245516,0.0,0.0,21833.105937499364,17636.524657544644,0.0,3003.682549167102,4432.493201527209,4486.150036893692,48870.47418060558,144
2025-02-19,46183.69810196055,0.0,0.0,46183.69810196055,13645.588709087626,59829.28681104818,75196.68951131236,75196.68951131236,0.0,0.0,22021.487402793024,18251.162108383338,2367.4698647639907,914.5066983333312,4486.150036893692,4026.4196900925917,60044.62450548982,144
2025-02-20,47292.91512903128,0.0,0.0,47292.91512903128,1554.4067121909613,48847.32184122224,77039.95625443682,77039.95625443682,0.0,0.0,22901.25297718107,18262.667976766665,330.80791040000605,1739.0454310890996,4026.4196900925917,4345.694062037037,48697.773725403466,144
2025-02-21,17745.463934618743,0.0,0.0,17745.463934618743,788.427385633257,18533.891320251998,34288.693327818924,34288.693327818924,0.0,0.0,17866.834123696135,14245.626304710533,138.09885783333453,5245.322333333331,4345.694062037037,4597.371101462961,18416.005794984896,144
2025-02-22,17409.788795975022,0.0,0.0,17409.788795975022,1888.7105710405585,19298.49936701558,33664.41700502345,33664.41700502345,0.0,0.0,17420.668831089923,14434.745111983335,322.1367587333316,3155.867161316868,4597.371101462961,4237.367369462404,19467.125115084644,144
2025-02-23,47190.26053744681,0.0,0.0,47190.26053744681,703.0912368717986,47893.35177431861,76887.58046445638,76887.58046445638,0.0,0.0,22958.67292934156,18454.77471703283,146.87411871717399,998.7026875314879,4237.367369462404,4394.8677647222175,47819.57858917891,144
2025-02-24,47878.02858365288,0.0,0.0,47878.02858365288,315.5474869142264,48193.576070567105,77777.84248021824,77777.84248021824,0.0,0.0,20514.71889072017,16601.118520066666,67.5637970333358,5728.772289931412,4394.8677647222175,4412.427521851852,48185.351080327586,144
2025-02-25,45931.467605424354,0.0,0.0,45931.467605424354,106.39751583333268,46037.86512125769,74750.81121720823,74750.81121720823,0.0,0.0,20090.69173416337,16459.731894222332,23.784999999999854,5322.3131439338595,4412.427521851852,4205.459089018523,46134.80913519682,144
2025-02-26,45187.32194629849,0.0,0.0,45187.32194629849,532.2940518831145,45719.6159981816,73579.83144081524,73579.83144081524,0.0,0.0,22008.373769115216,17620.618734016658,88.69671215000335,465.9250845333502,4205.459089018523,4434.530221203703,45612.319079866065,144
2025-02-27,44367.167867226504,0.0,0.0,44367.167867226504,4377.867582323554,48745.03544955006,72512.01588728705,72512.01588728705,0.0,0.0,22812.186953905777,18477.005877816668,905.3070601833274,2125.5576713812793,4434.530221203703,4435.491948811499,48744.58497633856,144
2025-02-28,17127.997741191346,0.0,0.0,17127.997741191346,0.0,17127.997741191346,33286.16553323413,33286.16553323413,0.0,0.0,17417.489789016025,14099.86157709877,0.0,6675.943771316878,4435.491948811499,4444.719895482853,17123.675370970483,144
2025-03-01,17101.9040984519,0.0,0.0,17101.9040984519,857.8438870448886,17959.74798549679,33259.11105441534,33259.11105441534,0.0,0.0,16594.965372776252,13479.96388488333,155.93405751050483,6641.277690699589,4444.719895482853,4402.45108111111,17979.546698148515,144
2025-03-02,44949.44441405749,0.0,0.0,44949.44441405749,25422.19056890502,70371.63498296251,73328.25184567593,73328.25184567593,0.0,0.0,19896.020194630462,16117.768891317339,3774.2427693038576,965.9362449999938,4402.45108111111,4400.237154814814,70372.6719860397,144
2025-03-03,47149.922928363034,0.0,0.0,47149.922928363034,3779.5926077749587,50929.51553613799,76171.76617810364,76171.76617810364,0.0,0.0,22712.732013636254,18386.108991628702,598.6154100999977,426.6119328627559,4400.237154814814,4412.685976388889,50923.68450811269,144
2025-03-04,49562.06856263963,0.0,0.0,49562.06856263963,0.0,49562.06856263963,79528.08543609973,79528.08543609973,0.0,0.0,20383.32509990712,16673.16482064144,0.0,6618.4672235007165,4412.685976388889,4231.9398767037,49646.73003573217,144
2025-03-05,49014.541961324205,0.0,0.0,49014.541961324205,0.0,49014.541961324205,78896.01888491893,78896.01888491893,0.0,0.0,18757.71126674898,15151.414554016666,0.0,9159.250155519947,4231.9398767037,4278.97495675926,48992.51072982618,144
2025-03-06,46986.87812783754,0.0,0.0,46986.87812783754,0.0,46986.87812783754,75677.66779861423,75677.66779861423,0.0,0.0,19546.416071419746,15582.132432393997,0.0,5772.730026255151,4278.97495675926,4557.26894059926,46856.52522580689,144
2025-03-07,16707.019355336495,0.0,0.0,16707.019355336495,0.0,16707.019355336495,32389.86739203477,32389.86739203477,0.0,0.0,15559.067703819752,12754.674942916668,0.0,8663.189097798353,4557.26894059926,4388.568826351846,16786.038488849983,144
2025-03-08,16400.167424448697,0.0,0.0,16400.167424448697,0.0,16400.167424448697,31803.74232327161,31803.74232327161,0.0,0.0,15960.514161954738,12813.359858783333,0.0,9593.44850343354,4388.568826351846,4515.96506235185,16340.495027506295,144
2025-03-09,45278.424244522546,0.0,0.0,45278.424244522546,0.0,45278.424244522546,73949.07156720487,73949.07156720487,0.0,0.0,20817.82140993827,16763.427064315227,0.0,6561.152171581829,4515.96506235185,4625.974259834931,45226.89593642147,144
2025-03-10,44242.8045599863,0.0,0.0,44242.8045599863,76.82445807360023,44319.6290180599,71808.48527890872,71808.48527890872,0.0,0.0,20817.099715358756,17238.592845958694,12.56739049134635,200.47434999999905,4625.974259834931,4207.371952592593,44515.702338772215,144
2025-03-11,46483.80551199415,0.0,0.0,46483.80551199415,0.0,46483.80551199415,75427.95518518251,75427.95518518251,0.0,0.0,20576.330358127576,15951.98774955,0.0,6864.693776604943,4207.371952592593,5001.638442074072,46111.771088321024,144
2025-03-12,44480.989824558266,0.0,0.0,44480.989824558266,1259.2660550048072,45740.255879563076,72343.27020543942,72343.27020543942,0.0,0.0,18873.722597366253,16064.748579066665,180.51405605000105,7279.275559856495,5001.638442074072,4138.268136296296,46144.658530789384,144
2025-03-13,42015.00511549188,0.0,0.0,42015.00511549188,18533.610218555674,60548.61533404755,68762.58368674875,68762.58368674875,0.0,0.0,19319.80591075915,15614.863441214915,2727.933188906585,239.95638944444352,4138.268136296296,4176.2451879629625,60530.82688304688,144
2025-03-14,15815.891781939667,0.0,0.0,15815.891781939667,0.0,15815.891781939667,30597.02533635802,30597.02533635802,0.0,0.0,16054.327557283952,12708.896571625515,0.0,11222.168367366252,4176.2451879629625,4504.1437988234975,15662.304072612593,144
2025-03-15,15564.59092838859,0.0,0.0,15564.59092838859,1560.4573523424453,17125.048280731036,29989.951546776996,29989.951546776996,0.0,0.0,15277.631517285232,12653.603691092185,410.7949920578137,6852.593562641765,4504.1437988234975,4194.452507611112,17270.10768153492,144
2025-03-16,42542.686489521955,0.0,0.0,42542.686489521955,7.461179999999938,42550.14766952196,69565.76418822094,69565.76418822094,0.0,0.0,21357.541717160486,16846.663038466668,1.6399999999999864,1705.4785761937958,4194.452507611112,4697.725565870368,42314.414569033324,144
2025-03-17,44062.60580262148,0.0,0.0,44062.60580262148,0.0,44062.60580262148,71225.55294021625,71225.55294021625,0.0,0.0,18457.52104704466,14347.588523725108,0.0,9257.488983563377,4697.725565870368,5367.729481849336,43748.77596837693,144
2025-03-18,41288.81380117294,0.0,0.0,41288.81380117294,1495.624823850952,42784.43862502389,67681.73524252968,67681.73524252968,0.0,0.0,20308.45997981761,17288.288679166675,308.01262561666704,3843.618200828758,5367.729481849336,4436.133820166662,43220.79803295605,144
2025-03-19,40501.41660552772,0.0,0.0,40501.41660552772,0.0,40501.41660552772,67157.87621143882,67157.87621143882,0.0,0.0,21768.549021214,17312.816890802467,0.0,3236.6736310272863,4436.133820166662,4791.36472725652,40335.02644864683,144
2025-03-20,38952.9422408185,0.0,0.0,38952.9422408185,12566.810441024309,51519.75268184281,63553.6176615427,63553.6176615427,0.0,0.0,18746.071735627684,15555.907508972616,1872.819436923062,27.31105514403305,4791.36472725652,4378.487612685183,51713.14432230802,144
2025-03-21,14819.178845659724,0.0,0.0,14819.178845659724,3329.96655797832,18149.145403638042,28660.870723583335,28660.870723583335,0.0,0.0,15102.301626420049,12103.0978772525,825.3316181975013,14453.53407594662,4378.487612685183,4522.67254618267,18081.60918078782,144
2025-03-22,15166.932398112142,0.0,0.0,15166.932398112142,0.0,15166.932398112142,29342.738945297162,29342.738945297162,0.0,0.0,15163.265820952802,11997.10027112259,0.0,10295.373662133616,4522.67254618267,4839.500372681758,15018.530244179969,144
2025-03-23,39608.77353266244,0.0,0.0,39608.77353266244,0.0,39608.77353266244,64787.120304748736,64787.120304748736,0.0,0.0,19813.657397195206,16436.230928877503,0.0,2639.9737197643685,4839.500372681758,4409.313220293548,39810.27319484107,144
2025-03-24,40066.97567952747,0.0,0.0,40066.97567952747,0.0,40066.97567952747,65733.94812634923,65733.94812634923,0.0,0.0,20038.735064082466,16285.799349482832,0.0,3982.5153284162643,4409.313220293548,4348.842167431289,40095.300320688155,144
2025-03-25,38696.20877919811,0.0,0.0,38696.20877919811,3899.754032306115,42595.96281150422,64139.691084092905,64139.691084092905,0.0,0.0,21046.547827352144,17329.3444313434,735.6443935207693,208.0073649382652,4348.842167431289,4035.908066111112,42742.541144562594,144
2025-03-26,37388.94569266135,0.0,0.0,37388.94569266135,0.0,37388.94569266135,61934.84173130383,61934.84173130383,0.0,0.0,21739.510166147535,17134.550552312838,0.0,1737.3272508024731,4035.908066111112,4563.077713074077,37142.019430023895,144
2025-03-27,38909.81420061177,0.0,0.0,38909.81420061177,0.0,38909.81420061177,64279.23547284732,64279.23547284732,0.0,0.0,20168.013292057614,16547.37573112387,0.0,1941.6085119135773,4563.077713074077,4328.316641343849,39019.776286610206,144
2025-03-28,14502.350741465249,0.0,0.0,14502.350741465249,917.2528809300318,15419.603622395281,28513.83300358914,28513.83300358914,0.0,0.0,15241.600138589136,12043.068975149996,241.98899318333298,14735.410066666667,4328.316641343849,4664.5690159074065,15262.10301014971,144
2025-03-29,14597.79388022458,0.0,0.0,14597.79388022458,0.0,14597.79388022458,28524.23275644033,28524.23275644033,0.0,0.0,14594.537422860516,11976.321326490352,0.0,18198.80747673683,4664.5690159074065,4492.629000381484,14678.330583496923,144
2025-03-30,39250.41101671294,0.0,0.0,39250.41101671294,0.0,39250.41101671294,64095.77532727364,64095.77532727364,0.0,0.0,19921.30992966199,15427.099231668932,0.0,4255.94492928058,4492.629000381484,5280.58656855624,38881.33169177989,144
2025-03-31,36771.03341887794,0.0,0.0,36771.03341887794,0.0,36771.03341887794,59996.690986547175,59996.690986547175,0.0,0.0,18209.553316087513,15443.425599030665,0.0,279.17378615699954,5280.58656855624,4509.822776334268,37132.05917915471,144
2025-04-01,35945.03643295798,0.0,0.0,35945.03643295798,25120.17897642405,61065.21540938203,59554.83341198826,59554.83341198826,0.0,0.0,16388.103518608434,13323.38670052367,3746.841881096501,28.10695833333341,4509.822776334268,4455.352942500001,61090.72907955,144
2025-04-02,35322.085160777104,0.0,0.0,35322.085160777104,31987.932769157745,67310.01792993485,58375.1428141454,58375.1428141454,0.0,0.0,17452.66166620392,14251.948200958512,5260.906051100003,0.0,4455.352942500001,4327.25044101852,67370.02114162878,144
2025-04-03,38706.104826966446,0.0,0.0,38706.104826966446,774.847564650854,39480.9523916173,65335.14785933668,65335.14785933668,0.0,0.0,22018.596378568265,17517.69121429331,156.62562166667075,5127.33805006173,4327.25044101852,4679.8858325151705,39315.77797424027,144
2025-04-04,14229.767781686367,0.0,0.0,14229.767781686367,0.0,14229.767781686367,28108.83727747992,28108.83727747992,0.0,0.0,14085.028530643018,11263.874337667834,0.0,18856.880834504736,4679.8858325151705,4840.995579351857,14154.303976268064,144
2025-04-05,13957.309641411455,0.0,0.0,13957.309641411455,128.67970446048164,14085.989345871938,27743.172686747315,27743.172686747315,0.0,0.0,14031.249947652084,11808.699720452682,27.578162121834897,13504.085638336413,4840.995579351857,4348.343065069093,14316.747783561985,144
2025-04-06,38119.29544722676,0.0,0.0,38119.29544722676,0.0,38119.29544722676,63353.65198140511,63353.65198140511,0.0,0.0,19542.873635108423,15508.5085643,0.0,4909.210643930031,4348.343065069093,4705.253154111116,37952.11876151948,144
2025-04-07,36348.535481523104,0.0,0.0,36348.535481523104,0.0,36348.535481523104,60236.067330399695,60236.067330399695,0.0,0.0,18948.47038174896,15625.231744476836,0.0,3670.109409794243,4705.253154111116,4397.507892710924,36492.683361962954,144
2025-04-08,34775.25992919699,0.0,0.0,34775.25992919699,5271.795718553574,40047.05564775057,57541.38594857368,57541.38594857368,0.0,0.0,21293.824562522837,17367.97843333333,930.4257554903247,192.77195820784112,4397.507892710924,4264.196184166668,40109.498852032695,144
2025-04-09,36103.07974008345,0.0,0.0,36103.07974008345,17975.57174577396,54078.651485857416,60164.88941081643,60164.88941081643,0.0,0.0,18450.38049414977,14923.56250892798,2650.904524405357,154.66493333333324,4264.196184166668,4287.80250787037,54067.5942838346,144
2025-04-10,37607.031018540656,0.0,0.0,37607.031018540656,610.9661718399041,38217.997190380556,63356.93262507312,63356.93262507312,0.0,0.0,21597.611402037037,17336.222853733332,91.50980656391982,4726.415983333336,4287.80250787037,4463.182932222224,38135.84899961415,144
2025-04-11,13553.592246935861,0.0,0.0,13553.592246935861,0.0,13553.592246935861,27060.69714379835,27060.69714379835,0.0,0.0,14269.122928314791,11579.166564701625,0.0,19054.090613518514,4463.182932222224,4439.652940259286,13564.613695171302,144
2025-04-12,14120.429910209225,0.0,0.0,14120.429910209225,0.0,14120.429910209225,27993.34879555553,27993.34879555553,0.0,0.0,13614.737394444415,10579.28808333333,0.0,15932.738934444444,4439.652940259286,4938.152058222225,13886.932923355384,144
2025-04-13,35530.10236448194,0.0,0.0,35530.10236448194,427.71378472130993,35957.81614920325,59116.20995980761,59116.20995980761,0.0,0.0,19767.04669930041,16564.160525500003,73.17086508332991,1710.1361677572017,4938.152058222225,4323.871281481482,36245.54526502862,144
2025-04-14,35050.31582343998,0.0,0.0,35050.31582343998,0.0,35050.31582343998,58692.95357188991,58692.95357188991,0.0,0.0,20445.29729872428,16482.80797691667,0.0,2202.432450082304,4323.871281481482,4410.407764870368,35009.782134620626,144
2025-04-15,34493.377953893534,0.0,0.0,34493.377953893534,0.0,34493.377953893534,57440.376884978396,57440.376884978396,0.0,0.0,20243.003337746923,16168.568213516668,0.0,3226.5129274148076,4410.407764870368,4664.034976046296,34374.57896817873,144
2025-04-16,35195.02461481461,0.0,0.0,35195.02461481461,5790.100247614214,40985.12486242883,59191.805844165225,59191.805844165225,0.0,0.0,19502.80810233539,16105.164804750002,851.4120063625483,865.9826029423867,4664.034976046296,4321.934707314815,41145.364628302654,144
2025-04-17,36222.23312802296,0.0,0.0,36222.23312802296,0.0,36222.23312802296,61100.75182566509,61100.75182566509,0.0,0.0,20173.76912424661,16087.760721339757,0.0,4146.401072758238,4321.934707314815,4603.037228759256,36090.56470697839,144
2025-04-18,13150.088428113055,0.0,0.0,13150.088428113055,0.0,13150.088428113055,26709.45722915,26709.45722915,0.0,0.0,14271.362320020582,11262.004636849999,0.0,17345.982362646082,4603.037228759256,4933.924831388891,12995.100675041334,144
2025-04-19,13017.554040304181,0.0,0.0,13017.554040304181,0.0,13017.554040304181,26121.189748766665,26121.189748766665,0.0,0.0,14512.100864365202,11646.42236465,0.0,16470.83199905146,4933.924831388891,5054.346315262016,12961.14861725801,144
2025-04-20,33708.88888799623,0.0,0.0,33708.88888799623,1404.2236963986663,35113.112584394905,55877.68020322626,55877.68020322626,0.0,0.0,19920.22095668417,16625.50134126666,278.9398557333333,904.1555602087467,5054.346315262016,4509.765908203709,35368.19404706101,144
2025-04-21,33476.538728221254,0.0,0.0,33476.538728221254,206.3213999045423,33682.860128125794,56192.66527762057,56192.66527762057,0.0,0.0,18979.01808384773,15529.328413633339,45.64193209999835,4271.707156172843,4509.765908203709,4336.072835185185,33764.21796352767,144
2025-04-22,33732.768789341666,0.0,0.0,33732.768789341666,0.0,33732.768789341666,56193.911075895434,56193.911075895434,0.0,0.0,20338.95881140984,16406.857422181067,0.0,108.88036999999929,4336.072835185185,4411.294185252855,33697.53510896997,144
2025-04-23,34335.00446392465,0.0,0.0,34335.00446392465,0.0,34335.00446392465,57822.48394629329,57822.48394629329,0.0,0.0,20184.866676015346,15720.102451934154,0.0,1957.8030055454333,4411.294185252855,5110.893691517608,34007.31205519024,144
2025-04-24,34620.2687710211,0.0,0.0,34620.2687710211,55.7349740445799,34676.00374506569,58181.70344166326,58181.70344166326,0.0,0.0,17493.298854486602,14863.007349500003,11.292670255208165,8472.597906931878,5110.893691517608,4340.41005,35036.89828275254,144
2025-04-25,12674.394108331093,0.0,0.0,12674.394108331093,0.0,12674.394108331093,26018.336352566665,26018.336352566665,0.0,0.0,13542.841096625512,10780.4892991,0.0,21255.62690504115,4340.41005,4550.645593518523,12575.919779747017,144
2025-04-26,12181.289897658184,0.0,0.0,12181.289897658184,1656.0380438620052,13837.327941520189,25207.147964999993,25207.147964999993,0.0,0.0,14051.613544135806,11679.915530833337,326.8223508333342,23092.078669197526,4550.645593518523,4219.413860092593,13992.476885456894,144
2025-04-27,31072.51019403808,0.0,0.0,31072.51019403808,8097.632020219754,39170.14221425784,51915.384107214806,51915.384107214806,0.0,0.0,20066.091603148147,16232.069135799997,1200.1964101333378,708.0868666666653,4219.413860092593,4243.263929814815,39158.97084159995,144
2025-04-28,32373.775775297818,0.0,0.0,32373.775775297818,39137.31011839595,71511.08589369377,53645.28230074074,53645.28230074074,0.0,0.0,13942.94579432408,11135.799746819175,5873.788673430828,89.95761000000005,4243.263929814815,4418.8043149074065,71428.8627773164,144
2025-04-29,33206.98666120136,0.0,0.0,33206.98666120136,0.0,33206.98666120136,54929.17614209465,54929.17614209465,0.0,0.0,18708.513527798346,14715.647258666662,0.0,3503.0961562962993,4418.8043149074065,4905.747313629635,32978.90256059987,144
2025-04-30,35902.91656082514,0.0,0.0,35902.91656082514,0.0,35902.91656082514,60845.47931123456,60845.47931123456,0.0,0.0,17614.840897530856,14426.888094210515,0.0,9400.672074580887,4905.747313629635,4729.228461173504,35985.5979913156,144
2025-05-01,33635.67567054678,0.0,0.0,33635.67567054678,12402.340828399341,46038.01649894612,55891.94908224706,55891.94908224706,0.0,0.0,19413.50666525989,16818.85621333333,1952.270383997975,4238.190214318476,4729.228461173504,3513.766445092593,46607.33890727842,144
2025-05-02,12832.800033048148,0.0,0.0,12832.800033048148,15809.892062779008,28642.692095827155,26252.495256999995,26252.495256999995,0.0,0.0,13923.853013333332,11138.176325133332,2678.750864533336,11855.249349999998,3513.766445092593,3669.482684722222,28569.754609184638,144
2025-05-03,15074.30025389219,0.0,0.0,15074.30025389219,0.0,15074.30025389219,28576.377822083334,28576.377822083334,0.0,0.0,14507.440561249732,11297.417512931826,0.0,16499.18312376543,3669.482684722222,4173.493064367175,14838.221792066493,144
2025-05-04,38558.56659244816,0.0,0.0,38558.56659244816,902.6862564066096,39461.25284885477,63854.733814941814,63854.733814941814,0.0,0.0,17412.39575245211,14326.56026091667,152.57804574999778,9186.809035823037,4173.493064367175,3926.248951666666,39577.06199124369,144
2025-05-05,35364.29573130724,0.0,0.0,35364.29573130724,9443.364355932144,44807.66008723938,57812.72423320986,57812.72423320986,0.0,0.0,20239.482025555546,16205.734094616657,1375.5708570500128,78.54035932098896,3926.248951666666,4135.411558425924,44709.68832223335,144
2025-05-06,36038.28712339271,0.0,0.0,36038.28712339271,0.0,36038.28712339271,59272.61082662551,59272.61082662551,0.0,0.0,20668.127853395057,17040.563635,0.0,2774.964241563789,4135.411558425924,3802.767032037039,36194.09781955326,144
2025-05-07,38644.152281996714,0.0,0.0,38644.152281996714,5881.571274162408,44525.72355615912,64377.4496996761,64377.4496996761,0.0,0.0,19096.2351165432,15417.571064566662,945.7964998333382,6576.736197532904,3802.767032037039,3858.7441207407405,44499.50388781031,144
2025-05-08,36625.62790206941,0.0,0.0,36625.62790206941,4422.898891642649,41048.526793712066,59210.8346010288,59210.8346010288,0.0,0.0,19487.507384362136,15487.044089166668,659.4081441666642,43.267050000000154,3858.7441207407405,4189.674000925926,40893.51923783332,144
2025-05-09,16334.937639276228,0.0,0.0,16334.937639276228,186.00577467893322,16520.94341395516,29430.824692,29430.824692,0.0,0.0,14653.280379530168,10093.223351263503,47.86728959999998,16419.24910333333,4189.674000925926,6162.933729988072,15596.66855686245,144
2025-05-10,15401.13888540593,0.0,0.0,15401.13888540593,0.0,15401.13888540593,27736.361456344064,27736.361456344064,0.0,0.0,14103.424830473254,12042.2532353226,0.0,13554.144577860077,6162.933729988072,5475.734704833332,15723.022908788409,144
2025-05-11,40612.99413012843,0.0,0.0,40612.99413012843,185.80697583333296,40798.80110596176,65956.0491964609,65956.0491964609,0.0,0.0,17915.697030637857,14611.957618297538,27.56166666666661,7195.792367453918,5475.734704833332,5364.353567632361,40850.97203062669,144
2025-05-12,37751.22086972456,0.0,0.0,37751.22086972456,0.0,37751.22086972456,61127.892858220795,61127.892858220795,0.0,0.0,15686.546546252112,12805.146893374485,0.0,6315.297972009842,5364.353567632361,5254.304466620945,37802.76786863831,144
2025-05-13,39314.553177927,0.0,0.0,39314.553177927,0.0,39314.553177927,64527.90482359668,64527.90482359668,0.0,0.0,17524.612689762736,13754.024005116667,0.0,7628.1033722839475,5254.304466620945,5744.20699283333,39085.08283464912,144
2025-05-14,37031.72205824667,0.0,0.0,37031.72205824667,0.0,37031.72205824667,60068.059054516045,60068.059054516045,0.0,0.0,17016.485946543216,14302.03698166667,0.0,4339.461306306171,5744.20699283333,5167.892142870368,37301.66793396932,144
2025-05-15,36738.53136365271,0.0,0.0,36738.53136365271,0.0,36738.53136365271,58171.74298831656,58171.74298831656,0.0,0.0,19206.99120786009,15004.485776419753,0.0,1204.179273542895,5167.892142870368,5782.533367255834,36450.633414150565,144
2025-05-16,16392.987950919105,0.0,0.0,16392.987950919105,0.0,16392.987950919105,28585.571536136416,28585.571536136416,0.0,0.0,13871.286054764994,10287.736382696072,0.0,22286.51533073416,5782.533367255834,6835.872613548693,15899.60384795553,144
2025-05-17,16202.899912061464,0.0,0.0,16202.899912061464,0.0,16202.899912061464,27935.288611139506,27935.288611139506,0.0,0.0,14395.551466337443,11861.754518860489,0.0,14952.69258032922,6835.872613548693,6612.141690074072,16307.695476616977,144
2025-05-18,36152.6681550494,0.0,0.0,36152.6681550494,0.0,36152.6681550494,56531.46805751029,56531.46805751029,0.0,0.0,17321.090056913585,14490.029266069958,0.0,24.239166666666506,6612.141690074072,6101.090223440783,36392.04466202044,144
2025-05-19,36912.762990996715,0.0,0.0,36912.762990996715,451.90398166666665,37364.666972663385,58927.067228769505,58927.067228769505,0.0,0.0,16408.233542576087,13058.101565000003,67.00333333333333,8128.722034526756,6101.090223440783,6359.498672870367,37243.628454950565,144
2025-05-20,38185.49306429426,0.0,0.0,38185.49306429426,0.0,38185.49306429426,61332.97306348398,61332.97306348398,0.0,0.0,16822.940978621402,13878.108247221193,0.0,3860.7455154171025,6359.498672870367,6080.025278939416,38316.398402011524,144
